,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,custom_spoiler,replies,images,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,last_replies
30,995468,,,09/16/22(Fri)17:16:53,Anonymous,Langrisser Mobile,Forbidden Battleground event awaits!<br>New Covenant: Odin<br>SP Ledin coming soon!<br>Elma&#039;s new skin (Macho Lotto) coming soon!<br><br>Wandering Duelist (Neo Brenda) or Julian?Who did you summon?<br>Are you ready for Ricky and McClaine arrival on the October&#039;s major update?,Michelle,.png,1242,1698,182,249,1663363013406439,1663363013,lldQ026JjFp/yyXNyx4GMQ==,2838654,0,,langrisser-mobile,3,502,75,1670757754,1.0,0.0,497.0,75.0,"[{'no': 1068421, 'now': '12/10/22(Sat)22:14:43', 'name': 'Anonymous', 'com': '<a href=""#p1068191"" class=""quotelink"">&gt;&gt;1068191</a><br><a href=""#p1068193"" class=""quotelink"">&gt;&gt;1068193</a><br>I have a mighty need', 'time': 1670728483, 'resto': 995468}, {'no': 1068456, 'now': '12/10/22(Sat)23:08:13', 'name': 'Anonymous', 'com': 'Who should I prioritise for pve wish lists? Lucretia and LoG right? I stopped playing a couple years ago, a bit after Hilda and co came out iirc. I did get Rozalia recently, plus Gintoki and Werner.', 'time': 1670731693, 'resto': 995468}, {'no': 1068538, 'now': '12/11/22(Sun)01:12:08', 'name': 'Anonymous', 'com': '<a href=""#p1068456"" class=""quotelink"">&gt;&gt;1068456</a><br>That&#039;d be alright. I think they still start you out with Cherie if you do the beginner missions? SP Cherie is kind of the PvE character of choice, but the gigantic investment costs might stop you. Christiane is a good tank and an invaluable faction buffer if you didn&#039;t want to go with 2 mages, but for the really hard challenges the two you mentioned are more useful.', 'time': 1670739128, 'resto': 995468}, {'no': 1068553, 'now': '12/11/22(Sun)02:30:44', 'name': 'Anonymous', 'com': '<a href=""#p1068191"" class=""quotelink"">&gt;&gt;1068191</a><br><a href=""#p1068193"" class=""quotelink"">&gt;&gt;1068193</a><br>Not too much of a fan of seasonal skins but boy these have me acting up, though I don&#039;t have Christiane. Destiny banner never.', 'time': 1670743844, 'resto': 995468}, {'no': 1068624, 'now': '12/11/22(Sun)06:22:34', 'name': 'Anonymous', 'com': '<a href=""#p1068538"" class=""quotelink"">&gt;&gt;1068538</a><br>I&#039;m working on part 2 of SP Cherie atm, since I heard she&#039;s very good in her new form. I&#039;m just missing nearly all the Reincarnation units', 'time': 1670757754, 'resto': 995468}]"
31,1062718,,,12/01/22(Thu)23:55:13,Anonymous,BLUE REFLECTION SUN Close Beta Test,Are you part of the chads that won the lottery and got to be part of the Close Beta Test?<br>What are your opinions so far of the game?,20221201_205502,.jpg,1920,1080,250,140,1669956913634313,1669956913,viRqKSWr8MmiyyTDwUj2Zg==,1013539,0,,blue-reflection-sun-close-beta-test,3,89,19,1670731284,0.0,0.0,84.0,19.0,"[{'no': 1067795, 'now': '12/09/22(Fri)20:18:54', 'name': 'Anonymous', 'com': '<a href=""#p1067781"" class=""quotelink"">&gt;&gt;1067781</a><br>prologue already implies mc and traitor girl fell in love, but I don&#039;t know if the dialogue in the pic is real or not, we&#039;ll have to wait till release.<br><br>it&#039;s worth noting though that Shiho is the only girl you&#039;re absolutely forced to date at least once due to the tutorial.', 'time': 1670635134, 'resto': 1062718}, {'no': 1068013, 'now': '12/10/22(Sat)06:16:56', 'name': 'Anonymous', 'com': 'Why is Meiqi even the main promo girl?', 'time': 1670671016, 'resto': 1062718}, {'no': 1068056, 'now': '12/10/22(Sat)09:27:18', 'name': 'Anonymous', 'com': '<a href=""#p1067455"" class=""quotelink"">&gt;&gt;1067455</a><br>The game hasn&#039;t even come out yet and it has already brought more het to the franchise than there ever was yuri.', 'time': 1670682438, 'resto': 1062718}, {'no': 1068251, 'now': '12/10/22(Sat)16:52:08', 'name': 'Anonymous', 'com': '<a href=""#p1068056"" class=""quotelink"">&gt;&gt;1068056</a><br>You haven&#039;t played the games.', 'time': 1670709128, 'resto': 1062718}, {'no': 1068453, 'now': '12/10/22(Sat)23:01:24', 'name': 'Anonymous', 'com': '<a href=""#p1068251"" class=""quotelink"">&gt;&gt;1068251</a><br>I have and it&#039;s more het than ever', 'time': 1670731284, 'resto': 1062718}]"
32,1062887,,,12/02/22(Fri)05:59:52,Anonymous,Nikke is pretty fun,I&#039;m enjoying this game lots.,jewlha,.jpg,1771,2048,216,250,1669978792705105,1669978792,rFZOGbLpInn11eGg2XfZiA==,410325,0,,nikke-is-pretty-fun,3,17,4,1670730284,0.0,0.0,12.0,4.0,"[{'no': 1068006, 'now': '12/10/22(Sat)05:29:07', 'name': 'Anonymous', 'com': '<a href=""#p1062887"" class=""quotelink"">&gt;&gt;1062887</a><br>I uninstalled after 2 days. One of the best decisions I&#039;ve made in the last few months.', 'time': 1670668147, 'resto': 1062887}, {'no': 1068033, 'now': '12/10/22(Sat)07:35:01', 'name': 'Anonymous', 'com': '<a href=""#p1062887"" class=""quotelink"">&gt;&gt;1062887</a><br>Still playing. Currently the best decision I&#039;ve made in the last few months.', 'time': 1670675701, 'resto': 1062887}, {'no': 1068053, 'now': '12/10/22(Sat)09:22:41', 'name': 'Anonymous', 'com': 'This has been such a shitshow. Hilarious.', 'time': 1670682161, 'resto': 1062887}, {'no': 1068177, 'now': '12/10/22(Sat)14:17:59', 'name': 'Anonymous', 'com': 'Loved the game for the first week or two. Felt like I was constantly progressing, and I actually love the arcade/rail shooter thing from the old days. I never realized that I missed those kinds of games, and I actually think they&#039;re perfect for the kind of gameplay that a phone or gacha game can handle<br><br>Unfortunately, the walls are real, and they become steeper and steeper. I liked the game when I could play it for the first week or two, but now I can no longer play the game, and I must wait several days, maybe even a week in order to reach the arbitrary power number, because in the end that&#039;s the only thing that matters, even if I was beating stages thousands below recommended power before. Every &quot;server&quot; is fucking dead. Each shard seems to be 10k accounts, and it seems like 99% of these have like &lt;10 active players on them. One of my reroll accounts (I checked them a couple weeks ago) has literally zero players on it, my account is the only one that has done anything. My main&#039;s server has 5 people on it. It&#039;s 7 people if we include everyone who is playing even a little bit, and it&#039;s only 3 people if we include the people who seem to be logging in and doing their daily chores<br><br>Speaking of which, the chores are fucking ridiculous. It now takes upwards of an hour to do all the daily chores with these events going on. None of it&#039;s gameplay, btw, the most gameplay you&#039;re getting is they want you to do some present sorting thing, which amounts to tapping on either the left or right side of the screen depending on if the present is good or bad. I want to log in less and less each day, and my friends list has decreased to 25 people and I am no longer getting friend requests to replace the people who are going days without logging in<br><br>The also fucked this update up. My install was almost 9 gigs somehow, but I reinstalled and now it&#039;s 3 gigs. There&#039;s also some god awful stuttering that makes the laggy menus even worse. Tencent is really fucking this up', 'time': 1670699879, 'resto': 1062887}, {'no': 1068443, 'now': '12/10/22(Sat)22:44:44', 'name': 'Anonymous', 'com': 'I gave up on it in less than a day', 'time': 1670730284, 'resto': 1062887}]"
33,1013334,,,10/06/22(Thu)03:20:14,Anonymous,Bleach Brave Souls,"<span class=""quote"">&gt;Byakuya rezz still isn&#039;t getting Frenzy</span><br>ngmi",1583503909040,.png,711,542,250,190,1665040814863489,1665040814,vMFHKSERJETIYCX3Ex5yRQ==,595529,0,,bleach-brave-souls,3,378,67,1670727199,0.0,0.0,373.0,66.0,"[{'no': 1067629, 'now': '12/09/22(Fri)13:54:42', 'name': 'Anonymous', 'com': '<a href=""#p1067172"" class=""quotelink"">&gt;&gt;1067172</a><br><a href=""#p1065463"" class=""quotelink"">&gt;&gt;1065463</a><br><span class=""quote"">&gt;Not waiting for the individual banners</span><br>Why? You faggots even had those fucking awful filler characters to deter you from pulling.', 'time': 1670612082, 'resto': 1013334}, {'no': 1067693, 'now': '12/09/22(Fri)16:20:39', 'name': 'Anonymous', 'com': 'I am downloading it in my toastertron 2000 with win 8 <br><br>thank god this thing has multiplayer and is so low resource can run on biden&#039;s brain', 'filename': '1670536663887952', 'ext': '.jpg', 'w': 680, 'h': 657, 'tn_w': 125, 'tn_h': 120, 'tim': 1670620839984557, 'time': 1670620839, 'md5': 'f7mxQHszmHtsYZoJn4sung==', 'fsize': 52271, 'resto': 1013334}, {'no': 1068164, 'now': '12/10/22(Sat)13:32:43', 'name': 'Anonymous', 'com': '<a href=""#p1067172"" class=""quotelink"">&gt;&gt;1067172</a><br><span class=""quote"">&gt;We both just really are out of fucking luck I guess.</span><br>Decided to buy the Senkaimon packs to get some orbs and keep trying to at least get 1 Yama. Just ONE. Didn&#039;t get shit. Definitely fun times to be had when you spend 100 dollars on this game and get nothing but golden showers.', 'time': 1670697163, 'resto': 1013334}, {'no': 1068394, 'now': '12/10/22(Sat)21:41:13', 'name': 'Anonymous', 'com': '<a href=""#p1068164"" class=""quotelink"">&gt;&gt;1068164</a><br><span class=""quote"">&gt;Didn&#039;t get shit. Definitely fun times to be had when you spend 100 dollars on this game and get nothing but golden showers.</span><br><span class=""quote"">&gt;spending money in a f2p</span><br><span class=""quote"">&gt;Fun = having things I paid for in a place controlled by rng</span><br>ngmi', 'time': 1670726473, 'resto': 1013334}, {'no': 1068404, 'now': '12/10/22(Sat)21:53:19', 'name': 'Anonymous', 'com': '<a href=""#p1068394"" class=""quotelink"">&gt;&gt;1068394</a><br><span class=""quote"">&gt;&gt;Fun = having things I paid for in a place controlled by rng</span><br>That was sarcasm, anon', 'time': 1670727199, 'resto': 1013334}]"
34,1051506,,,11/17/22(Thu)20:01:24,Anonymous,Romancing SaGa Re;Universe,"Luv me jewels<br>Luv me lightbulbs<br>Luv me login jewels<br>Luv me SaGa missuses <br>Luv me apolojewels<br>Luv me monster meat<br>&#039;ate forging<br>&#039;ate Death Master <br>&#039;ate dat creator poofter<br>&#039;ate rank grinding<br>&#039;ate paid jewels<br>&#039;ate waiting for shop resets<br>Simple as<br><br>Double SaGa Frontier 2 Banners straight outta the oven for you lads, get&#039;em while they&#039;re hot","INT ye say, dat a stat fer blokes an&#039; wee poofters innit",.png,1000,1271,196,250,1668733284866470,1668733284,KNU2qTrcOg0k1sJz5d7beA==,70481,0,,romancing-saga-reuniverse,3,508,83,1670737689,1.0,0.0,503.0,82.0,"[{'no': 1068499, 'now': '12/11/22(Sun)00:14:23', 'name': 'Anonymous', 'com': '<a href=""#p1068391"" class=""quotelink"">&gt;&gt;1068391</a><br>You&#039;re very lucky to have that Rich style, he&#039;ll be one of your best farmers. There&#039;s an event up right now called Under The Sky Once More, go do it and get the welfare Rich to add more options to his repertoire! That Claudia is still a pretty decent pierce nuker and that White Rose will be a decent healer for ya.<br><a href=""#p1068392"" class=""quotelink"">&gt;&gt;1068392</a><br>Halloween Cat is a decent STR/INT debuffer in that her debuff is always guaranteed to land. But you gotta rank it up to 99 manually on Seeker&#039;s Path which is a huge pain in the ass, I&#039;ve done it before.<br>So I&#039;m not entirely sure about what team you should use, as we have a zillion team slots for a reason. You&#039;re gonna change your team around whether you&#039;re farming multiple enemies or single big mobs, or if you&#039;re doing high difficulty boss content, or hitting specific weaknesses in Final Island, etc. But the styles I mentioned in this and the post right above it are the ones that stand out to me for you to focus on grinding up in the current conquest.<br><a href=""#p1068461"" class=""quotelink"">&gt;&gt;1068461</a><br>There isn&#039;t and it&#039;s a damn shame.', 'time': 1670735663, 'resto': 1051506}, {'no': 1068500, 'now': '12/11/22(Sun)00:15:37', 'name': 'Anonymous', 'com': '<a href=""#p1068403"" class=""quotelink"">&gt;&gt;1068403</a><br>Nice! What&#039;s Darius do?', 'time': 1670735737, 'resto': 1051506}, {'no': 1068504, 'now': '12/11/22(Sun)00:19:17', 'name': 'Anonymous', 'com': '<a href=""#p1068392"" class=""quotelink"">&gt;&gt;1068392</a><br>Yeah, most of your styles are trash. But i think you can make a farming team using rich, emelia, barthelemy, and grey 3211. Reduce rich&#039;s third and first skills costs through the awakening function in the dojo. Put them in the rainbow rangers formation (buy the formation with formation medals which you can get by defeating the weakest bosses in subquests/attacks like bune or the green dragonlord.) You&#039;ll need 33 medals. The styles i listed have aoe skills that can be cycled, so you should focus on reducing their cost to allow farming, but for now i suggest focusing on rich.<br><a href=""#p1068461"" class=""quotelink"">&gt;&gt;1068461</a><br>The doppelganger was in that terrible glex event which introduced the glex emperors. I don&#039;t think i&#039;ve ever seen the enemy in the jp version, though.', 'time': 1670735957, 'resto': 1051506}, {'no': 1068511, 'now': '12/11/22(Sun)00:30:58', 'name': 'Anonymous', 'com': '<a href=""#p1068500"" class=""quotelink"">&gt;&gt;1068500</a><br>Dark supertank to use on Saruin teams', 'time': 1670736658, 'resto': 1051506}, {'no': 1068521, 'now': '12/11/22(Sun)00:48:09', 'name': 'Anonymous', 'com': 'Finally, another win. I&#039;m way behind, gotta crack 3 more Eggs tonight but I&#039;m liking this team which finds a middle ground between my other two Egg teams.<br><a href=""#p1068511"" class=""quotelink"">&gt;&gt;1068511</a><br>Awesome, I&#039;m looking forward to the era of Saruin in global. His first style is still one of my favourites and was a reliable farmer for so long.', 'filename': 'Screenshot_2022.12.11_01.46.02.776', 'ext': '.png', 'w': 900, 'h': 1600, 'tn_w': 70, 'tn_h': 125, 'tim': 1670737689764789, 'time': 1670737689, 'md5': '8VoV08uQ3FY9X0gvjepovg==', 'fsize': 1530434, 'resto': 1051506}]"
35,1047742,,,11/12/22(Sat)08:05:23,Anonymous,TenkaFuMA!,"Previous thread <span class=""deadlink"">&gt;&gt;853632</span> <br>Demon spire guide: https://tkfm.wiki/the-demon-spire/<br>Recruitment guide: https://purindaisuki.github.io/tkfm<wbr>tools/en/enlist/filter/<br>/vmg/ v2 guild code: 91853176 (feel free to share your own, too)<br>anon&#039;s recruitment code: 9QV8KT (again, all encouraged to share own) <br>No current promo codes, but we&#039;ll share when they appear!<br>Xmas time approaches now that spooky time is just about over (and these threads seem to last forever)",11-12-22-01-03-12,.png,1096,2560,107,250,1668258323913358,1668258323,X2elMGUZ5TeeSgobAaKC7w==,3957997,0,,tenkafuma,3,110,20,1670726950,0.0,0.0,105.0,18.0,"[{'no': 1068050, 'now': '12/10/22(Sat)09:01:02', 'name': 'Anonymous', 'com': '<a href=""#p1066170"" class=""quotelink"">&gt;&gt;1066170</a><br><a href=""#p1066809"" class=""quotelink"">&gt;&gt;1066809</a><br>I really wish I didn&#039;t waste all my rolls on elizabeth now', 'time': 1670680862, 'resto': 1047742}, {'no': 1068147, 'now': '12/10/22(Sat)13:11:23', 'name': 'Anonymous', 'com': '<a href=""#p1067471"" class=""quotelink"">&gt;&gt;1067471</a><br><span class=""quote"">&gt;and only whales will have those at bond 5. </span><br>Even as a end dolphin/low end whale, like I am, it hardly makes sense. The vast majority of banners these days have the featured unit as the only SSR(s), so it would be a pain in the ass to get them at any moment after their banner is up (for example, I have every limited SSR, and have been playing on and off since these threads started, but I have some of the older units at low bond, like Iblis being only at bond 1, and some of the older ones I haven&#039;t pulled yet like Chizuru), most units only give marginal at best buffs per bonds, and most of that want multiple bons only really care about bond 3. Not only is it a Gacha game, but it&#039;s also a coomer one at that, so every resource not being used to summon o older units over the shiny new ones is practically wasted. It hardly makes sense for anyone who isn&#039;t the top 1% who would even want to go out of their way to enhance a unit like that.', 'time': 1670695883, 'resto': 1047742}, {'no': 1068234, 'now': '12/10/22(Sat)16:22:59', 'name': 'Anonymous', 'com': 'On new Lotiya, am I reading her 5* ability right? That is attackers/obstructors/protectors will give the party +15% attack power EACH for the rest of the fight? So up to 60%?', 'filename': 'IMG_20221210_211828', 'ext': '.jpg', 'w': 1644, 'h': 2066, 'tn_w': 99, 'tn_h': 125, 'tim': 1670707379016584, 'time': 1670707379, 'md5': 'pR1LFHPC+lpimc+2om+wqg==', 'fsize': 176648, 'resto': 1047742}, {'no': 1068317, 'now': '12/10/22(Sat)19:13:13', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;unlocked bunny Satan</span><br>I had forgotten how aggressively sexual she was, I love her.', 'time': 1670717593, 'resto': 1047742}, {'no': 1068400, 'now': '12/10/22(Sat)21:49:10', 'name': 'Anonymous', 'com': '<a href=""#p1068234"" class=""quotelink"">&gt;&gt;1068234</a><br>Yes.', 'filename': 'Screenshot_20221211-114819', 'ext': '.jpg', 'w': 1080, 'h': 2448, 'tn_w': 55, 'tn_h': 125, 'tim': 1670726950218367, 'time': 1670726950, 'md5': 'F5SiVg0jwCK52kDxQsg5FQ==', 'fsize': 1121201, 'resto': 1047742}]"
36,1068323,,,12/10/22(Sat)19:24:20,Anonymous,,So what&#039;s the latest FOTM gacha?,3da56aa5c887e0163819c40e92753075,.jpg,2477,2480,249,249,1670718260293853,1670718260,vNEKMaF7M4o3r+t6bsU5cA==,729004,0,,so-whats-the-latest-fotm-gacha,3,2,0,1670725982,0.0,0.0,,,"[{'no': 1068341, 'now': '12/10/22(Sat)19:51:58', 'name': 'Anonymous', 'com': 'the one with the smelly uggos', 'time': 1670719918, 'resto': 1068323}, {'no': 1068390, 'now': '12/10/22(Sat)21:33:02', 'name': 'Anonymous', 'com': 'Nikke, probably.', 'time': 1670725982, 'resto': 1068323}]"
37,1068291,,,12/10/22(Sat)18:20:41,Anonymous,,What did y’all name him?still can’t figure out a name any ideas?,471D5A7F-A958-4AF9-A4F4-B2F864C34D82,.jpg,669,669,250,250,1670714441339736,1670714441,TifnieZKCVkWLkvBzK8DQA==,152501,0,,what-did-yall-name-himstill-cant-figure-out-a,3,3,0,1670725921,0.0,0.0,,,"[{'no': 1068299, 'now': '12/10/22(Sat)18:32:32', 'name': 'Anonymous', 'com': '<a href=""#p1068291"" class=""quotelink"">&gt;&gt;1068291</a><br><span class=""quote"">&gt;Literally had a whole event about naming Fungi before Wanderer came out</span><br><span class=""quote"">&gt;Anon still doesn&#039;t know what to name this guy</span><br>Idiot. Call him Bongo-head. He&#039;s a &quot;Funguy&quot; afterall, nyehehehe...', 'time': 1670715152, 'resto': 1068291}, {'no': 1068301, 'now': '12/10/22(Sat)18:34:34', 'name': 'Anonymous', 'com': 'Left it as Wanderer because I&#039;m an uncreative piece of shit', 'time': 1670715274, 'resto': 1068291}, {'no': 1068388, 'now': '12/10/22(Sat)21:32:01', 'name': 'Anonymous', 'com': 'I named him Faggot McDouchenozzle.', 'time': 1670725921, 'resto': 1068291}]"
38,1042624,,,11/05/22(Sat)06:43:13,Anonymous,,Which Android Emulator do you use?,BS,.jpg,1500,1500,250,250,1667644993619151,1667644993,UV2UpYDPpzX5HwT4xXy+Tw==,118722,0,,which-android-emulator-do-you-use,3,41,3,1670725752,0.0,0.0,36.0,3.0,"[{'no': 1065013, 'now': '12/05/22(Mon)12:55:34', 'name': 'Anonymous', 'com': '<a href=""#p1064973"" class=""quotelink"">&gt;&gt;1064973</a><br>It scans them as they are uploaded to the icloud but before the cloud receives it, really just a checksum to compare them to see if the photo matches a known cp photo in the database. It doesnt even send a copy of the photo it just compares image data to known flagged images. Part of it is client side but unless the file you are sending is already in a cp database it wont activate.<br><br>Again if you are not uploading to icloud there will be no scan, and even if there is a scan the images themselves are never sent. Its just a math formula that is sent in for comparison before icloud accepts the image. No one is getting photos from your phone unless you are actively sharing and uploading them. <br><br>There are far more invasive things going on in chinashit apps than any of this.', 'time': 1670262934, 'resto': 1042624}, {'no': 1065020, 'now': '12/05/22(Mon)13:07:04', 'name': 'Anonymous', 'com': '<a href=""#p1065013"" class=""quotelink"">&gt;&gt;1065013</a><br><span class=""quote"">&gt;he actually believes that</span>', 'time': 1670263624, 'resto': 1042624}, {'no': 1068179, 'now': '12/10/22(Sat)14:24:10', 'name': 'Anonymous', 'com': 'I don&#039;t know which emu to recommend since it depends on individual game performance, however I would recommend everyone NOT to download Memu (Not to be confused with Mumu for some reason), that one is literally the most blatant spyware garbage amongst all of them. You literally need to exorcise your PC after installing that shit.<br><br>As for the people asking about Blue Archive I do play BA and after a lot of testing I ended up getting the best performance on Bluestacks 5 x64, but you do need to fiddle with graphics and phone model settings to find the best fit.', 'time': 1670700250, 'resto': 1042624}, {'no': 1068219, 'now': '12/10/22(Sat)15:55:00', 'name': 'Anonymous', 'com': 'I used Bluestacks for a while back in the day because it was (I think?) the only one. Picked up a mobile game earlier this year and went back to Bluestacks because it was what I already knew<br><br>Tried out LDPlayer a month ago and have since switched to LDPlayer. Bluestacks is a piece of shit in comparison, it&#039;s seriously night and day. I might try MeMu one of these days and possibly have another revelation, but if you&#039;re playing on Bluestacks it is *not* the way', 'time': 1670705700, 'resto': 1042624}, {'no': 1068386, 'now': '12/10/22(Sat)21:29:12', 'name': 'Anonymous', 'com': '<a href=""#p1042624"" class=""quotelink"">&gt;&gt;1042624</a><br>Will playing on Blustacks still get you banned on COD or is that fixed? <s>I know gameloop exists but it runs like dogshit</s>', 'time': 1670725752, 'resto': 1042624}]"
39,968888,,,08/27/22(Sat)17:46:09,Anonymous,,why does everyone keep posting anime girls i just wanna talk about angry birds,chuck,.png,1000,1000,250,250,1661636769089550,1661636769,sHjrACtEmvusFtDlapalUQ==,82348,0,,why-does-everyone-keep-posting-anime-girls-i-just,3,58,11,1670724619,0.0,0.0,53.0,9.0,"[{'no': 1058757, 'now': '11/28/22(Mon)16:54:59', 'name': 'Anonymous', 'com': 'What that mouth do', 'filename': '1CBC11B7-94A0-432D-9CA9-7323382DD440', 'ext': '.jpg', 'w': 814, 'h': 698, 'tn_w': 125, 'tn_h': 107, 'tim': 1669672499502406, 'time': 1669672499, 'md5': 'JmcKoJTZy7SOxBniIsQsQw==', 'fsize': 443425, 'resto': 968888}, {'no': 1062259, 'now': '12/01/22(Thu)11:14:20', 'name': 'Anonymous', 'com': '<a href=""#p1058757"" class=""quotelink"">&gt;&gt;1058757</a><br>she can succ my piggy anytime iykwim', 'time': 1669911260, 'resto': 968888}, {'no': 1066930, 'now': '12/08/22(Thu)11:24:01', 'name': 'Anonymous', 'com': '<a href=""#p1038582"" class=""quotelink"">&gt;&gt;1038582</a><br>Heh... Nothin&#039; personnel kid', 'filename': 'latest', 'ext': '.png', 'w': 1000, 'h': 1000, 'tn_w': 125, 'tn_h': 125, 'tim': 1670516641533119, 'time': 1670516641, 'md5': '1x71YX8P0eQcnAKlB5AvUg==', 'fsize': 84896, 'resto': 968888}, {'no': 1068312, 'now': '12/10/22(Sat)19:00:42', 'name': 'Anonymous', 'com': 'the only quality thread in this god-forsaken board. Too bad the game is mostly dead and zombiefied', 'time': 1670716842, 'resto': 968888}, {'no': 1068377, 'now': '12/10/22(Sat)21:10:19', 'name': 'Anonymous', 'com': '<a href=""#p1038582"" class=""quotelink"">&gt;&gt;1038582</a><br>I&#039;ll spare him his life is already miserable and he plays gacha games when he gets home', 'time': 1670724619, 'resto': 968888}]"
40,1051417,,,11/17/22(Thu)17:27:12,Anonymous,Genshin Impact,"This is the newest thread for the best mobile game, Genshin Impact!<br><span class=""quote"">&gt;imagine not having the smug fox edition</span><br>WARNING: This thread may understandably be 2smug4u!<br>Old thread is autosaging: <span class=""deadlink"">&gt;&gt;974831</span>",Yae Miko,.jpg,2739,3791,180,250,1668724032829169,1668724032,lVy3DwUm+DNgIvk8gZXedw==,3768996,0,,genshin-impact,3,145,50,1670722289,0.0,0.0,140.0,49.0,"[{'no': 1068309, 'now': '12/10/22(Sat)18:56:39', 'name': 'Anonymous', 'com': '<a href=""#p1068230"" class=""quotelink"">&gt;&gt;1068230</a><br>Nope', 'time': 1670716599, 'resto': 1051417}, {'no': 1068316, 'now': '12/10/22(Sat)19:12:10', 'name': 'Anonymous', 'com': '<a href=""#p1068241"" class=""quotelink"">&gt;&gt;1068241</a><br>It&#039;s fun.', 'time': 1670717530, 'resto': 1051417}, {'no': 1068319, 'now': '12/10/22(Sat)19:13:32', 'name': 'Anonymous', 'com': '<a href=""#p1068230"" class=""quotelink"">&gt;&gt;1068230</a><br>Yes, it&#039;s really good, and it gets better as you progress into the story. Also, Lumine, the main girl, is top qt.', 'filename': 'yande.re 1039703 cleavage genshin_impact lumine poinia full-01', 'ext': '.jpg', 'w': 2480, 'h': 3859, 'tn_w': 80, 'tn_h': 125, 'tim': 1670717612887895, 'time': 1670717612, 'md5': 'o9J9peGnMTz2fLSiClxdUw==', 'fsize': 1182585, 'resto': 1051417}, {'no': 1068351, 'now': '12/10/22(Sat)20:18:26', 'name': 'Anonymous', 'com': '<a href=""#p1068248"" class=""quotelink"">&gt;&gt;1068248</a><br>You do not have to use the gacha if you just want to play the game. Unless you are a retard. Then FOMO will turn you into a gambling addict like 90% of the players who will then complain about how a game that does not have a paywall made them spend money', 'time': 1670721506, 'resto': 1051417}, {'no': 1068358, 'now': '12/10/22(Sat)20:31:29', 'name': 'Anonymous', 'com': 'Most kino year<br>https://www.youtube.com/watch?v=BwO<wbr>igFMC6Gs', 'time': 1670722289, 'resto': 1051417}]"
41,980630,,,09/04/22(Sun)10:08:13,Anonymous,Brawl Stars,New season is starting.<br>Nita is meta.<br>Gear rework in October.,20220904_170636,.jpg,1080,1920,140,250,1662300493902871,1662300493,s9BbclnaKtSJP5nfu1IYOQ==,211902,0,,brawl-stars,3,495,92,1670721483,0.0,0.0,490.0,91.0,"[{'no': 1068143, 'now': '12/10/22(Sat)13:04:56', 'name': 'Anonymous', 'com': 'Is Gray one of the best though tout brawlers in a while? Everything about him is really tight and fit with his design and character traits.<br><br>https://www.youtube.com/watch?v=kqf<wbr>9lNewlvQ', 'filename': 'tumblr_82fd6555270b9ef663d262778b038fdf_99e41252_540', 'ext': '.jpg', 'w': 508, 'h': 777, 'tn_w': 81, 'tn_h': 125, 'tim': 1670695496979513, 'time': 1670695496, 'md5': '/UDxF9/SGVAVA4bq56LLLg==', 'fsize': 54454, 'resto': 980630}, {'no': 1068150, 'now': '12/10/22(Sat)13:16:08', 'name': 'Anonymous', 'com': '<a href=""#p1068143"" class=""quotelink"">&gt;&gt;1068143</a><br>I can wait for trolls to fuck me with unwanted teleports landing me against three enemies.', 'time': 1670696168, 'resto': 980630}, {'no': 1068265, 'now': '12/10/22(Sat)17:24:26', 'name': 'Anonymous', 'com': 'So are the ByeByeBoxes gem deals worth at all?', 'time': 1670711066, 'resto': 980630}, {'no': 1068282, 'now': '12/10/22(Sat)18:06:00', 'name': 'Anonymous', 'com': '<a href=""#p1068265"" class=""quotelink"">&gt;&gt;1068265</a><br>idk i got the mega, big and regular all in one because they are giving 80 gems back anyway', 'time': 1670713560, 'resto': 980630}, {'no': 1068350, 'now': '12/10/22(Sat)20:18:03', 'name': 'Anonymous', 'com': '<a href=""#p1068141"" class=""quotelink"">&gt;&gt;1068141</a><br>Can you fuck off already you mouthbreather. Maybe don&#039;t all stand in the middle of the map with your teammates and Jessie&#039;s bounces won&#039;t get insane value everytime she shoots. She has slow reload and a mediocre shot speed that makes it difficult to consistently hit shots at max range even if her projectile is quite large. Literally just pick any thrower, sniper or decent aggro with good damage and hp and she will melt.<br>Stop spamming this every week.', 'time': 1670721483, 'resto': 980630}]"
