,no,sticky,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,custom_spoiler,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
71,21338208,,12/11/22(Sun)20:19:10,Anonymous,,"Why does the shogun megazord transformation look so fucking amazing and the ninja megazord tranformation look so fucking shitty? Most of the special effect shots from Zyu, Dai and Oh look so much better than a lot of the ninja season special effect shots. Also why did they switch to cgi in general when most of the model/suit special effects and film shots look so much better than the cg and digal camera shots of later seasons look?",hqdefault,.jpg,480,360,250,187,1670807950315915,1670807950,Ny/UqcHs6ovQE+GTlYnj+w==,20170,0,why-does-the-shogun-megazord-transformation-look,4,2,0,,,"[{'no': 21338247, 'now': '12/11/22(Sun)20:37:03', 'name': 'Anonymous', 'com': '<a href=""#p21338208"" class=""quotelink"">&gt;&gt;21338208</a><br>It was rhe 90s shitty cgi was fucking awesome reboot and beyond the minds eye made me fucking nut so hard', 'time': 1670809023, 'resto': 21338208}, {'no': 21338253, 'now': '12/11/22(Sun)20:39:25', 'name': 'Anonymous', 'com': 'Here it is 30 years later and the CGI still looks worse than the suits', 'time': 1670809165, 'resto': 21338208}]",1670809165,0.0,0.0,
72,21323255,,12/06/22(Tue)18:26:42,Anonymous,What is with Zeta and this color?,This mint green is on everything. Mobile suits. Pilot uniforms. Background images. It&#039;s everywhere. Is it like the pink in 0079? Is there some story behind the mint green?,Msk-008 (3),.jpg,250,405,154,250,1670369202286023,1670369202,y2qF4nT93eJOacXDOr9MHg==,24721,0,what-is-with-zeta-and-this-color,4,42,10,37.0,10.0,"[{'no': 21337939, 'now': '12/11/22(Sun)18:43:33', 'name': 'Anonymous', 'com': '<a href=""#p21337875"" class=""quotelink"">&gt;&gt;21337875</a><br>whats this?', 'time': 1670802213, 'resto': 21323255}, {'no': 21337946, 'now': '12/11/22(Sun)18:47:45', 'name': 'Anonymous', 'com': '<a href=""#p21337939"" class=""quotelink"">&gt;&gt;21337939</a><br>Dijeh SE-R, it&#039;s a MSV suit.', 'time': 1670802465, 'resto': 21323255}, {'no': 21338116, 'now': '12/11/22(Sun)19:43:13', 'name': 'Anonymous', 'com': '<a href=""#p21323281"" class=""quotelink"">&gt;&gt;21323281</a><br>aeug gabthley, eh? not a bad idea', 'time': 1670805793, 'resto': 21323255}, {'no': 21338125, 'now': '12/11/22(Sun)19:48:07', 'name': 'Anonymous', 'com': '<a href=""#p21337828"" class=""quotelink"">&gt;&gt;21337828</a><br>it looks killer anon, nice job', 'time': 1670806087, 'resto': 21323255}, {'no': 21338179, 'now': '12/11/22(Sun)20:07:07', 'name': 'Anonymous', 'com': '<a href=""#p21338116"" class=""quotelink"">&gt;&gt;21338116</a><br>The only thing the AEUG should get is a colony drop. Fucking cunts, the lot of them.', 'time': 1670807227, 'resto': 21323255}]",1670807227,0.0,0.0,
73,21312827,,12/01/22(Thu)12:07:31,Anonymous,,"This is Sky Girls, my favorite anime. How many of you /m/en have seen it? Which pilot and mech do you like the most? The show finished airing this month 15 years ago.",Honeyview_SD_ALL_2560×1600,.jpg,1728,1080,250,156,1669914451037157,1669914451,qFMQKI2z0NLzQ3UQxEJvOg==,756339,0,this-is-sky-girls-my-favorite-anime-how-many-of,4,15,8,10.0,6.0,"[{'no': 21328414, 'now': '12/09/22(Fri)00:33:36', 'name': 'dorkly_chair at instituteforspacepolitics.org', 'com': '<a href=""#p21328385"" class=""quotelink"">&gt;&gt;21328385</a><br>iirc this was around the same time, maybe a hot minute before SW, but yeah they&#039;re sorta meh on the main unit designs, and the chara are some weird precious moments loli shit<br>but still, Vic Viper doesn&#039;t show up in a lot of anime<br>this, Salamander/Life Force ova, its prequel of Gradius, and its sequel of Gradius 2, maybe it showed up in the twinbee or ZoE anime? dunno about them<br>still sorta funny to bring Mika Akitaka into your girls wearing robot shit project and just have him do the specific iteration of the Vic Viper instead of the girls with robot shit', 'time': 1670564016, 'resto': 21312827}, {'no': 21328529, 'now': '12/09/22(Fri)00:57:49', 'name': 'Anonymous', 'com': '<a href=""#p21328414"" class=""quotelink"">&gt;&gt;21328414</a><br><span class=""quote"">&gt;weird precious moments loli shit</span><br>That&#039;s why these designs look so weird to me. Makes me think of the knicknacks my mom has of those.', 'time': 1670565469, 'resto': 21312827}, {'no': 21328647, 'now': '12/09/22(Fri)01:17:20', 'name': 'dorkly_chair at instituteforspacepolitics.org', 'com': '<a href=""#p21328529"" class=""quotelink"">&gt;&gt;21328529</a><br>this new figure &quot;as the alien bleeds&quot; shows the triumph felt as an interloper from the beyond is stopped with the might of QUADRA FORMATION and DYNAMITOOO FISHHINGUUUUUU', 'time': 1670566640, 'resto': 21312827}, {'no': 21331064, 'now': '12/09/22(Fri)18:00:48', 'name': 'Anonymous', 'com': '<a href=""#p21328385"" class=""quotelink"">&gt;&gt;21328385</a><br>Sky Girls and SW both have character designs by Humikane Shimada, the &quot;mecha musume&quot; guy. Neither is a knockoff of the other.<br>SW ended up getting a lot of sequels while Sky Girls never saw any continuation, though at 26 episodes it has more than the first two seasons of SW combined.<br>The two shows are very different despite sharing some aesthetics and a conflict with monsters. Sky Girls has revealing pilot suits but only light fanservice. The cast is a balanced mix of girls and guys, with almost every girl having a male love interest. SW has more, and more perverted, fanservice, it tries to appeal to militaryfags with the girls being based on historical figures, and the cast is almost entirely female with no romance allowed beyond yuribait.', 'filename': 'e658f59ee4abd3d47552c0a8860a461021a3148cc94de40a920aa54d21bfacbf', 'ext': '.jpg', 'w': 3517, 'h': 2500, 'tn_w': 125, 'tn_h': 88, 'tim': 1670626848915276, 'time': 1670626848, 'md5': 'k0zI08DdoSkJSldgwP2YyQ==', 'fsize': 1769092, 'resto': 21312827}, {'no': 21338177, 'now': '12/11/22(Sun)20:06:28', 'name': 'Anonymous', 'filename': 'Honeyview_8f98c887a53f7fed63d78e51f6e50550b3e072b3f8819ab4e06690bd5e37d5da', 'ext': '.jpg', 'w': 1506, 'h': 1080, 'tn_w': 125, 'tn_h': 89, 'tim': 1670807188963407, 'time': 1670807188, 'md5': 'TOrPYRiFPLUdFsCHqYHV2w==', 'fsize': 504208, 'resto': 21312827}]",1670807188,0.0,0.0,
74,21283980,,11/18/22(Fri)10:24:53,Anonymous,/gbg/ Gunpla Battle General #73,"Choose your Fighter Edition<br><br>Gundam Breaker Mobile General<br><br>Share your ID code! Make friends with fellow /m/en and join a crew!<br>Create missions with the new Mission Creation and share those too!<br><br>Current /m/ Crews:<br>- NA region:<br><span class=""quote"">&gt;Name: Laz8</span><br><span class=""quote"">&gt;ID Code: E4JDFFH4</span><br>- SEA region:<br><span class=""quote"">&gt;Name: /m/erchants</span><br><span class=""quote"">&gt;ID Code: AE6CLQJ5</span><br><span class=""quote"">&gt;Name: Arkadiones</span><br><span class=""quote"">&gt;ID Code: AKNMGTC5</span><br><br>Discord: http://discord.gg/gbm <br><br>Official Website:<br><span class=""quote"">&gt;https://g-b-en.ggame.jp/</span><br><br>EN Twitter:<br><span class=""quote"">&gt;https://mobile.twitter.com/GundamB<wbr>attleGW</span><br>JP Twitter:<br><span class=""quote"">&gt;https://twitter.com/ggame_gbm</span><br><br>App store:<br><span class=""quote"">&gt;https://apps.apple.com/us/app/gund<wbr>am-battle-gunpla-warfare/id14562219<wbr>42</span><br>Play store:<br><span class=""quote"">&gt;https://play.google.com/store/apps<wbr>/details?id=com.bandainamcoent.gb_e<wbr>n&amp;hl=en_US</span><br><br>Wiki:<br><span class=""quote"">&gt;https://wiki.dengekionline.com/gbm<wbr>/</span><br><br>Build Calculator<br><span class=""quote"">&gt;https://rmkane.github.io/pages/gbg<wbr>wcalculator/</span><br>Official Build Simulator<br><span class=""quote"">&gt;https://g-b-bs.ggame.jp/simulator/<wbr>simulator_top.html</span><br><br>Spreadsheets on Parts, Tags &amp; Pilots:<br><span class=""quote"">&gt;https://docs.google.com/spreadshee<wbr>ts/d/1INm7AqkLCEf_YeMU5SDI1-8ZgJztF<wbr>wUrOOsrdyRpXYA/edit#gid=0</span><br><span class=""quote"">&gt;&gt;https://docs.google.com/spreadshe<wbr>ets/d/1iIcAq0k--4MJaDxin7iVmhfboIuD<wbr>0E74qoWLwSABlv8/edit#gid=1064769459<wbr></span><br><span class=""quote"">&gt;https://docs.google.com/spreadshee<wbr>ts/d/1Qu6DovYvDGyivLgUxAdt_Mteo3C0q<wbr>bPZse_YoXwijto/edit#gid=0</span><br><span class=""quote"">&gt;https://onedrive.live.com/view.asp<wbr>x?resid=367A076A6B726D6A!360899&amp;ith<wbr>int=file%2cxlsx&amp;authkey=!AD7GdQHkm3<wbr>NwXoQ</span>",104F5DC6-E24C-4909-935C-48AA6A603441,.png,1200,800,250,166,1668785093768046,1668785093,BzesDLamXqJDYZn0vTzizA==,792262,0,gbg-gunpla-battle-general-73,4,51,12,46.0,12.0,"[{'no': 21329440, 'now': '12/09/22(Fri)07:21:58', 'name': 'Anonymous', 'com': '<a href=""#p21327368"" class=""quotelink"">&gt;&gt;21327368</a><br>WE&#039;LL GET YOUR HOLIDAY MONEY FIRST SO PLEASE WAIT A BIT.', 'time': 1670588518, 'resto': 21283980}, {'no': 21329491, 'now': '12/09/22(Fri)07:55:43', 'name': 'Anonymous', 'com': '<a href=""#p21283980"" class=""quotelink"">&gt;&gt;21283980</a><br><span class=""quote"">&gt;literally Yui and Yukino</span>', 'time': 1670590543, 'resto': 21283980}, {'no': 21329598, 'now': '12/09/22(Fri)09:02:11', 'name': 'Anonymous', 'com': 'It&#039;s been a year since Gundam Breaker Battlogue, but has anyone realized that a Zeheart AI has not been released at all? Yup, you can&#039;t install the &quot;proper&quot; AI for the Gouf Crimson Custom, like, ever, since they stopped making new AI Pilots, instead making alternate attribute versions of existing ones.', 'time': 1670594531, 'resto': 21283980}, {'no': 21329958, 'now': '12/09/22(Fri)11:56:46', 'name': 'Anonymous', 'com': '<a href=""#p21329598"" class=""quotelink"">&gt;&gt;21329598</a><br>Cry more', 'time': 1670605006, 'resto': 21283980}, {'no': 21338148, 'now': '12/11/22(Sun)19:58:23', 'name': 'Anonymous', 'com': '<a href=""#p21283980"" class=""quotelink"">&gt;&gt;21283980</a><br>Sana', 'time': 1670806703, 'resto': 21283980}]",1670806703,0.0,0.0,
75,21295406,,11/22/22(Tue)15:24:22,Anonymous,,IT&#039;S <br>HIS<br>FUCKING<br>TURN<br><br>GIVE BAGAN A MOVIE,87288,.gif,508,256,250,125,1669148662401409,1669148662,m4pdueGPh+wcrsNPiB+KNg==,67429,0,its,4,16,4,11.0,2.0,"[{'no': 21314995, 'now': '12/02/22(Fri)15:51:21', 'name': 'Anonymous', 'filename': 'EjfTwSaU8AA1q52[1]', 'ext': '.jpg', 'w': 2048, 'h': 1280, 'tn_w': 125, 'tn_h': 78, 'tim': 1670014281749248, 'time': 1670014281, 'md5': 'XbfeXWsdIfNiSUfU7W+T8g==', 'fsize': 422122, 'resto': 21295406}, {'no': 21323127, 'now': '12/06/22(Tue)16:50:39', 'name': 'Anonymous', 'com': 'Bagan<br>-Godilla cell<br>- King Ghidorah cell<br>-like Biollante &#039;s nucleus<br>-Mothra&#039;s rival', 'filename': '1580991582190[1]', 'ext': '.jpg', 'w': 2048, 'h': 1984, 'tn_w': 125, 'tn_h': 121, 'tim': 1670363439479402, 'time': 1670363439, 'md5': 'wW7Sn6P9AsKIWmlgJVPFYg==', 'fsize': 1173634, 'resto': 21295406}, {'no': 21323154, 'now': '12/06/22(Tue)17:06:42', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;necrodumpy is a kaijutard</span><br>it makes sense', 'time': 1670364402, 'resto': 21295406}, {'no': 21323195, 'now': '12/06/22(Tue)17:43:13', 'name': 'Anonymous', 'com': '<a href=""#p21295406"" class=""quotelink"">&gt;&gt;21295406</a><br>I&#039;d be happy if he just got a Bandai vinyl or MonsterArts figure. Even fucking Garasharp has a toy and she wasn&#039;t even IN anything.', 'time': 1670366593, 'resto': 21295406}, {'no': 21338086, 'now': '12/11/22(Sun)19:35:55', 'name': 'Anonymous', 'com': '<a href=""#p21295406"" class=""quotelink"">&gt;&gt;21295406</a><br>bagan more like begone lol', 'time': 1670805355, 'resto': 21295406}]",1670805355,0.0,0.0,
76,21337964,,12/11/22(Sun)18:57:43,Anonymous,,The Sumo is cool as shit. I don&#039;t really have a lot to say beyond that. I just think it&#039;s fucking sweet.,Turn-A_Gundam_BD_06(1080p_10bit)[82038F6B].mkv_snapshot_06.28_[2022.12.11_18.56.26],.jpg,1440,1080,250,187,1670803063499640,1670803063,56WKgX3RpplUSCcZWiEdQw==,189998,0,the-sumo-is-cool-as-shit-i-dont-really-have-a-lot,4,9,3,4.0,1.0,"[{'no': 21338011, 'now': '12/11/22(Sun)19:13:53', 'name': 'Anonymous', 'com': '<a href=""#p21338001"" class=""quotelink"">&gt;&gt;21338001</a><br>only a non grade kit when turn a came out', 'time': 1670804033, 'resto': 21337964}, {'no': 21338020, 'now': '12/11/22(Sun)19:15:14', 'name': 'Anonymous', 'com': 'Honestly I love the Turn A suits. Everysingle one of them. The Godwin and Gozzo are my favorites.', 'time': 1670804114, 'resto': 21337964}, {'no': 21338022, 'now': '12/11/22(Sun)19:16:00', 'name': 'Anonymous', 'com': 'Everything about turn a is perfect', 'filename': 'file', 'ext': '.png', 'w': 850, 'h': 197, 'tn_w': 125, 'tn_h': 28, 'tim': 1670804160552866, 'time': 1670804160, 'md5': 'qxbiCCnIIV2Nu+PLXb8F5g==', 'fsize': 349320, 'resto': 21337964}, {'no': 21338030, 'now': '12/11/22(Sun)19:18:29', 'name': 'Anonymous', 'com': '<a href=""#p21338022"" class=""quotelink"">&gt;&gt;21338022</a><br><a href=""#p21338020"" class=""quotelink"">&gt;&gt;21338020</a><br>It&#039;s honestly a shame Syd Mead only ever did the one series. I&#039;d have quite liked to see his style used for other shows.', 'filename': 'syd zaku', 'ext': '.jpg', 'w': 1402, 'h': 1050, 'tn_w': 125, 'tn_h': 93, 'tim': 1670804309439803, 'time': 1670804309, 'md5': 'zJ9UTWRWnhyybLj83cDqZw==', 'fsize': 566660, 'resto': 21337964}, {'no': 21338038, 'now': '12/11/22(Sun)19:21:38', 'name': 'Anonymous', 'com': '<a href=""#p21338001"" class=""quotelink"">&gt;&gt;21338001</a><br>http://dalong.net/reviews/old/ta4/t<wbr>a4.htm<br>http://dalong.net/reviews/old/tah2/<wbr>tah2.htm', 'time': 1670804498, 'resto': 21337964}]",1670804498,0.0,0.0,
77,21190089,,10/07/22(Fri)11:40:05,Anonymous,Megaton-kyuu Musashi Season 2,Raws where?,1665149407916440,.jpg,1920,1080,250,140,1665157205202765,1665157205,qML/YTasrOkYIZeXTmdCIg==,118984,0,megatonkyuu-musashi-season-2,4,295,98,290.0,96.0,"[{'no': 21337265, 'now': '12/11/22(Sun)14:35:17', 'name': 'Anonymous', 'com': 'The queen is an asshole but i like her UNDERSTANDING.', 'filename': 'file', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670787317991966, 'time': 1670787317, 'md5': 'A7HrHRuknNLGsR8HvQdyOQ==', 'fsize': 2433779, 'resto': 21190089}, {'no': 21337278, 'now': '12/11/22(Sun)14:39:54', 'name': 'Anonymous', 'com': 'What are the queen and the princess needed for at this moment? Sure, they seem to have psychic powers, but are those powers so relevant that the dude who currently controls the sidr empire can&#039;t simply crown himself their new emprah?', 'time': 1670787594, 'resto': 21190089}, {'no': 21337312, 'now': '12/11/22(Sun)14:52:55', 'name': 'Anonymous', 'com': 'I swear this show has the weirdest atmosphere of any mecha anime I&#039;ve seen in a long time.<br>idk if it&#039;s the music, the narrator, the Level-5 designs in a dour world, but something about this show constantly feels off and I love it', 'time': 1670788375, 'resto': 21190089}, {'no': 21337369, 'now': '12/11/22(Sun)15:15:21', 'name': 'Anonymous', 'com': '<a href=""#p21322501"" class=""quotelink"">&gt;&gt;21322501</a><br><span class=""quote"">&gt;There&#039;s like a million of plotlines going on</span><br><span class=""quote"">&gt;reintroduces the adam eve fuckers who show up randomly in the beginning of the season as the main villain in the latest episode</span><br><span class=""quote"">&gt;still havent even opened the blackboxes in the shelters</span><br><span class=""quote"">&gt;still didnt beat the cuck who overtook the empire</span><br><span class=""quote"">&gt;still hasnt even introduced the guy who shows up at the end of the OP who fights Getter Musashi</span><br><span class=""quote"">&gt;queen wants to punch adam and eve in the face after seeing coexistence</span><br>And these are just the main story line antagonists.', 'time': 1670789721, 'resto': 21190089}, {'no': 21338010, 'now': '12/11/22(Sun)19:13:23', 'name': 'Anonymous', 'com': '<a href=""#p21337278"" class=""quotelink"">&gt;&gt;21337278</a><br>It was briefly stated that they need the queen or princess to make more soldiers, but I don&#039;t think they ever went into any details on how that works.', 'filename': '[Nofunloli] Megaton-kyuu Musashi - 14 (1080p Web) [EA8C0867].mkv-2022-12-11-18h07m31s237', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670804003090117, 'time': 1670804003, 'md5': '9XiN2fB+NvvRYIsOc3zOdw==', 'fsize': 1386941, 'resto': 21190089}]",1670804003,0.0,0.0,
78,21327116,,12/08/22(Thu)17:44:34,Anonymous,,"<span class=""quote"">&gt;&quot;legendary&quot;</span><br><span class=""quote"">&gt;never heard of it</span>",Screenshot_20221208-194039_Chrome,.jpg,1080,914,250,211,1670539474682537,1670539474,8ay2YvM+JqruxvrghtLSrg==,273833,0,legendary,4,42,2,37.0,2.0,"[{'no': 21337721, 'now': '12/11/22(Sun)17:33:55', 'name': 'Anonymous', 'com': '<a href=""#p21337594"" class=""quotelink"">&gt;&gt;21337594</a><br>Where did the infamous Nanai pussy interview come from anyway.', 'time': 1670798035, 'resto': 21327116}, {'no': 21337751, 'now': '12/11/22(Sun)17:42:56', 'name': 'Anonymous', 'com': '<a href=""#p21337671"" class=""quotelink"">&gt;&gt;21337671</a><br><span class=""quote"">&gt;i don&#039;t care if you hate Yoshiyuki Tomino</span><br>lol what? you are fucking nuts man', 'time': 1670798576, 'resto': 21327116}, {'no': 21337763, 'now': '12/11/22(Sun)17:46:19', 'name': 'Anonymous', 'com': '<a href=""#p21337719"" class=""quotelink"">&gt;&gt;21337719</a><br>Yet you probably love mgs.', 'time': 1670798779, 'resto': 21327116}, {'no': 21337947, 'now': '12/11/22(Sun)18:48:17', 'name': 'Anonymous', 'com': '<a href=""#p21337438"" class=""quotelink"">&gt;&gt;21337438</a><br>Doujinshi =/= porn although a lot of it is erotic.<br>Doujins are just fanmade or amateur works.', 'time': 1670802497, 'resto': 21327116}, {'no': 21338007, 'now': '12/11/22(Sun)19:12:02', 'name': 'Anonymous', 'com': '<a href=""#p21331582"" class=""quotelink"">&gt;&gt;21331582</a><br>Yeah, thats how fame works you faggot', 'time': 1670803922, 'resto': 21327116}]",1670803922,0.0,0.0,
79,21318056,,12/04/22(Sun)04:47:25,Anonymous,GUNNM/Battle Angel thread,Was re-reading Last Order and forgot how great this series was. You guys think we&#039;ll ever get a true anime adaption now that the movie is behind us? Or will Cameron hold onto the rights forever like a greedy fuck.,gally,.jpg,1131,1600,176,250,1670147245318042,1670147245,lNww4xAWPFwiay4IoeBtkQ==,536017,0,gunnmbattle-angel-thread,4,63,15,58.0,13.0,"[{'no': 21334216, 'now': '12/10/22(Sat)19:22:44', 'name': 'Anonymous', 'com': '<a href=""#p21318056"" class=""quotelink"">&gt;&gt;21318056</a><br>I don&#039;t want an anime adaptation, most remakes that came out as of recent are terribad (Orphen) or not as fun as the first adaptation (Urusei Yatsura).', 'time': 1670718164, 'resto': 21318056}, {'no': 21334657, 'now': '12/10/22(Sat)20:42:05', 'name': 'Anonymous', 'com': '<a href=""#p21320479"" class=""quotelink"">&gt;&gt;21320479</a><br>It&#039;s the point. The ZOTT was always rigged, and the conflict was always just a soft fight between Jupiter and Venus for control in their cold war.<br>Did you forget when they stated that every ZOTT winner was either a Jovian or a Venusian?', 'time': 1670722925, 'resto': 21318056}, {'no': 21334781, 'now': '12/10/22(Sat)21:14:06', 'name': 'Anonymous', 'com': '<a href=""#p21334216"" class=""quotelink"">&gt;&gt;21334216</a><br>it&#039;s a real shame the old ova never went past volume 2, getting a solid 9-10 episodes would have covered the original series fairly well if somewhat truncated. But man I just want to see tuned.', 'filename': 'tuned', 'ext': '.png', 'w': 705, 'h': 1104, 'tn_w': 79, 'tn_h': 125, 'tim': 1670724846496512, 'time': 1670724846, 'md5': 'uOIHnWGIMko5YYXiCflVkA==', 'fsize': 967039, 'resto': 21318056}, {'no': 21337936, 'now': '12/11/22(Sun)18:42:31', 'name': 'Anonymous', 'com': 'Aw jesus, the tournament was cool but I seriously didn&#039;t think they were gonna go on and on about space karate and the ZOT for the whole fucking manga. I really love Last Order because of the bat shit insane Scifi concepts like the gray gooing of Mercury and the company that makes bio engineered weapons from venus. I&#039;m a huge Xenogears fag so I love space martial arts but fucking space karate took up too much of the story&#039;s time', 'filename': '6f7608a59a81e8c47d649cccad69e443', 'ext': '.jpg', 'w': 500, 'h': 375, 'tn_w': 125, 'tn_h': 93, 'tim': 1670802151842434, 'time': 1670802151, 'md5': '15o5T7vhIclNmpJ+NE+DxQ==', 'fsize': 23957, 'resto': 21318056}, {'no': 21337948, 'now': '12/11/22(Sun)18:48:55', 'name': 'Anonymous', 'com': '<a href=""#p21337936"" class=""quotelink"">&gt;&gt;21337936</a><br>I mean if I&#039;m gonna read a shonen fight tournament I&#039;d rather read this one than a lot of others because it just goes full fuck. But it just kind of feels like it&#039;s really plodding especially when the original series would constantly move to new arcs and settings.', 'time': 1670802535, 'resto': 21318056}]",1670802535,0.0,0.0,
80,21328708,,12/09/22(Fri)01:30:40,Anonymous,,"If I fucking love mecha VNs, like Baldr Sky, 13 sentinels, etc. and want to see more, do I post about it in /vn/ or /m/? Mecha VN thread, preferably with gameplay in them.",Brobot,.png,2150,2400,223,250,1670567440248812,1670567440,ho7rXsRZAdJZREkBRRNwjg==,1643618,0,if-i-fucking-love-mecha-vns-like-baldr-sky-13,4,23,4,18.0,2.0,"[{'no': 21337244, 'now': '12/11/22(Sun)14:25:49', 'name': 'Anonymous', 'com': '<a href=""#p21337140"" class=""quotelink"">&gt;&gt;21337140</a><br><span class=""quote"">&gt;moral relativism (a philosophy which, full disclosure, I despise</span><br>Why though? Moral relativism literally is basic moral systems operation.', 'time': 1670786749, 'resto': 21328708}, {'no': 21337352, 'now': '12/11/22(Sun)15:09:14', 'name': 'Anonymous', 'com': '<a href=""#p21337244"" class=""quotelink"">&gt;&gt;21337244</a><br>Since there are technically a few different ways of thinking about moral relativism, I think I should clarify that when I say &quot;moral relativism&quot; I mean the belief that objective right and wrong do not exist, not the simple observation that different moral systems may at times clash.<br>It&#039;s one thing to observe that people hold different positions on certain moral issues. It&#039;s another thing entirely to stop the inquiry at that observation and declare that nobody can be correct.<br>At a practical level, moral relativism renders philosophical discussion impossible because any attempt at engaging with someone who holds a different position can be dismissed with &quot;that&#039;s just, like, your opinion, man.&quot;<br>At a more fundamental level, the upshot of moral relativism is that every action ought to be tolerated because no action can be &quot;wrong&quot; in an objective sense. This leads to the self-contradictory conclusion that there are no universal moral rules, except that there is a universal moral rule in that it is unacceptable to act based on moral rules.', 'time': 1670789354, 'resto': 21328708}, {'no': 21337375, 'now': '12/11/22(Sun)15:17:35', 'name': 'Anonymous', 'com': '<a href=""#p21337352"" class=""quotelink"">&gt;&gt;21337352</a><br>Ah that. Well, in this case I agree, objectivity exists. I do wonder however, how people on the net reach conclusion that just because objectivity doesn&#039;t exist (a complex notion to contemplate, honestly) that somehow excuses any action. If anything, it provides no excuses, because at that point all actions are devaluated, it&#039;s literal insanity.', 'time': 1670789855, 'resto': 21328708}, {'no': 21337610, 'now': '12/11/22(Sun)17:02:05', 'name': 'Anonymous', 'com': '<a href=""#p21337087"" class=""quotelink"">&gt;&gt;21337087</a><br><a href=""#p21337115"" class=""quotelink"">&gt;&gt;21337115</a><br><a href=""#p21337140"" class=""quotelink"">&gt;&gt;21337140</a><br>Firstly as it turns out you can read all the stuff I spoiled, all of it is in the common and Ichijo route. <br>As for your general critiques of the VN, I disagree with some of them. Kageaki is never really shown to be that exceptional of a pilot I feel, he just has Muramasa carrying his ass since she&#039;s fucking baller. It&#039;s like Amuro in the RX-78 up until like the last ten episodes where he goes beastmode against Zeon, where he&#039;s perfectly competent but someone like Char with actual experience and a slightly improved MS can fuck him around. In the True route I feel as if he comes into his stride a bit, mostly because of something that happens quite early into the route. I liked the Masamune asspulls as well, mostly because they were fucking horrifying. I do agree that the bandit captain fight is awesome, and as you said it really does justify spending 40 minutes on explaining why nothing happening is very important. The OST for those scenes fucking rocks too, The Single Stroke. <br>I liked Ichijo&#039;s route a lot for the philosophical stuff around justice and the law of balance, personally. I can certainly understand your criticisms of it however, and while it didn&#039;t stick out to me at first, the <s>page dragging those dead bodies all that distance</s> is a little ridiculous. I like the other routes more, except for the Chachamaru ending (sorry if you didn&#039;t see that one coming), As for pacing, I suppose I see what you mean in how it ramps up too fast. <s>In retrospect as well I think it&#039;s a little strange how easily he defeats Ginseigo, considering... well, you&#039;ll see when you read the true route.</s> What saved Ichijo&#039;s route is their rivalry, because I&#039;m a fucking fiend for that shit in anime. <br><br><a href=""#p21337352"" class=""quotelink"">&gt;&gt;21337352</a><br>I do agree with you on this, I do think that there is always an objective truth and everything else is essentially a distraction from that objective truth. I think Muramasa handled it well, though.', 'filename': '9ce97dc2c2116f5c4b14cebf68c738a1', 'ext': '.png', 'w': 137, 'h': 138, 'tn_w': 124, 'tn_h': 125, 'tim': 1670796125967418, 'time': 1670796125, 'md5': 'nOl9wsIRb1xLFM6/aMc4oQ==', 'fsize': 35517, 'resto': 21328708}, {'no': 21337915, 'now': '12/11/22(Sun)18:36:23', 'name': 'Anonymous', 'com': '<a href=""#p21328708"" class=""quotelink"">&gt;&gt;21328708</a><br><span class=""quote"">&gt;Baldr Sky</span><br>Amazing gameplay, but what the game doesn&#039;t tell you is that it has hours upon hours of trash fucking dialogue and boring shit in it. Is there a version of Baldr Sky with all the VN stripped out?', 'filename': '1652041116983', 'ext': '.gif', 'w': 300, 'h': 201, 'tn_w': 125, 'tn_h': 83, 'tim': 1670801783525140, 'time': 1670801783, 'md5': 'JBV68NOIpGiJJpDz5LWTmA==', 'fsize': 853528, 'resto': 21328708}]",1670801783,0.0,0.0,
