,no,sticky,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,sticky_cap,custom_spoiler,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
20,21326408,,12/08/22(Thu)10:09:58,Anonymous,,Ack ack ack! The Martians have invaded the last /m/ series you read/watched. How do they fare?,960x0,.jpg,960,748,250,194,1670512198829290,1670512198,GacJWk8f2TLWcrgkNi+HpQ==,177758,0,ack-ack-ack-the-martians-have-invaded-the-last-m,,4,34,10,29.0,9.0,"[{'no': 21329710, 'now': '12/09/22(Fri)09:59:07', 'name': 'Anonymous', 'com': '<a href=""#p21326408"" class=""quotelink"">&gt;&gt;21326408</a><br>Where&#039;s the Giant, Mansley?', 'time': 1670597947, 'resto': 21326408}, {'no': 21329767, 'now': '12/09/22(Fri)10:25:59', 'name': 'Anonymous', 'com': '<a href=""#p21326408"" class=""quotelink"">&gt;&gt;21326408</a><br><span class=""quote"">&gt;CCA</span><br>Their soul is not held down by gravity so maybe they ally with Char', 'time': 1670599559, 'resto': 21326408}, {'no': 21330159, 'now': '12/09/22(Fri)13:38:32', 'name': 'Anonymous', 'com': '<a href=""#p21328721"" class=""quotelink"">&gt;&gt;21328721</a><br>Civilians are extremely tough humans plus they have a bunch of Iron Gears laying around, maybe the Innocent can build more during the war. Besides, most can survive retarded crazy punishment thanks to the power of comedy, I believe in them.', 'time': 1670611112, 'resto': 21326408}, {'no': 21330378, 'now': '12/09/22(Fri)14:44:23', 'name': 'Anonymous', 'com': '<a href=""#p21329703"" class=""quotelink"">&gt;&gt;21329703</a><br>That&#039;s honestly not out of place as an ending to an actual Mars Attacks crossover', 'time': 1670615063, 'resto': 21326408}, {'no': 21331339, 'now': '12/09/22(Fri)19:20:36', 'name': 'Anonymous', 'com': '<a href=""#p21326408"" class=""quotelink"">&gt;&gt;21326408</a><br>America is calling', 'filename': 'metal-wolf-chaos', 'ext': '.jpg', 'w': 1200, 'h': 800, 'tn_w': 125, 'tn_h': 83, 'tim': 1670631636581952, 'time': 1670631636, 'md5': 'ucrF8JyAGa5RteUMNbG4aA==', 'fsize': 239287, 'resto': 21326408}]",1670631636,0.0,0.0,
21,21314171,,12/02/22(Fri)04:24:34,Anonymous,Metal Armor Dragonar,motherfuckers <br>https://www.youtube.com/watch?v=5eQ<wbr>3fiuvz78<br>https://www.youtube.com/watch?v=5eQ<wbr>3fiuvz78<br>https://www.youtube.com/watch?v=5eQ<wbr>3fiuvz78,Dragonar,.webm,1280,720,250,140,1669973074759375,1669973074,vdJGyuUqA2sfEBOEsBk6FA==,664893,0,metal-armor-dragonar,,4,29,18,24.0,17.0,"[{'no': 21324024, 'now': '12/07/22(Wed)01:30:55', 'name': 'Anonymous', 'filename': '88427937_p0', 'ext': '.jpg', 'w': 2411, 'h': 2329, 'tn_w': 125, 'tn_h': 120, 'tim': 1670394655170699, 'time': 1670394655, 'md5': 'GCAZ/oYq8vic/XR6vLRihg==', 'fsize': 3747867, 'resto': 21314171}, {'no': 21331213, 'now': '12/09/22(Fri)18:46:03', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;Page 10</span>', 'time': 1670629563, 'resto': 21314171}, {'no': 21331263, 'now': '12/09/22(Fri)19:02:26', 'name': 'starseeker', 'com': '<a href=""#p21314404"" class=""quotelink"">&gt;&gt;21314404</a><br>Early episodes turned out to need a lot more translation fixed than anticipated, so going slowly.', 'time': 1670630546, 'resto': 21314171, 'trip': '!v9yXn2Ru0o'}, {'no': 21331314, 'now': '12/09/22(Fri)19:13:32', 'name': 'Anonymous', 'com': '<a href=""#p21322753"" class=""quotelink"">&gt;&gt;21322753</a><br>my goodness does that look clean', 'time': 1670631212, 'resto': 21314171}, {'no': 21331324, 'now': '12/09/22(Fri)19:15:21', 'name': 'Anonymous', 'com': 'Why hasn&#039;t there been a sequel to Dragonar? It&#039;s pretty popular amongst mecha Fandom to be in SRW and Another Century&#039;s Episodes.', 'time': 1670631321, 'resto': 21314171}]",1670631321,0.0,0.0,
22,21190089,,10/07/22(Fri)11:40:05,Anonymous,Megaton-kyuu Musashi Season 2,Raws where?,1665149407916440,.jpg,1920,1080,250,140,1665157205202765,1665157205,qML/YTasrOkYIZeXTmdCIg==,118984,0,megatonkyuu-musashi-season-2,,4,288,96,283.0,95.0,"[{'no': 21323088, 'now': '12/06/22(Tue)16:28:17', 'name': 'Anonymous', 'com': '<a href=""#p21322570"" class=""quotelink"">&gt;&gt;21322570</a><br>Poor Ryuugo, he gets no bitches despite being the tallest guy', 'time': 1670362097, 'resto': 21190089}, {'no': 21326856, 'now': '12/08/22(Thu)14:59:43', 'name': 'Anonymous', 'com': 'MEGATON BAMP', 'time': 1670529583, 'resto': 21190089}, {'no': 21330697, 'now': '12/09/22(Fri)16:24:58', 'name': 'Anonymous', 'com': 'Where are the raws? They&#039;re normally out by now.', 'time': 1670621098, 'resto': 21190089}, {'no': 21331082, 'now': '12/09/22(Fri)18:10:02', 'name': 'Anonymous', 'com': '<a href=""#p21330697"" class=""quotelink"">&gt;&gt;21330697</a><br><span class=""quote"">&gt; Megaton-kyuu Musashi - 20 (Amazon Prime CBR 1080p).mkv</span><br>There we go.', 'time': 1670627402, 'resto': 21190089}, {'no': 21331275, 'now': '12/09/22(Fri)19:05:28', 'name': 'Anonymous', 'com': '<a href=""#p21322809"" class=""quotelink"">&gt;&gt;21322809</a><br>I would if they would put out in englsih.', 'filename': '1578512347417', 'ext': '.jpg', 'w': 1024, 'h': 696, 'tn_w': 125, 'tn_h': 84, 'tim': 1670630728275079, 'time': 1670630728, 'md5': 'tSAhkbaxUPy0Zku47nieaw==', 'fsize': 111450, 'resto': 21190089}]",1670630728,0.0,0.0,
23,21325480,,12/07/22(Wed)21:20:21,Anonymous,/prg/- Power Rangers General #390,"Turbo Cockpit Edition<br><span class=""quote"">&gt;NEW: Dino Fury S2</span><br>On Netflix now (in USA, United Kingdom, Australia, New Zealand, or with VPN)<br><br>or here:<br>https://dexuploads.blogspot.com/202<wbr>2/03/the-tv-show-dino-fury-season-2<wbr>-episodes.html<br>https://twitter.com/KRSentai/status<wbr>/1575754606176763904<br><br><span class=""quote"">&gt;Dino Fury S1</span><br>https://mega.nz/folder/cbomzb6B#sO0<wbr>-2i4X8STxqskoKZg67w<br><br><span class=""quote"">&gt;Cosmic Fury officially revealed</span><br>https://twitter.com/HasbroPulse/sta<wbr>tus/1563768340174209024<br><br><span class=""quote"">&gt;Official YouTube Channels</span><br>https://www.youtube.com/c/PowerRang<wbr>ersOfficial/videos<br>https://www.youtube.com/channel/UCb<wbr>Im2iqwql8bFqkO2bHv7Mw/videos<br><br><span class=""quote"">&gt;Comics</span><br>https://www.mediafire.com/?w806xqsw<wbr>st6v8<br>https://drive.google.com/drive/fold<wbr>ers/0B-uXKBhNeSFJU0tHRWEtb2stUkk?us<wbr>p=sharing<br><br><span class=""quote"">&gt;Coming Soon:</span><br>Cosmic Fury in 2023<br>Original Suits<br>Walter Jones, David Yost, Catherine Sutherland, Karan Ashley, Steve Cardenas, and Johnny Yong Bosch will be returning<br>Kyuranger will be used for Zord scenes<br><br>Current comics being released/coming<br><span class=""quote"">&gt;MMPR</span><br><span class=""quote"">&gt;MMPR/TMNT 2</span><br><span class=""quote"">&gt;Ranger Academy</span><br><br><span class=""quote"">&gt;MMPR/TMNT 2 announced</span><br>https://www.boom-studios.com/archiv<wbr>es/mighty-morphin-power-rangers-tee<wbr>nage-mutant-ninja-turtles-ii-announ<wbr>cement/<br><br><span class=""quote"">&gt;Ranger Academy announced, preview on FCBD</span><br>https://www.boom-studios.com/archiv<wbr>es/ranger-academy-2023-fcbd-special<wbr>-announcement/<br><br>Mystic Force fully uploaded onto YouTube<br>https://www.youtube.com/playlist?li<wbr>st=PLbt09tWqepBSmLrNIPjhW4WMOo-Jmkc<wbr>_q<br><br>Operation Overdrive being uploaded on YouTube<br>https://www.youtube.com/playlist?li<wbr>st=PLbt09tWqepBQUocQ_QySWCPWDksOZjB<wbr>57<br><br>Jungle Fury 24/7 Stream<br>https://www.youtube.com/watch?v=P0o<wbr>lErpmjIQ<br><br>Previous<br><a href=""/m/thread/21311407#p21311407"" class=""quotelink"">&gt;&gt;21311407</a>",Sic Sic Ka-Chow,.jpg,1338,747,250,139,1670466021180498,1670466021,04Q7ViRIQoGA9NwaOKCnbg==,117860,0,prg-power-rangers-general-390,,4,99,14,94.0,13.0,"[{'no': 21330728, 'now': '12/09/22(Fri)16:31:42', 'name': 'Anonymous', 'com': '<a href=""#p21330289"" class=""quotelink"">&gt;&gt;21330289</a><br>Assuming the villains would retain the power of teleporting anywhere they want and taking people with them, a &quot;realistic&quot; PR would most likely involve some kind of Agony in Pink scenario.', 'time': 1670621502, 'resto': 21325480}, {'no': 21331163, 'now': '12/09/22(Fri)18:36:15', 'name': 'Anonymous', 'com': '<a href=""#p21328979"" class=""quotelink"">&gt;&gt;21328979</a><br>Showa Sentai did this as well were typically they had to give up their original lives until the show was over and the villains dealt with. No double lives or secret identities they just up and left and lived off base for a year.', 'time': 1670628975, 'resto': 21325480}, {'no': 21331175, 'now': '12/09/22(Fri)18:37:55', 'name': 'Anonymous', 'com': '<a href=""#p21330307"" class=""quotelink"">&gt;&gt;21330307</a><br>A scanning device. Looks like the prop was made out of one of these things.', 'filename': 'Roadside-Traffic-Wand-Baton-Red1', 'ext': '.png', 'w': 700, 'h': 417, 'tn_w': 125, 'tn_h': 74, 'tim': 1670629075336862, 'time': 1670629075, 'md5': '/3cnefCdKUI9+t/U2yoaZg==', 'fsize': 91580, 'resto': 21325480}, {'no': 21331180, 'now': '12/09/22(Fri)18:39:04', 'name': 'Anonymous', 'com': '<a href=""#p21330728"" class=""quotelink"">&gt;&gt;21330728</a><br>Giga has you covered on that.', 'time': 1670629144, 'resto': 21325480}, {'no': 21331202, 'now': '12/09/22(Fri)18:43:38', 'name': 'Anonymous', 'com': '<a href=""#p21330608"" class=""quotelink"">&gt;&gt;21330608</a><br>People quickly seemed to stop caring about Pua once it came out he was abusing his wife', 'time': 1670629418, 'resto': 21325480}]",1670629418,0.0,0.0,
24,21331176,,12/09/22(Fri)18:38:07,Anonymous,SD Gundam worth it?,"I was looking to get another mecha game on console (shit PC, so no emulation sadly) and remembered having fun in the demo. Is the full game worth the price?",3DE080DC-E672-420D-913C-7BF23ED30C97,.jpg,1000,1000,250,250,1670629087630684,1670629087,6ERBQzlmki8UzDeKnRw5pA==,242136,0,sd-gundam-worth-it,,4,0,0,,,,1670629087,0.0,0.0,
25,21288239,,11/20/22(Sun)04:39:01,Anonymous,Gridman Universe,https://m.youtube.com/watch?v=QprkS<wbr>BUfCis,9854F407-A04E-456E-9A45-214B20831CFF,.jpg,800,1130,176,250,1668937141385815,1668937141,jRnDtYF0Rf8WLHGcNMM1Gw==,257121,0,gridman-universe,,4,251,76,246.0,74.0,"[{'no': 21325979, 'now': '12/08/22(Thu)03:20:50', 'name': 'Anonymous', 'com': '<a href=""#p21288429"" class=""quotelink"">&gt;&gt;21288429</a><br>where is this from?', 'time': 1670487650, 'resto': 21288239}, {'no': 21326103, 'now': '12/08/22(Thu)05:20:20', 'name': 'Anonymous', 'com': '<a href=""#p21288239"" class=""quotelink"">&gt;&gt;21288239</a><br>I hope Rikka and Yuuta go on a cute date', 'time': 1670494820, 'resto': 21288239}, {'no': 21326212, 'now': '12/08/22(Thu)07:16:14', 'name': 'Anonymous', 'com': '<a href=""#p21325979"" class=""quotelink"">&gt;&gt;21325979</a><br>the hyper world', 'time': 1670501774, 'resto': 21288239}, {'no': 21330561, 'now': '12/09/22(Fri)15:39:53', 'name': 'Anonymous', 'com': '<a href=""#p21315022"" class=""quotelink"">&gt;&gt;21315022</a><br>Very cute.', 'filename': '37104f2bb330b8050a3358e7cd22fb91', 'ext': '.jpg', 'w': 1448, 'h': 2048, 'tn_w': 88, 'tn_h': 125, 'tim': 1670618393458166, 'time': 1670618393, 'md5': 'erc2Y6g5cqiAtotj3LJoRw==', 'fsize': 285944, 'resto': 21288239}, {'no': 21331127, 'now': '12/09/22(Fri)18:28:00', 'name': 'Anonymous', 'com': 'I can&#039;t wait to laugh at all the hetcucks when they starting seething and coping when Yuta gets cucked by lesbians', 'filename': 'FjNGZH0aYAATRhK', 'ext': '.jpg', 'w': 1748, 'h': 907, 'tn_w': 125, 'tn_h': 64, 'tim': 1670628480692804, 'time': 1670628480, 'md5': 'LjSo5SJq39L2ReFzNJU6rg==', 'fsize': 117745, 'resto': 21288239}]",1670628480,0.0,0.0,
26,21320106,,12/05/22(Mon)03:10:17,Anonymous,do you create your own mechas?,do you guys draw/build/design mechas of your own? i use lego to build mechs and also draw some sketches to plan them out on how i use these parts. i bet 3D printing could also make for some nice mecha creation but i don&#039;t own a 3D printer.,Systems are your&#039;s Pilot,.jpg,2048,1372,250,167,1670227817407723,1670227817,f8povOYYbjDNEfYBmr5eCg==,1904944,0,do-you-create-your-own-mechas,,4,42,22,37.0,19.0,"[{'no': 21329211, 'now': '12/09/22(Fri)04:57:57', 'name': 'Anonymous', 'com': '<a href=""#p21327309"" class=""quotelink"">&gt;&gt;21327309</a><br><span class=""quote"">&gt;So you just colour over a sketch?</span><br>Yep, just following trad painting workflow basically. Not having to plan ahead or think about layers&#039; order is very liberating.', 'filename': 'catmad full', 'ext': '.jpg', 'w': 1718, 'h': 1300, 'tn_w': 125, 'tn_h': 94, 'tim': 1670579877529707, 'time': 1670579877, 'md5': 'VlqXeInQKbX8kwJ74OLpCg==', 'fsize': 629753, 'resto': 21320106}, {'no': 21330919, 'now': '12/09/22(Fri)17:13:41', 'name': 'Anonymous', 'com': '<a href=""#p21329211"" class=""quotelink"">&gt;&gt;21329211</a><br>I&#039;ll give that style of drawing a try then. Hopefully something good comes out of it.', 'time': 1670624021, 'resto': 21320106}, {'no': 21331027, 'now': '12/09/22(Fri)17:48:39', 'name': 'Anonymous', 'com': '<a href=""#p21320106"" class=""quotelink"">&gt;&gt;21320106</a><br>as a kid id make separate entities with pipe cleaners <br>black was a good base with the neon colors like green orange and pink<br><br>then merge them together like a megazord to fight against transformers', 'time': 1670626119, 'resto': 21320106}, {'no': 21331094, 'now': '12/09/22(Fri)18:16:39', 'name': 'Anonymous', 'com': '<a href=""#p21320106"" class=""quotelink"">&gt;&gt;21320106</a><br>I try but defaulting back to drawing gundam shit is way too enticing', 'filename': 'E07AA12D-C2ED-4E87-9516-3A5BE80132A8', 'ext': '.jpg', 'w': 1600, 'h': 981, 'tn_w': 125, 'tn_h': 76, 'tim': 1670627799404508, 'time': 1670627799, 'md5': 'WDVR77jtb1LXHtGtjZ2Vwg==', 'fsize': 671629, 'resto': 21320106}, {'no': 21331102, 'now': '12/09/22(Fri)18:18:49', 'name': 'Anonymous', 'com': '<a href=""#p21331094"" class=""quotelink"">&gt;&gt;21331094</a>', 'filename': 'C7658876-A482-44EC-8F84-02D5A59E6196', 'ext': '.jpg', 'w': 2652, 'h': 1888, 'tn_w': 125, 'tn_h': 88, 'tim': 1670627929281524, 'time': 1670627929, 'md5': 'ZzFfhlCsF5OE4G0lplyRpg==', 'fsize': 1168480, 'resto': 21320106}]",1670627929,0.0,0.0,
27,21329900,,12/09/22(Fri)11:15:37,Anonymous,,RICHARDDDD!,metal-wolf-chaos_0900827931,.jpg,1024,768,250,187,1670602537771142,1670602537,BU/JAgH82KZ7sI3Z3IQXeA==,260960,0,richardddd,,4,9,0,4.0,0.0,"[{'no': 21330993, 'now': '12/09/22(Fri)17:34:04', 'name': 'Anonymous', 'com': '<a href=""#p21329900"" class=""quotelink"">&gt;&gt;21329900</a><br>I don&#039;t what the fuck happened but I couldn&#039;t beat level 2 because I kept running out of ammo before destroying the targets.<br>tried several times then I uninstalled the game.', 'time': 1670625244, 'resto': 21329900}, {'no': 21331039, 'now': '12/09/22(Fri)17:52:03', 'name': 'Anonymous', 'com': '<a href=""#p21330993"" class=""quotelink"">&gt;&gt;21330993</a><br>there should be ammo pickups in crates and destructable environment stuff', 'time': 1670626323, 'resto': 21329900}, {'no': 21331055, 'now': '12/09/22(Fri)17:56:32', 'name': 'Anonymous', 'com': '<a href=""#p21330993"" class=""quotelink"">&gt;&gt;21330993</a><br>your mech has a stomp attack that does lots of damage to structures. try using that to conserve ammo.', 'time': 1670626592, 'resto': 21329900}, {'no': 21331073, 'now': '12/09/22(Fri)18:05:55', 'name': 'Anonymous', 'com': '<a href=""#p21329900"" class=""quotelink"">&gt;&gt;21329900</a><br>MWAHAHAHA<br>MMMMMMMICHAEL!', 'time': 1670627155, 'resto': 21329900}, {'no': 21331093, 'now': '12/09/22(Fri)18:16:02', 'name': 'Anonymous', 'com': '<a href=""#p21330017"" class=""quotelink"">&gt;&gt;21330017</a><br>crashes on me too on steam.', 'time': 1670627762, 'resto': 21329900}]",1670627762,0.0,0.0,
28,21312827,,12/01/22(Thu)12:07:31,Anonymous,,"This is Sky Girls, my favorite anime. How many of you /m/en have seen it? Which pilot and mech do you like the most? The show finished airing this month 15 years ago.",Honeyview_SD_ALL_2560×1600,.jpg,1728,1080,250,156,1669914451037157,1669914451,qFMQKI2z0NLzQ3UQxEJvOg==,756339,0,this-is-sky-girls-my-favorite-anime-how-many-of,,4,14,7,9.0,6.0,"[{'no': 21328385, 'now': '12/09/22(Fri)00:29:18', 'name': 'Anonymous', 'com': 'Looks like a Strike Witches knockoff with mechamusume instead. And I didn&#039;t like Witches. No thanks, I&#039;ll stick to my Garupan instead and hope that it one day gets an /m/ knockoff.', 'time': 1670563758, 'resto': 21312827}, {'no': 21328414, 'now': '12/09/22(Fri)00:33:36', 'name': 'dorkly_chair at instituteforspacepolitics.org', 'com': '<a href=""#p21328385"" class=""quotelink"">&gt;&gt;21328385</a><br>iirc this was around the same time, maybe a hot minute before SW, but yeah they&#039;re sorta meh on the main unit designs, and the chara are some weird precious moments loli shit<br>but still, Vic Viper doesn&#039;t show up in a lot of anime<br>this, Salamander/Life Force ova, its prequel of Gradius, and its sequel of Gradius 2, maybe it showed up in the twinbee or ZoE anime? dunno about them<br>still sorta funny to bring Mika Akitaka into your girls wearing robot shit project and just have him do the specific iteration of the Vic Viper instead of the girls with robot shit', 'time': 1670564016, 'resto': 21312827}, {'no': 21328529, 'now': '12/09/22(Fri)00:57:49', 'name': 'Anonymous', 'com': '<a href=""#p21328414"" class=""quotelink"">&gt;&gt;21328414</a><br><span class=""quote"">&gt;weird precious moments loli shit</span><br>That&#039;s why these designs look so weird to me. Makes me think of the knicknacks my mom has of those.', 'time': 1670565469, 'resto': 21312827}, {'no': 21328647, 'now': '12/09/22(Fri)01:17:20', 'name': 'dorkly_chair at instituteforspacepolitics.org', 'com': '<a href=""#p21328529"" class=""quotelink"">&gt;&gt;21328529</a><br>this new figure &quot;as the alien bleeds&quot; shows the triumph felt as an interloper from the beyond is stopped with the might of QUADRA FORMATION and DYNAMITOOO FISHHINGUUUUUU', 'time': 1670566640, 'resto': 21312827}, {'no': 21331064, 'now': '12/09/22(Fri)18:00:48', 'name': 'Anonymous', 'com': '<a href=""#p21328385"" class=""quotelink"">&gt;&gt;21328385</a><br>Sky Girls and SW both have character designs by Humikane Shimada, the &quot;mecha musume&quot; guy. Neither is a knockoff of the other.<br>SW ended up getting a lot of sequels while Sky Girls never saw any continuation, though at 26 episodes it has more than the first two seasons of SW combined.<br>The two shows are very different despite sharing some aesthetics and a conflict with monsters. Sky Girls has revealing pilot suits but only light fanservice. The cast is a balanced mix of girls and guys, with almost every girl having a male love interest. SW has more, and more perverted, fanservice, it tries to appeal to militaryfags with the girls being based on historical figures, and the cast is almost entirely female with no romance allowed beyond yuribait.', 'filename': 'e658f59ee4abd3d47552c0a8860a461021a3148cc94de40a920aa54d21bfacbf', 'ext': '.jpg', 'w': 3517, 'h': 2500, 'tn_w': 125, 'tn_h': 88, 'tim': 1670626848915276, 'time': 1670626848, 'md5': 'k0zI08DdoSkJSldgwP2YyQ==', 'fsize': 1769092, 'resto': 21312827}]",1670626848,0.0,0.0,
29,21326501,,12/08/22(Thu)11:23:50,Anonymous,,"&quot;Is that a girl I have never seen before falling from the sky?&quot;<br>&quot;Yup, I decided to spend my whole life with her and be her lapdog&quot;",file,.png,900,506,250,140,1670516630588197,1670516630,1Asm51S28natHZ8fOIUE7w==,395697,0,is-that-a-girl-i-have-never-seen-before-falling,,4,26,7,21.0,5.0,"[{'no': 21330431, 'now': '12/09/22(Fri)15:02:17', 'name': 'Anonymous', 'com': '<a href=""#p21326530"" class=""quotelink"">&gt;&gt;21326530</a><br><a href=""#p21330158"" class=""quotelink"">&gt;&gt;21330158</a><br>You don&#039;t even have to be a Newtype to get Banagher&#039;s motivation. He just wants to bang a cute girl.', 'time': 1670616137, 'resto': 21326501}, {'no': 21330555, 'now': '12/09/22(Fri)15:39:36', 'name': 'Anonymous', 'com': '<a href=""#p21330431"" class=""quotelink"">&gt;&gt;21330431</a><br>Does he even want to bang her? I can&#039;t remember a single time he &quot;reached for her crotch&quot;', 'time': 1670618376, 'resto': 21326501}, {'no': 21330580, 'now': '12/09/22(Fri)15:46:52', 'name': 'Anonymous', 'com': '<a href=""#p21330555"" class=""quotelink"">&gt;&gt;21330555</a><br>Audrey is a pure girl and wasn&#039;t raised to put out before marriage.', 'time': 1670618812, 'resto': 21326501}, {'no': 21330584, 'now': '12/09/22(Fri)15:48:42', 'name': 'Anonymous', 'com': '<a href=""#p21326501"" class=""quotelink"">&gt;&gt;21326501</a><br><span class=""quote"">&gt;&quot;Is that a girl I have never seen before falling from the sky?&quot;</span><br><span class=""quote"">&gt;&quot;Yup, I decided to spend my whole life with her and be her lapdog&quot;</span><br>this is not new, men and boys think with their dicks.', 'filename': '__renton_thurston_gainer_sanga_sara_kodama_tiffa_adill_garrod_ran_and_etc_another_century_s_episode_3_and_etc_drawn_by_soramine__758bcd1ee17531c9c21a5067a3cde397', 'ext': '.jpg', 'w': 800, 'h': 1152, 'tn_w': 86, 'tn_h': 125, 'tim': 1670618922567936, 'time': 1670618922, 'md5': 's9mWYus5s8f/jicNhx3+sg==', 'fsize': 230016, 'resto': 21326501}, {'no': 21331056, 'now': '12/09/22(Fri)17:57:50', 'name': 'Anonymous', 'com': '<a href=""#p21330580"" class=""quotelink"">&gt;&gt;21330580</a><br>whatever makes you sleep at night, Banana', 'filename': 'tfw your waifu isn&#039;t a virgin', 'ext': '.jpg', 'w': 462, 'h': 763, 'tn_w': 75, 'tn_h': 125, 'tim': 1670626670877659, 'time': 1670626670, 'md5': 'mkwOCvzWiZ1lra6n4TvyqA==', 'fsize': 125696, 'resto': 21326501}]",1670626670,0.0,0.0,
30,21293073,,11/21/22(Mon)18:46:19,Anonymous,Mecha TCGs,"Let&#039;s have another one of these, cool stuff always pops up.<br><br>Picrel, Gothicmade at home",1642299960133,.png,744,1039,179,250,1669074379803821,1669074379,l1+dfWOsaJc3RTS/1wLtyw==,1146309,0,mecha-tcgs,,4,106,42,101.0,40.0,"[{'no': 21329207, 'now': '12/09/22(Fri)04:57:06', 'name': 'Anonymous', 'com': '<a href=""#p21329202"" class=""quotelink"">&gt;&gt;21329202</a><br><span class=""quote"">&gt;I don&#039;t know how your damn game works.</span><br><span class=""quote"">&gt;But here&#039;s how I would &quot;fix&quot; it</span><br>Many such cases, sad<br>Just enjoy the art', 'filename': 'Machina.Citadel.600.3099864', 'ext': '.jpg', 'w': 405, 'h': 600, 'tn_w': 84, 'tn_h': 125, 'tim': 1670579826809252, 'time': 1670579826, 'md5': 'CkITeKYgz8/djIJWe2tBug==', 'fsize': 60305, 'resto': 21293073}, {'no': 21329982, 'now': '12/09/22(Fri)12:11:03', 'name': 'Anonymous', 'com': '<a href=""#p21329181"" class=""quotelink"">&gt;&gt;21329181</a><br>Yugioh has no keywords or generic rules for a lot of things that should probably have them, so you can&#039;t shorten text like that because cards have to be extremely specific about what they do and what timing they do them at. It&#039;s not like Magic where you can let a stack build, resolve partway, then apply a new item to the top of the stack. In Yugioh once the stack starts resolving, it can&#039;t stop until it&#039;s done.', 'time': 1670605863, 'resto': 21293073}, {'no': 21330018, 'now': '12/09/22(Fri)12:33:17', 'name': 'Anonymous', 'com': '<a href=""#p21329982"" class=""quotelink"">&gt;&gt;21329982</a><br>Pretty sure that&#039;s the old batch system Magic used before, what was it, 6E?<br>Truthfully, Magic used to be a trash fire in the old times, it took a good while for it to codify the rules technology that makes it as coherent to the player as it does now, you&#039;re being saved the horrors of navigating some truly labyrinthine comprehensive rules that hold the act together in casual play.', 'time': 1670607197, 'resto': 21293073}, {'no': 21330833, 'now': '12/09/22(Fri)16:53:04', 'name': 'Anonymous', 'com': '<a href=""#p21329982"" class=""quotelink"">&gt;&gt;21329982</a><br>Yugioh has keywords but they&#039;re exclusively for cucking Frog The Jam', 'time': 1670622784, 'resto': 21293073}, {'no': 21330887, 'now': '12/09/22(Fri)17:06:02', 'name': 'Anonymous', 'com': '<a href=""#p21330833"" class=""quotelink"">&gt;&gt;21330833</a><br>You&#039;re using Archetypes for this example. While the idea is same, execution not so much. Really can blame it on them not having foresight for such things. Biggest example being Guardians', 'filename': 'SlimeToad-OP03-EN-C-UE', 'ext': '.png', 'w': 478, 'h': 696, 'tn_w': 85, 'tn_h': 124, 'tim': 1670623562395500, 'time': 1670623562, 'md5': 'vEs9TMQNNtqa9Q1T0LLgQg==', 'fsize': 575794, 'resto': 21293073}]",1670623562,0.0,0.0,
31,21330317,,12/09/22(Fri)14:27:44,Anonymous,Post obscure shit that looks cool,"My contribution is Tandem Lover, a little known Yuri series about child soldiers.",dbf9e9c5_o,.png,811,1161,174,250,1670614064635425,1670614064,DPOwMBO18bP2WVazrE+gWQ==,889487,0,post-obscure-shit-that-looks-cool,,4,6,2,1.0,1.0,"[{'no': 21330775, 'now': '12/09/22(Fri)16:41:48', 'name': 'Anonymous', 'com': '<a href=""#p21330730"" class=""quotelink"">&gt;&gt;21330730</a><br>why are there no monoeye medabots anyways', 'time': 1670622108, 'resto': 21330317}, {'no': 21330818, 'now': '12/09/22(Fri)16:49:54', 'name': 'Anonymous', 'com': '<a href=""#p21330730"" class=""quotelink"">&gt;&gt;21330730</a><br>These are neat. Looks there&#039;s a second series going on now.', 'time': 1670622594, 'resto': 21330317}, {'no': 21330864, 'now': '12/09/22(Fri)17:00:54', 'name': 'Anonymous', 'filename': 'Sparks', 'ext': '.jpg', 'w': 391, 'h': 551, 'tn_w': 88, 'tn_h': 125, 'tim': 1670623254064798, 'time': 1670623254, 'md5': 'BZeAzoMSD7SY6uWdMm9wkA==', 'fsize': 66637, 'resto': 21330317}, {'no': 21330873, 'now': '12/09/22(Fri)17:02:57', 'name': 'Anonymous', 'com': '<a href=""#p21330775"" class=""quotelink"">&gt;&gt;21330775</a><br>Because they&#039;re built on tinpets which all have 2 eyes?', 'time': 1670623377, 'resto': 21330317, 'spoiler': 1}, {'no': 21330880, 'now': '12/09/22(Fri)17:04:22', 'name': 'Anonymous', 'com': '<a href=""#p21330873"" class=""quotelink"">&gt;&gt;21330873</a><br>that sucks', 'time': 1670623462, 'resto': 21330317}]",1670623462,0.0,0.0,
