,no,sticky,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,sticky_cap,custom_spoiler,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
73,21299986,,11/24/22(Thu)19:27:22,Anonymous,,What is the weirdest mech anime?,883423436542,.jpg,155,325,119,250,1669336042631731,1669336042,jHmsM3DGuUVLTEGKD3bcag==,8400,0,what-is-the-weirdest-mech-anime,,4,55,14,50.0,12.0,"[{'no': 21322437, 'now': '12/06/22(Tue)09:15:01', 'name': 'Anonymous', 'com': '<a href=""#p21308439"" class=""quotelink"">&gt;&gt;21308439</a><br>Them splitting from Sunrise was a really huge blow to Sunrise&#039;s animation quality', 'time': 1670336101, 'resto': 21299986}, {'no': 21322556, 'now': '12/06/22(Tue)10:24:10', 'name': 'Anonymous', 'com': '<a href=""#p21301709"" class=""quotelink"">&gt;&gt;21301709</a><br><span class=""quote"">&gt;Brain Powerd was Tomino&#039;s response to Evangelion</span><br>They were in production at the same fucking time. Stop spreading this fucking lie', 'time': 1670340250, 'resto': 21299986}, {'no': 21322829, 'now': '12/06/22(Tue)13:45:16', 'name': 'Anonymous', 'com': '<a href=""#p21304341"" class=""quotelink"">&gt;&gt;21304341</a><br>where are you goin&#039;?<br>when are you comin&#039; home?<br><a href=""#p21322431"" class=""quotelink"">&gt;&gt;21322431</a><br>nothing, it&#039;s just fun', 'time': 1670352316, 'resto': 21299986}, {'no': 21322840, 'now': '12/06/22(Tue)13:59:18', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;CTRL+F</span><br><span class=""quote"">&gt;Neo Ranga not found</span><br>You slipping /m/.', 'filename': 'Neo', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670353158950448, 'time': 1670353158, 'md5': 'mY99abVOj1GZzOnOhTgK9A==', 'fsize': 104918, 'resto': 21299986}, {'no': 21330490, 'now': '12/09/22(Fri)15:17:51', 'name': 'Anonymous', 'filename': '1658532947668[1]', 'ext': '.jpg', 'w': 2048, 'h': 1280, 'tn_w': 125, 'tn_h': 78, 'tim': 1670617071876013, 'time': 1670617071, 'md5': 'O6lxm+FIgxqhPC8AcHakjw==', 'fsize': 169024, 'resto': 21299986}]",1670617071,0.0,0.0,
74,21294107,,11/22/22(Tue)02:45:54,Anonymous,,The Clone Wars in UC Engage,1669102862037,.jpg,1334,750,249,140,1669103154209690,1669103154,rSyROYq5n+XPZHZcHn4H7w==,216142,0,the-clone-wars-in-uc-engage,,4,102,28,97.0,28.0,"[{'no': 21325847, 'now': '12/08/22(Thu)01:26:02', 'name': 'Anonymous', 'com': '<a href=""#p21325430"" class=""quotelink"">&gt;&gt;21325430</a><br>Always was, Char makes reference to the Neo Zeon war in CCA', 'time': 1670480762, 'resto': 21294107}, {'no': 21326056, 'now': '12/08/22(Thu)04:19:26', 'name': 'Anonymous', 'com': '<a href=""#p21325216"" class=""quotelink"">&gt;&gt;21325216</a><br>Would make a mother.', 'time': 1670491166, 'resto': 21294107}, {'no': 21326088, 'now': '12/08/22(Thu)05:04:29', 'name': 'Anonymous', 'com': '<a href=""#p21325430"" class=""quotelink"">&gt;&gt;21325430</a><br>Who would expect them to canonize that obscure live action comedy.', 'time': 1670493869, 'resto': 21294107}, {'no': 21326180, 'now': '12/08/22(Thu)06:45:25', 'name': 'Anonymous', 'com': 'Is she going to go join Char&#039;s Zeon afterwards? How&#039;s cloning work here, did Glemy just need some small genetic sample?<br><br><a href=""#p21325430"" class=""quotelink"">&gt;&gt;21325430</a><br>You what? It always was.', 'time': 1670499925, 'resto': 21294107}, {'no': 21330467, 'now': '12/09/22(Fri)15:12:35', 'name': 'Anonymous', 'com': '<a href=""#p21326180"" class=""quotelink"">&gt;&gt;21326180</a><br>Will be interesting to see.', 'time': 1670616755, 'resto': 21294107}]",1670616755,0.0,0.0,
75,21323194,,12/06/22(Tue)17:43:10,Anonymous,Vandread,"Finished it a short while ago, and man was this a sweet show.<br>So many comfy moments.<br>Also, TRUST rocks. Unironically one of my favorite OPs from the 2000s. <br>www.youtube.com/watch?v=SbzFK3D_QvE<wbr><br><s>Meia best girl</s>",Vandread,.jpg,1280,900,250,175,1670366590584788,1670366590,DafV04KC9V3cO0qq2ofhyw==,349225,0,vandread,,4,22,7,17.0,4.0,"[{'no': 21325387, 'now': '12/07/22(Wed)20:02:50', 'name': 'Anonymous', 'com': '<a href=""#p21323194"" class=""quotelink"">&gt;&gt;21323194</a><br>Character designs were on point.', 'filename': '1646018941595', 'ext': '.jpg', 'w': 2826, 'h': 1986, 'tn_w': 125, 'tn_h': 87, 'tim': 1670461370284235, 'time': 1670461370, 'md5': 'cfP7BCYFz9AtvIcNI2RAUQ==', 'fsize': 2293210, 'resto': 21323194}, {'no': 21326135, 'now': '12/08/22(Thu)05:54:39', 'name': 'Anonymous', 'com': '<a href=""#p21324140"" class=""quotelink"">&gt;&gt;21324140</a><br>If the original dyke didn&#039;t return then all those cards games with Hibiki would turn her real straight.', 'time': 1670496879, 'resto': 21323194}, {'no': 21326234, 'now': '12/08/22(Thu)07:40:48', 'name': 'Anonymous', 'com': '<a href=""#p21326135"" class=""quotelink"">&gt;&gt;21326135</a><br>Gascogne played cards with Hibiki, not Barnette anon', 'time': 1670503248, 'resto': 21323194}, {'no': 21326486, 'now': '12/08/22(Thu)11:15:38', 'name': 'Anonymous', 'com': 'Barnette was pretty cool.', 'filename': 'VanDread - 17 (DVD 712x364 10bit x264 AC3) [D7E84215].mkv_snapshot_14.43_[2018.05.29_22.50.51]', 'ext': '.jpg', 'w': 712, 'h': 364, 'tn_w': 125, 'tn_h': 63, 'tim': 1670516138640750, 'time': 1670516138, 'md5': 'vkT23LhYCQ5sDAxRRIY+Bw==', 'fsize': 35347, 'resto': 21323194}, {'no': 21330452, 'now': '12/09/22(Fri)15:08:36', 'name': 'Anonymous', 'com': '<a href=""#p21325387"" class=""quotelink"">&gt;&gt;21325387</a><br>Those pinups get posted every thread but I never liked them<br>They&#039;re off-model<br>They&#039;re from Kazuya Kuroda&#039;s personal artbooks, and the designs were starting to slip as early as the Second Stage OVA cover', 'filename': 'vandread-turbulence-2945', 'ext': '.jpg', 'w': 385, 'h': 550, 'tn_w': 87, 'tn_h': 125, 'tim': 1670616516344456, 'time': 1670616516, 'md5': 'DDXwxj27oejiZ9Z++WT73A==', 'fsize': 227610, 'resto': 21323194}]",1670616516,0.0,0.0,
76,21094374,,08/28/22(Sun)01:30:18,Anonymous,Angelic Mecha,"For me, it’s Wing Zero Custom.",5FA66097-4704-4649-80F7-A68AA24DF41A,.jpg,1175,1026,250,218,1661664618492519,1661664618,8K6ldf5F6hhtJe9cTYnouA==,974426,0,angelic-mecha,,4,132,84,127.0,79.0,"[{'no': 21307435, 'now': '11/28/22(Mon)14:22:43', 'name': 'Anonymous', 'com': 'Our guardian angel.', 'filename': 'bos', 'ext': '.png', 'w': 460, 'h': 308, 'tn_w': 125, 'tn_h': 83, 'tim': 1669663363715007, 'time': 1669663363, 'md5': 'F2VgEWkg9i0d3HLpG4QLog==', 'fsize': 84077, 'resto': 21094374, 'spoiler': 1}, {'no': 21314278, 'now': '12/02/22(Fri)06:20:58', 'name': 'Anonymous', 'filename': '1643109478006[1]', 'ext': '.jpg', 'w': 1860, 'h': 1536, 'tn_w': 124, 'tn_h': 103, 'tim': 1669980058621784, 'time': 1669980058, 'md5': 'BI1xNDd+9fQDzuRqK/f4EQ==', 'fsize': 809429, 'resto': 21094374}, {'no': 21320420, 'now': '12/05/22(Mon)08:18:40', 'name': 'Anonymous', 'filename': '1640008302101[1]', 'ext': '.jpg', 'w': 1518, 'h': 2048, 'tn_w': 92, 'tn_h': 125, 'tim': 1670246320446152, 'time': 1670246320, 'md5': 'sDIK7mXG1yihyRZjdF3xbw==', 'fsize': 2018569, 'resto': 21094374}, {'no': 21323370, 'now': '12/06/22(Tue)19:38:54', 'name': 'Anonymous', 'com': 'セイント・ガンダム', 'filename': 'plzfxq', 'ext': '.jpg', 'w': 1200, 'h': 900, 'tn_w': 125, 'tn_h': 93, 'tim': 1670373534130550, 'time': 1670373534, 'md5': 'il4tDUFDHkPm7eGUcr5GIw==', 'fsize': 416809, 'resto': 21094374}, {'no': 21330451, 'now': '12/09/22(Fri)15:07:53', 'name': 'Anonymous', 'filename': '1641476707575[1]', 'ext': '.jpg', 'w': 1910, 'h': 1536, 'tn_w': 125, 'tn_h': 100, 'tim': 1670616473771139, 'time': 1670616473, 'md5': 'B6lmhw7KKYrwSjudsW93pA==', 'fsize': 2138329, 'resto': 21094374}]",1670616473,0.0,0.0,
77,21294594,,11/22/22(Tue)07:49:22,Anonymous,,how many Char clones are there outside Gundam?,file,.png,256,389,164,250,1669121362671054,1669121362,c3LXr7Li4qCJ8jEt1N9jSA==,101748,0,how-many-char-clones-are-there-outside-gundam,,4,64,17,59.0,15.0,"[{'no': 21322134, 'now': '12/06/22(Tue)03:38:40', 'name': 'Anonymous', 'com': 'How is it &quot;char clone&quot; when the concept is older? I get Zero because it was designed with char in mind but the others aren&#039;t.', 'time': 1670315920, 'resto': 21294594}, {'no': 21323075, 'now': '12/06/22(Tue)16:20:39', 'name': 'Anonymous', 'com': 'Oi Char! Banjo wants Daitarn&#039;s helmet back', 'filename': 'Screenshot (39779)', 'ext': '.png', 'w': 1439, 'h': 1078, 'tn_w': 125, 'tn_h': 93, 'tim': 1670361639559995, 'time': 1670361639, 'md5': 'Eu8Z174TGTSBY5DrUGhYaQ==', 'fsize': 2350645, 'resto': 21294594}, {'no': 21323094, 'now': '12/06/22(Tue)16:31:06', 'name': 'Anonymous', 'com': '<a href=""#p21323075"" class=""quotelink"">&gt;&gt;21323075</a><br>that&#039;s Zambot crest', 'time': 1670362266, 'resto': 21294594}, {'no': 21323139, 'now': '12/06/22(Tue)16:58:58', 'name': 'Anonymous', 'com': '<a href=""#p21323075"" class=""quotelink"">&gt;&gt;21323075</a><br><span class=""quote"">&gt;Daitarn</span><br>fucking retard', 'time': 1670363938, 'resto': 21294594}, {'no': 21330440, 'now': '12/09/22(Fri)15:05:13', 'name': 'Anonymous', 'com': '<a href=""#p21317732"" class=""quotelink"">&gt;&gt;21317732</a><br>-Red<br>-appeared as elite<br>-Overtaken by the protagonist in terms of ability', 'filename': '1247609594291[1]', 'ext': '.jpg', 'w': 700, 'h': 869, 'tn_w': 100, 'tn_h': 125, 'tim': 1670616313245769, 'time': 1670616313, 'md5': 'G8rTyg6vLbb+kzejkBLxpQ==', 'fsize': 494179, 'resto': 21294594}]",1670616313,0.0,0.0,
78,21299193,,11/24/22(Thu)10:32:22,Anonymous,/zz/ - Double Zeta general,"Previous thread: <span class=""deadlink"">&gt;&gt;21277686</span><br><br>Let&#039;s discuss the best TV series of UC Gundam. <br><span class=""quote"">&gt;Should I skip ZZ?</span><br>No! ZZ is essential viewing. The First Neo Zeon War is as important as any other conflict in UC history. You miss out on essential character development(Haman &amp; Kamille/Fa, Minerva Zabi), fantastic mecha designs, best OP/ED songs in UC, lots of great new characters (Elpeo Ple, Ple Two, Chara Soon, Roux Louka) including Judau who is one of the best protagonists in Gundam.<br><span class=""quote"">&gt;But /m/ told me Moon Moon ruins the show</span><br>Absolutely not. Moon Moon is important canon wise now with Moon Gundam being a thing. <br><span class=""quote"">&gt;I&#039;m still not convinced</span><br>Haman, Kamille, Fa, Bright Noa and other favourites are still there. ZZ is still referenced in newer UC titles showing it&#039;s importance and longevity.",zz,.jpg,960,720,250,187,1669303942043533,1669303942,bUEXGiLaPAny0ZiE7COCwA==,93050,0,zz-double-zeta-general,,4,183,56,178.0,55.0,"[{'no': 21329705, 'now': '12/09/22(Fri)09:58:38', 'name': 'Anonymous', 'com': 'is Bright gonna cheat on his wife or what', 'time': 1670597918, 'resto': 21299193}, {'no': 21329718, 'now': '12/09/22(Fri)10:02:24', 'name': 'Anonymous', 'com': 'Hey Charnold isn&#039;t real. It cannot hurt you.', 'filename': 'EfYKQPXVoAAGhNv', 'ext': '.jpg', 'w': 739, 'h': 566, 'tn_w': 125, 'tn_h': 95, 'tim': 1670598144167260, 'time': 1670598144, 'md5': 'TPgmGPEbyDtnL71qHOAMTg==', 'fsize': 73169, 'resto': 21299193}, {'no': 21329949, 'now': '12/09/22(Fri)11:50:17', 'name': 'Anonymous', 'com': '<a href=""#p21320215"" class=""quotelink"">&gt;&gt;21320215</a><br>Blue Team fucks', 'time': 1670604617, 'resto': 21299193}, {'no': 21329969, 'now': '12/09/22(Fri)12:03:24', 'name': 'Anonymous', 'com': '<a href=""#p21325288"" class=""quotelink"">&gt;&gt;21325288</a><br><span class=""quote"">&gt;popular opinion cannot be the correct one</span><br><span class=""quote"">&gt;many people have this opinion therefore it cannot be correct</span><br><a href=""#p21325310"" class=""quotelink"">&gt;&gt;21325310</a><br>lmao truth', 'time': 1670605404, 'resto': 21299193}, {'no': 21330399, 'now': '12/09/22(Fri)14:51:17', 'name': 'Anonymous', 'com': 'episode 41 is REALLY bad. I don&#039;t know if I can finish this. Why is <s>Rasara</s> dying? Nothing even landed on <s>her.</s>', 'time': 1670615477, 'resto': 21299193}]",1670615477,0.0,0.0,
79,21173532,,10/01/22(Sat)14:27:40,Anonymous,Concept Art Thread,Here&#039;s three Armored Shrikes from Blue Gender,IMG_0003,.jpg,2783,1818,250,163,1664648860631385,1664648860,ErDa3nO3JGK/D3hhqZYnMQ==,2508312,0,concept-art-thread,,4,135,119,130.0,114.0,"[{'no': 21307645, 'now': '11/28/22(Mon)16:48:34', 'name': 'Anonymous', 'filename': '1650670944572[1]', 'ext': '.jpg', 'w': 3721, 'h': 2240, 'tn_w': 125, 'tn_h': 75, 'tim': 1669672114196833, 'time': 1669672114, 'md5': 'PalcLRjmPas/CKTGoxeWyw==', 'fsize': 999293, 'resto': 21173532}, {'no': 21314279, 'now': '12/02/22(Fri)06:22:00', 'name': 'Anonymous', 'filename': '1638466235485[1]', 'ext': '.jpg', 'w': 2833, 'h': 2833, 'tn_w': 125, 'tn_h': 125, 'tim': 1669980120447363, 'time': 1669980120, 'md5': 'wTeQwk5+OHs6BwQvpJAKQw==', 'fsize': 745499, 'resto': 21173532}, {'no': 21319205, 'now': '12/04/22(Sun)16:44:25', 'name': 'Anonymous', 'filename': '1625196325334[1]', 'ext': '.jpg', 'w': 2400, 'h': 1500, 'tn_w': 125, 'tn_h': 78, 'tim': 1670190265096059, 'time': 1670190265, 'md5': 'wu9Al6aLpSf380iuaF+ZOg==', 'fsize': 719383, 'resto': 21173532}, {'no': 21322959, 'now': '12/06/22(Tue)15:12:40', 'name': 'Anonymous', 'filename': '1587055546846[1]', 'ext': '.jpg', 'w': 2051, 'h': 3004, 'tn_w': 85, 'tn_h': 125, 'tim': 1670357560019964, 'time': 1670357560, 'md5': 'kmdWkyGZtPbRDHLjuLwtAg==', 'fsize': 1695702, 'resto': 21173532}, {'no': 21330387, 'now': '12/09/22(Fri)14:47:44', 'name': 'Anonymous', 'filename': '1534519321142[1]', 'ext': '.jpg', 'w': 3440, 'h': 1000, 'tn_w': 125, 'tn_h': 36, 'tim': 1670615264842124, 'time': 1670615264, 'md5': 'hfacgbDx/jKIWg13WWPbwg==', 'fsize': 721191, 'resto': 21173532}]",1670615264,0.0,0.0,
80,21323255,,12/06/22(Tue)18:26:42,Anonymous,What is with Zeta and this color?,This mint green is on everything. Mobile suits. Pilot uniforms. Background images. It&#039;s everywhere. Is it like the pink in 0079? Is there some story behind the mint green?,Msk-008 (3),.jpg,250,405,154,250,1670369202286023,1670369202,y2qF4nT93eJOacXDOr9MHg==,24721,0,what-is-with-zeta-and-this-color,,4,18,2,13.0,1.0,"[{'no': 21329526, 'now': '12/09/22(Fri)08:12:00', 'name': 'Anonymous', 'com': 'Minty fresh MS time', 'filename': 'Rgm-86r', 'ext': '.jpg', 'w': 1278, 'h': 2518, 'tn_w': 63, 'tn_h': 125, 'tim': 1670591520874752, 'time': 1670591520, 'md5': 'DFx/hn1so7GD7vrvNVo1AQ==', 'fsize': 771256, 'resto': 21323255}, {'no': 21329953, 'now': '12/09/22(Fri)11:52:30', 'name': 'Anonymous', 'com': '<a href=""#p21323255"" class=""quotelink"">&gt;&gt;21323255</a><br>Yeah fuck that colour. They even made a green EG RX-78 and called it &quot;anime colours&quot;.<br><br><a href=""#p21329331"" class=""quotelink"">&gt;&gt;21329331</a><br>The Nemos weren&#039;t expendable?', 'time': 1670604750, 'resto': 21323255}, {'no': 21329983, 'now': '12/09/22(Fri)12:11:42', 'name': 'Anonymous', 'com': '<a href=""#p21329953"" class=""quotelink"">&gt;&gt;21329953</a><br>What are you talking about?', 'time': 1670605902, 'resto': 21323255}, {'no': 21330060, 'now': '12/09/22(Fri)12:56:38', 'name': 'Anonymous', 'com': '<a href=""#p21329983"" class=""quotelink"">&gt;&gt;21329983</a><br>The Nemos were pretty poor DESU, basically an upgrade to the already obsolete GM II. They might have been OK against the Hi-Zack but all the transformable MS that came afterwards utterly mogged them<br><a href=""#p21329953"" class=""quotelink"">&gt;&gt;21329953</a><br>Sauce on the RX-78 recolour anon? (Because you know some of us like green)', 'time': 1670608598, 'resto': 21323255}, {'no': 21330164, 'now': '12/09/22(Fri)13:41:19', 'name': 'Anonymous', 'com': '<a href=""#p21330060"" class=""quotelink"">&gt;&gt;21330060</a><br>I&#039;m asking about the green EG rx-78 too, I know nemo&#039;s are fodder', 'time': 1670611279, 'resto': 21323255}]",1670611279,0.0,0.0,
81,21325470,,12/07/22(Wed)21:07:40,Anonymous,Weapons for Giant Robots,Literally made for a gundam grunt suit,dc09d1de8600a7891b5c56f87f67a03a,.jpg,564,1915,73,250,1670465260955410,1670465260,KnavAddCDAs5QAU3I3XxVw==,192261,0,weapons-for-giant-robots,,4,22,8,17.0,5.0,"[{'no': 21326637, 'now': '12/08/22(Thu)12:29:42', 'name': 'Anonymous', 'com': '<a href=""#p21325633"" class=""quotelink"">&gt;&gt;21325633</a><br>I get boi pussy', 'time': 1670520582, 'resto': 21325470}, {'no': 21326662, 'now': '12/08/22(Thu)12:46:00', 'name': 'Anonymous', 'com': '<a href=""#p21326637"" class=""quotelink"">&gt;&gt;21326637</a><br>&gt;&gt;&gt;/tumblr/<br>&gt;&gt;&gt;/twitter/', 'time': 1670521560, 'resto': 21325470}, {'no': 21326760, 'now': '12/08/22(Thu)13:56:42', 'name': 'Anonymous', 'com': 'You guys are thinking too small.<br><span class=""quote"">&gt;not mounting a GAU-8 on a giant robot</span><br>Make the giant robot big enough and it should be able to deal with the recoil.', 'filename': 'file', 'ext': '.png', 'w': 912, 'h': 530, 'tn_w': 125, 'tn_h': 72, 'tim': 1670525802374633, 'time': 1670525802, 'md5': '53SFFbqMcM6+YRgm/KXqsg==', 'fsize': 197582, 'resto': 21325470}, {'no': 21330091, 'now': '12/09/22(Fri)13:10:08', 'name': 'Anonymous', 'com': '<a href=""#p21325470"" class=""quotelink"">&gt;&gt;21325470</a><br>That&#039;s just Destiny&#039;s beam boomerang.', 'filename': 'hgce-destiny-gundam-revive (7)', 'ext': '.jpg', 'w': 1200, 'h': 1200, 'tn_w': 125, 'tn_h': 125, 'tim': 1670609408449307, 'time': 1670609408, 'md5': 'C3wMBOKT8yadfhosB1FOYA==', 'fsize': 83666, 'resto': 21325470}, {'no': 21330154, 'now': '12/09/22(Fri)13:36:18', 'name': 'Anonymous', 'com': '<a href=""#p21325470"" class=""quotelink"">&gt;&gt;21325470</a><br>Looks pretty normal compared to whatever this thing was', 'filename': '43347c16', 'ext': '.jpg', 'w': 1024, 'h': 1279, 'tn_w': 100, 'tn_h': 125, 'tim': 1670610978946799, 'time': 1670610978, 'md5': 'A8e0Um0fgsyyLs/dAuANKg==', 'fsize': 179352, 'resto': 21325470}]",1670610978,0.0,0.0,
82,21283980,,11/18/22(Fri)10:24:53,Anonymous,/gbg/ Gunpla Battle General #73,"Choose your Fighter Edition<br><br>Gundam Breaker Mobile General<br><br>Share your ID code! Make friends with fellow /m/en and join a crew!<br>Create missions with the new Mission Creation and share those too!<br><br>Current /m/ Crews:<br>- NA region:<br><span class=""quote"">&gt;Name: Laz8</span><br><span class=""quote"">&gt;ID Code: E4JDFFH4</span><br>- SEA region:<br><span class=""quote"">&gt;Name: /m/erchants</span><br><span class=""quote"">&gt;ID Code: AE6CLQJ5</span><br><span class=""quote"">&gt;Name: Arkadiones</span><br><span class=""quote"">&gt;ID Code: AKNMGTC5</span><br><br>Discord: http://discord.gg/gbm <br><br>Official Website:<br><span class=""quote"">&gt;https://g-b-en.ggame.jp/</span><br><br>EN Twitter:<br><span class=""quote"">&gt;https://mobile.twitter.com/GundamB<wbr>attleGW</span><br>JP Twitter:<br><span class=""quote"">&gt;https://twitter.com/ggame_gbm</span><br><br>App store:<br><span class=""quote"">&gt;https://apps.apple.com/us/app/gund<wbr>am-battle-gunpla-warfare/id14562219<wbr>42</span><br>Play store:<br><span class=""quote"">&gt;https://play.google.com/store/apps<wbr>/details?id=com.bandainamcoent.gb_e<wbr>n&amp;hl=en_US</span><br><br>Wiki:<br><span class=""quote"">&gt;https://wiki.dengekionline.com/gbm<wbr>/</span><br><br>Build Calculator<br><span class=""quote"">&gt;https://rmkane.github.io/pages/gbg<wbr>wcalculator/</span><br>Official Build Simulator<br><span class=""quote"">&gt;https://g-b-bs.ggame.jp/simulator/<wbr>simulator_top.html</span><br><br>Spreadsheets on Parts, Tags &amp; Pilots:<br><span class=""quote"">&gt;https://docs.google.com/spreadshee<wbr>ts/d/1INm7AqkLCEf_YeMU5SDI1-8ZgJztF<wbr>wUrOOsrdyRpXYA/edit#gid=0</span><br><span class=""quote"">&gt;&gt;https://docs.google.com/spreadshe<wbr>ets/d/1iIcAq0k--4MJaDxin7iVmhfboIuD<wbr>0E74qoWLwSABlv8/edit#gid=1064769459<wbr></span><br><span class=""quote"">&gt;https://docs.google.com/spreadshee<wbr>ts/d/1Qu6DovYvDGyivLgUxAdt_Mteo3C0q<wbr>bPZse_YoXwijto/edit#gid=0</span><br><span class=""quote"">&gt;https://onedrive.live.com/view.asp<wbr>x?resid=367A076A6B726D6A!360899&amp;ith<wbr>int=file%2cxlsx&amp;authkey=!AD7GdQHkm3<wbr>NwXoQ</span>",104F5DC6-E24C-4909-935C-48AA6A603441,.png,1200,800,250,166,1668785093768046,1668785093,BzesDLamXqJDYZn0vTzizA==,792262,0,gbg-gunpla-battle-general-73,,4,50,12,45.0,12.0,"[{'no': 21327368, 'now': '12/08/22(Thu)20:38:43', 'name': 'Anonymous', 'com': 'PLEASE SCAMCO JUST KILL THIS KUSOGAY ALREADY', 'time': 1670549923, 'resto': 21283980}, {'no': 21329440, 'now': '12/09/22(Fri)07:21:58', 'name': 'Anonymous', 'com': '<a href=""#p21327368"" class=""quotelink"">&gt;&gt;21327368</a><br>WE&#039;LL GET YOUR HOLIDAY MONEY FIRST SO PLEASE WAIT A BIT.', 'time': 1670588518, 'resto': 21283980}, {'no': 21329491, 'now': '12/09/22(Fri)07:55:43', 'name': 'Anonymous', 'com': '<a href=""#p21283980"" class=""quotelink"">&gt;&gt;21283980</a><br><span class=""quote"">&gt;literally Yui and Yukino</span>', 'time': 1670590543, 'resto': 21283980}, {'no': 21329598, 'now': '12/09/22(Fri)09:02:11', 'name': 'Anonymous', 'com': 'It&#039;s been a year since Gundam Breaker Battlogue, but has anyone realized that a Zeheart AI has not been released at all? Yup, you can&#039;t install the &quot;proper&quot; AI for the Gouf Crimson Custom, like, ever, since they stopped making new AI Pilots, instead making alternate attribute versions of existing ones.', 'time': 1670594531, 'resto': 21283980}, {'no': 21329958, 'now': '12/09/22(Fri)11:56:46', 'name': 'Anonymous', 'com': '<a href=""#p21329598"" class=""quotelink"">&gt;&gt;21329598</a><br>Cry more', 'time': 1670605006, 'resto': 21283980}]",1670605006,0.0,0.0,
83,21326896,,12/08/22(Thu)15:26:42,Anonymous,Need Help with Mechwarrior 2,"A kind anon shared with me a preinstalled MW2 (DOS) with addons and it also included wasd imputs. I still had this same copy of game, but it&#039;s fucked, works kinda like shit and looks like most important thing - the wasd imputs - are gone! i dont wanna tinkering with bindings in this god awful menu. Is some one had map file with normal keyboard bindings?",Ejq_QBuXYAExMnS,.jpg,2363,2850,207,250,1670531202573400,1670531202,M57ifxDtPWlTOogm6Hquqw==,1062932,0,need-help-with-mechwarrior-2,,4,4,0,,,"[{'no': 21326955, 'now': '12/08/22(Thu)15:59:41', 'name': 'Anonymous', 'com': '<a href=""#p21326896"" class=""quotelink"">&gt;&gt;21326896</a><br>I don&#039;t know what bindings you specifically had. I have my own WASD settings that I hacked in by editing the .MAP files if you really want.', 'time': 1670533181, 'resto': 21326896}, {'no': 21328936, 'now': '12/09/22(Fri)02:48:34', 'name': 'Anonymous', 'com': '<a href=""#p21326955"" class=""quotelink"">&gt;&gt;21326955</a><br>yeah if u could share i woild apreciate it', 'time': 1670572114, 'resto': 21326896}, {'no': 21329697, 'now': '12/09/22(Fri)09:53:19', 'name': 'Anonymous', 'com': '<a href=""#p21328936"" class=""quotelink"">&gt;&gt;21328936</a><br>Alright sorry about the wait.<br>I uploaded the .MAP files to pastebin that way you can see how the binding process works outside of the game. You then save them as either GAMEKEY.MAP or INPUT.MAP and replace the files in the root folder of each game<br><br>This first one is the GAMEKEY.MAP to replace for MechWarrior 2 and Ghost Bear&#039;s Legacy:<br>https://pastebin.com/i4TL7uq9<br><br>The Second GAMEKEY.MAP is for MechWarrior 2 Mercenaries:<br>https://pastebin.com/Y7TBxKm5<br><br>Finally is the INPUT.MAP for both games, this is the file that allows WASD and Mouse controls:<br>https://pastebin.com/rNMXSWJZ<br><br>The nice thing about seeing the files is that you can remap them with some basic notepad editing.', 'time': 1670597599, 'resto': 21326896}, {'no': 21329954, 'now': '12/09/22(Fri)11:53:00', 'name': 'Anonymous', 'com': '<a href=""#p21329697"" class=""quotelink"">&gt;&gt;21329697</a><br>thanks! :)', 'time': 1670604780, 'resto': 21326896}]",1670604780,0.0,0.0,
