,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,trip
25,1850762,09/14/22(Wed)17:02:10,Anonymous,"The retirement of the Concorde was the biggest setback to transportation of the past millennium. The future of intercontinental transportation is currently sitting in a museum right now. It can fly from New York to London in 3 hours, and it was made in 1979. Imagine how easy intercontinental flights would be today if we had a modern version of the Concorde. The Concorde was the coolest airliner ever made and nobody will convince me otherwise. The fact that something this groundbreaking was retired still amazes me to this day.",concorde,.jpg,450,298,250,165,1663189330382232,1663189330,ji7NdIxwEHQmJe7paQeGJw==,18501,0,0,0,the-concorde,60,15,55.0,15.0,"[{'no': 1872501, 'now': '11/30/22(Wed)18:29:20', 'name': 'Anonymous', 'com': '<a href=""#p1858229"" class=""quotelink"">&gt;&gt;1858229</a><br>Carbon Footprint is a concept invented by British Petroleum to offload the blame for pollution onto individuals and away from corporations. The earth doesn&#039;t work on a &quot;per capita&quot; basis, all pollution is simply just ther when produced.', 'time': 1669850960, 'resto': 1850762}, {'no': 1872660, 'now': '12/01/22(Thu)12:18:48', 'name': 'Anonymous', 'com': '<a href=""#p1850762"" class=""quotelink"">&gt;&gt;1850762</a><br>Normies too afraid of supersonic travel.', 'time': 1669915128, 'resto': 1850762}, {'no': 1872661, 'now': '12/01/22(Thu)12:36:44', 'name': 'Anonymous', 'com': '<a href=""#p1872660"" class=""quotelink"">&gt;&gt;1872660</a><br>More like normies too afraid of paying supersonic prices<br><br>I haven&#039;t watched TV for 4 years but a recent surgery has set me back on the sofa. I&#039;ve been watching this BBC TV show where randoms race each other from one part of the world to the other by anything but plane. <br><br>Made me appreciate how cheap and convenient air travel is.', 'time': 1669916204, 'resto': 1850762}, {'no': 1875095, 'now': '12/12/22(Mon)10:18:22', 'name': 'Anonymous', 'com': '<a href=""#p1850762"" class=""quotelink"">&gt;&gt;1850762</a><br>actually it was the retirement of the hovercraft ferries', 'time': 1670858302, 'resto': 1850762}, {'no': 1875222, 'now': '12/12/22(Mon)18:45:30', 'name': 'Anonymous', 'com': '<a href=""#p1855302"" class=""quotelink"">&gt;&gt;1855302</a><br><span class=""quote"">&gt;In Australia we literally had a &quot;save the aborigine from the sonic boom&quot; campaign.</span><br>Proofs? All I can find is a footnote that the government routed early Concorde test flights away from townships and aboriginal reserves until they had studied the effect of the boom on human populations. (By routing it near Alice Springs, kek.)<br><br><a href=""#p1858118"" class=""quotelink"">&gt;&gt;1858118</a><br>Aboriginal reserves still had houses with glass windows on them, but the main reason was probably just that the boom was annoying. That alone wouldn&#039;t justify banning Concorde, but if you&#039;re making an effort not to fly over Yass you might as well not fly over the Yass Aboriginal Reserve either.', 'time': 1670888730, 'resto': 1850762}]",1670888730,The Concorde,
26,1854453,09/26/22(Mon)02:40:43,Anonymous,"In this thread we discuss the current and past trends of urban planning from across the globe.<br>Urban planning is /n/ related.<br>Previous:<br><span class=""deadlink"">&gt;&gt;1806880</span>",2620255de4b1f8c9986f6bfa78241aca,.jpg,1000,878,250,219,1664174443158052,1664174443,9SQwfBsohH3/1YPk2rnjAg==,202283,0,0,0,urban-planning-general-upg,257,65,252.0,61.0,"[{'no': 1873919, 'now': '12/07/22(Wed)09:13:23', 'name': 'Anonymous', 'com': '<a href=""#p1873337"" class=""quotelink"">&gt;&gt;1873337</a><br>Yes in my hometown people lose their shit if anyone builds a townhouse near them, even if it&#039;s luxury townhouses with a garage. Suburban boomers are just idiots when it comes to housing.', 'time': 1670422403, 'resto': 1854453}, {'no': 1875159, 'now': '12/12/22(Mon)15:33:02', 'name': 'Anonymous', 'filename': '56e6272d600465c01bc28182ddd0b4a6', 'ext': '.png', 'w': 1231, 'h': 829, 'tn_w': 124, 'tn_h': 84, 'tim': 1670877182174243, 'time': 1670877182, 'md5': 'KM/XFlqy1HZ1RifBJBXHGw==', 'fsize': 1096619, 'resto': 1854453}, {'no': 1875219, 'now': '12/12/22(Mon)18:42:00', 'name': 'Anonymous', 'filename': 'IMG_20221213_004030', 'ext': '.jpg', 'w': 2166, 'h': 3524, 'tn_w': 76, 'tn_h': 125, 'tim': 1670888520541243, 'time': 1670888520, 'md5': 'DXaG2ohM7avJhWF6h7vBdQ==', 'fsize': 1791764, 'resto': 1854453}, {'no': 1875220, 'now': '12/12/22(Mon)18:43:04', 'name': 'Anonymous', 'filename': 'IMG_20221213_004054', 'ext': '.jpg', 'w': 1575, 'h': 3305, 'tn_w': 59, 'tn_h': 125, 'tim': 1670888584696785, 'time': 1670888584, 'md5': 'JvNUgr9n01jdCLM+w8deYw==', 'fsize': 1274886, 'resto': 1854453}, {'no': 1875221, 'now': '12/12/22(Mon)18:44:10', 'name': 'Anonymous', 'filename': 'IMG_20221213_004116', 'ext': '.jpg', 'w': 1875, 'h': 3922, 'tn_w': 59, 'tn_h': 125, 'tim': 1670888650627611, 'time': 1670888650, 'md5': 'jahInGtzcaC0Nsav6pzbqw==', 'fsize': 2123755, 'resto': 1854453}]",1670888650,Urban Planning General - /UPG/,
27,1858834,10/13/22(Thu)11:39:28,Anonymous,"It&#039;s been a while. post your local train station, your daily bus stop or a least a favorite that you use.<br>Pic rel is Sunalta C-train station in Calgary just a few blocks from my apt.",Sunalta_StationExtOverview6,.jpg,2048,1372,250,167,1665675568818025,1665675568,DyR/zbHYjPdUzZqCoUBtYg==,489182,0,0,0,post-your-station-or-stop,109,63,104.0,59.0,"[{'no': 1874305, 'now': '12/08/22(Thu)20:39:42', 'name': 'Anonymous', 'com': 'Bus stop in Ivanovo, Ivanovo Oblast.', 'filename': 'IMG_2154', 'ext': '.jpg', 'w': 3648, 'h': 2736, 'tn_w': 125, 'tn_h': 93, 'tim': 1670549982778664, 'time': 1670549982, 'md5': 'dmfpZTgDTahuNQVgAgyP0g==', 'fsize': 2597562, 'resto': 1858834}, {'no': 1874306, 'now': '12/08/22(Thu)20:41:40', 'name': 'Anonymous', 'com': 'Bus stop in Naryan-Mar, Nenets Autonomous Okrug.', 'filename': 'IMG_2686', 'ext': '.jpg', 'w': 3648, 'h': 2736, 'tn_w': 125, 'tn_h': 93, 'tim': 1670550100643509, 'time': 1670550100, 'md5': 'ToGL1k7Y98QzEvawg6DWMQ==', 'fsize': 1928932, 'resto': 1858834}, {'no': 1874307, 'now': '12/08/22(Thu)20:46:03', 'name': 'Anonymous', 'com': 'Bus stop near Bushtyno, Zakarpattia Oblast, Ukraine.', 'filename': 'IMG_20200831_193244158', 'ext': '.jpg', 'w': 4160, 'h': 3120, 'tn_w': 125, 'tn_h': 93, 'tim': 1670550363185320, 'time': 1670550363, 'md5': 'ebxYJ2xxpuNvsmCRYyAy3Q==', 'fsize': 3718303, 'resto': 1858834}, {'no': 1874369, 'now': '12/09/22(Fri)02:19:26', 'name': 'Anonymous', 'com': '<a href=""#p1874125"" class=""quotelink"">&gt;&gt;1874125</a><br><a href=""#p1874168"" class=""quotelink"">&gt;&gt;1874168</a><br><a href=""#p1874270"" class=""quotelink"">&gt;&gt;1874270</a><br><br>next station is Sorge (german for worry)<br>nothing to worry about', 'filename': 'Z7147_187019_Sorge_5-10-13', 'ext': '.jpg', 'w': 1024, 'h': 683, 'tn_w': 125, 'tn_h': 83, 'tim': 1670570366443779, 'time': 1670570366, 'md5': 'P7u0jXwP/SAVkTPdagRD4Q==', 'fsize': 150624, 'resto': 1858834}, {'no': 1875217, 'now': '12/12/22(Mon)18:31:09', 'name': 'Anonymous', 'com': '<a href=""#p1874291"" class=""quotelink"">&gt;&gt;1874291</a><br><a href=""#p1874292"" class=""quotelink"">&gt;&gt;1874292</a><br>What are those two guys doing??<br><a href=""#p1874294"" class=""quotelink"">&gt;&gt;1874294</a><br><a href=""#p1874295"" class=""quotelink"">&gt;&gt;1874295</a><br><a href=""#p1874300"" class=""quotelink"">&gt;&gt;1874300</a><br><a href=""#p1874302"" class=""quotelink"">&gt;&gt;1874302</a><br><a href=""#p1874303"" class=""quotelink"">&gt;&gt;1874303</a><br><a href=""#p1874304"" class=""quotelink"">&gt;&gt;1874304</a><br><a href=""#p1874305"" class=""quotelink"">&gt;&gt;1874305</a><br><a href=""#p1874306"" class=""quotelink"">&gt;&gt;1874306</a><br><a href=""#p1874307"" class=""quotelink"">&gt;&gt;1874307</a><br>Are these all from one trip of yours anon? Pretty cool, thanks for sharing.', 'time': 1670887869, 'resto': 1858834}]",1670887869,Post your station or stop,
28,1874486,12/09/22(Fri)17:58:18,Anonymous,"<span class=""quote"">&gt;lube derailleur</span><br><span class=""quote"">&gt;bike starts shifting worse</span><br><span class=""quote"">&gt;leave bike out in rain</span><br><span class=""quote"">&gt;starts shifting better</span><br>what gives?",img-2022-12-09-22-57-35,.png,1200,801,250,166,1670626698537804,1670626698,Ac5ZOJC+ag2/WyG0GtuNdg==,1158565,0,0,0,lube-derailleur,12,1,7.0,1.0,"[{'no': 1874806, 'now': '12/11/22(Sun)12:48:03', 'name': 'Anonymous', 'com': 'your chain is worn to shit', 'time': 1670780883, 'resto': 1874486}, {'no': 1875171, 'now': '12/12/22(Mon)16:14:43', 'name': 'Anonymous', 'com': '<a href=""#p1874806"" class=""quotelink"">&gt;&gt;1874806</a><br>why would that change anything', 'time': 1670879683, 'resto': 1874486}, {'no': 1875172, 'now': '12/12/22(Mon)16:16:45', 'name': 'Anonymous', 'com': '<a href=""#p1875171"" class=""quotelink"">&gt;&gt;1875171</a><br>dunno it just does', 'time': 1670879805, 'resto': 1874486}, {'no': 1875214, 'now': '12/12/22(Mon)18:19:26', 'name': 'Anonymous', 'com': '<a href=""#p1874486"" class=""quotelink"">&gt;&gt;1874486</a><br><br>Grit mixed with the lube, and washed off with the rain.', 'time': 1670887166, 'resto': 1874486}, {'no': 1875215, 'now': '12/12/22(Mon)18:20:33', 'name': 'Anonymous', 'com': '<a href=""#p1874486"" class=""quotelink"">&gt;&gt;1874486</a><br>You activated the grit in your chain. While it was dry, the friction zones were relatively clear of grit from mechanical action but when you lubed your chain you let loose all the hidden grit between the plates causing them to work into the rollers. The rain washed the activated grit away.<br><br>I wouldn&#039;t worry about it all that much, it does accelerate wear since it&#039;s like liquid sandpaper but that liquid sandpaper helps smooth out extremely worn chains with squared off pins. If you do care however, then you need to get autistic about removing the chain and properly cleaning it with a solvent.', 'time': 1670887233, 'resto': 1874486}]",1670887233,,
29,1869258,11/17/22(Thu)11:04:18,Anonymous,"https://www.youtube.com/watch?v=nkQ<wbr>A23IF5rQ<br><br>Here&#039;s hoping we get it back again soon, before we starve/freeze/get arrested for having the incorrect opinion/car type",British_Rail_-_full_colour_logo,.png,4878,753,250,38,1668701058687471,1668701058,QbWs0ko88n3bzgeJU01Ptg==,71852,0,0,0,this-is-what-they-took-from-you,16,4,11.0,2.0,"[{'no': 1871989, 'now': '11/28/22(Mon)15:21:55', 'name': 'Anonymous', 'com': '<a href=""#p1869258"" class=""quotelink"">&gt;&gt;1869258</a><br>Horrendously based and double arrowpilled<br><a href=""#p1871982"" class=""quotelink"">&gt;&gt;1871982</a><br>Electric traction is the way to go. My first ride on a 331 resulted in me nearly pissing allover myself as it pulled out of Bolton.', 'time': 1669666915, 'resto': 1869258}, {'no': 1874472, 'now': '12/09/22(Fri)15:17:47', 'name': 'Anonymous', 'com': 'I think a lot of the local commuter lines could be pushed off to local boroughs or county councils. London Underground, Tramlink, Metrolink, Supertram etc are better than 99% of National Rail run lines', 'time': 1670617067, 'resto': 1869258}, {'no': 1874809, 'now': '12/11/22(Sun)13:05:48', 'name': 'Anonymous', 'com': '<a href=""#p1874472"" class=""quotelink"">&gt;&gt;1874472</a><br>Correct me if I&#039;m wrong, but aren&#039;t those examples you&#039;ve listed isolated networks?<br><br>I&#039;m not sure if dividing the national rail network into locally-run lines would be practical if a lot of them are shared by intercity services anyway.', 'time': 1670781948, 'resto': 1869258}, {'no': 1874844, 'now': '12/11/22(Sun)16:32:55', 'name': 'Anonymous', 'com': '<a href=""#p1874472"" class=""quotelink"">&gt;&gt;1874472</a><br>You could probably do this with Glasgow, it has one of the largest commuter rail networks outside of London and there have been attempts in the 80s to improve connections with the subway.<br>https://www.youtube.com/watch?v=UQn<wbr>Cy82yaVE<br><a href=""#p1874809"" class=""quotelink"">&gt;&gt;1874809</a><br>Many of Glasgow&#039;s commuter rail lines are isolated from the rest of the network; the only trains that run on the Cathcart Circle, Inverclyde, and Paisley Canal lines are local trains, and where intercity trains do run, they never run through the entirety of a line (except for the sleeper through Queen Street low level).<br>In London, the Metropolitan Line shares its tracks with the London-Aylesbury line. The Bakerloo Line shares its tracks with the Watford DC line. The District Line shares its tracks with the North London Line.<br>The latter two examples are run by the Overground (which is still National Rail, and TfL wasn&#039;t always the operator), but the point is that you don&#039;t need fully isolated networks to focus on local connectivity.', 'filename': 'spt', 'ext': '.jpg', 'w': 1280, 'h': 861, 'tn_w': 125, 'tn_h': 84, 'tim': 1670794375738137, 'time': 1670794375, 'md5': 'w4RzD3EG9RCys/fst74RmA==', 'fsize': 404906, 'resto': 1869258}, {'no': 1875212, 'now': '12/12/22(Mon)18:08:47', 'name': 'Anonymous', 'com': '<a href=""#p1874844"" class=""quotelink"">&gt;&gt;1874844</a><br>I was a bit disappointed to get back to Glasgow recently only to find there were no more SPT branded trains. They all seem to be ScotRail now.', 'filename': '1643386486083', 'ext': '.jpg', 'w': 1395, 'h': 768, 'tn_w': 125, 'tn_h': 68, 'tim': 1670886527554290, 'time': 1670886527, 'md5': 'x5L1/EgrO1jmiFoalPRT3Q==', 'fsize': 132095, 'resto': 1869258}]",1670886527,This is what they took from you,
30,1875022,12/12/22(Mon)07:21:21,Anonymous,"<span class=""quote"">&gt;ding</span><br><span class=""quote"">&gt;ding</span><br><span class=""quote"">&gt;ding</span><br><span class=""quote"">&gt;ding</span><br><span class=""quote"">&gt;slows to a crawl</span><br><span class=""quote"">&gt;narrowly passes</span><br><span class=""quote"">&gt;OH shi- oh sorry!</span>",gettyimages-944244008-1024x1024,.jpg,1024,682,250,166,1670847681635238,1670847681,Rv/aqV9mOiT7JxPMfLCrPQ==,113215,0,0,0,ding,14,0,9.0,0.0,"[{'no': 1875151, 'now': '12/12/22(Mon)15:03:55', 'name': 'Anonymous', 'com': 'If cities want to mandate bells there need to be mandates against headphones on shared paths.<br><br>Personally I prefer to deal with drivers over peds, so I stick to the roads.', 'time': 1670875435, 'resto': 1875022}, {'no': 1875161, 'now': '12/12/22(Mon)15:44:17', 'name': 'Anonymous', 'com': '<a href=""#p1875022"" class=""quotelink"">&gt;&gt;1875022</a><br><span class=""quote"">&gt;Blast past at full speed</span><br><span class=""quote"">&gt;its takes three seconds for them to even notice</span>', 'time': 1670877857, 'resto': 1875022}, {'no': 1875175, 'now': '12/12/22(Mon)16:18:46', 'name': 'Anonymous', 'com': '<a href=""#p1875038"" class=""quotelink"">&gt;&gt;1875038</a><br><span class=""quote"">&gt;and then people wonder why cyclists get run over</span><br>just because you may be in the right doesn&#039;t mean you have to run into everybody. you have brakes', 'time': 1670879926, 'resto': 1875022}, {'no': 1875187, 'now': '12/12/22(Mon)16:45:51', 'name': 'Anonymous', 'com': '<a href=""#p1875151"" class=""quotelink"">&gt;&gt;1875151</a><br>this is nonsense a good ding will reach through music, bells don&#039;t work for different reasons', 'time': 1670881551, 'resto': 1875022}, {'no': 1875193, 'now': '12/12/22(Mon)17:04:42', 'name': 'Anonymous', 'com': '<a href=""#p1875037"" class=""quotelink"">&gt;&gt;1875037</a><br>this.<br>Same for retarded people, and children.<br>Pedestrians have the right to zone out walking around. What they&#039;re doing does not require attention for it&#039;s own benefit.', 'time': 1670882682, 'resto': 1875022}]",1670882682,,
31,1864892,11/02/22(Wed)23:29:36,Anonymous,"General Aviation General. General as in I guess aviation in general, which does happen to include general aviation, but I mean like general aviation as a topic. Whatever we ironed this out.<br><br>Dreams of better circumstances edition<br><br>Previous: <span class=""deadlink"">&gt;&gt;1844020</span>",fire-engine-aircraft-368196,.jpg,638,459,250,179,1667446176575747,1667446176,8CvoruP7uWEhixyaPrZvAw==,45977,0,1,0,gag-general-aviation-general,315,59,310.0,58.0,"[{'no': 1875216, 'now': '12/12/22(Mon)18:25:16', 'name': 'Anonymous', 'com': 'Any good jobs in aviation outside of being an airline pilot? I&#039;m down to do anything as long as it&#039;s full-time, decent wage and decently comfy.', 'filename': '1651424903321', 'ext': '.jpg', 'w': 2000, 'h': 3000, 'tn_w': 83, 'tn_h': 125, 'tim': 1670887516954227, 'time': 1670887516, 'md5': '2xlyswO7sa4kDWkHd0duTg==', 'fsize': 516149, 'resto': 1864892}, {'no': 1875227, 'now': '12/12/22(Mon)19:31:34', 'name': 'Anonymous', 'com': '<a href=""#p1875149"" class=""quotelink"">&gt;&gt;1875149</a><br>You don’t need to make any landings at any airports, as long as you fly a straight line distance of 50NM from your original point of departure, your flight is considered a cross country for an ATP<br><br><a href=""#p1874577"" class=""quotelink"">&gt;&gt;1874577</a><br>nice try Air Wis', 'time': 1670891494, 'resto': 1864892}, {'no': 1875271, 'now': '12/12/22(Mon)21:30:27', 'name': 'Anonymous', 'com': '<a href=""#p1875227"" class=""quotelink"">&gt;&gt;1875227</a><br>WHATS WRONG WITH AIR WHISKY?', 'time': 1670898627, 'resto': 1864892}, {'no': 1875288, 'now': '12/12/22(Mon)22:44:27', 'name': 'Anonymous', 'com': '<a href=""#p1875227"" class=""quotelink"">&gt;&gt;1875227</a><br>I am not going for my ATP, I’m going for 135 mins.', 'time': 1670903067, 'resto': 1864892}, {'no': 1875343, 'now': '12/13/22(Tue)06:50:18', 'name': 'Anonymous', 'com': '<a href=""#p1875149"" class=""quotelink"">&gt;&gt;1875149</a><br>Zero. If you’re found falsifying logs, you’re pretty much done.', 'time': 1670932218, 'resto': 1864892}]",1670932218,/gag/ - General Aviation General,
32,1803346,05/23/22(Mon)10:04:15,Anonymous,"What&#039;s going on in the way of transport in your city/state?<br>Here in Vic, nothing much has changed other than the announcement of the G-class: https://transport.vic.gov.au/our-tr<wbr>ansport-future/our-projects/new-and<wbr>-upgraded-trains-and-trams/next-gen<wbr>eration-trams<br>Personally can&#039;t fucking wait, I am on a line that just uses old B-class and they&#039;re fucking shithouse.<br><span class=""quote"">&gt;b-but muh SOVL</span><br>Don&#039;t care.",albo,.jpg,1023,576,250,140,1653314655019,1653314655,Y28HYyAQcHW9F3y1DhOQHg==,44017,0,0,0,ausnz-easy-under-albanese-edition,235,31,230.0,29.0,"[{'no': 1865999, 'now': '11/06/22(Sun)08:35:41', 'name': 'Anonymous', 'com': '<a href=""#p1862887"" class=""quotelink"">&gt;&gt;1862887</a><br>the Kirra and Coolangatta sections apper to use the old Tweed Heads Branch alignment', 'filename': 'sc-cooly', 'ext': '.jpg', 'w': 800, 'h': 483, 'tn_w': 125, 'tn_h': 75, 'tim': 1667741741744698, 'time': 1667741741, 'md5': 'JzADmdEqr50rukyWnezbtQ==', 'fsize': 89681, 'resto': 1803346}, {'no': 1868393, 'now': '11/14/22(Mon)03:08:01', 'name': 'Anonymous', 'com': 'an HO scale comeng release is in the works from Auscision for anyone who cares. nary a crumb of info so far apart from this image on their site', 'filename': 'Products - Comeng', 'ext': '.gif', 'w': 857, 'h': 126, 'tn_w': 125, 'tn_h': 18, 'tim': 1668413281089164, 'time': 1668413281, 'md5': 'hEqf4yGjyYFYBpOhgW7/kQ==', 'fsize': 18631, 'resto': 1803346}, {'no': 1871367, 'now': '11/26/22(Sat)09:00:22', 'name': 'Anonymous', 'com': 'SRL confirmed now that dear leader Dan has won again<br>I say spend 500 billion on it and make gilded stations', 'time': 1669471222, 'resto': 1803346}, {'no': 1872626, 'now': '12/01/22(Thu)05:41:45', 'name': 'Anonymous', 'com': 'Smokin&#039; hot milf guard on the v/line train i went on today lads', 'time': 1669891305, 'resto': 1803346}, {'no': 1875158, 'now': '12/12/22(Mon)15:32:42', 'name': 'Anonymous', 'com': 'any thoughts on the Brisbane Metro?<br>I can&#039;t believe after what feels like, a decade of &quot;plans&quot; they&#039;re finally building it<br>The changes they&#039;ve made to the cultural centre station layout has already improved the bottleneck at southbank like, 10 fold (although a lot of that may just be solely because they fully cut off all car traffic on the turn off of grey street into Melbourne street)', 'time': 1670877162, 'resto': 1803346}]",1670877162,aus/n/z: Easy under Albanese edition,
33,1874772,12/11/22(Sun)09:16:03,Anonymous,"This thread is for talking about railways, and things related to railways, in the United Kingdom of Great Britain and Northern Ireland. Let&#039;s talk about trips we&#039;ve made, journeys we&#039;ve taken and would like to take, and trains and stations that we like, without being freaks about it.<br><br>Our previous thread - which seems to have begun as a meaningless driveby, but evolved into a mostly pleasant chit-chat - can be found here: <a href=""/n/thread/1834513#p1834513"" class=""quotelink"">&gt;&gt;1834513</a> - at time of writing it&#039;s at its bump limit, so let&#039;s see if a new thread will work out. If it runs on rails, it belongs here - questions are welcome!<br><br>Here&#039;s a few interesting links:<br>~Realtimetrains (realtimetrains.co.uk) - track your train. Its data comes directly from the signalling systems, so it&#039;ll almost certainly tell you your platform before your ticketing app does.<br>~National Rail Enquiries (nationalrail.co.uk) - punch in where you&#039;re going and where you&#039;re coming from, and it&#039;ll link to the available trains for your journey. It doesn&#039;t make a difference which train operator you choose to buy your ticket from, as they&#039;ll all charge the same price for the same journey.<br>~Trainline (thetrainline.com) - probably the best option for overseas visitors wishing to purchase train tickets. A little pricey, as they charge a booking fee, but they&#039;ll support your language and payment card.<br>~Openrailwaymap (openrailwaymap.org/) - invaluable for finding past and present railway infrastructure.<br>~Signalbox (map.signalbox.io) - look at them go! It works by guesstimating train positions based on their last known location and timetable, but it&#039;s mesmerising to watch.<br><br>So what&#039;s going on? - the Crossrail megaproject has been completed, and is open to passengers; it&#039;s due to begin a more intensive timetable next year. The first phase of High Speed 2 (hs2.org.uk) is under construction, and several smaller projects are also underway - East-West Rail, the Transpennine Route upgrade, the Midland Main Line electrification, and others I&#039;ve forgotten as well.",azuma,.jpg,2048,1152,250,140,1670768163172335,1670768163,FIOjBnogdI+E4fXVA29BHQ==,525991,0,0,0,uk-rail-thread,14,6,9.0,3.0,"[{'no': 1874930, 'now': '12/12/22(Mon)03:01:29', 'name': 'Anonymous', 'com': 'They&#039;re closing the Station Hall portion of the National Railway Museum from January for a year, for a re-roofing job - the rest of the museum will be open as usual, but if you want to see the Royal Train etc before everything&#039;s put under tarpaulins you&#039;d better be quick.', 'filename': 'hall', 'ext': '.png', 'w': 1404, 'h': 929, 'tn_w': 125, 'tn_h': 82, 'tim': 1670832089376328, 'time': 1670832089, 'md5': 'Ake8k7140dqiDrD46AtJ/A==', 'fsize': 2292818, 'resto': 1874772}, {'no': 1874940, 'now': '12/12/22(Mon)03:55:54', 'name': 'Anonymous', 'com': 'Glad I don&#039;t have to travel to London again this year. Lazy bastard rail workers wanting an extended Christmas holiday.', 'time': 1670835354, 'resto': 1874772}, {'no': 1874978, 'now': '12/12/22(Mon)05:47:29', 'name': 'Anonymous', 'com': 'Southeastern falls apart over 1 inch of snow', 'filename': '20221212_085430', 'ext': '.jpg', 'w': 3264, 'h': 2448, 'tn_w': 125, 'tn_h': 93, 'tim': 1670842049191746, 'time': 1670842049, 'md5': '1nre2eueEa5wNVAh8wpiIw==', 'fsize': 1918092, 'resto': 1874772}, {'no': 1875144, 'now': '12/12/22(Mon)14:14:04', 'name': 'Anonymous', 'com': '<a href=""#p1874978"" class=""quotelink"">&gt;&gt;1874978</a><br>Funny you should say that! I love this series:<br>https://www.youtube.com/watch?v=1x0<wbr>W5Xo1mmw', 'time': 1670872444, 'resto': 1874772}, {'no': 1875154, 'now': '12/12/22(Mon)15:16:35', 'name': 'Anonymous', 'com': 'In case you missed it - Grand Union (run by the same people behind Lumo, and partnering with Renfe) have received approval this month to run a new service between Paddington and Carmarthen in South Wales, beginning in 2025. They&#039;ll be the first open-access operator on the Great Western route, so GWR will finally (finally, finally, finally) have some competition out that way.', 'filename': 'route', 'ext': '.png', 'w': 1183, 'h': 340, 'tn_w': 125, 'tn_h': 35, 'tim': 1670876195386451, 'time': 1670876195, 'md5': 'rkHStnXVsdBYDx1v4+Y0Hg==', 'fsize': 76593, 'resto': 1874772}]",1670876195,UK rail thread,
34,1865286,11/04/22(Fri)07:27:42,Anonymous,"Imagine being such a fragile snowflake that you get triggered by pic related.<br>I mean you can argue whether blocking traffic is a viable form of raising awareness for climate change or whether it hurts the movement more than it helps.<br>But the fact remains boomers are absolutely foaming from their mouths over this. It&#039;s friggin hilarious. They literally feel their entire worldview and way of life being threatened by a bunch of zoomers causing a minor traffic inconvenience. People are already calling them terrorists in my country and demand years-long prison sentences, it&#039;s unreal. <br>Never again let a boomer tell you how you kids are so fragile and sensitive and shit. Just show them pic related and watch them sperg out like crazy. Like, how can you flip your shit so hard over such a non-issue? Literal &quot;stare rape&quot; levels of fragility. &gt;nnnoooo I&#039;ll be late for work this is literal terrorism I&#039;m so sorry Mr Shekelstein<br>Great fun.",1667551180530961,.jpg,1024,683,250,166,1667561262150229,1667561262,BTVgGcsGi9i1R5JR7uNoDQ==,133458,0,0,0,boomer-fragility,261,24,256.0,23.0,"[{'no': 1875105, 'now': '12/12/22(Mon)10:48:55', 'name': 'Anonymous', 'com': '<a href=""#p1875092"" class=""quotelink"">&gt;&gt;1875092</a><br>You should stop sniffing glue, it obviously affects your mental capabilities.', 'time': 1670860135, 'resto': 1865286}, {'no': 1875108, 'now': '12/12/22(Mon)11:13:26', 'name': 'Anonymous', 'com': '<a href=""#p1875092"" class=""quotelink"">&gt;&gt;1875092</a><br><span class=""quote"">&gt;And what about the freedom of people to use (public) space in any way they seem fit ?</span><br>It&#039;s government property, they own it, they decide what can and cannot be done with it.<br>You can&#039;t go blowing holes in the roads, for example.', 'time': 1670861606, 'resto': 1865286}, {'no': 1875113, 'now': '12/12/22(Mon)11:32:05', 'name': 'Anonymous', 'com': '<a href=""#p1869079"" class=""quotelink"">&gt;&gt;1869079</a><br>I’m sick of everything getting fixed toward the lowest common denominator. If you’re too stupid to cross the street properly killing you is just helping clean out the gene pool. Hobbling everybody else for the sake of retards has to stop.', 'time': 1670862725, 'resto': 1865286}, {'no': 1875135, 'now': '12/12/22(Mon)13:42:35', 'name': 'Anonymous', 'com': 'Run them over lole', 'filename': '1636827909206', 'ext': '.jpg', 'w': 768, 'h': 1024, 'tn_w': 93, 'tn_h': 125, 'tim': 1670870555741380, 'time': 1670870555, 'md5': 'SFuvkiCWnG9nEE98AANjLg==', 'fsize': 360875, 'resto': 1865286}, {'no': 1875136, 'now': '12/12/22(Mon)13:46:17', 'name': 'Anonymous', 'com': '<a href=""#p1866390"" class=""quotelink"">&gt;&gt;1866390</a><br>I&#039;m going to transport my dick into your mother through the medium of a t-shirt cannon', 'time': 1670870777, 'resto': 1865286}]",1670870777,Boomer fragility,
