,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_modified,country,bumplimit,imagelimit,country_name,omitted_posts,omitted_images,last_replies,trip
77,174799526,,,12/09/22(Fri)06:42:02,Anonymous,/lang/ Language Learning General,"West Kalimantan Edition<br>Read this shit some damn time:<br>https://4chanint.fandom.com/wiki/Th<wbr>e_Official_/int/_How_to_Learn_A_For<wbr>eign_Language_Guide_Wiki<br><br>Totally not a virus, but rather, lots of free books on languages:<br>[DEAD LINK] Older version: https://mega.nz/#F!x4VG3DRL!lqecF4q<wbr>2ywojGLE0O8cu4A<br>[BETTER ANYWAY] Newer version: https://mega.nz/folder/INlRkAQC#Cth<wbr>KI9-_kmDNyrOx12Ojbw<br><br>Lots of books on linguistics of various kinds, as well as language courses:<br>https://mega.nz/#F!Ad8DkLoI!jj_mdUD<wbr>X_ay-8D9l3-DbnQ<br><br>Check this pastebin for plenty of language resources as well as some nice image guides:<br>https://pastebin.com/ACEmVqua (embed)<br><br>Torrents with more resources than you&#039;ll ever need for 30 plus languages:<br>[Can&#039;t believe anon fell for this lmao] https://web.archive.org/web/2020031<wbr>6222401/https://yuki.la/t/796928<br>[New link btw] https://archive(dot; fuck the retarded spam filter)ph/x0dFH<br><br>List of trackers for most language learning packs:<br>https://files.catbox.moe/nmrn8x.txt<wbr><br><br>Ukrainianon&#039;s list of commercial courses from rutracker.org:<br>https://pastebin.com/3EWMhSPN (embed)<br><br>Russianon&#039;s list of comprehensible input resources:<br>https://docs.google.com/document/d/<wbr>1wXd0V32TjCFsr1-F_en_lA4MI-i7JtyYf2<wbr>6cWLtPRec<br><br>Pastebin that archives challenges:<br>https://pastebin.com/u/jopiepoliste<wbr>/1/dMvKSQMw?sort=-name<br><br><span class=""quote"">&gt;How do I learn a language? What is the best way to learn one? How should I improve on certain aspects?</span><br>Read the damn wiki.<br><span class=""quote"">&gt;Should I learn lang Y so I can learn lang X?</span><br>Yes<br><span class=""quote"">&gt;What is the most useful language?</span><br>Indonesian.<br><span class=""quote"">&gt;What language should I learn?</span><br>Malay.<br><span class=""quote"">&gt;Can I learn X and Y language at the same time?</span><br>Yes<br><br>Old <a href=""/int/thread/174718654#p174718654"" class=""quotelink"">&gt;&gt;174718654</a><br>Old <a href=""/int/thread/174718654#p174720512"" class=""quotelink"">&gt;&gt;174720512</a>",kalimantan barat,.png,4888,3000,250,153,1670586122259727,1670586122,3+B+WRhIbc05Ccaph8bYpw==,1781893,0,,lang-language-learning-general,169,31,1670673803,PL,0.0,0.0,Poland,164.0,29.0,"[{'no': 174843263, 'now': '12/10/22(Sat)06:06:28', 'name': 'Anonymous', 'com': 'What resources should I use for learning French and Mandarin, please?', 'filename': 'Oshichi.full.2956194', 'ext': '.jpg', 'w': 1660, 'h': 1580, 'tn_w': 125, 'tn_h': 118, 'tim': 1670670388562177, 'time': 1670670388, 'md5': 'G5tk2Ys9CiYV7rCPq+mvOw==', 'fsize': 820013, 'resto': 174799526, 'country': 'BR', 'country_name': 'Brazil'}, {'no': 174843344, 'now': '12/10/22(Sat)06:09:28', 'name': 'Anonymous', 'com': '<a href=""#p174843263"" class=""quotelink"">&gt;&gt;174843263</a><br>For french, watch these videos.<br>https://youtube.com/playlist?list=P<wbr>Lf8XN5kNFkhdIS7NMcdUdxibD1UyzNFTP<br><br>And here is the best anki deck for beginners. <br>magnet:?xt=urn:btih:e71ef855874cdbb<wbr>11998f840132733348337970e&amp;xt=urn:bt<wbr>mh:122047e378d41752247b8646ab6b3f3c<wbr>cf8f4c011ff5c0b8a2ab7b616ebe162c1a5<wbr>a&amp;dn=Refold%20FR1K%20Anki%20Deck', 'time': 1670670568, 'resto': 174799526, 'country': 'IE', 'country_name': 'Ireland'}, {'no': 174843489, 'now': '12/10/22(Sat)06:14:21', 'name': 'Anonymous', 'com': '<a href=""#p174843344"" class=""quotelink"">&gt;&gt;174843344</a><br>Merci', 'time': 1670670861, 'resto': 174799526, 'country': 'BR', 'country_name': 'Brazil'}, {'no': 174843864, 'now': '12/10/22(Sat)06:26:38', 'name': 'Anonymous', 'com': '<a href=""#p174843489"" class=""quotelink"">&gt;&gt;174843489</a><br>Best of luck João', 'filename': 'chika-fujiwara-fujiwara-chika', 'ext': '.gif', 'w': 498, 'h': 498, 'tn_w': 125, 'tn_h': 125, 'tim': 1670671598364738, 'time': 1670671598, 'md5': 'FyXzmO9IfFBMb1/yb05HVA==', 'fsize': 2243223, 'resto': 174799526, 'country': 'IE', 'country_name': 'Ireland'}, {'no': 174844984, 'now': '12/10/22(Sat)07:03:23', 'name': 'Anonymous', 'com': '<a href=""#p174843263"" class=""quotelink"">&gt;&gt;174843263</a><br>duolingo', 'time': 1670673803, 'resto': 174799526, 'country': 'US', 'country_name': 'United States'}]",
78,174835593,,,12/09/22(Fri)23:20:05,Anonymous,Argentina....,,1670645579497375,.png,582,706,206,249,1670646005901347,1670646005,p6hap3hcbK6OZQbvXn9h8g==,510413,0,,argentina,64,11,1670673792,ES,0.0,0.0,Spain,59.0,11.0,"[{'no': 174844293, 'now': '12/10/22(Sat)06:41:06', 'name': 'Anonymous', 'com': 'Argentinian players are unironically named &quot;German&quot; lmao', 'time': 1670672466, 'resto': 174835593, 'country': 'PL', 'country_name': 'Poland'}, {'no': 174844681, 'now': '12/10/22(Sat)06:53:26', 'name': 'Anonymous', 'com': '<a href=""#p174835593"" class=""quotelink"">&gt;&gt;174835593</a><br>can you just fucking stop with this shit already<br><br>sometimes i hope so many people didn&#039;t speak english so this shit wouldn&#039;t invade everything so easily<br><br><a href=""#p174835624"" class=""quotelink"">&gt;&gt;174835624</a><br>i don&#039;t think even whipping a nigger that fucking ugly would give me enjoyment so literally what&#039;s the point?', 'time': 1670673206, 'resto': 174835593, 'country': 'MT', 'country_name': 'Malta'}, {'no': 174844818, 'now': '12/10/22(Sat)06:57:50', 'name': 'Anonymous', 'com': '<a href=""#p174842653"" class=""quotelink"">&gt;&gt;174842653</a><br>What kind? I thought you only took in a bunch of venezuelans?', 'time': 1670673470, 'resto': 174835593, 'country': 'SE', 'country_name': 'Sweden'}, {'no': 174844906, 'now': '12/10/22(Sat)07:00:42', 'name': 'Anonymous', 'com': '<a href=""#p174838503"" class=""quotelink"">&gt;&gt;174838503</a><br><span class=""quote"">&gt;really interesting how [literally every female led ideology] is really just subliminated puritanism</span>', 'time': 1670673642, 'resto': 174835593, 'country': 'MT', 'country_name': 'Malta'}, {'no': 174844979, 'now': '12/10/22(Sat)07:03:12', 'name': 'Anonymous', 'com': '<a href=""#p174835593"" class=""quotelink"">&gt;&gt;174835593</a><br><span class=""quote"">&gt;Americans</span><br>How do i unlearn this creole language? Without knowing English your blood pressure must be way lower.', 'time': 1670673792, 'resto': 174835593, 'country': 'NL', 'country_name': 'Netherlands'}]",
79,174844911,,,12/10/22(Sat)07:00:55,Anonymous,,Why is there only 1 European car on this list?,319049592,.jpg,707,540,250,190,1670673655795743,1670673655,otTjdrCW2Zd2OXT+WlRyfA==,61666,0,,why-is-there-only-1-european-car-on-this-list,1,0,1670673753,US,0.0,0.0,United States,,,"[{'no': 174844965, 'now': '12/10/22(Sat)07:02:33', 'name': 'Anonymous', 'com': 'you ban importing cars to keep your shitty industry afloat fatty', 'time': 1670673753, 'resto': 174844911, 'country': 'FI', 'country_name': 'Finland'}]",
80,174844700,,,12/10/22(Sat)06:54:03,Anonymous,,Happy Caturday.,59B3F906-CABF-4997-B13B-5EE7F2DE2017,.jpg,1993,1951,250,244,1670673243308588,1670673243,KfThv54EKGtUaA35kPwjig==,580544,0,,happy-caturday,1,1,1670673733,HU,0.0,0.0,Hungary,,,"[{'no': 174844949, 'now': '12/10/22(Sat)07:02:13', 'name': 'Anonymous', 'com': 'yay caturday<br>i had a dream feeding around 10 stray cats with BTS and later their fan girls threw rocks at me', 'filename': 'A0B8B18F-E3EE-4022-8630-BE937DB7DF4D', 'ext': '.gif', 'w': 64, 'h': 51, 'tn_w': 64, 'tn_h': 51, 'tim': 1670673733523500, 'time': 1670673733, 'md5': 'HjRFxjkatcSHOrtdbmNK+g==', 'fsize': 11378, 'resto': 174844700, 'country': 'KR', 'country_name': 'South Korea'}]",
81,174839741,,,12/10/22(Sat)03:34:23,Anonymous,/cum/ - Canada USA Mexico,You were 16 years old living in Michigan watching this livestream with /pol/ edition,2022-12-10-025821_1920x1200_scrot,.png,1920,1200,250,156,1670661263153641,1670661263,2OKIOBqEaDmCDsLldxcETQ==,1280208,0,,cum-canada-usa-mexico,89,33,1670673726,CA,0.0,0.0,Canada,84.0,32.0,"[{'no': 174844484, 'now': '12/10/22(Sat)06:47:11', 'name': 'Anonymous', 'com': 'canadians, how does it feel that your country was literally founded because british oligarchs (many of which jews, freemasons, etc) got pissed off they couldn&#039;t get raw materials from the united states anymore?', 'filename': '1666333959266', 'ext': '.png', 'w': 2092, 'h': 832, 'tn_w': 125, 'tn_h': 49, 'tim': 1670672831656878, 'time': 1670672831, 'md5': 'jwerHtb4qaknNVzWq0MdMw==', 'fsize': 901223, 'resto': 174839741, 'country': 'NL', 'country_name': 'Netherlands'}, {'no': 174844491, 'now': '12/10/22(Sat)06:47:29', 'name': 'Anonymous', 'com': '<a href=""#p174844424"" class=""quotelink"">&gt;&gt;174844424</a><br>Based. Lawbreaking niggas get the BULLET', 'time': 1670672849, 'resto': 174839741, 'country': 'CA', 'country_name': 'Canada'}, {'no': 174844533, 'now': '12/10/22(Sat)06:48:50', 'name': 'Anonymous', 'com': '<a href=""#p174844484"" class=""quotelink"">&gt;&gt;174844484</a><br>americans, how does it feel you pissed off the britcucks so much they literally created a country to the north of you out of rage?', 'time': 1670672930, 'resto': 174839741, 'country': 'NL', 'country_name': 'Netherlands'}, {'no': 174844877, 'now': '12/10/22(Sat)06:59:52', 'name': 'Anonymous', 'com': '<a href=""#p174844484"" class=""quotelink"">&gt;&gt;174844484</a><br>How does it feel being a swamp german?', 'time': 1670673592, 'resto': 174839741, 'country': 'CA', 'country_name': 'Canada'}, {'no': 174844945, 'now': '12/10/22(Sat)07:02:06', 'name': 'Anonymous', 'com': 'I didn&#039;t know it was called the &quot;nether lands&quot; because part of the country is below sea level', 'time': 1670673726, 'resto': 174839741, 'country': 'US', 'country_name': 'United States'}]",
82,174839743,,,12/10/22(Sat)03:34:29,Anonymous,/brit/,chinaman&#039;s edition,1452452316228,.jpg,583,473,250,202,1670661269484372,1670661269,NM+Fn5VoAPjSC9nuxHFqmw==,19881,0,,brit,300,55,1670673720,AU,0.0,0.0,Australia,295.0,54.0,"[{'no': 174844862, 'now': '12/10/22(Sat)06:59:22', 'name': 'Anonymous', 'filename': '260px-Suspension_Moscow_4', 'ext': '.jpg', 'w': 260, 'h': 192, 'tn_w': 125, 'tn_h': 92, 'tim': 1670673562263528, 'time': 1670673562, 'md5': 'CVLPsePH5a3FDt/yoVmDjQ==', 'fsize': 20251, 'resto': 174839743, 'country': 'GB', 'country_name': 'United Kingdom'}, {'no': 174844883, 'now': '12/10/22(Sat)07:00:00', 'name': 'Bri&#039;ish Sexpat', 'com': '<a href=""#p174844791"" class=""quotelink"">&gt;&gt;174844791</a><br><a href=""#p174844824"" class=""quotelink"">&gt;&gt;174844824</a><br>Cats aren&#039;t very heavy. Flinging a cat by its back skin is fine. You are both faggots', 'time': 1670673600, 'resto': 174839743, 'country': 'GB', 'country_name': 'United Kingdom'}, {'no': 174844916, 'now': '12/10/22(Sat)07:01:00', 'name': 'Bri&#039;ish Sexpat', 'com': '<a href=""#p174844883"" class=""quotelink"">&gt;&gt;174844883</a><br><a href=""#p174844791"" class=""quotelink"">&gt;&gt;174844791</a><br>Meant to reply to this not <a href=""#p174844824"" class=""quotelink"">&gt;&gt;174844824</a>', 'time': 1670673660, 'resto': 174839743, 'country': 'GB', 'country_name': 'United Kingdom'}, {'no': 174844937, 'now': '12/10/22(Sat)07:01:59', 'name': 'Anonymous', 'com': '<a href=""#p174844916"" class=""quotelink"">&gt;&gt;174844916</a><br><span class=""quote"">&gt;<a href=""#p174844883"" class=""quotelink"">&gt;&gt;174844883</a></span><br><span class=""quote"">&gt;<a href=""#p174844791"" class=""quotelink"">&gt;&gt;174844791</a> (You)</span><br><span class=""quote"">&gt;Meant to reply to this not <a href=""#p174844824"" class=""quotelink"">&gt;&gt;174844824</a></span>', 'time': 1670673719, 'resto': 174839743, 'country': 'GB', 'country_name': 'United Kingdom'}, {'no': 174844938, 'now': '12/10/22(Sat)07:02:00', 'name': 'Anonymous', 'com': '<a href=""#p174844862"" class=""quotelink"">&gt;&gt;174844862</a><br>The correct way of carrying a human', 'time': 1670673720, 'resto': 174839743, 'country': 'GB', 'country_name': 'United Kingdom'}]",
83,174844604,,,12/10/22(Sat)06:51:04,Anonymous,,Love Mac hate PC simple as that. Does it happen in your country?,3c5,.png,706,787,224,250,1670673064923202,1670673064,ibD/zJsgFVlKwtSH4B5NbQ==,25050,0,,love-mac-hate-pc-simple-as-that-does-it-happen-in,6,1,1670673638,FR,0.0,0.0,France,1.0,0.0,"[{'no': 174844754, 'now': '12/10/22(Sat)06:55:50', 'name': 'Anonymous', 'com': 'I just hate computers<br>well mostly the internet but they&#039;re pretty useless without that', 'time': 1670673350, 'resto': 174844604, 'country': 'US', 'country_name': 'United States'}, {'no': 174844798, 'now': '12/10/22(Sat)06:56:58', 'name': 'Anonymous', 'com': 'idk whats the big deal', 'filename': 'IMG_20221118_172911', 'ext': '.jpg', 'w': 4640, 'h': 3472, 'tn_w': 124, 'tn_h': 93, 'tim': 1670673418903735, 'time': 1670673418, 'md5': 'oFikDZeqoFXfs84FiQubkg==', 'fsize': 1288821, 'resto': 174844604, 'country': 'FI', 'country_name': 'Finland'}, {'no': 174844799, 'now': '12/10/22(Sat)06:57:00', 'name': 'Anonymous', 'com': '<a href=""#p174844604"" class=""quotelink"">&gt;&gt;174844604</a><br>No, I’m not a child <br>I need 64gb of ram and something that won’t smash in a million pieces if I drop it', 'time': 1670673420, 'resto': 174844604, 'country': 'IE', 'country_name': 'Ireland'}, {'no': 174844870, 'now': '12/10/22(Sat)06:59:43', 'name': 'Anonymous', 'com': '<a href=""#p174844604"" class=""quotelink"">&gt;&gt;174844604</a><br><span class=""quote"">&gt;Mac</span><br>goyware', 'time': 1670673583, 'resto': 174844604, 'country': 'CA', 'country_name': 'Canada'}, {'no': 174844902, 'now': '12/10/22(Sat)07:00:38', 'name': 'Anonymous', 'com': '<a href=""#p174844604"" class=""quotelink"">&gt;&gt;174844604</a><br>I don’t hate pcs but I really do like my MacBook Air M2 <br>It’s very fast, portable, battery is great and the build is super solid', 'time': 1670673638, 'resto': 174844604, 'country': 'PL', 'country_name': 'Poland'}]",
84,174840869,,,12/10/22(Sat)04:29:33,Anonymous,,Good morning.,18161749_281557925637127_4282873239325114368_n,.jpg,750,611,250,203,1670664573660806,1670664573,KzCYuoCzh47pdAa1+Rp0gQ==,63935,0,,good-morning,17,1,1670673638,BS,0.0,0.0,Bahamas,12.0,1.0,"[{'no': 174843081, 'now': '12/10/22(Sat)05:59:06', 'name': 'Anonymous', 'com': '<a href=""#p174840869"" class=""quotelink"">&gt;&gt;174840869</a><br>good morning', 'time': 1670669946, 'resto': 174840869, 'country': 'LT', 'country_name': 'Lithuania'}, {'no': 174843121, 'now': '12/10/22(Sat)06:00:34', 'name': 'Anonymous', 'com': '<a href=""#p174840869"" class=""quotelink"">&gt;&gt;174840869</a><br><span class=""quote"">&gt;facebook filename</span><br>did she reject you?', 'time': 1670670034, 'resto': 174840869, 'country': 'AU', 'country_name': 'Australia'}, {'no': 174843240, 'now': '12/10/22(Sat)06:05:51', 'name': 'Anonymous', 'com': '<a href=""#p174840869"" class=""quotelink"">&gt;&gt;174840869</a><br>n', 'time': 1670670351, 'resto': 174840869, 'country': 'DE', 'country_name': 'Germany'}, {'no': 174843585, 'now': '12/10/22(Sat)06:17:27', 'name': 'Anonymous', 'com': 'hello baby sex?', 'time': 1670671047, 'resto': 174840869, 'country': 'PL', 'country_name': 'Poland'}, {'no': 174844903, 'now': '12/10/22(Sat)07:00:38', 'name': 'Anonymous', 'com': 'you need a white boy', 'time': 1670673638, 'resto': 174840869, 'country': 'US', 'country_name': 'United States'}]",
85,174843623,,,12/10/22(Sat)06:18:28,Anonymous,,"I live alone, eat alone, shit alone, walk alone. I have no friends, no relatives, family, not even a social media account with real name.",me,.png,1000,648,250,162,1670671108047931,1670671108,OUZdy8He6Y7ulIzpLGGVlg==,487733,0,,i-live-alone-eat-alone-shit-alone-walk-alone-i,22,3,1670673633,TR,0.0,0.0,Turkey,17.0,2.0,"[{'no': 174844252, 'now': '12/10/22(Sat)06:39:52', 'name': 'Anonymous', 'com': '<a href=""#p174844011"" class=""quotelink"">&gt;&gt;174844011</a><br>Yes, I meant this. Do not close yourself in your home. Many men are good people, you will not have problems.', 'time': 1670672392, 'resto': 174843623, 'country': 'IT', 'country_name': 'Italy'}, {'no': 174844398, 'now': '12/10/22(Sat)06:44:35', 'name': 'Anonymous', 'com': '<a href=""#p174843623"" class=""quotelink"">&gt;&gt;174843623</a><br><br>OP I hope you are shitting alone and not asking anyone to join you in doing that', 'time': 1670672675, 'resto': 174843623, 'country': 'US', 'country_name': 'United States'}, {'no': 174844495, 'now': '12/10/22(Sat)06:47:32', 'name': 'Anonymous', 'com': '<a href=""#p174843780"" class=""quotelink"">&gt;&gt;174843780</a><br>italians have the shittiest advice', 'time': 1670672852, 'resto': 174843623, 'country': 'CA', 'country_name': 'Canada'}, {'no': 174844615, 'now': '12/10/22(Sat)06:51:26', 'name': 'Anonymous', 'com': 'I don&#039;t really enjoy most humans when I&#039;m not drunk but sometimes I go out to drink with coworkers and that&#039;s pretty much my social life and sometimes I wonder if I should try to change things but then I just end up drinking alone and posting frogs instead.<br><br>Once in a while I think it would be nice to have a gf but generally I&#039;m too autistic for girls and I haven&#039;t had sex in over five years.', 'filename': '1631638159978', 'ext': '.png', 'w': 550, 'h': 535, 'tn_w': 125, 'tn_h': 121, 'tim': 1670673086851601, 'time': 1670673086, 'md5': 'Ks6hTLaRXPqLJcmXsnYWJg==', 'fsize': 248602, 'resto': 174843623, 'country': 'MT', 'country_name': 'Malta'}, {'no': 174844899, 'now': '12/10/22(Sat)07:00:33', 'name': 'Anonymous', 'com': '<a href=""#p174843623"" class=""quotelink"">&gt;&gt;174843623</a><br>That&#039;s horrible. Anyway can I get a 1 fade back and sides, and a small bit taken off the top. Thanks.', 'time': 1670673633, 'resto': 174843623, 'country': 'IE', 'country_name': 'Ireland'}]",
86,174844881,,,12/10/22(Sat)06:59:59,Anonymous,,Have you thanked your local ham sniffer for his service today?,1652641557193,.png,394,635,155,250,1670673599770622,1670673599,0LrK4iGBHDmWo3y1lHBYrA==,194997,0,,have-you-thanked-your-local-ham-sniffer-for-his,0,0,1670673599,ES,0.0,0.0,Spain,,,,
87,174837512,,,12/10/22(Sat)01:10:55,Anonymous,,kurva anyátok,alma,.gif,368,349,250,237,1670652655345278,1670652655,epQLRBWK8mVVxeUuOgc6xg==,36527,0,,kurva-anytok,105,8,1670673571,HU,0.0,0.0,Hungary,100.0,7.0,"[{'no': 174844369, 'now': '12/10/22(Sat)06:43:36', 'name': 'Anonymous', 'filename': 'fostárnapja', 'ext': '.jpg', 'w': 640, 'h': 775, 'tn_w': 103, 'tn_h': 125, 'tim': 1670672616818878, 'time': 1670672616, 'md5': 'bkpoJW8lUSPMoRnUrvV8DA==', 'fsize': 274250, 'resto': 174837512, 'country': 'HU', 'country_name': 'Hungary'}, {'no': 174844414, 'now': '12/10/22(Sat)06:44:59', 'name': 'Anonymous', 'com': '<a href=""#p174844369"" class=""quotelink"">&gt;&gt;174844369</a><br>KEK', 'time': 1670672699, 'resto': 174837512, 'country': 'HU', 'country_name': 'Hungary'}, {'no': 174844452, 'now': '12/10/22(Sat)06:46:03', 'name': 'Anonymous', 'com': '<a href=""#p174844369"" class=""quotelink"">&gt;&gt;174844369</a><br>hülye fasz xd', 'time': 1670672763, 'resto': 174837512, 'country': 'HU', 'country_name': 'Hungary'}, {'no': 174844773, 'now': '12/10/22(Sat)06:56:20', 'name': 'Anonymous', 'com': '<a href=""#p174844369"" class=""quotelink"">&gt;&gt;174844369</a><br>ez jó de a fibonaccsi izé nélkül nem lenne haha', 'time': 1670673380, 'resto': 174837512, 'country': 'HU', 'country_name': 'Hungary'}, {'no': 174844866, 'now': '12/10/22(Sat)06:59:31', 'name': 'Anonymous', 'com': 'na, készítem a marha pörköltöt', 'time': 1670673571, 'resto': 174837512, 'country': 'HU', 'country_name': 'Hungary'}]",
88,174844725,,,12/10/22(Sat)06:54:49,Anonymous,,It will go untile -5°C (5°C below 0°C) this night. We have never seen that especially for a month of December. We are going to die.,istockphoto-1358861083-612x612,.jpg,612,408,250,166,1670673289558303,1670673289,u1+U3l1sisPOS5Mdy1aIrw==,19104,0,,it-will-go-untile-5c-5c-below-0c-this-night-we,1,0,1670673533,FR,0.0,0.0,France,,,"[{'no': 174844850, 'now': '12/10/22(Sat)06:58:53', 'name': 'Anonymous', 'com': 'It&#039;s currently -6c here, I think you will live', 'time': 1670673533, 'resto': 174844725, 'country': 'US', 'country_name': 'United States'}]",
89,174821584,,,12/09/22(Fri)15:35:39,Anonymous,/dixie/ - sovthern US &amp; friends,Fever has abated let&#039;s check out some fucking trees edish,IMG_20221210_092919,.jpg,2304,1728,250,187,1670618139759777,1670618139,Yq+06Gz5iXRs0395su8oFg==,2093276,0,,dixie-sovthern-us-friends,75,22,1670673531,NZ,0.0,0.0,New Zealand,70.0,20.0,"[{'no': 174842497, 'now': '12/10/22(Sat)05:36:46', 'name': 'Anonymous', 'com': 'ok i&#039;m done with learning this nerd shit', 'filename': 'lorentz', 'ext': '.png', 'w': 599, 'h': 1101, 'tn_w': 68, 'tn_h': 125, 'tim': 1670668606311996, 'time': 1670668606, 'md5': 'SvWfDNQBv0JCmy21FPtTkw==', 'fsize': 75863, 'resto': 174821584, 'country': 'CA', 'country_name': 'Canada'}, {'no': 174843176, 'now': '12/10/22(Sat)06:03:03', 'name': 'Anonymous', 'com': 'Bump<br>Also -15f outside and wanting to sewerslide over women (again)', 'time': 1670670183, 'resto': 174821584, 'country': 'US', 'country_name': 'United States'}, {'no': 174844216, 'now': '12/10/22(Sat)06:38:51', 'name': 'Anonymous', 'com': '<a href=""#p174842497"" class=""quotelink"">&gt;&gt;174842497</a><br>nerd<br>the fuck are you doing that you need to study special relativity', 'time': 1670672331, 'resto': 174821584, 'country': 'ES', 'country_name': 'Spain'}, {'no': 174844672, 'now': '12/10/22(Sat)06:53:09', 'name': 'Anonymous', 'com': '<a href=""#p174844216"" class=""quotelink"">&gt;&gt;174844216</a><br>expanding my mind', 'filename': 'peperetardbigbrain', 'ext': '.gif', 'w': 755, 'h': 708, 'tn_w': 125, 'tn_h': 117, 'tim': 1670673189660318, 'time': 1670673189, 'md5': '+zgUjq/vF4EGjuD8c0f97g==', 'fsize': 1094916, 'resto': 174821584, 'country': 'CA', 'country_name': 'Canada'}, {'no': 174844848, 'now': '12/10/22(Sat)06:58:51', 'name': 'Anonymous', 'com': '<a href=""#p174844672"" class=""quotelink"">&gt;&gt;174844672</a><br>Bruh take it step by step, I wouldn&#039;t jump into any kind of relativity if I didn&#039;t already have a solid understanding of Lagrangian and Hamiltonian mechanics, it&#039;s nice for encouragement and all but you&#039;ll be tripping yourself over.', 'time': 1670673531, 'resto': 174821584, 'country': 'ES', 'country_name': 'Spain'}]",
90,174844780,,,12/10/22(Sat)06:56:27,Anonymous,,While i was asleep brown people died.,1666876819753462,.jpg,983,1024,239,250,1670673387379903,1670673387,hPj4/b/LlbuQ/vOWVvJjNA==,163160,0,,while-i-was-asleep-brown-people-died,4,1,1670673546,FI,0.0,0.0,Finland,,,"[{'no': 174844823, 'now': '12/10/22(Sat)06:57:58', 'name': 'Anonymous', 'com': '<a href=""#p174844780"" class=""quotelink"">&gt;&gt;174844780</a><br>You don&#039;t look like that', 'time': 1670673478, 'resto': 174844780, 'country': 'VN', 'country_name': 'Vietnam'}, {'no': 174844835, 'now': '12/10/22(Sat)06:58:28', 'name': 'Anonymous', 'com': 'I&#039;m still alive sadly', 'time': 1670673508, 'resto': 174844780, 'country': 'IN', 'country_name': 'India'}, {'no': 174844839, 'now': '12/10/22(Sat)06:58:35', 'name': 'Anonymous', 'com': '<a href=""#p174844780"" class=""quotelink"">&gt;&gt;174844780</a><br>look how happy he is :)<br>heartwarming', 'filename': '1670521377776654', 'ext': '.webm', 'w': 960, 'h': 540, 'tn_w': 125, 'tn_h': 70, 'tim': 1670673515616756, 'time': 1670673515, 'md5': 'n/T4x0IA+HPsg3kiDktWlQ==', 'fsize': 3064543, 'resto': 174844780, 'country': 'TR', 'country_name': 'Turkey'}, {'no': 174844856, 'now': '12/10/22(Sat)06:59:06', 'name': 'Anonymous', 'com': '<a href=""#p174844823"" class=""quotelink"">&gt;&gt;174844823</a><br>Thats right, i have more swastikas and sun wheels covering my body', 'time': 1670673546, 'resto': 174844780, 'country': 'FI', 'country_name': 'Finland'}]",
91,174838148,,,12/10/22(Sat)01:52:15,Anonymous,/+R/,"aka /tr/<br><br>önceki: <a href=""/int/thread/174822094#p174822094"" class=""quotelink"">&gt;&gt;174822094</a>",a8615d934bcb6635e549ec171493c690,.jpg,436,546,199,250,1670655135178145,1670655135,7bcuDi1Lhgd2ddgNM4/31w==,42518,0,,r,44,7,1670673510,TR,0.0,0.0,Turkey,39.0,7.0,"[{'no': 174843898, 'now': '12/10/22(Sat)06:27:50', 'name': 'Anonymous', 'com': '<a href=""#p174843798"" class=""quotelink"">&gt;&gt;174843798</a><br>raburla bu piçleri', 'time': 1670671670, 'resto': 174838148, 'country': 'TR', 'country_name': 'Turkey'}, {'no': 174843989, 'now': '12/10/22(Sat)06:31:19', 'name': 'Anonymous', 'com': 'BanYhodan çıqmış m?', 'time': 1670671879, 'resto': 174838148, 'country': 'TR', 'country_name': 'Turkey'}, {'no': 174844029, 'now': '12/10/22(Sat)06:32:29', 'name': 'Anonymous', 'com': '<a href=""#p174843459"" class=""quotelink"">&gt;&gt;174843459</a><br>Doru dedn', 'time': 1670671949, 'resto': 174838148, 'country': 'TR', 'country_name': 'Turkey'}, {'no': 174844067, 'now': '12/10/22(Sat)06:33:38', 'name': 'Anonymous', 'com': '<a href=""#p174842597"" class=""quotelink"">&gt;&gt;174842597</a><br>Bhu k1n?', 'time': 1670672018, 'resto': 174838148, 'country': 'TR', 'country_name': 'Turkey'}, {'no': 174844838, 'now': '12/10/22(Sat)06:58:30', 'name': 'Anonymous', 'com': 'sNAMEci piş kaç yasında acb?', 'time': 1670673510, 'resto': 174838148, 'country': 'TR', 'country_name': 'Turkey'}]",
