,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit
26,927729,,,11/28/22(Mon)21:49:35,Anonymous,,"Saw this course on rebelway for nuke compositing on peers with pure CG week ( week 5). How are they doing this? This is what I want to achieve with Nuke - pure cg - but I cannot afford the course and only the first (free) chapter is up on peers. Rn my workflow with renders is terrible since I dont know how to get to comp, even with USD / Solaris setup in Houdini<br><br><span class=""quote"">&gt;week 5, 2:52 in video</span><br>https://www.rebelway.net/nuke-for-f<wbr>x",1638739878038,.png,1354,814,250,150,1669690175880992,1669690175,ScGkd5sUkCTpqQuh58C3sA==,1347245,0,,saw-this-course-on-rebelway-for-nuke-compositing,7,0,2.0,0.0,"[{'no': 927768, 'now': '11/29/22(Tue)08:25:55', 'name': 'Anonymous', 'com': '<a href=""#p927759"" class=""quotelink"">&gt;&gt;927759</a><br>No, its not uploaded', 'time': 1669728355, 'resto': 927729}, {'no': 927813, 'now': '11/29/22(Tue)16:25:52', 'name': 'Anonymous', 'com': 'anyone - how is rebelway doing this? Why is this course so different than all the other nuke courses out there?', 'time': 1669757152, 'resto': 927729}, {'no': 928665, 'now': '12/05/22(Mon)21:55:39', 'name': 'Anonymous', 'com': '<a href=""#p927759"" class=""quotelink"">&gt;&gt;927759</a><br><span class=""quote"">&gt;bilibili</span><br>How do I search for curses on there? Do they get uploaded on CGPeers?', 'time': 1670295339, 'resto': 927729}, {'no': 928666, 'now': '12/05/22(Mon)21:58:02', 'name': 'Anonymous', 'com': '<a href=""#p928665"" class=""quotelink"">&gt;&gt;928665</a><br>Nevermind, guess I can just search in English', 'time': 1670295482, 'resto': 927729}, {'no': 929395, 'now': '12/11/22(Sun)20:55:36', 'name': 'Anonymous', 'com': 'bump - any courses like this?', 'time': 1670810136, 'resto': 927729}]",1670810136,0.0,0.0
27,916215,,,09/01/22(Thu)16:47:08,Anonymous,Industry Man,"Ask a game industry pro anything and I&#039;ll do my best to answer your questions.<br><br>I specialize in environments so no, I can&#039;t help you much with your coomer content sadly.",1A0E1947-4128-4426-B23D-9727F686BB75,.jpg,314,608,129,249,1662065228627208,1662065228,i4gEhIjZM+MBe8n1XW9d0A==,110752,0,,industry-man,261,21,256.0,19.0,"[{'no': 929225, 'now': '12/10/22(Sat)16:47:29', 'name': 'Anonymous', 'com': '<a href=""#p929197"" class=""quotelink"">&gt;&gt;929197</a><br><span class=""quote"">&gt;devs admit it</span><br><span class=""quote"">&gt;muh conspiracy</span><br>Be more transparent why dontcha', 'filename': 'horizon forbidden', 'ext': '.webm', 'w': 847, 'h': 720, 'tn_w': 125, 'tn_h': 106, 'tim': 1670708849909066, 'time': 1670708849, 'md5': 'jPDkZ9wJoFSE40lla3AvIw==', 'fsize': 1943681, 'resto': 916215}, {'no': 929232, 'now': '12/10/22(Sat)17:46:07', 'name': 'Anonymous', 'com': '<a href=""#p929225"" class=""quotelink"">&gt;&gt;929225</a><br>Link me the soundbyte where the horizon devs said they intended to make Aloy ugly.', 'time': 1670712367, 'resto': 916215}, {'no': 929262, 'now': '12/10/22(Sat)22:18:33', 'name': 'Anonymous', 'com': '<a href=""#p929171"" class=""quotelink"">&gt;&gt;929171</a><br>you are fucking retarded if you think data lasts forever. they are not magically preserved in the ether but are stored on hardware that will decay and then lose that data permanently.', 'time': 1670728713, 'resto': 916215}, {'no': 929282, 'now': '12/11/22(Sun)03:53:03', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;it&#039;s an unaltered face scan </span><br><span class=""quote"">&gt;it&#039;s more realistic</span>', 'filename': 'Horizon Model', 'ext': '.png', 'w': 2127, 'h': 955, 'tn_w': 125, 'tn_h': 56, 'tim': 1670748783303082, 'time': 1670748783, 'md5': 'VWbfGv8NjRyVwOQX+x3U7g==', 'fsize': 2832869, 'resto': 916215}, {'no': 929389, 'now': '12/11/22(Sun)20:28:38', 'name': 'Anonymous', 'com': '<a href=""#p929282"" class=""quotelink"">&gt;&gt;929282</a><br>I don&#039;t know what happened here, but they took the actress&#039; face and put it on a completely different head.<br>Everything in the face (nose, eyes, lips, cheeks) is a good match for the actor, everything else goes fucking tits.', 'time': 1670808518, 'resto': 916215}]",1670808518,0.0,0.0
28,927882,,,11/30/22(Wed)06:46:26,Anonymous,/ueg/ - Unreal Engine General,"Unreal Engine 5.1 now available:<br>https://www.unrealengine.com/en-US/<wbr>blog/unreal-engine-5-1-is-now-avail<wbr>able<br><br>What projects have you been working on lately?<br><br>Unreal Engine 5.1 new features video:<br>https://www.youtube.com/watch?v=FUG<wbr>qzE6Je5c<br><br>Building Unreal Engine from source:<br>https://docs.unrealengine.com/5.1/e<wbr>n-US/downloading-unreal-engine-sour<wbr>ce-code/<br>https://docs.unrealengine.com/5.1/e<wbr>n-US/building-unreal-engine-from-so<wbr>urce/<br>https://github.com/NvRTX/UnrealEngi<wbr>ne/<br><br>Learn Unreal Engine:<br>https://dev.epicgames.com/community<wbr>/learning?application=unreal_engine<wbr><br><br>FAQ:<br><br><span class=""quote"">&gt;Why Unreal Engine over Unity?</span><br>While Unity has it&#039;s place with some great cross-platform support and an easy user interface, Unreal Engine is much more powerful and pushing the boundaries of real time graphics further. Unreal Engine also has a better license for independent developers; it&#039;s 100% free to use until your project generates more than $1 million in revenue, whereas with Unity you must pay to remove the splash screen in your game.<br><br><span class=""quote"">&gt;Blueprints or C++?</span><br>Both. When creating a new object, consider creating a C++ class, then a blueprint that derives from it to get the best of both worlds.<br>C++ is much better for performance and memory management. Certain types of code can be much easier to create and manage compared to blueprints. The downside of C++ is that it can be verbose and difficult to understand, particularly with Unreal Engine&#039;s archaic macros.<br>Blueprints are easier to learn initially and compile much quicker, but as they grow bigger, they can get very messy and difficult to manage. Operations involving real time loops, structs and casts in blueprints can cause performance issues.<br><br>For more information:<br>https://docs.unrealengine.com/4.27/<wbr>en-US/Resources/SampleGames/ARPG/Ba<wbr>lancingBlueprintAndCPP/<br>https://dev.epicgames.com/community<wbr>/learning/courses/bY/unreal-engine-<wbr>balancing-blueprint-and-c-in-game-d<wbr>evelopment/LdK/introduction-to-the-<wbr>course<br><br>Previous: <a href=""/3/thread/902644#p902644"" class=""quotelink"">&gt;&gt;902644</a>",movement,.png,1600,805,250,125,1669808786175007,1669808786,m2mced7yLC9lIIvl68iAxA==,601912,0,,ueg-unreal-engine-general,46,13,41.0,12.0,"[{'no': 929324, 'now': '12/11/22(Sun)11:00:13', 'name': 'Anonymous', 'com': '<a href=""#p929323"" class=""quotelink"">&gt;&gt;929323</a><br>Sorry but jeets are now banned from contributing.', 'filename': 'sneedharam', 'ext': '.jpg', 'w': 415, 'h': 667, 'tn_w': 77, 'tn_h': 124, 'tim': 1670774413495636, 'time': 1670774413, 'md5': 'WOVTtzCaCb0TrFgPcjTxTA==', 'fsize': 61286, 'resto': 927882}, {'no': 929326, 'now': '12/11/22(Sun)11:19:30', 'name': 'Anonymous', 'com': '<a href=""#p929324"" class=""quotelink"">&gt;&gt;929324</a><br>YWNBAW', 'time': 1670775570, 'resto': 927882}, {'no': 929327, 'now': '12/11/22(Sun)11:23:27', 'name': 'Anonymous', 'com': '<a href=""#p929326"" class=""quotelink"">&gt;&gt;929326</a><br>YWNBWhite', 'time': 1670775807, 'resto': 927882}, {'no': 929379, 'now': '12/11/22(Sun)19:24:05', 'name': 'Anonymous', 'com': '<a href=""#p929324"" class=""quotelink"">&gt;&gt;929324</a><br>Huh. So that rumor I heard that they were filtering Hindu IT workers *because* they were Hindu may have some validity after all.', 'time': 1670804645, 'resto': 927882}, {'no': 929383, 'now': '12/11/22(Sun)19:54:42', 'name': 'Anonymous', 'com': '<a href=""#p929327"" class=""quotelink"">&gt;&gt;929327</a><br>You&#039;re right, I&#039;m Irish', 'time': 1670806482, 'resto': 927882}]",1670806482,0.0,0.0
29,928547,,,12/05/22(Mon)01:28:58,Anonymous,,is 3d going to be replaced by ai?,1667942091023025,.png,938,878,250,234,1670221738566291,1670221738,Kdb5oE0sYH25vyLh/cAzSQ==,815479,0,,is-3d-going-to-be-replaced-by-ai,7,1,2.0,0.0,"[{'no': 928569, 'now': '12/05/22(Mon)04:59:01', 'name': 'Anonymous', 'com': '<a href=""#p928547"" class=""quotelink"">&gt;&gt;928547</a><br>of course<br>the question is, what are you gonna do about it?', 'time': 1670234341, 'resto': 928547}, {'no': 928570, 'now': '12/05/22(Mon)05:22:02', 'name': 'Anonymous', 'com': 'That face paint is giving me monkeypox.', 'time': 1670235722, 'resto': 928547}, {'no': 929016, 'now': '12/08/22(Thu)18:11:46', 'name': 'Anonymous', 'com': '<a href=""#p928547"" class=""quotelink"">&gt;&gt;928547</a><br>Grunt workers will be replaced. The barrier to entry for expression in the medium will be lower. People will lose their jobs and bitch about it, but more people will get to make their own shit. Who the fuck wants to make 10 boring ass models a day for someone who doesn&#039;t share your creative vision anyway?<br><br>The first people to go will be the grunts in other countries who get the work no one really gives a shit about. I&#039;m pretty happy with where this all is going.', 'time': 1670541106, 'resto': 928547}, {'no': 929030, 'now': '12/08/22(Thu)20:33:10', 'name': 'Anonymous', 'com': '<a href=""#p929016"" class=""quotelink"">&gt;&gt;929016</a><br><span class=""quote"">&gt;10 boring ass models a day</span><br>Hah, actually it can be more like 1 model a week, unless you&#039;re crapping out some low poly mobile garbo. But yeah, ultimately that shit is pretty boring and I look forward tgkwp8o AI tools.', 'time': 1670549590, 'resto': 928547}, {'no': 929375, 'now': '12/11/22(Sun)18:20:44', 'name': 'Anonymous', 'com': 'By legal definition, everything AI makes falls into &quot;public domain&quot;.<br><br>Selling anything which is public domain, including games, as copyrighted material is fraud.<br><br>You could argue that AI can help artists make more work in less time, which would thus allow it to become copyrighted material.<br><br><span class=""quote"">&gt;Pic very related</span><br><span class=""quote"">&gt;Laws would have to change, first, for AI to replace people</span>', 'filename': 'Screenshot_1', 'ext': '.jpg', 'w': 1210, 'h': 428, 'tn_w': 125, 'tn_h': 44, 'tim': 1670800844480710, 'time': 1670800844, 'md5': '7npuH3wTzHW3PEaUccrfTQ==', 'fsize': 141712, 'resto': 928547}]",1670800844,0.0,0.0
30,918693,,,09/18/22(Sun)14:49:20,Anonymous,/archviz/,"So i know 99% of the board is more interested in modelling catgirls and donuts but i wonder if there&#039;s enough people here doing archviz to warrant a general.<br><br>So archbros:<br><span class=""quote"">&gt;whatcha modelling</span><br><span class=""quote"">&gt;whatcha rendering</span><br><span class=""quote"">&gt;whatcha designing</span><br><span class=""quote"">&gt;what software ya using and what software is SHIT</span><br><br>here is a project im working on for a public library. model&#039;s just getting started.",library project,.png,743,464,249,156,1663526960267543,1663526960,H11bCgo2mdzCYUTd282I1w==,266307,0,,archviz,288,57,283.0,57.0,"[{'no': 929316, 'now': '12/11/22(Sun)09:59:52', 'name': 'the chair nerd', 'com': '<a href=""#p929290"" class=""quotelink"">&gt;&gt;929290</a><br>Nice work anon nice shit. This takes me back 10+ years ago when I presented my second year. In here arch is 5 years. If yours is similar the fun part begins in third year.', 'time': 1670770792, 'resto': 918693}, {'no': 929319, 'now': '12/11/22(Sun)10:17:50', 'name': 'Anonymous', 'com': 'Is Revit worth it for interior design?', 'time': 1670771870, 'resto': 918693}, {'no': 929333, 'now': '12/11/22(Sun)12:32:06', 'name': 'Anonymous', 'com': '<a href=""#p929316"" class=""quotelink"">&gt;&gt;929316</a><br>3 years bachelors 2 years masters<br>Our 3rd year seniors are suffering desu. Urban context + lots to research', 'time': 1670779926, 'resto': 918693}, {'no': 929363, 'now': '12/11/22(Sun)16:50:55', 'name': 'the chair nerd', 'com': '<a href=""#p929319"" class=""quotelink"">&gt;&gt;929319</a><br>Yes if your interior design is corporate office, large commercial fit-outs and systems integrations where you need to sum up quantities of electrica, data, sevices and measure installation quantities of glass paneling/ drywall.<br>If your interior design is decoration and small residential/work environments then revit is overkill, you can go with revit lt, archicad or even autocad.<br>If your interior design is strictly non architectural (ex furniture layout, cladding, wallpaper and basic finnishing) the even skp will do.\\<br><a href=""#p929333"" class=""quotelink"">&gt;&gt;929333</a><br>Checked. Well I loved urban context research so I may be a little bit slanted.', 'time': 1670795455, 'resto': 918693}, {'no': 929369, 'now': '12/11/22(Sun)17:34:28', 'name': 'Anonymous', 'com': '<a href=""#p929290"" class=""quotelink"">&gt;&gt;929290</a><br>Nice dude, it&#039;s cool seeing your progress just by going back up the thread.', 'time': 1670798068, 'resto': 918693}]",1670798068,0.0,0.0
31,919979,,,09/28/22(Wed)03:16:29,Anonymous,,"<span class=""quote"">&gt;Open Blender for first time </span><br><span class=""quote"">&gt;Completely lost in arcane and unintuitive interface (this coming from someone whose used GIMP and Solidworks)</span><br><span class=""quote"">&gt;Google Blender tutorials </span><br><span class=""quote"">&gt;184 video long playlist of 5 minute vids that poorly explain how to make some specific object </span><br>How am I supposed to learn this shit? I don&#039;t want to make a fucking donut, I want a simple guide on how to navigate the god-awful UI, and a concise explanation of what each tool does and what I might want to use it for. Preferably in text + pictures form, not some shitty video.",FRZHy3OX0AAorOJ,.jpg,752,438,250,145,1664349389706413,1664349389,kdHtl0veOY8LOQHfFSDRMw==,32062,0,,open-blender-for-first-time,50,3,45.0,3.0,"[{'no': 928348, 'now': '12/03/22(Sat)22:14:45', 'name': 'Anonymous', 'com': '<a href=""#p928347"" class=""quotelink"">&gt;&gt;928347</a><br>you will learn thanks to the people using it', 'time': 1670123685, 'resto': 919979}, {'no': 928451, 'now': '12/04/22(Sun)15:09:38', 'name': 'Anonymous', 'com': 'Blender is shit, I hate it and I don&#039;t consider it to be real 3D software.<br>Some of, if not the single worst piece of software I&#039;ve ever had the displeasure of using. Absolute sub trash tier, not even worthy of using.', 'time': 1670184578, 'resto': 919979}, {'no': 928454, 'now': '12/04/22(Sun)15:58:48', 'name': 'Anonymous', 'com': '<a href=""#p928451"" class=""quotelink"">&gt;&gt;928451</a><br><span class=""quote"">&gt;filtered by blender</span><br>ngmi', 'time': 1670187528, 'resto': 919979}, {'no': 928465, 'now': '12/04/22(Sun)17:34:22', 'name': 'Anonymous', 'com': '<a href=""#p928454"" class=""quotelink"">&gt;&gt;928454</a><br>I use actual 3D software that works and isn&#039;t made by and for trannies, anon. You should try it some time too.', 'time': 1670193262, 'resto': 919979}, {'no': 929353, 'now': '12/11/22(Sun)14:45:48', 'name': 'Anonymous', 'com': '<a href=""#p928465"" class=""quotelink"">&gt;&gt;928465</a><br><span class=""quote"">&gt;I am filtered by blender</span>', 'time': 1670787948, 'resto': 919979}]",1670787948,0.0,0.0
32,928494,,,12/04/22(Sun)21:29:57,Anonymous,I can make better 3D game animations than most AAA pajeets,"<span class=""quote"">&gt;See modern games</span><br><span class=""quote"">&gt;Nice PS5 models</span><br><span class=""quote"">&gt;Model deform in the same way a psx model would do</span><br><br>I can&#039;t stop but noticing the limbs of models deform very much like ps2 limbs.<br>Which is kind of creepy to see such detailed models and the limbs being so stiff.<br><br>Also the physics and clipping issues are still the same as psx games.<br><br>It actually kills my inmiersion to see such details straight from 1995 and see no improvement over mario 64 and meshes really super detailed.<br><br>It really feels like watching one of those tv ads from india.<br><br>Also mocap animations are the most souless shit ever.<br><br>Honestly I can make better 3D game animations using low poly and pixel art and get something that looks better than modern GAYmer pajeet developers from LA.",1598382436560,.jpg,320,303,250,236,1670207397736262,1670207397,RyPrl5h863xFSb1uicyInA==,7588,0,,i-can-make-better-3d-game-animations-than-most,9,1,4.0,0.0,"[{'no': 929054, 'now': '12/09/22(Fri)06:40:54', 'name': 'Anonymous', 'com': '<a href=""#p928494"" class=""quotelink"">&gt;&gt;928494</a><br>OK.<br>I&#039;ll pay you $800 for a model if I think your work is good, let&#039;s see your portfolio OP.', 'time': 1670586054, 'resto': 928494}, {'no': 929067, 'now': '12/09/22(Fri)10:06:04', 'name': 'Anonymous', 'com': 'Show Portfolio or gtfo', 'time': 1670598364, 'resto': 928494}, {'no': 929196, 'now': '12/10/22(Sat)12:05:49', 'name': 'Anonymous', 'com': '<a href=""#p928494"" class=""quotelink"">&gt;&gt;928494</a><br>Well then? Lets see them.', 'time': 1670691949, 'resto': 928494}, {'no': 929223, 'now': '12/10/22(Sat)15:59:13', 'name': 'Anonymous', 'com': 'Ok maybe I&#039;m missing something because I&#039;m in biomed and not animation but how is OP even wrong about any of this?<br><span class=""quote"">&gt;I can&#039;t stop but noticing the limbs of models deform very much like ps2 limbs.</span><br>It&#039;s still extremely common for games to cheat on their rigging/blendshapes by covering it up with clothes or armor. And on the rare occasion they do put effort in, it&#039;s strictly limited to titillating body parts like Chun Li&#039;s realistic ass and thigh muscles.<br><span class=""quote"">&gt;the physics and clipping issues are still the same as psx games.</span><br>Physics in games has improved in terms of efficiency but stagnated in terms of accuracy. Rigid body physics in current games still have similar limitations to older games because thrings like finding an objects drag coefficient are still not a solved problem in normal physics, let alone realtime simulations.<br><span class=""quote"">&gt;Also mocap animations are the most souless shit ever.</span><br>This is a fact and you know it. Motion capture is and always will be full of unavoidable artifacts like webm related soft tissue artifacts. Yes you can correct for them, but most games don&#039;t do a good job of it. If you look at any game with a mix of human and nonhuman enemies to the nonhuman enemies obviously have more care and effort put into their animations. I&#039;m sure AI driven markerless motion capture will solve this eventually because it doesn&#039;t have the same limitations, but the time being OP is 100% correct.', 'filename': 'ezgif-2-6728938ec7', 'ext': '.webm', 'w': 480, 'h': 360, 'tn_w': 125, 'tn_h': 93, 'tim': 1670705953041350, 'time': 1670705953, 'md5': 'jJqbXNqPG6XAu3pASnln+w==', 'fsize': 1521032, 'resto': 928494}, {'no': 929349, 'now': '12/11/22(Sun)14:37:29', 'name': 'Anonymous', 'com': '<a href=""#p929223"" class=""quotelink"">&gt;&gt;929223</a><br>Op is right in that modern AAA game studios are compromising quality and passion for a cheap buck, only thing that is a bit rich, is his statement, that his capabilities are better without showing for it.', 'time': 1670787449, 'resto': 928494}]",1670787449,0.0,0.0
33,928363,,,12/04/22(Sun)01:50:56,Anonymous,,"Arrimus3D, one of the most popular channels for 3DS Max, has deleted thousands of hours of tutorial content and replaced with christian education.<br><br>He wasn&#039;t hacked.",Screenshot_20221204-063939,.jpg,694,1025,169,250,1670136656220040,1670136656,HL0Rmy3fKqmYJXaJcGGyBA==,225472,0,,arrimus3d-one-of-the-most-popular-channels-for,17,2,12.0,1.0,"[{'no': 928710, 'now': '12/06/22(Tue)09:49:36', 'name': 'Anonymous', 'com': '<a href=""#p928363"" class=""quotelink"">&gt;&gt;928363</a><br>He opened Blender for the first time', 'filename': '55fac0b5856cd5a929f3774e6b63a1c0', 'ext': '.jpg', 'w': 236, 'h': 236, 'tn_w': 125, 'tn_h': 125, 'tim': 1670338176215262, 'time': 1670338176, 'md5': 'OZo5/FClwMiLwgQEBegZRQ==', 'fsize': 14197, 'resto': 928363}, {'no': 928891, 'now': '12/07/22(Wed)15:36:18', 'name': 'Anonymous', 'com': '<a href=""#p928363"" class=""quotelink"">&gt;&gt;928363</a><br>I always figured Arrimus was either a devout Christian or Muslim for some reason', 'time': 1670445378, 'resto': 928363}, {'no': 928896, 'now': '12/07/22(Wed)17:06:29', 'name': 'Anonymous', 'com': '<a href=""#p928363"" class=""quotelink"">&gt;&gt;928363</a><br>this guy need pussy bro', 'time': 1670450789, 'resto': 928363}, {'no': 929345, 'now': '12/11/22(Sun)14:26:03', 'name': 'Anonymous', 'com': 'Guess he realised that his method of mesh cleaning and doing proper topology wasn&#039;t the most effective so went searching for Jesus.', 'time': 1670786763, 'resto': 928363}, {'no': 929347, 'now': '12/11/22(Sun)14:29:39', 'name': 'Anonymous', 'com': 'I wondered why half of my 3ds max tutorial videos in my playlist got nuked. All I have left is Maya stuff. Guess I&#039;m gonna go soul searching in Maya.', 'time': 1670786979, 'resto': 928363}]",1670786979,0.0,0.0
34,928141,,,12/02/22(Fri)10:08:41,Anonymous,,"Since AI is bleeding into our space and Arrimus has deleted all his videos and the backups are incomplete, I&#039;m thinking of getting a job in fast food that&#039;s the only industry with a too high of a cost that AI and robotics can&#039;t enter it without it getting super cheap to replace human labor.<br><br>What are my options to replace a 100k+ 3D modeling job?",Admech_zathras,.jpg,438,354,250,202,1669993721837925,1669993721,vXq7CmeZi47EgRaidEwQCQ==,54278,0,,since-ai-is-bleeding-into-our-space-and-arrimus,8,0,3.0,0.0,"[{'no': 928189, 'now': '12/02/22(Fri)18:00:45', 'name': 'Anonymous', 'com': '<a href=""#p928141"" class=""quotelink"">&gt;&gt;928141</a><br>learn Houdini<br>studios have a though time finding houdini artists', 'time': 1670022045, 'resto': 928141}, {'no': 928251, 'now': '12/03/22(Sat)06:05:40', 'name': 'Anonymous', 'com': '<a href=""#p928141"" class=""quotelink"">&gt;&gt;928141</a><br><span class=""quote"">&gt;Arrimus has deleted all his videos and the backups are incomplete</span><br>WHAT ARE INCOMPLETE?', 'time': 1670065540, 'resto': 928141}, {'no': 928287, 'now': '12/03/22(Sat)13:01:39', 'name': 'Anonymous', 'com': '<a href=""#p928141"" class=""quotelink"">&gt;&gt;928141</a><br>Imagine being such a weak willed fag that you&#039;re actually scared of AI.<br>If you can&#039;t force an AI to carry out your will, you never had a chance to make it in the first place, AI or not.', 'time': 1670090499, 'resto': 928141}, {'no': 929340, 'now': '12/11/22(Sun)13:36:01', 'name': 'Anonymous', 'com': '<a href=""#p928287"" class=""quotelink"">&gt;&gt;928287</a><br><br><span class=""quote"">&gt;hobbyist who barely knows blender</span>', 'time': 1670783761, 'resto': 928141}, {'no': 929405, 'now': '12/12/22(Mon)02:33:43', 'name': 'Anonymous', 'com': '<a href=""#p929340"" class=""quotelink"">&gt;&gt;929340</a><br>I know you are. No need to state facts, anon.', 'time': 1670830423, 'resto': 928141}]",1670830423,0.0,0.0
35,929210,,,12/10/22(Sat)14:52:31,Anonymous,,Anyone else not a fan of the newer method of starting out models by sculpting? If so explain your reason,FB_IMG_1662516236475,.jpg,523,600,217,250,1670701951748214,1670701951,x30VyycOU9qKsAN8cyUpMw==,64194,0,,anyone-else-not-a-fan-of-the-newer-method-of,9,0,4.0,0.0,"[{'no': 929268, 'now': '12/10/22(Sat)23:27:22', 'name': 'Anonymous', 'com': '<a href=""#p929253"" class=""quotelink"">&gt;&gt;929253</a><br>I honestly didn&#039;t mean it in an insulting manner, just to convey a certain skillset.<br>Personally I&#039;m just a hobbyist and would be happy to get paid to do poly modeling', 'time': 1670732842, 'resto': 929210}, {'no': 929272, 'now': '12/11/22(Sun)00:28:01', 'name': 'Anonymous', 'com': '<a href=""#p929260"" class=""quotelink"">&gt;&gt;929260</a><br>Congratulations on outing yourself as a newfag retard that&#039;s never actually 3D modeled anything before', 'time': 1670736481, 'resto': 929210}, {'no': 929274, 'now': '12/11/22(Sun)01:31:12', 'name': 'Anonymous', 'com': '<a href=""#p929210"" class=""quotelink"">&gt;&gt;929210</a><br>I wish I could combine sculpting and modeling seamlessly. I want all the hot keys, actions, and tools from both modes available simultaneously. Is there a software that does that?', 'time': 1670740272, 'resto': 929210}, {'no': 929281, 'now': '12/11/22(Sun)02:48:02', 'name': 'Anonymous', 'com': 'I used to dislike sculpting because I thought it was too bumpy/blobby and unwieldy to work with but then I learned a bit and now I like it. It&#039;s just more fun than poly modeling because you&#039;re not constrained by anything. You&#039;re rewiring the topo half the time when you&#039;re poly modeling and the real &quot;shape adjustment phase&quot; starts only after it&#039;s mostly ironed out becuase how cleanly the shapes are represented in modeling for subdivison heavily depends on topology, but you can basically start doing adjustments after quickly pulling the main shape out and remeshing in sculpting since, well, the entire sculpting process is about adjusting the shape. And if you&#039;re a fan of messing with the topology rewiring mini-puzzle you still get plenty of that when you retopo.', 'time': 1670744882, 'resto': 929210}, {'no': 929336, 'now': '12/11/22(Sun)13:11:59', 'name': 'Anonymous', 'com': 'I&#039;d be interested in trying it out, but I&#039;m not trained with any sculpting tools. So the workflow I have now is to push points for ages to get the shapes I want and often those forms require retopo anyways- I should really learn sculpting', 'time': 1670782319, 'resto': 929210}]",1670782319,0.0,0.0
36,923301,,,10/26/22(Wed)08:55:59,noanymous,My artwork,,26.10.2022 fucku,.jpg,1080,1920,140,250,1666788959104279,1666788959,cGCvNqWa4WlpPkenw49/Ag==,616670,0,,my-artwork,15,1,10.0,1.0,"[{'no': 927786, 'now': '11/29/22(Tue)12:36:24', 'name': 'Anonymous', 'com': '<a href=""#p925099"" class=""quotelink"">&gt;&gt;925099</a><br>it isn&#039;t', 'time': 1669743384, 'resto': 923301}, {'no': 927841, 'now': '11/29/22(Tue)21:03:43', 'name': 'the chair nerd', 'com': '<a href=""#p927786"" class=""quotelink"">&gt;&gt;927786</a><br>The mason jar is a model from a pack of model + model and the pony is a free skp. Did you seriously think a company would sell ponies in a jar full of cumin as everyday assets?', 'time': 1669773823, 'resto': 923301}, {'no': 929279, 'now': '12/11/22(Sun)02:39:16', 'name': 'Anonymous', 'com': '<a href=""#p927841"" class=""quotelink"">&gt;&gt;927841</a><br>Can you drop a link to the dashie? She cute.', 'time': 1670744356, 'resto': 923301}, {'no': 929283, 'now': '12/11/22(Sun)03:57:15', 'name': 'Anonymous', 'com': '<a href=""#p923456"" class=""quotelink"">&gt;&gt;923456</a><br><span class=""quote"">&gt;Common people</span><br><span class=""quote"">&gt;degenerates</span><br>Pick one. The internet has twisted your world view.', 'time': 1670749035, 'resto': 923301}, {'no': 929315, 'now': '12/11/22(Sun)09:53:00', 'name': 'the chair nerd', 'com': '<a href=""#p929279"" class=""quotelink"">&gt;&gt;929279</a><br>Just search for &quot;rainbow dash 3d model free&quot; took me 10 seconds<br><a href=""#p929283"" class=""quotelink"">&gt;&gt;929283</a><br>Common people are degenerates. They just hide it behind a thin veneer called social courtesy. I have fetishes you have fetishes, rhe pope has them and even your grandma has them. 4chan is one of thexfew places people talk freely about their kinks.<br>For example I have a huge tomboy fetish it sometimes makes me think I&#039;m bi.', 'time': 1670770380, 'resto': 923301}]",1670770380,0.0,0.0
37,924602,,,11/05/22(Sat)05:06:57,Anonymous,,"With the new hair system introduced in latest version which made xgen obsolete, there is no reason to use Maya anymore.<br>Come home, white man.",png-transparent-blender-logo-desktop-computer-software-blender-3d-computer-graphics-orange-logo,.png,920,576,250,156,1667639217854612,1667639217,AJqziQ0baDDYh5SEF2nVVQ==,40383,0,,with-the-new-hair-system-introduced-in-latest,82,6,77.0,6.0,"[{'no': 928193, 'now': '12/02/22(Fri)18:34:00', 'name': 'Anonymous', 'com': '<a href=""#p928097"" class=""quotelink"">&gt;&gt;928097</a><br>Blender developers as I said are lazy and the community also unaware of the useless features. You all claim it&#039;s important but reading through it, i find little use on real world projects.', 'time': 1670024040, 'resto': 924602}, {'no': 929024, 'now': '12/08/22(Thu)19:03:34', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;hair</span><br><span class=""quote"">&gt;system</span><br><span class=""quote"">&gt;not modelling and rigging every single hair from scratch</span><br>ngmi', 'time': 1670544214, 'resto': 924602}, {'no': 929280, 'now': '12/11/22(Sun)02:41:01', 'name': 'Anonymous', 'com': '<a href=""#p924602"" class=""quotelink"">&gt;&gt;924602</a><br>Particle hair or polygon hair?', 'time': 1670744461, 'resto': 924602}, {'no': 929284, 'now': '12/11/22(Sun)03:59:31', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;muh industry</span><br>I stopped caring when they started making models deliberately uglier than real life. <br>Blendlets could crush the artstation-industry by just ignoring everything they fucking do.', 'time': 1670749171, 'resto': 924602}, {'no': 929308, 'now': '12/11/22(Sun)08:10:09', 'name': 'Anonymous', 'com': '<a href=""#p929284"" class=""quotelink"">&gt;&gt;929284</a><br>No they could not, programmers have a love/hate relationship with modelers. Armature people have zero experience on optimize models, blender is well known for many bugs and copyright problems, it will never become part of the industry.', 'time': 1670764209, 'resto': 924602}]",1670764209,0.0,0.0
