,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,custom_spoiler,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images
43,71348274,,,12/10/22(Sat)23:56:49,Anonymous,Doppelgangers,"Have you ever come across someone who looks so much like you that you get this debilitating moment of dread and shock? Like the walls of reality are unfolding.<br>I always thought it impossible. <br>(not me in the pic, btw, found him on Google Images)",AutismSpeaks,.jpg,2320,3088,187,250,1670734609492130,1670734609,glh3GT7x/La3ScOZXKHsKQ==,1838012,0,,doppelgangers,0,13,3,"[{'no': 71349439, 'now': '12/11/22(Sun)01:58:42', 'name': 'Anonymous', 'com': '<a href=""#p71348274"" class=""quotelink"">&gt;&gt;71348274</a><br>Twice, but they were older versions of me. One was at a park ~35 years old, the other was at a grocery store ~70 years old. It felt like the world froze for a moment each time. They both gave me the same look, like they knew everything about me, as if they wanted to tell me something but knew they couldn&#039;t.', 'time': 1670741922, 'resto': 71348274}, {'no': 71350153, 'now': '12/11/22(Sun)03:20:02', 'name': 'Anonymous', 'com': '<a href=""#p71349439"" class=""quotelink"">&gt;&gt;71349439</a><br>That&#039;s quite disturbing.', 'time': 1670746802, 'resto': 71348274}, {'no': 71351194, 'now': '12/11/22(Sun)06:03:53', 'name': 'Anonymous', 'com': '<a href=""#p71348274"" class=""quotelink"">&gt;&gt;71348274</a><br>I look identical to young uncle Ted even my mom said we could be twins after seeing his photos', 'filename': 'n6x5bt69it581', 'ext': '.jpg', 'w': 513, 'h': 537, 'tn_w': 119, 'tn_h': 125, 'tim': 1670756633457655, 'time': 1670756633, 'md5': 'hNgck4oObsWOoEKfhMj7xg==', 'fsize': 79911, 'resto': 71348274}, {'no': 71351384, 'now': '12/11/22(Sun)06:33:01', 'name': 'Anonymous', 'com': '<a href=""#p71351194"" class=""quotelink"">&gt;&gt;71351194</a><br>I&#039;ve been told this a few times about myself recently. I don&#039;t see it, but I&#039;ll take it.', 'time': 1670758381, 'resto': 71348274}, {'no': 71351571, 'now': '12/11/22(Sun)06:59:20', 'name': 'Anonymous', 'com': '<a href=""#p71351384"" class=""quotelink"">&gt;&gt;71351384</a><br>I am on 70% sure I will look like Krasninski or Kaczynski when I grow up', 'filename': 'John-Krasinski', 'ext': '.jpg', 'w': 1897, 'h': 1895, 'tn_w': 125, 'tn_h': 124, 'tim': 1670759960811675, 'time': 1670759960, 'md5': 'VsraVYlQSplDzkMz0emIFw==', 'fsize': 341415, 'resto': 71348274}]",1670759960,0.0,0.0,8.0,1.0
44,71351570,,,12/11/22(Sun)06:59:17,Anonymous,,"Ladies,<br><br>Imagine that you have a loving boyfriend, the love of your life. Imagine that he was gifted by the gods with a perfect body and the sex is out of this world. Now imagine that one day he dies in his sleep next to you. You wake up to find him completely unresponsive, yet his corpse has a massive erection. Do you make love to your boyfriend&#039;s corpse? It is your last chance to do so.",9037c93916a5f76cc42f158a00e53caa,.jpg,1200,678,250,141,1670759957429382,1670759957,6aegqA3pZa3YH+7mY0Yx5Q==,152295,0,,ladies,0,0,0,,1670759957,0.0,0.0,,
45,71348499,,,12/11/22(Sun)00:19:29,Anonymous,,What&#039;s the reason you wouldn&#039;t pursue a black girl,911D1CC3-AD89-474B-A1ED-624CD663DA3C,.jpg,750,414,250,138,1670735969549921,1670735969,lxWYt3J9Ln4bbaATMpp/MA==,88015,0,,whats-the-reason-you-wouldnt-pursue-a-black-girl,0,35,4,"[{'no': 71350199, 'now': '12/11/22(Sun)03:25:43', 'name': 'Anonymous', 'com': '<a href=""#p71348499"" class=""quotelink"">&gt;&gt;71348499</a><br>The only attractive people in existence are whites and light-skinned Latinas and Arabs. Why would I want an ugly girl?', 'time': 1670747143, 'resto': 71348499}, {'no': 71350511, 'now': '12/11/22(Sun)04:06:48', 'name': 'Anonymous', 'com': '<a href=""#p71348499"" class=""quotelink"">&gt;&gt;71348499</a><br>I&#039;m alot of things but a race traitor is not one.', 'time': 1670749608, 'resto': 71348499}, {'no': 71351211, 'now': '12/11/22(Sun)06:05:42', 'name': 'Anonymous', 'com': '<a href=""#p71350186"" class=""quotelink"">&gt;&gt;71350186</a><br>gigabased. if i fucked a black lady our kids would probably be genetically diverse enough to survive basically any disease but the problem is that the other kids at school would make fun of them<br><br>i like to watch white studs fucking black bitches in porn, but it&#039;s just a fetish thing for me', 'time': 1670756742, 'resto': 71348499}, {'no': 71351252, 'now': '12/11/22(Sun)06:13:01', 'name': 'Anonymous', 'com': 'No black girls in my area<br><a href=""#p71350511"" class=""quotelink"">&gt;&gt;71350511</a><br>That works if you&#039;re a normie, but if you&#039;re an incel you aren&#039;t a part of your race. They&#039;ve betrayed us long ago', 'time': 1670757181, 'resto': 71348499}, {'no': 71351569, 'now': '12/11/22(Sun)06:59:15', 'name': 'Anonymous', 'com': 'Because most of them are fat,ugly, and have bad personalities.', 'time': 1670759955, 'resto': 71348499}]",1670759955,0.0,0.0,30.0,4.0
46,71350271,,,12/11/22(Sun)03:34:57,Anonymous,,"Is this girl attractive looking, or unattractive? why?",1668119709633129,.jpg,828,1300,159,250,1670747697138337,1670747697,nOq9GyOqJrGwWEyVQPRkcA==,283466,0,,is-this-girl-attractive-looking-or-unattractive,0,25,5,"[{'no': 71351469, 'now': '12/11/22(Sun)06:46:54', 'name': 'Anonymous', 'com': '<a href=""#p71350271"" class=""quotelink"">&gt;&gt;71350271</a><br>She is not particularly attractive. I&#039;m not saying she is ugly, but unremarkable looking. The woman in my picrel is much more attractive. Having said that the woman in the OP pic may be more pleasant to spend time with than the woman in picrel, I don&#039;t really know. But based on looks picrel is more attractive and the OP pic is very ordinary.', 'filename': '1a1db964954685d2b430331829bdc619', 'ext': '.jpg', 'w': 564, 'h': 781, 'tn_w': 90, 'tn_h': 125, 'tim': 1670759214072561, 'time': 1670759214, 'md5': 'Vxv/vPAYNms6RPAdpFn8Iw==', 'fsize': 53072, 'resto': 71350271}, {'no': 71351482, 'now': '12/11/22(Sun)06:48:03', 'name': 'Anonymous', 'com': '<a href=""#p71351469"" class=""quotelink"">&gt;&gt;71351469</a><br><span class=""quote"">&gt;3 pounds of makeup</span><br><span class=""quote"">&gt;a wig</span><br><span class=""quote"">&gt;more filters than french chan</span><br><br>based actual retard', 'time': 1670759283, 'resto': 71350271}, {'no': 71351494, 'now': '12/11/22(Sun)06:49:52', 'name': 'Anonymous', 'com': '<a href=""#p71350271"" class=""quotelink"">&gt;&gt;71350271</a><br>adorable, but looks kinda young', 'time': 1670759392, 'resto': 71350271}, {'no': 71351529, 'now': '12/11/22(Sun)06:53:23', 'name': 'Anonymous', 'com': '<a href=""#p71351482"" class=""quotelink"">&gt;&gt;71351482</a><br><span class=""quote"">&gt;3 pounds</span><br>Nice hyperbole faggot. With or without makeup picrel is still better looking.', 'filename': '19b1f759269479e0b5b34d1ffb80a5c1', 'ext': '.jpg', 'w': 564, 'h': 703, 'tn_w': 100, 'tn_h': 125, 'tim': 1670759603462714, 'time': 1670759603, 'md5': 'UWSdJ6ykviAf9Fzfj1hvHA==', 'fsize': 62934, 'resto': 71350271}, {'no': 71351567, 'now': '12/11/22(Sun)06:58:48', 'name': 'Anonymous', 'com': '<a href=""#p71350271"" class=""quotelink"">&gt;&gt;71350271</a><br>Certainly not ugly, I&#039;d say she&#039;s even pretty but she has to stop dressing like a ghetto boy - that fucking style drains a lot from her cuteness.', 'time': 1670759928, 'resto': 71350271}]",1670759928,0.0,0.0,20.0,3.0
47,71350941,,,12/11/22(Sun)05:16:08,Anonymous,female population compatibility test?,does any recall this site? high standards or some other blackpill site,com,.jpg,196,257,190,250,1670753768962552,1670753768,wDSJHuzyJZ/mJ613Tj+0cA==,8571,0,,female-population-compatibility-test,0,2,1,"[{'no': 71351431, 'now': '12/11/22(Sun)06:41:28', 'name': 'Anonymous', 'com': '<a href=""#p71350941"" class=""quotelink"">&gt;&gt;71350941</a><br>This one?<br>https://igotstandardsbro.com/', 'time': 1670758888, 'resto': 71350941}, {'no': 71351562, 'now': '12/11/22(Sun)06:58:20', 'name': 'MNRCH', 'com': '<a href=""#p71350941"" class=""quotelink"">&gt;&gt;71350941</a><br>Wewlads i can still make it', 'filename': 'Screenshot_20221211-065744', 'ext': '.png', 'w': 1080, 'h': 2340, 'tn_w': 57, 'tn_h': 125, 'tim': 1670759900926355, 'time': 1670759900, 'md5': 'Y926eMXN2zYJ07+AqEI2zA==', 'fsize': 302265, 'resto': 71350941}]",1670759900,0.0,0.0,,
48,71351389,,,12/11/22(Sun)06:33:52,Anonymous,,"Teen love is a scam,<br>Nothing of value was lost",1670671810728867,.jpg,896,896,250,250,1670758432623028,1670758432,4yhgsz7uRf+4d28F5WMATg==,482390,0,,teen-love-is-a-scam,0,17,4,"[{'no': 71351536, 'now': '12/11/22(Sun)06:54:16', 'name': 'Anonymous', 'com': '<a href=""#p71351513"" class=""quotelink"">&gt;&gt;71351513</a><br>This guy is mentally deranged bros, dont bother replying. Hes like one of those tripfag namefags with huge egos and nothing to back it up with. Move on to the next thread.', 'time': 1670759656, 'resto': 71351389}, {'no': 71351545, 'now': '12/11/22(Sun)06:55:20', 'name': 'Anonymous', 'com': '<a href=""#p71351389"" class=""quotelink"">&gt;&gt;71351389</a><br>love in general is a scam. My dad was abused by my mother when I was growing up and he died a miserable death of cancer when I was 20. <br><br>Throughout my entire life I&#039;ve only ever looked at women as walking leaving breathing problems that you shouldn&#039;t involve yourself with.', 'time': 1670759720, 'resto': 71351389}, {'no': 71351546, 'now': '12/11/22(Sun)06:55:22', 'name': 'Anonymous', 'com': '<a href=""#p71351513"" class=""quotelink"">&gt;&gt;71351513</a><br>I didn&#039;t fight to get respect (social construct value) or some admiration and validation from normies. I fought to defend myself.', 'time': 1670759722, 'resto': 71351389}, {'no': 71351547, 'now': '12/11/22(Sun)06:55:28', 'name': 'Sage', 'com': '<a href=""#p71351513"" class=""quotelink"">&gt;&gt;71351513</a><br>This is a larp<br><br>Sage this thread', 'time': 1670759728, 'resto': 71351389}, {'no': 71351553, 'now': '12/11/22(Sun)06:56:24', 'name': 'Anonymous', 'com': '<a href=""#p71351389"" class=""quotelink"">&gt;&gt;71351389</a><br>Most teenagers do not have the brain or the humility to respect and properly appreciate love.', 'time': 1670759784, 'resto': 71351389}]",1670759784,0.0,0.0,12.0,4.0
49,71351352,,,12/11/22(Sun)06:28:32,Anonymous,,Why dont you just get a rich japanese plus size influencer gf?,peachjohn_15,.jpg,750,1125,166,250,1670758112435870,1670758112,AjXx4bMIsYp406nVzaVCtQ==,139145,0,,why-dont-you-just-get-a-rich-japanese-plus-size,0,3,2,"[{'no': 71351366, 'now': '12/11/22(Sun)06:30:03', 'name': 'Anonymous', 'com': 'damn, she&#039;s morbidly obese', 'time': 1670758203, 'resto': 71351352}, {'no': 71351447, 'now': '12/11/22(Sun)06:43:34', 'name': 'Anonymous', 'com': '<a href=""#p71351366"" class=""quotelink"">&gt;&gt;71351366</a><br>Imagine feeding her', 'filename': 'sub4', 'ext': '.jpg', 'w': 400, 'h': 361, 'tn_w': 125, 'tn_h': 112, 'tim': 1670759014572227, 'time': 1670759014, 'md5': 'MQ6g9+5ltIIut4DWPG23ww==', 'fsize': 52218, 'resto': 71351352}, {'no': 71351544, 'now': '12/11/22(Sun)06:55:11', 'name': 'Anonymous', 'com': '<a href=""#p71351352"" class=""quotelink"">&gt;&gt;71351352</a><br>i&#039;d rather a rich Japanese over-the-hill 40 year old woman that focused on her career instead of looking for a partner and now has regrets.', 'filename': '1649642006438', 'ext': '.webm', 'w': 600, 'h': 390, 'tn_w': 125, 'tn_h': 81, 'tim': 1670759711774110, 'time': 1670759711, 'md5': 'i1b8V1W8NHs9YECMz/Ktug==', 'fsize': 3013601, 'resto': 71351352}]",1670759711,0.0,0.0,,
50,71351514,,,12/11/22(Sun)06:52:26,Anonymous,,"Why are beard growth patterns SO varied? this guy has hardly any chin hair or mustache, yet has plenty of cheek hair. How does this happen?",Harvey,.jpg,615,615,250,250,1670759546633254,1670759546,tJozMeJ9kUie0oIV1NLHqQ==,41939,0,,why-are-beard-growth-patterns-so-varied-this-guy,0,1,0,"[{'no': 71351537, 'now': '12/11/22(Sun)06:54:23', 'name': 'Anonymous', 'com': 'i think it only looks like he has good cheek growth because its quite hard to pinpoint where his chin actually is', 'time': 1670759663, 'resto': 71351514}]",1670759663,0.0,0.0,,
51,71351511,,,12/11/22(Sun)06:52:06,Anonymous,,"<span class=""quote"">&gt;its another momcest thread</span><br>are these threads state funded to pavlov some sexless retard into raping their mother or is it just one dedicated sexless coomer",EBC55EFD-80B3-4887-B844-F77C78DBE2CB,.jpg,600,585,250,243,1670759526736900,1670759526,nqPhukKkzbciaCZo2h2zaQ==,31711,0,,its-another-momcest-thread,0,1,0,"[{'no': 71351535, 'now': '12/11/22(Sun)06:54:13', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;PSYOP IM BEING PSYOPD HELP ME</span><br>There are 8,000,000,000 human beings on this planet It only takes 5 or so regular to sustain a general on this website.', 'time': 1670759653, 'resto': 71351511}]",1670759653,0.0,0.0,,
52,71351533,,,12/11/22(Sun)06:54:03,Anonymous,You got this!,Keep moving forward Anon. You&#039;ll get to a better place if you keep moving. Don&#039;t stop!,Screenshot_20220608-224122,.png,2400,1080,250,112,1670759643995772,1670759643,9Bh4Pcj25156Pkt0QFzpjg==,961850,0,,you-got-this,0,0,0,,1670759643,0.0,0.0,,
53,71351377,,,12/11/22(Sun)06:31:59,Anonymous,,"Cute plants, meat, and dairy raised by the soil of the land of cute boys, gathered in one pot over a warm fire.<br>The bubbles inside the pot will play a sweet symphony as boys eagerly wait for their creation, with a lovely smell that crosses horizons.",3dsa,.jpg,2757,1767,250,160,1670758319612879,1670758319,NmdaorKxMQn6hnGxNVMpIA==,1422855,0,,cute-plants-meat-and-dairy-raised-by-the-soil-of,0,6,2,"[{'no': 71351459, 'now': '12/11/22(Sun)06:44:50', 'name': 'Anonymous', 'com': '<a href=""#p71351377"" class=""quotelink"">&gt;&gt;71351377</a><br>For me:<br>https://youtu.be/rK6CxofMtms', 'filename': 'beck_-_koyuki_on_guitars', 'ext': '.jpg', 'w': 1024, 'h': 768, 'tn_w': 125, 'tn_h': 93, 'tim': 1670759090844521, 'time': 1670759090, 'md5': 'O1iuRhfF1ouvevLUPeOyCg==', 'fsize': 81392, 'resto': 71351377}, {'no': 71351465, 'now': '12/11/22(Sun)06:45:46', 'name': 'Anonymous', 'com': 'WHAT A FOOL', 'time': 1670759146, 'resto': 71351377}, {'no': 71351466, 'now': '12/11/22(Sun)06:46:17', 'name': 'Anonymous', 'com': 'I DON&#039;T KNOW ABOUT TOMORROW', 'time': 1670759177, 'resto': 71351377}, {'no': 71351475, 'now': '12/11/22(Sun)06:47:15', 'name': 'Anonymous', 'com': 'what its like to be<br>ah~', 'filename': 'maxresdefault-1608844836', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670759235674279, 'time': 1670759235, 'md5': 'HT+Eak+ZuJUSZAYNICKelA==', 'fsize': 60767, 'resto': 71351377}, {'no': 71351525, 'now': '12/11/22(Sun)06:53:07', 'name': 'Anonymous', 'com': '<a href=""#p71351377"" class=""quotelink"">&gt;&gt;71351377</a><br>What beautiful artwork, thank you for sharing.', 'time': 1670759587, 'resto': 71351377}]",1670759587,0.0,0.0,1.0,0.0
54,71350479,,,12/11/22(Sun)04:02:34,Anonymous,,"I figured it out how to be happy. Just stop caring. Give up. Do you really think that if you work hard enough, that you can have a group of friends, have women like you, and be able to go on and have normal human experiences? Not happening. Not for people like us. Just let it go.",1663457353498157,.jpg,1920,1540,250,200,1670749354407983,1670749354,A7VmKHVFooCJ0YAxgiX99g==,219074,0,,i-figured-it-out-how-to-be-happy-just-stop-caring,0,10,2,"[{'no': 71351334, 'now': '12/11/22(Sun)06:26:30', 'name': 'Anonymous', 'com': '<a href=""#p71350479"" class=""quotelink"">&gt;&gt;71350479</a><br>This worked for me, but i also acknowledge that i&#039;m weird as fuck, theres no shot for this to work for people that actually require human interaction.', 'time': 1670757990, 'resto': 71350479}, {'no': 71351372, 'now': '12/11/22(Sun)06:31:00', 'name': 'Anonymous', 'com': '<a href=""#p71351083"" class=""quotelink"">&gt;&gt;71351083</a><br>I gave up when I was 19 and I&#039;m 24 now. I wouldn&#039;t say I&#039;m especially happy but aside from acceptance there is another realization to be had: there is no reason to persue happiness.', 'time': 1670758260, 'resto': 71350479}, {'no': 71351388, 'now': '12/11/22(Sun)06:33:46', 'name': 'Anonymous', 'com': '<a href=""#p71350479"" class=""quotelink"">&gt;&gt;71350479</a><br><span class=""quote"">&gt;Just stop caring</span><br>I agree but the caring has to be a specific caring.<br><br>The caring you have to let go of is the one of expectations. Maybe when you were young your parents wanted you to become something or you fantasized about this or that. You might spend your entire fucking life chasing those expectations and they just don&#039;t fit into who you are on a fundamental level.<br><br>We (in the west) like to promote this notion that any retard pulled off the street could become a world class athlete, a published author, or an inventor if they just show some gumption and hustle. It&#039;s simply not true at all. When you accept that and compromise with yourself and set a realistic route for happiness, you&#039;ll be 1000x happier than if you chase the &quot;dream&quot; for another 20 years.<br><br>Unreachable, unrealistic expectations cause frustration, doubt, and self-pity. Let them all go, the sooner the better.', 'filename': 'BMMS15237biil41', 'ext': '.jpg', 'w': 2712, 'h': 2840, 'tn_w': 119, 'tn_h': 124, 'tim': 1670758426917102, 'time': 1670758426, 'md5': '6iK4u5x7FB6VmmLFVtLRgA==', 'fsize': 2591121, 'resto': 71350479}, {'no': 71351392, 'now': '12/11/22(Sun)06:34:40', 'name': 'Anonymous', 'com': 'If you really stopped caring you would have friends (low functioning autistics), a gf (300 pounds), and normal experiences (being the only person over 20 at the arcade). You care way too much', 'time': 1670758480, 'resto': 71350479}, {'no': 71351519, 'now': '12/11/22(Sun)06:52:39', 'name': 'Anonymous', 'com': '<a href=""#p71351392"" class=""quotelink"">&gt;&gt;71351392</a><br>I have friends, im too ugly for obese chics and i dont care about going to the arcade', 'time': 1670759559, 'resto': 71350479}]",1670759559,0.0,0.0,5.0,1.0
55,71351515,,,12/11/22(Sun)06:52:27,Anonymous,,"I&#039;m sorry, I regret to inform you the abortion has failed. The child is simply too powerful.",2213994,.jpg,700,454,250,162,1670759547515055,1670759547,WRUDvlyPJloOaK07e+d98g==,26194,0,,im-sorry-i-regret-to-inform-you-the-abortion-has,0,0,0,,1670759547,0.0,0.0,,
56,71351473,,,12/11/22(Sun)06:47:11,Anonymous,,imagine living in a place where you cant smoke a plant. <br><br>you do not have any real freedom but too stupid to realize.,279DBA26-AF56-41F3-B28C-4EC8F8F79EE4,.jpg,3000,1687,250,140,1670759231491068,1670759231,yyIJgzSiaog1yCtQ63niZA==,182876,0,,imagine-living-in-a-place-where-you-cant-smoke-a,0,2,0,"[{'no': 71351490, 'now': '12/11/22(Sun)06:49:31', 'name': 'Anonymous', 'com': 'Why do potheads have no understanding of politics?', 'time': 1670759371, 'resto': 71351473}, {'no': 71351510, 'now': '12/11/22(Sun)06:52:06', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;imagine</span><br>dont have to nigga', 'time': 1670759526, 'resto': 71351473}]",1670759526,0.0,0.0,,
57,71351243,,,12/11/22(Sun)06:11:24,Anonymous,Ewhores and schizos anons,"New server, active &amp; filled with schzos &amp; egirls!<br><br>We have freedom of speech!!!<br>No pedos &amp; only 18+<br><br>Join today!<br>gg/VvznndDYwt",628747437828383,.jpg,616,421,250,170,1670757084880768,1670757084,yVhh1cDujcI5l8pmFSX01A==,61291,0,,ewhores-and-schizos-anons,0,1,0,"[{'no': 71351508, 'now': '12/11/22(Sun)06:51:48', 'name': 'Anonymous', 'com': '<a href=""#p71351243"" class=""quotelink"">&gt;&gt;71351243</a><br>Ugh~~ Yes, fed-kun... I will join your server. Please pound all the data out of me until I can&#039;t take it anymore~', 'time': 1670759508, 'resto': 71351243}]",1670759508,0.0,0.0,,
58,71351331,,,12/11/22(Sun)06:26:16,Anonymous,im going on a date with my best friend,im finally going on a date with my best friend that i met over a year ago at our university.<br><br>she finally broke up with her bf and she acceptee to go on a date with me in january.<br><br>for the first time in my life i feel happy<br><br>she told me how sad she was that noone ever gifted her flowers - was that a hint? should i bring flowers to the first date or is that too much? she already knows that i love her anyways,46E40D8C-9E12-481C-91C7-44DFFD145B07,.png,775,653,250,210,1670757976812032,1670757976,Z2cQnAQfXFYIxg/aForlyA==,237443,0,,im-going-on-a-date-with-my-best-friend,0,4,1,"[{'no': 71351350, 'now': '12/11/22(Sun)06:28:12', 'name': 'Anonymous', 'com': '<a href=""#p71351331"" class=""quotelink"">&gt;&gt;71351331</a><br>Yeah do it. If she acts weird about it (she won&#039;t) just remind her that she told you that.<br><br>God speed Anon.', 'time': 1670758092, 'resto': 71351331}, {'no': 71351361, 'now': '12/11/22(Sun)06:29:04', 'name': 'Anonymous', 'com': 'do what your heart desires anon', 'time': 1670758144, 'resto': 71351331}, {'no': 71351503, 'now': '12/11/22(Sun)06:51:10', 'name': 'Anonymous', 'com': '<a href=""#p71351331"" class=""quotelink"">&gt;&gt;71351331</a><br><span class=""quote"">&gt;best friend</span><br><span class=""quote"">&gt;over a year ago</span><br><span class=""quote"">&gt;finally broke up with her bf</span><br><span class=""quote"">&gt;acceptee to go on a date</span><br><span class=""quote"">&gt;12/11/22(Sun)14:26:16</span><br><span class=""quote"">&gt;january</span><br><span class=""quote"">&gt;she told me how sad she was that noone ever gifted her flowers - was that a hint?</span><br><span class=""quote"">&gt;i love her anyways</span>', 'filename': 'FMYkMzoXwAwPaa_', 'ext': '.jpg', 'w': 555, 'h': 488, 'tn_w': 125, 'tn_h': 109, 'tim': 1670759470540732, 'time': 1670759470, 'md5': 'ivbAnSp4dsVUQW0x2D/hCA==', 'fsize': 52968, 'resto': 71351331}, {'no': 71351506, 'now': '12/11/22(Sun)06:51:36', 'name': 'Anonymous', 'com': '<a href=""#p71351331"" class=""quotelink"">&gt;&gt;71351331</a><br><span class=""quote"">&gt;should i bring flowers to the first date or is that too much? she already knows that i love her anyways</span><br>i would do it because its proof you remember small things she mentions etc. but im a khhv male so idk how women view that, maybe she could see it as an ick or creepy', 'time': 1670759496, 'resto': 71351331}]",1670759496,0.0,0.0,,
59,71347240,,,12/10/22(Sat)22:11:08,Anonymous,,what do you want to learn to do?,steel 1945,.jpg,753,576,250,191,1670728268495214,1670728268,f/AExVLyDC/5E0aapZHY1A==,71898,0,,what-do-you-want-to-learn-to-do,0,12,1,"[{'no': 71350054, 'now': '12/11/22(Sun)03:08:11', 'name': 'Anonymous', 'com': '<a href=""#p71348848"" class=""quotelink"">&gt;&gt;71348848</a><br><a href=""#p71348869"" class=""quotelink"">&gt;&gt;71348869</a><br><a href=""#p71347260"" class=""quotelink"">&gt;&gt;71347260</a><br><a href=""#p71347599"" class=""quotelink"">&gt;&gt;71347599</a><br><span class=""quote"">&gt;everything</span><br><span class=""quote"">&gt;everything</span><br><span class=""quote"">&gt;everything</span><br><span class=""quote"">&gt;everything</span><br>am i seeing a pattern', 'time': 1670746091, 'resto': 71347240}, {'no': 71350112, 'now': '12/11/22(Sun)03:15:42', 'name': 'Anonymous', 'com': '<a href=""#p71347240"" class=""quotelink"">&gt;&gt;71347240</a><br>I want to learn how to create a stable pocket dimension that I can enter and leave at any time, so I always have somewhere to go.', 'time': 1670746542, 'resto': 71347240}, {'no': 71350127, 'now': '12/11/22(Sun)03:17:21', 'name': 'Anonymous', 'com': '<a href=""#p71347240"" class=""quotelink"">&gt;&gt;71347240</a><br>I would like to learn my own will more than anything I would happily die in a damp cave if it meant for even a second I had operated well', 'time': 1670746641, 'resto': 71347240}, {'no': 71350415, 'now': '12/11/22(Sun)03:53:45', 'name': 'Anonymous', 'com': 'How to disappear completely original', 'time': 1670748825, 'resto': 71347240}, {'no': 71351497, 'now': '12/11/22(Sun)06:50:02', 'name': 'King Pepeus II', 'com': '<a href=""#p71347240"" class=""quotelink"">&gt;&gt;71347240</a><br>How to make you eat all those rocks. Oh wait, I am the king...', 'filename': 'king pepeus 2', 'ext': '.jpg', 'w': 194, 'h': 259, 'tn_w': 93, 'tn_h': 125, 'tim': 1670759402943294, 'time': 1670759402, 'md5': 'sPnPJI0foJ+KTxhkEfshvQ==', 'fsize': 8487, 'resto': 71347240, 'trip': '!!tNMevDlywUJ'}]",1670759402,0.0,0.0,7.0,0.0
60,71345255,,,12/10/22(Sat)19:26:42,Anonymous,/r9gay/ - #1921,"Snowy Owl edition<br>Thread theme:https://youtu.be/j7f0WP30HUk<br>last time:<a href=""/r9k/thread/71317019#p71317019"" class=""quotelink"">&gt;&gt;71317019</a>",snowy-owl-hovering--bird-in-flight-1253654256-596c94bbcdba44db832d336a675ed84b,.jpg,1500,1000,250,166,1670718402288662,1670718402,BcvZ8iz7zPismS3nKILTdA==,68136,0,,r9gay-1921,0,265,30,"[{'no': 71350975, 'now': '12/11/22(Sun)05:23:00', 'name': 'Anonymous', 'com': '<a href=""#p71350914"" class=""quotelink"">&gt;&gt;71350914</a><br>damn i just realized I can&#039;t change my name twice in whatever amount of times<br><br>I was gonna make it I_Nate_Higgers123 but Alas i cannot :(((', 'time': 1670754180, 'resto': 71345255}, {'no': 71351033, 'now': '12/11/22(Sun)05:35:40', 'name': 'Anonymous', 'com': '<a href=""#p71350975"" class=""quotelink"">&gt;&gt;71350975</a><br>mf will enter discord servers from 4chan and say &quot;nigger&quot; thinking they are trolling someone', 'time': 1670754940, 'resto': 71345255}, {'no': 71351036, 'now': '12/11/22(Sun)05:36:52', 'name': 'Anonymous', 'com': '<a href=""#p71351033"" class=""quotelink"">&gt;&gt;71351033</a><br>I was bored man. I&#039;m not gonna go through your #vetting channel. So i did what came natural to me and said I hate niggers and then left.', 'time': 1670755012, 'resto': 71345255}, {'no': 71351189, 'now': '12/11/22(Sun)06:03:20', 'name': 'Anonymous', 'com': 'My sleep schedule is about to get fucked again :^(', 'time': 1670756600, 'resto': 71345255}, {'no': 71351492, 'now': '12/11/22(Sun)06:49:39', 'name': 'Anonymous', 'com': '<a href=""#p71351189"" class=""quotelink"">&gt;&gt;71351189</a><br>turn that frown upside down anon', 'time': 1670759379, 'resto': 71345255}]",1670759379,0.0,0.0,260.0,30.0
