,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,custom_spoiler,replies,images,last_replies,last_modified,omitted_posts,omitted_images,sub,since4pass
32,10496365,12/03/22(Sat)09:02:28,crudehumour223@gmail.com,THIS IS INSANE THIS IS STRAIGHT UP INSANE HOW IS THIS POSSIBLE? HUMANS ARE BIOLOGICALLY INCAPABLE OF DOING THIS AAAAAAAAAAASA HOW HOW HOW IS THIS POSSIBLE JESUS CHRIST I&#039;D DIE IF I WERE DOING THAT<br>https://youtu.be/40F8mALRukA (KDLT-TV 1999ft tower being climbed) [18:49],duel,.jpg,533,215,250,100,1670076148500544,1670076148,sAtsF5oF+UpD14+x6J4BYQ==,73741,0,0,0,this-is-insane-this-is-straight-up-insane-how-is,6,34,2,"[{'no': 10505858, 'now': '12/09/22(Fri)05:07:10', 'name': 'Anonymous', 'com': 'how', 'time': 1670580430, 'resto': 10496365}, {'no': 10506794, 'now': '12/09/22(Fri)18:11:23', 'name': 'Anonymous', 'com': 'how', 'time': 1670627483, 'resto': 10496365}, {'no': 10506803, 'now': '12/09/22(Fri)18:13:54', 'name': 'Anonymous', 'com': 'i figured it out', 'time': 1670627634, 'resto': 10496365}, {'no': 10506861, 'now': '12/09/22(Fri)18:43:41', 'name': 'Anonymous', 'com': '<a href=""#p10506803"" class=""quotelink"">&gt;&gt;10506803</a><br>explain', 'time': 1670629421, 'resto': 10496365}, {'no': 10506996, 'now': '12/09/22(Fri)20:07:53', 'name': 'Anonymous', 'com': '<a href=""#p10506861"" class=""quotelink"">&gt;&gt;10506861</a><br><span class=""quote"">&gt;explain</span><br>explain', 'time': 1670634473, 'resto': 10496365}]",1670634473,29.0,2.0,,
33,10500109,12/05/22(Mon)13:14:51,crudehumour223@gmail.com,i love cofffee so much. how do you like to drink coffee I hope you ass milk and sugar please,echoes,.jpg,1024,1536,166,250,1670264091532488,1670264091,iG0HESbwHsBgGcA5lUdWzA==,173257,0,0,0,i-love-cofffee-so-much-how-do-you-like-to-drink,6,56,4,"[{'no': 10506802, 'now': '12/09/22(Fri)18:13:52', 'name': 'Anonymous', 'com': 'long ago just like the hearse you die to get in again', 'time': 1670627632, 'resto': 10500109}, {'no': 10506844, 'now': '12/09/22(Fri)18:38:19', 'name': 'Anonymous', 'com': 'conquering the worm', 'time': 1670629099, 'resto': 10500109}, {'no': 10506854, 'now': '12/09/22(Fri)18:42:23', 'name': 'Anonymous', 'com': '<a href=""#p10506844"" class=""quotelink"">&gt;&gt;10506844</a><br>wut', 'time': 1670629343, 'resto': 10500109}, {'no': 10506863, 'now': '12/09/22(Fri)18:43:52', 'name': 'Anonymous', 'com': 'they came to snuff the rooster', 'time': 1670629432, 'resto': 10500109}, {'no': 10506993, 'now': '12/09/22(Fri)20:06:46', 'name': 'Anonymous', 'com': '<a href=""#p10506863"" class=""quotelink"">&gt;&gt;10506863</a><br>sniff', 'time': 1670634406, 'resto': 10500109}]",1670634406,51.0,4.0,,
34,10499984,12/05/22(Mon)12:17:49,Yuji Sakai,Fiat yosho is collapsing into hyperinflation <br><br>Embrace our new gold-backed yosho meme standard,gold yosho,.png,811,540,250,166,1670260669575958,1670260669,6pMq/TWWESjKg8hqowx4Pw==,517150,0,0,0,fiat-yosho-is-collapsing-into-hyperinflation,6,39,11,"[{'no': 10505734, 'now': '12/09/22(Fri)02:22:58', 'name': 'Anonymous', 'com': '<span class=""fortune"" style=""color:#7fec11""><br><br><b>Your fortune: Bad Luck</b></span>', 'time': 1670570578, 'resto': 10499984}, {'no': 10505872, 'now': '12/09/22(Fri)05:26:20', 'name': 'crudehumour223@gmail.com', 'com': '<a href=""#p10504912"" class=""quotelink"">&gt;&gt;10504912</a><br>hey yuji new day fresh cup of coffee huh', 'time': 1670581580, 'resto': 10499984}, {'no': 10506104, 'now': '12/09/22(Fri)10:40:14', 'name': 'Yuji Sakai', 'com': '<a href=""#p10505872"" class=""quotelink"">&gt;&gt;10505872</a><br>I am still listening to miku hatsune even though it&#039;s friday', 'time': 1670600414, 'resto': 10499984}, {'no': 10506115, 'now': '12/09/22(Fri)10:47:59', 'name': 'crudehumour223@gmail.com', 'com': '<a href=""#p10506104"" class=""quotelink"">&gt;&gt;10506104</a><br>yeah it&#039;s Friday keep on listening toahe kitsune', 'time': 1670600879, 'resto': 10499984}, {'no': 10506990, 'now': '12/09/22(Fri)20:05:36', 'name': 'Anonymous', 'com': 'flat yosho', 'time': 1670634336, 'resto': 10499984}]",1670634336,34.0,11.0,,
35,10505398,12/08/22(Thu)21:50:54,Jack Ass,&quot;Bolshie Roger&quot;<br><br>Discuss.,BolshieRoger,.jpg,550,550,250,250,1670554254629119,1670554254,uK2+7YkoXfJMkUHyxePJfw==,24145,0,0,0,guardians-of-the-gulagsy,6,11,2,"[{'no': 10506266, 'now': '12/09/22(Fri)13:07:37', 'name': 'Anonymous', 'com': '<a href=""#p10506255"" class=""quotelink"">&gt;&gt;10506255</a><br>he didn&#039;t lol<span class=""fortune"" style=""color:#bac200""><br><br><b>Your fortune: Average Luck</b></span>', 'time': 1670609257, 'resto': 10505398}, {'no': 10506268, 'now': '12/09/22(Fri)13:09:21', 'name': 'Anonymous', 'com': '<a href=""#p10506077"" class=""quotelink"">&gt;&gt;10506077</a><br><a href=""#p10506255"" class=""quotelink"">&gt;&gt;10506255</a><br><a href=""#p10506266"" class=""quotelink"">&gt;&gt;10506266</a><br>two same numbers!', 'time': 1670609361, 'resto': 10505398}, {'no': 10506822, 'now': '12/09/22(Fri)18:22:49', 'name': 'Anonymous', 'com': '<a href=""#p10506195"" class=""quotelink"">&gt;&gt;10506195</a><br>Communities can be achieved without giving away your right to establish your own business to the government for cheap handouts.', 'time': 1670628169, 'resto': 10505398}, {'no': 10506843, 'now': '12/09/22(Fri)18:38:06', 'name': 'Anonymous', 'com': '<a href=""#p10506822"" class=""quotelink"">&gt;&gt;10506822</a><br>Communists aren&#039;t governments, but some political parties do take the name. But like the Democrats, they don&#039;t actually stand for communism. <br>And business is fine as long as it&#039;s not about pretending money is wealth and the accumulation of more of it makes you better than your neighbor.<br>Direct democracy can only give us more right, or more solid rights. If you don&#039;t want to call all this &quot;communism&quot; that&#039;s okay', 'time': 1670629086, 'resto': 10505398}, {'no': 10506985, 'now': '12/09/22(Fri)20:03:58', 'name': 'Anonymous', 'com': '<a href=""#p10506077"" class=""quotelink"">&gt;&gt;10506077</a><br>please do not disgrace the DPR flag with your communist schizoposting', 'time': 1670634238, 'resto': 10505398}]",1670634238,6.0,2.0,Guardians of the Gulagsy,
36,10506921,12/09/22(Fri)19:16:35,Anonymous,Butte,1668161836005866,.jpg,623,736,211,250,1670631395934504,1670631395,kk/vTePyKFVOcSJoz43uLA==,33710,0,0,0,butte,6,5,1,"[{'no': 10506937, 'now': '12/09/22(Fri)19:25:07', 'name': 'Anonymous', 'com': 'holy shite', 'time': 1670631907, 'resto': 10506921}, {'no': 10506938, 'now': '12/09/22(Fri)19:25:54', 'name': 'Anonymous', 'com': '<a href=""#p10506921"" class=""quotelink"">&gt;&gt;10506921</a><br>clearly that is and elbowe', 'time': 1670631954, 'resto': 10506921}, {'no': 10506954, 'now': '12/09/22(Fri)19:44:38', 'name': 'Anonymous', 'com': '<a href=""#p10506921"" class=""quotelink"">&gt;&gt;10506921</a><br>that city is always the butte of jokes', 'time': 1670633078, 'resto': 10506921}, {'no': 10506982, 'now': '12/09/22(Fri)20:02:19', 'name': '( ͡◉ ͜ʖ ͡◉)~(ง ͡ʘ ͜ʖ ͡ʘ)ง', 'com': '<a href=""#p10506921"" class=""quotelink"">&gt;&gt;10506921</a><br>Yea but what&#039;s that white thing?', 'filename': '1665868450010339', 'ext': '.jpg', 'w': 460, 'h': 672, 'tn_w': 85, 'tn_h': 125, 'tim': 1670634139093751, 'time': 1670634139, 'md5': 'GeQt6ki3C809g5QHsOq13Q==', 'fsize': 66687, 'resto': 10506921}, {'no': 10506983, 'now': '12/09/22(Fri)20:03:19', 'name': 'Anonymous', 'com': '<a href=""#p10506982"" class=""quotelink"">&gt;&gt;10506982</a><br>So you see it too, huh? Well, at least I&#039;m not crazy...<br><br>That&#039;s a ghost.', 'time': 1670634199, 'resto': 10506921}]",1670634199,,,Butte,
37,10506014,12/09/22(Fri)09:04:34,Anonymous,god is alone<br>hardware defective,1660217607845809,.gif,750,293,250,97,1670594674964766,1670594674,GenCWWCKEnCftKCGuBpA/Q==,71675,0,0,0,god-is-alone,6,5,3,"[{'no': 10506018, 'now': '12/09/22(Fri)09:08:45', 'name': 'Anonymous', 'com': 'yam yams', 'time': 1670594925, 'resto': 10506014}, {'no': 10506956, 'now': '12/09/22(Fri)19:45:39', 'name': 'Anonymous', 'com': '<a href=""#p10506014"" class=""quotelink"">&gt;&gt;10506014</a><br>i have met god<br>he was boring', 'time': 1670633139, 'resto': 10506014}, {'no': 10506959, 'now': '12/09/22(Fri)19:46:15', 'name': 'Anonymous', 'com': '<a href=""#p10506014"" class=""quotelink"">&gt;&gt;10506014</a><br>this is nice board<span class=""fortune"" style=""color:#d302a7""><br><br><b>Your fortune: Godly Luck</b></span>', 'filename': '1ab', 'ext': '.jpg', 'w': 319, 'h': 310, 'tn_w': 125, 'tn_h': 121, 'tim': 1670633175931828, 'time': 1670633175, 'md5': '1EOPhe+nN4zedQrqtlyj6w==', 'fsize': 44250, 'resto': 10506014}, {'no': 10506964, 'now': '12/09/22(Fri)19:49:14', 'name': 'Garlic Salt', 'com': 'next poem:', 'filename': 'istockphoto-534824219-1024x1024', 'ext': '.jpg', 'w': 817, 'h': 1024, 'tn_w': 99, 'tn_h': 125, 'tim': 1670633354113364, 'time': 1670633354, 'md5': 'WTCSeNZ01h6sGKMB7KKqGQ==', 'fsize': 196479, 'resto': 10506014}, {'no': 10506979, 'now': '12/09/22(Fri)20:00:48', 'name': 'Anonymous', 'com': '<a href=""#p10506014"" class=""quotelink"">&gt;&gt;10506014</a><br>Giddyup! dum hores &gt;:)', 'filename': '1618015359709', 'ext': '.png', 'w': 354, 'h': 461, 'tn_w': 95, 'tn_h': 125, 'tim': 1670634048688963, 'time': 1670634048, 'md5': '6QKWXI10BsDmU9EDPJJObQ==', 'fsize': 82272, 'resto': 10506014}]",1670634048,,,,
38,10506944,12/09/22(Fri)19:30:32,Anonymous,hey,hey,.png,350,435,201,249,1670632232352250,1670632232,8plxsaS5Uqmzkon+hi57Fw==,49817,0,0,0,hey,6,4,1,"[{'no': 10506945, 'now': '12/09/22(Fri)19:31:58', 'name': 'Anonymous', 'com': '<a href=""#p10506944"" class=""quotelink"">&gt;&gt;10506944</a><br>hey', 'filename': 'hey_ass', 'ext': '.jpg', 'w': 500, 'h': 358, 'tn_w': 125, 'tn_h': 89, 'tim': 1670632318689428, 'time': 1670632318, 'md5': '3RQksrlDxAmluNNQ5ullOQ==', 'fsize': 20331, 'resto': 10506944}, {'no': 10506946, 'now': '12/09/22(Fri)19:34:23', 'name': 'Anonymous', 'com': '<a href=""#p10506945"" class=""quotelink"">&gt;&gt;10506945</a><br>at least gomeones having a good time', 'time': 1670632463, 'resto': 10506944}, {'no': 10506949, 'now': '12/09/22(Fri)19:37:32', 'name': 'Anonymous', 'com': '<a href=""#p10506945"" class=""quotelink"">&gt;&gt;10506945</a><br>lol im sending this to my dad', 'time': 1670632652, 'resto': 10506944}, {'no': 10506976, 'now': '12/09/22(Fri)19:58:53', 'name': 'Anonymous', 'com': '<a href=""#p10506944"" class=""quotelink"">&gt;&gt;10506944</a><br>DUBSIE', 'time': 1670633933, 'resto': 10506944}]",1670633933,,,,
39,10506853,12/09/22(Fri)18:42:19,Anonymous,Computers have gotten so fucked up. I used to love them. Truth is they were never great and they have gotten so shit it’s amazing people still use them. Okay time to go to my programming class…,DC380CAF-F8F1-4D13-A1AF-E323E902325B,.jpg,540,866,155,249,1670629339113856,1670629339,pnP90ouQXoxYrGBHCOap7A==,82256,0,0,0,computers-have-gotten-so-fucked-up-i-used-to-love,6,5,3,"[{'no': 10506877, 'now': '12/09/22(Fri)18:48:28', 'name': 'Anonymous', 'com': 'Time enjoyed is never a waste', 'filename': '^__^', 'ext': '.jpg', 'w': 849, 'h': 1200, 'tn_w': 88, 'tn_h': 125, 'tim': 1670629708963220, 'time': 1670629708, 'md5': 'KJNxY4r0P6rIB1b6Jwxx8Q==', 'fsize': 139300, 'resto': 10506853}, {'no': 10506885, 'now': '12/09/22(Fri)18:53:38', 'name': 'Garlic Salt', 'com': '<a href=""#p10506877"" class=""quotelink"">&gt;&gt;10506877</a><br><span class=""quote"">&gt;that pic</span><br>What has AI done?', 'filename': 'vintage-pipe-smoking-gentleman-illustration-33114501', 'ext': '.jpg', 'w': 1273, 'h': 1300, 'tn_w': 122, 'tn_h': 125, 'tim': 1670630018021656, 'time': 1670630018, 'md5': 'Qyu94DIIYJx5kjX3nZIXow==', 'fsize': 152241, 'resto': 10506853}, {'no': 10506955, 'now': '12/09/22(Fri)19:45:21', 'name': 'Anonymous', 'com': '<a href=""#p10506877"" class=""quotelink"">&gt;&gt;10506877</a><br>I would love to smash her face', 'time': 1670633121, 'resto': 10506853}, {'no': 10506973, 'now': '12/09/22(Fri)19:56:07', 'name': 'Anonymous', 'com': '<a href=""#p10506955"" class=""quotelink"">&gt;&gt;10506955</a><br>Would love to smash your face and take those dubs', 'filename': '83de281b640dbf4ed46b986a2c6b4af9', 'ext': '.jpg', 'w': 720, 'h': 480, 'tn_w': 125, 'tn_h': 83, 'tim': 1670633767340277, 'time': 1670633767, 'md5': 'fj7jj/MIW6bQMtRJhwbheg==', 'fsize': 24861, 'resto': 10506853}, {'no': 10506975, 'now': '12/09/22(Fri)19:56:50', 'name': 'Anonymous', 'com': '<a href=""#p10506973"" class=""quotelink"">&gt;&gt;10506973</a><br>homer', 'time': 1670633810, 'resto': 10506853}]",1670633810,,,,
40,10505680,12/09/22(Fri)01:50:37,Anonymous,porn is killing esforce and it needs to be a comfy blue board,1670058725297957,.png,633,640,247,250,1670568637431910,1670568637,WuaHvRJVgubrl1sqjVqt/A==,21829,0,0,0,porn-is-killing-esforce-and-it-needs-to-be-a,6,22,6,"[{'no': 10506922, 'now': '12/09/22(Fri)19:18:17', 'name': 'The Great Coomer', 'com': 'Porn', 'filename': 'cc17259', 'ext': '.jpg', 'w': 1254, 'h': 1771, 'tn_w': 88, 'tn_h': 125, 'tim': 1670631497442805, 'time': 1670631497, 'md5': 'dpleyqJCWO5jdGf60EiMAA==', 'fsize': 144389, 'resto': 10505680}, {'no': 10506924, 'now': '12/09/22(Fri)19:19:27', 'name': 'Anonymous', 'com': '<a href=""#p10506922"" class=""quotelink"">&gt;&gt;10506922</a><br>two same numbers!', 'time': 1670631567, 'resto': 10505680}, {'no': 10506925, 'now': '12/09/22(Fri)19:19:27', 'name': 'The Great Coomer', 'filename': '1562026_ttrop_milf-himiko-toga (1)', 'ext': '.png', 'w': 900, 'h': 1125, 'tn_w': 100, 'tn_h': 125, 'tim': 1670631567878720, 'time': 1670631567, 'md5': 'lDqr4wYZ7qx4KTjPS7IJDw==', 'fsize': 735003, 'resto': 10505680}, {'no': 10506926, 'now': '12/09/22(Fri)19:21:32', 'name': 'The Great Coomer', 'filename': '2869098 - Aether_Foundation Lilithn Porkyman Wicke', 'ext': '.png', 'w': 923, 'h': 1235, 'tn_w': 93, 'tn_h': 125, 'tim': 1670631692285853, 'time': 1670631692, 'md5': 'G8meBsIv88RDftgEzBowpQ==', 'fsize': 762009, 'resto': 10505680}, {'no': 10506972, 'now': '12/09/22(Fri)19:54:45', 'name': 'Anonymous', 'com': '<a href=""#p10506922"" class=""quotelink"">&gt;&gt;10506922</a><br>Two same booba!', 'time': 1670633685, 'resto': 10505680}]",1670633685,17.0,3.0,,
41,10506264,12/09/22(Fri)13:06:59,Dead Crooner,If your kids give you any lip you can beat them with a sack of sweet Valencia oranges. They don&#039;t leave a bruise and they let them know who&#039;s boss. There&#039;s no doubt about it.,Bing_Crosby,.jpg,360,270,250,187,1670609219035013,1670609219,JAJgUOP9ptCshJ/U220mRg==,14697,0,0,0,dead-crooner,6,3,1,"[{'no': 10506334, 'now': '12/09/22(Fri)13:48:46', 'name': 'Anonymous', 'com': 'i misss whatever time period crooners are from', 'time': 1670611726, 'resto': 10506264}, {'no': 10506968, 'now': '12/09/22(Fri)19:51:40', 'name': 'Anonymous', 'com': '<a href=""#p10506334"" class=""quotelink"">&gt;&gt;10506334</a><br>I&#039;m Frank Sinatra and I farted in this car', 'filename': 'Frank_Sinatra_by_Gottlieb_c1947-_2', 'ext': '.jpg', 'w': 800, 'h': 991, 'tn_w': 100, 'tn_h': 125, 'tim': 1670633500477796, 'time': 1670633500, 'md5': 'bIK2Z2KI7AquGqooM8X8JA==', 'fsize': 192978, 'resto': 10506264}, {'no': 10506970, 'now': '12/09/22(Fri)19:52:39', 'name': 'Anonymous', 'com': '<a href=""#p10506968"" class=""quotelink"">&gt;&gt;10506968</a><br>Thank you, sir.', 'time': 1670633559, 'resto': 10506264}]",1670633559,,,Dead Crooner,
42,10506846,12/09/22(Fri)18:40:25,BunBun,hai hai &gt;w&lt; hai my lil computer frens!! ^O^!! owo,download,.jpg,964,1200,200,250,1670629225298591,1670629225,Bl+Ib9aB2uDv5S4sKDJ/jw==,152916,0,0,0,haii,6,7,0,"[{'no': 10506865, 'now': '12/09/22(Fri)18:44:53', 'name': 'Anonymous', 'com': '<a href=""#p10506860"" class=""quotelink"">&gt;&gt;10506860</a><br>you can do that after (implied_unbirth)', 'time': 1670629493, 'resto': 10506846}, {'no': 10506951, 'now': '12/09/22(Fri)19:39:26', 'name': 'BunBun', 'com': 'anons make me feel weird @-@ i dont like!! &gt;m&lt;', 'time': 1670632766, 'resto': 10506846}, {'no': 10506953, 'now': '12/09/22(Fri)19:43:41', 'name': 'Anonymous', 'com': '<a href=""#p10506951"" class=""quotelink"">&gt;&gt;10506951</a><br>Woah<span class=""fortune"" style=""color:#0893e1""><br><br><b>Your fortune: You will meet a dark handsome stranger</b></span>', 'time': 1670633021, 'resto': 10506846}, {'no': 10506961, 'now': '12/09/22(Fri)19:47:23', 'name': 'Anonymous', 'com': 'that is cute lucky star good jobe can you draw lucky star in a boxx :3 no worries if not taking /r/s..', 'time': 1670633243, 'resto': 10506846}, {'no': 10506967, 'now': '12/09/22(Fri)19:50:29', 'name': 'Anonymous', 'com': '<a href=""#p10506951"" class=""quotelink"">&gt;&gt;10506951</a><br>yes u do.', 'time': 1670633429, 'resto': 10506846}]",1670633429,2.0,0.0,haii,
43,10506001,12/09/22(Fri)08:51:39,Anonymous,Please insert a PlayStation or PlayStation 2 format disc,4FAAA1FD-54A5-4420-8B72-A18A30B71685,.jpg,640,427,250,166,1670593899707916,1670593899,07f+TPpm8VFkcxt8kSM0lw==,18370,0,0,0,sony-computer-entertainment,6,8,0,"[{'no': 10506030, 'now': '12/09/22(Fri)09:14:52', 'name': 'crudehumour223@gmail.com', 'com': '<a href=""#p10506024"" class=""quotelink"">&gt;&gt;10506024</a><br>incorrect. Americans and europenas love, and I mean love, the ps2!', 'time': 1670595292, 'resto': 10506001}, {'no': 10506708, 'now': '12/09/22(Fri)17:29:57', 'name': 'Anonymous', 'com': 'derpina', 'time': 1670624997, 'resto': 10506001}, {'no': 10506711, 'now': '12/09/22(Fri)17:30:47', 'name': 'Anonymous', 'com': 'Eevryone loves the soney praystation tsu', 'time': 1670625047, 'resto': 10506001}, {'no': 10506841, 'now': '12/09/22(Fri)18:36:48', 'name': 'Anonymous', 'com': 'yeah', 'time': 1670629008, 'resto': 10506001}, {'no': 10506958, 'now': '12/09/22(Fri)19:45:58', 'name': 'Anonymous', 'com': '<a href=""#p10506001"" class=""quotelink"">&gt;&gt;10506001</a><br>Nintendo Playstation better', 'time': 1670633158, 'resto': 10506001}]",1670633158,3.0,0.0,Sony Computer Entertainment,
44,10506716,12/09/22(Fri)17:32:00,Magick,looks like shit dumbfuck,!‼️!,.jpg,1920,1080,250,140,1670625120008818,1670625120,HZjVK3jfDHWxln6lz6zJLA==,147802,0,0,0,looks-like-shit-dumbfuck,6,2,0,"[{'no': 10506730, 'now': '12/09/22(Fri)17:39:54', 'name': 'Anonymous', 'com': 'her eyes groce me out', 'time': 1670625594, 'resto': 10506716}, {'no': 10506957, 'now': '12/09/22(Fri)19:45:53', 'name': 'Anonymous', 'com': '<a href=""#p10506716"" class=""quotelink"">&gt;&gt;10506716</a><br><span class=""quote"">&gt;looks like shit dumbfuck</span><br>looks like shit dumbfuck', 'time': 1670633153, 'resto': 10506716}]",1670633153,,,,
45,10506942,12/09/22(Fri)19:29:55,Anonymous,"Give me my towel back~<span class=""fortune"" style=""color:#43fd3b""><br><br><b>Your fortune: Good news will come to you by mail</b></span>",kowaihebi,.jpg,580,949,152,250,1670632195422158,1670632195,vffgSjKGCwldt7CD18tPtA==,299251,0,0,0,give-me-my-towel-back,6,1,0,"[{'no': 10506947, 'now': '12/09/22(Fri)19:35:08', 'name': 'Anonymous', 'com': 'Hay there, ssssnekksy ;)', 'time': 1670632508, 'resto': 10506942}]",1670632508,,,,
46,10496441,12/03/22(Sat)10:33:47,Anonymous,"Kai-kun has to stay with his sisters because his mom is going out into the old country to give birth. I hope he doesn&#039;t get too bored.<span class=""fortune"" style=""color:#16f174""><br><br><b>Your fortune: （　´_ゝ`）ﾌｰﾝ </b></span>",1(4),.jpg,1200,1766,169,250,1670081627786003,1670081627,rVCti8/YMvfCpUVfsua73A==,633058,0,0,0,kaikun-has-to-stay-with-his-sisters-because-his,6,50,8,"[{'no': 10505498, 'now': '12/08/22(Thu)23:12:07', 'name': 'Anonymous', 'com': '<a href=""#p10496441"" class=""quotelink"">&gt;&gt;10496441</a><br>a japanese family with 5 children set in present day?<br>my suspension of disbelief has been ruined.', 'time': 1670559127, 'resto': 10496441}, {'no': 10505505, 'now': '12/08/22(Thu)23:13:38', 'name': 'Anonymous', 'com': '<a href=""#p10505498"" class=""quotelink"">&gt;&gt;10505498</a><br>they cant resist kai-kuns horse sized shotaschlong', 'time': 1670559218, 'resto': 10496441}, {'no': 10506043, 'now': '12/09/22(Fri)09:29:02', 'name': 'Anonymous', 'com': '<a href=""#p10505505"" class=""quotelink"">&gt;&gt;10505505</a><br>That&#039;s disgusting. You&#039;re sick for even thinking that.<span class=""fortune"" style=""color:#6023f8""><br><br><b>Your fortune: Outlook good</b></span>', 'time': 1670596142, 'resto': 10496441}, {'no': 10506297, 'now': '12/09/22(Fri)13:24:41', 'name': 'Anonymous', 'com': '<a href=""#p10506043"" class=""quotelink"">&gt;&gt;10506043</a><br>^//^ mm chastise me more', 'time': 1670610281, 'resto': 10496441}, {'no': 10506943, 'now': '12/09/22(Fri)19:30:23', 'name': 'Anonymous', 'com': '<a href=""#p10506297"" class=""quotelink"">&gt;&gt;10506297</a><br>...I think you&#039;re getting off in this...<span class=""fortune"" style=""color:#16f174""><br><br><b>Your fortune: （\u3000´_ゝ`）ﾌｰﾝ </b></span>', 'time': 1670632223, 'resto': 10496441}]",1670632223,45.0,8.0,,
47,10477334,11/19/22(Sat)07:47:11,Anonymous,happy morning [s4s]!<br>the sun is coming up,untitled,.jpg,850,1220,174,250,1668862031510227,1668862031,z3sTIE6AUPj4ys91VPPL0Q==,173301,0,0,0,happy-morning-s4s,6,127,45,"[{'no': 10505139, 'now': '12/08/22(Thu)18:43:56', 'name': 'Anonymous', 'com': '<a href=""#p10477334"" class=""quotelink"">&gt;&gt;10477334</a><br>Good night, sleep tight.', 'time': 1670543036, 'resto': 10477334, 'since4pass': 2022}, {'no': 10505800, 'now': '12/09/22(Fri)03:50:18', 'name': 'Anonymous', 'com': '<a href=""#p10477334"" class=""quotelink"">&gt;&gt;10477334</a><br>Good morning. Friday morning.', 'time': 1670575818, 'resto': 10477334, 'since4pass': 2022}, {'no': 10505953, 'now': '12/09/22(Fri)08:09:46', 'name': 'Anonymous', 'com': 'happy morning [s4s]<br>the rain is coming down', 'filename': 'untitled', 'ext': '.jpg', 'w': 850, 'h': 1513, 'tn_w': 70, 'tn_h': 125, 'tim': 1670591386514711, 'time': 1670591386, 'md5': 'ycrlhGBouj4axPeLhTB6Lg==', 'fsize': 219032, 'resto': 10477334, 'since4pass': 2012}, {'no': 10505969, 'now': '12/09/22(Fri)08:21:53', 'name': 'Anonymous', 'com': '<a href=""#p10479633"" class=""quotelink"">&gt;&gt;10479633</a><br><a href=""#p10479922"" class=""quotelink"">&gt;&gt;10479922</a><br><a href=""#p10484388"" class=""quotelink"">&gt;&gt;10484388</a><br><a href=""#p10494944"" class=""quotelink"">&gt;&gt;10494944</a><br><a href=""#p10505800"" class=""quotelink"">&gt;&gt;10505800</a><br>two same numbers!', 'time': 1670592113, 'resto': 10477334}, {'no': 10506941, 'now': '12/09/22(Fri)19:29:41', 'name': 'Anonymous', 'com': '<a href=""#p10477334"" class=""quotelink"">&gt;&gt;10477334</a><br>Good night, sleep tight.', 'time': 1670632181, 'resto': 10477334, 'since4pass': 2022}]",1670632181,122.0,44.0,,2012.0
48,10475450,11/17/22(Thu)17:02:13,Anonymous,Rupert&#039;s grand tour starts today! <br><br>every day he will be visiting a board and posting it in this thread to say hi (if their rules allow cades on their board)<br><br>this is a new idea from me and did NOT do it before then change my mind,1651638867175,.png,678,901,188,249,1668722533938696,1668722533,4SCxRTa4q7tU/O1U7d4gqg==,840796,0,0,0,ruperts-grand-tour,6,255,45,"[{'no': 10505850, 'now': '12/09/22(Fri)04:54:20', 'name': 'Anonymous', 'com': 'I SAW HIM LAST WEEK', 'time': 1670579660, 'resto': 10475450}, {'no': 10506048, 'now': '12/09/22(Fri)09:32:50', 'name': 'Anonymous', 'com': 'bump', 'filename': 'rupert birthday', 'ext': '.jpg', 'w': 1511, 'h': 1919, 'tn_w': 98, 'tn_h': 125, 'tim': 1670596370218341, 'time': 1670596370, 'md5': '/oR/w9Oo/V/2gjGRA8QMhg==', 'fsize': 810078, 'resto': 10475450}, {'no': 10506118, 'now': '12/09/22(Fri)10:49:39', 'name': 'Anonymous', 'com': 'is burdmin actually rupert&#039;s owner or is that just a rumour', 'time': 1670600979, 'resto': 10475450}, {'no': 10506529, 'now': '12/09/22(Fri)15:46:00', 'name': 'Anonymous', 'com': '<a href=""//boards.4chan.org/r/thread/18671345#p18671345"" class=""quotelink"">&gt;&gt;&gt;/r/18671345</a><br><br>rupert on /r/<br><br>LEWD WARNING (as per the rules of the board)', 'time': 1670618760, 'resto': 10475450}, {'no': 10506935, 'now': '12/09/22(Fri)19:24:23', 'name': 'Anonymous', 'com': '<a href=""#p10506529"" class=""quotelink"">&gt;&gt;10506529</a><br>wow OP aren&#039;t you jealous of Rupert&#039;s amazing skills with the ladies?', 'time': 1670631863, 'resto': 10475450}]",1670631863,250.0,44.0,ruperts grand tour,
