,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,trip
41,18683286,12/11/22(Sun)03:59:09,Anonymous,Pizza Pizza,1670748604955097,.jpg,1461,1547,236,250,1670749149764700,1670749149,wU/kVFp1EImczN75/LHVaw==,140926,0,0,0,pizza-pizza,7,0,2.0,0.0,"[{'no': 18683298, 'now': '12/11/22(Sun)04:02:56', 'name': 'Anonymous', 'com': '<a href=""#p18683286"" class=""quotelink"">&gt;&gt;18683286</a><br>Show Bobs', 'time': 1670749376, 'resto': 18683286}, {'no': 18683444, 'now': '12/11/22(Sun)05:29:45', 'name': 'Anonymous', 'com': '<a href=""#p18683286"" class=""quotelink"">&gt;&gt;18683286</a><br>Wow I like Little Caesars now', 'time': 1670754585, 'resto': 18683286}, {'no': 18683462, 'now': '12/11/22(Sun)05:40:41', 'name': 'Anonymous', 'com': 'I wish that was me.', 'time': 1670755241, 'resto': 18683286}, {'no': 18683509, 'now': '12/11/22(Sun)06:06:51', 'name': 'Anonymous', 'com': '<a href=""#p18683462"" class=""quotelink"">&gt;&gt;18683462</a><br>on the left?', 'time': 1670756811, 'resto': 18683286}, {'no': 18683515, 'now': '12/11/22(Sun)06:10:08', 'name': 'Anonymous', 'com': '<a href=""#p18683509"" class=""quotelink"">&gt;&gt;18683509</a><br>the slice.', 'time': 1670757008, 'resto': 18683286}]",1670757008,,
42,18683507,12/11/22(Sun)06:06:07,Anonmouse,"<span class=""quote"">&gt;He didn&#039;t eat his greens</span><br>baka",b28ccea5b87f8f9a4d5869f4d06a6bb1,.jpg,1600,2400,166,250,1670756767358739,1670756767,sozOpbh/j5pNWGn00GprsQ==,188000,0,0,0,he-didnt-eat-his-greens,0,0,,,,1670756767,,
43,18680930,12/10/22(Sat)16:04:48,Anonymous,"Makin eggnog bros, what liquor should I put in it? Most places say either rum, cognac, or bourbon, does anyone have any recs? I was thinking maybe Angel&#039;s Envy because it tastes like liquid gold, but I dunno. The other two options both sound just as good.",Holiday-Spiked-Eggnog-web-2,.jpg,715,1023,174,250,1670706288162681,1670706288,MxSAbTuWb+kMURcftatHIQ==,44253,0,0,0,eggnog,10,0,5.0,0.0,"[{'no': 18681155, 'now': '12/10/22(Sat)17:02:32', 'name': 'Anonymous', 'com': '<a href=""#p18681140"" class=""quotelink"">&gt;&gt;18681140</a><br>Just strap on some tits, makeup and cheap perfume. I&#039;ll even eat your shit.', 'time': 1670709752, 'resto': 18680930}, {'no': 18681623, 'now': '12/10/22(Sat)19:07:54', 'name': 'Anonymous', 'com': 'UPDATE:<br>I just ended up getting a bottle of plantation rum. A friend pointed out that unless I really want something not too boozy that casual drinkers would enjoy run would be my best best', 'time': 1670717274, 'resto': 18680930}, {'no': 18682950, 'now': '12/11/22(Sun)01:51:21', 'name': 'Anonymous', 'com': '<a href=""#p18681623"" class=""quotelink"">&gt;&gt;18681623</a><br>could have been better, could have been worse', 'time': 1670741481, 'resto': 18680930}, {'no': 18683404, 'now': '12/11/22(Sun)04:56:20', 'name': 'Anonymous', 'com': 'I like to use Dewars bourbon . It&#039;s pretty sweet. I have a little McCormick shaker of egg nog spice that must be over a decade old now but it still works fine and it&#039;s the only thing I use it for', 'time': 1670752580, 'resto': 18680930}, {'no': 18683506, 'now': '12/11/22(Sun)06:05:27', 'name': 'Anonymous', 'com': '<a href=""#p18680930"" class=""quotelink"">&gt;&gt;18680930</a><br>I use half rum and half bourbon, none of them very good<br>tr spicing your own rum with pepper, cinnamon, ginger, cardamom and the likes', 'time': 1670756727, 'resto': 18680930}]",1670756727,Eggnog,
44,18681160,12/10/22(Sat)17:03:14,Anonymous,why does white rice get such a bad rap with healthfags?,1231423423423,.png,900,900,250,250,1670709794488376,1670709794,2Zj1Baa+mtCHJj8LTPKe8g==,1148883,0,0,0,why-does-white-rice-get-such-a-bad-rap-with,38,7,33.0,7.0,"[{'no': 18682945, 'now': '12/11/22(Sun)01:50:20', 'name': 'Anonymous', 'com': '<a href=""#p18681467"" class=""quotelink"">&gt;&gt;18681467</a><br><span class=""quote"">&gt;white rice has an excellent gram to calorie ratio, and has a great vitamin and mineral profile and is a decent source of nearly all amino cids</span><br>this<br>its tiring seeing people complain about le carbs bad too many calories as they eat a mostly meat diet and coat everything in oil/butter/fat despite not exercising. you would need over 1.5 kg of cooked rice to meet your daily calorie intake too., you only need fibre after that really', 'time': 1670741420, 'resto': 18681160}, {'no': 18683226, 'now': '12/11/22(Sun)03:32:45', 'name': 'Anonymous', 'com': '<a href=""#p18681339"" class=""quotelink"">&gt;&gt;18681339</a><br><span class=""quote"">&gt;Carbs in nature don&#039;t occur without being paired with fiber</span><br>Lmfaoooo this nibba never seen a potato', 'time': 1670747565, 'resto': 18681160}, {'no': 18683472, 'now': '12/11/22(Sun)05:46:11', 'name': 'Anonymous', 'com': '<a href=""#p18683226"" class=""quotelink"">&gt;&gt;18683226</a><br>Potatoes also contain fiber. What do you think the cell membranes of the potato are made of?<br>100g potato contains 17g carbohydrate of which 2.2g are fiber.', 'time': 1670755571, 'resto': 18681160}, {'no': 18683488, 'now': '12/11/22(Sun)05:55:32', 'name': 'Anonymous', 'com': '<a href=""#p18683472"" class=""quotelink"">&gt;&gt;18683472</a><br>White rice also contains traces of fiber, guess it&#039;s not a problem then', 'time': 1670756132, 'resto': 18681160}, {'no': 18683505, 'now': '12/11/22(Sun)06:04:47', 'name': 'Anonymous', 'com': '<a href=""#p18683488"" class=""quotelink"">&gt;&gt;18683488</a><br>Eating white rice shouldn&#039;t be a problem, yeah.', 'time': 1670756687, 'resto': 18681160}]",1670756687,,
45,18683499,12/11/22(Sun)06:02:52,Anonymous,"<span class=""quote"">&gt;be me</span><br><span class=""quote"">&gt;just got back from a trip to the grocery store</span><br><span class=""quote"">&gt;decide to treat myself to something new and exciting for dinner</span><br><span class=""quote"">&gt;spotted this weird looking food called Goyslop on the shelf</span><br><span class=""quote"">&gt;never heard of it before but the packaging looked interesting</span><br><span class=""quote"">&gt;decide to give it a try</span><br><span class=""quote"">&gt;get home and pop it in the oven</span><br><span class=""quote"">&gt;the smell that starts wafting through the house is amazing</span><br><span class=""quote"">&gt;can&#039;t wait to try it</span><br><span class=""quote"">&gt;finally ready and it looks delicious</span><br><span class=""quote"">&gt;take a bite and holy shit</span><br><span class=""quote"">&gt;the taste is out of this world</span><br><span class=""quote"">&gt;it&#039;s like nothing I&#039;ve ever had before</span><br><span class=""quote"">&gt;spend the rest of the night savoring every bite</span><br><span class=""quote"">&gt;can&#039;t believe how good this Goyslop stuff is</span><br><span class=""quote"">&gt;definitely going to have to buy more of it</span><br><span class=""quote"">&gt;10/10 would recommend to all my fellow /ck/ warriors</span><br><span class=""quote"">&gt;gonna be eating Goyslop for every meal from now on</span>",download,.jpg,256,197,250,192,1670756572511398,1670756572,oP0Eufy9TV/A0oh8JnPimQ==,9671,0,0,0,be-me,3,0,,,"[{'no': 18683525, 'now': '12/11/22(Sun)06:15:17', 'name': 'Anonymous', 'com': 'Shut up retard', 'time': 1670757317, 'resto': 18683499}, {'no': 18683557, 'now': '12/11/22(Sun)06:26:53', 'name': 'Anonymous', 'com': '<a href=""#p18683499"" class=""quotelink"">&gt;&gt;18683499</a><br>For me, it&#039;s the McChicken. The patrician choice.', 'time': 1670758013, 'resto': 18683499}, {'no': 18683624, 'now': '12/11/22(Sun)06:57:13', 'name': 'Anonymous', 'com': '<a href=""#p18683499"" class=""quotelink"">&gt;&gt;18683499</a><br><span class=""quote"">&gt;day 483 of op&#039;s slide into shadow</span><br><span class=""quote"">&gt;still showing standard signs</span>', 'time': 1670759833, 'resto': 18683499}]",1670759833,,
46,18683118,12/11/22(Sun)02:51:09,Anonymous,what&#039;s the best thing to put in tea?,tuyp__1__383cc9dc4df9400ebb6d54da2ccbfa15-(2),.png,737,2013,91,250,1670745069310176,1670745069,kBa6hslDxl2Ato7veT6WLQ==,888784,0,0,0,whats-the-best-thing-to-put-in-tea,13,0,8.0,0.0,"[{'no': 18683372, 'now': '12/11/22(Sun)04:40:59', 'name': 'Anonymous', 'com': '<a href=""#p18683118"" class=""quotelink"">&gt;&gt;18683118</a><br>Rohypnol.', 'time': 1670751659, 'resto': 18683118}, {'no': 18683406, 'now': '12/11/22(Sun)04:57:37', 'name': 'Anonymous', 'com': '<a href=""#p18683118"" class=""quotelink"">&gt;&gt;18683118</a><br>Honey. Ginger+lemon+honey is also a baller combo if you&#039;re feeling under the weather.', 'time': 1670752657, 'resto': 18683118}, {'no': 18683424, 'now': '12/11/22(Sun)05:06:35', 'name': 'Anonymous', 'com': '<a href=""#p18683118"" class=""quotelink"">&gt;&gt;18683118</a><br>water', 'time': 1670753195, 'resto': 18683118}, {'no': 18683460, 'now': '12/11/22(Sun)05:39:25', 'name': 'Anonymous', 'com': '<a href=""#p18683229"" class=""quotelink"">&gt;&gt;18683229</a><br>try russian lemon sugar tea', 'time': 1670755165, 'resto': 18683118}, {'no': 18683489, 'now': '12/11/22(Sun)05:55:49', 'name': 'Anonymous', 'com': '<a href=""#p18683118"" class=""quotelink"">&gt;&gt;18683118</a><br><span class=""quote"">&gt;ong tho</span>', 'time': 1670756149, 'resto': 18683118}]",1670756149,,
47,18682144,12/10/22(Sat)21:24:45,Anonymous,I fucking love ice so much it hurts,ice cream,.webm,270,480,140,250,1670725485910884,1670725485,zz351eneb3gm6nFSXlKZxA==,1671770,0,0,0,i-fucking-love-ice-so-much-it-hurts,10,3,5.0,3.0,"[{'no': 18682439, 'now': '12/10/22(Sat)22:57:03', 'name': 'Anonymous', 'com': '<a href=""#p18682389"" class=""quotelink"">&gt;&gt;18682389</a><br>Nice, looks disgusting.', 'time': 1670731023, 'resto': 18682144}, {'no': 18683205, 'now': '12/11/22(Sun)03:22:29', 'name': 'Anonymous', 'com': '<a href=""#p18682389"" class=""quotelink"">&gt;&gt;18682389</a><br>Looks like road-kill with cream on top of it.', 'time': 1670746949, 'resto': 18682144}, {'no': 18683386, 'now': '12/11/22(Sun)04:44:24', 'name': 'Anonymous', 'com': '<a href=""#p18682389"" class=""quotelink"">&gt;&gt;18682389</a><br>Do Americans really?', 'time': 1670751864, 'resto': 18682144}, {'no': 18683480, 'now': '12/11/22(Sun)05:51:47', 'name': 'Anonymous', 'com': '<a href=""#p18682389"" class=""quotelink"">&gt;&gt;18682389</a><br>Bummer someone sharted all over it', 'time': 1670755907, 'resto': 18682144}, {'no': 18683484, 'now': '12/11/22(Sun)05:54:35', 'name': 'Anonymous', 'com': '<a href=""#p18682144"" class=""quotelink"">&gt;&gt;18682144</a><br>Eat it slower.', 'time': 1670756075, 'resto': 18682144}]",1670756075,,
48,18670576,12/07/22(Wed)21:42:25,Anonymous,"What are some good resources for meals/dishes to make when you don&#039;t have a lot of money but just not eating as much isn&#039;t an option, but you also have dietary restrictions such as being a vegetarian who eats fish?<br><br>I feel like I eat the same tuna riceballs or pasta with cheese and sauce every day, and I&#039;m not creative enough to think of anything else but I&#039;m also too tired to try any fancier dishes.<br><br>Are there low effort, low cost, meat free, good tasting foods out there? I don&#039;t mind just eating pasta but i feel like it&#039;s not the most nutritious thing in the world to have zero variety",1670059973456027,.jpg,1200,1102,250,229,1670467345564220,1670467345,50EdUwSoM6zWE2GOXYDDQA==,191767,0,0,0,poorfag-cooking,74,10,69.0,10.0,"[{'no': 18681916, 'now': '12/10/22(Sat)20:36:29', 'name': 'Anonymous', 'com': '<a href=""#p18681481"" class=""quotelink"">&gt;&gt;18681481</a><br>using less resources according to whom? the propagandists claiming as such?<br><br><span class=""quote"">&gt;oh man did you know it takes 100,000 galleons of water to make a steak*</span><br>*if flown from venesula while individually packaged teehee~<br><br>you can put animal husbandry into your sustainable/organic perma culture loop. Ideally meat animals eat the waste food and substandard food you normally wouldnt feed people (ie grass), and then their manure can be reclaimed to use in fertilizer for your organic veg. But oh no no, we need gmos bathed in glysophate and fertilizers dereived from patroleum products and other industrial waste. After all, they know if they can get everyone eatting just plants, specifically the plants they give you, they will have a chronically malnutritioned underclass that will be literally retarded. Go read up on how dumb smelly peasents were in the middle ages, the more isolated a region and the more dependent they were on essentially monoculture, the more literally retarded they were from chronic malnutrition. All they have to do is derieve some macros and micros, take away a little iodine, and you can make people into 5 foot tall brain dead midgets. The ruling class has this knowledge, do you? of coure not, you are eatting plants &#039;because it taeks wess wesources, no i dont grow any food my self i twust the swiance. killing cows is bad but killing mice and gophers isnt&#039;.<br><br>the chinese kept getting conquored by meat eatting barbarians for a reason. Literally the largest producers of plants before the industrial era and they chronically got their shit pushed in by dudes who drank milk and ate meat all day. Having a varied diet makes you strong and smart, it makes your dick bigger and your tits bigger. It lets you nurture stronger babies, raise them to their maximum potential, and dab on all the grain sniffers.', 'time': 1670722589, 'resto': 18670576}, {'no': 18681987, 'now': '12/10/22(Sat)20:50:23', 'name': 'Anonymous', 'com': '<a href=""#p18681916"" class=""quotelink"">&gt;&gt;18681916</a><br>don&#039;t you feel bad about ending lives and causing suffering? most meat is not ethically hunted or anything, and it&#039;s just cruel. would you kill your dog for food? why don&#039;t the animals who you kill and eat deserve to live life, especially when you are totally capable of living a long and good life entirely free of meat consumption.', 'time': 1670723423, 'resto': 18670576}, {'no': 18683143, 'now': '12/11/22(Sun)03:02:46', 'name': 'Anonymous', 'com': 'ear a lot of dicks', 'time': 1670745766, 'resto': 18670576}, {'no': 18683277, 'now': '12/11/22(Sun)03:54:09', 'name': 'Anonymous', 'com': '<a href=""#p18681987"" class=""quotelink"">&gt;&gt;18681987</a><br>see disclaimer at bottom<br>nta but morality is highly subjective. if you people really did care you wouldnt jerk yourselves off about how superior you are to others for being vegan all the time. why dont you advocate for realistic goals, ie putting livestock into coma-like states so they cannot feel suffering and possibly also releasing pleasure hormones into their brains?<br><br>and you dont explain why its murder if the animals already dead, they arent gonna just reassemble it cause you didnt buy. if you want to say you&#039;re supporting the meat industry and therefor causing more to be produced to meet demand, isn&#039;t it also possible youre lowering demand by abstaining and therefor making meat-eaters buy more due to increased affordability? and why do you turn down a meal if it includes meat, even if you&#039;re a guest and its free? you arent supporting the industry by eating it, but by not eating it youre disappointing your host and being unnecessarily rude.<br><br>further adding to the morality is subjective point, an intense majority of vegans quit relatively quickly, and if you TRULY cared you&#039;d try to find an alternative for wild predators eating animals. most vegans advocate against hunting, yet animals like rabbits and deer are MASSIVE pests/nuisances to humans, often considered an invasive species.<br><br>right now the evidence really makes it appear as though the extreme majority of vegans deep down dont give two shits and mainly do it to feed their own egos. your sense of morality is so paper thin that it doesnt go past &#039;when humans eat animal it bad&#039;. you couldnt even provide a counterpoint to <a href=""#p18681916"" class=""quotelink"">&gt;&gt;18681916</a>, you just tried to make them sad.<br>i struggle to believe most vegans are good people. i&#039;ve seen them yell at gigapoorfags who are barely getting by for not going vegan, theyre incapable of realizing that forcing someone to eat grass will fuck up their mental state.<br><br>disclaimer read the other anons post before mine, they made much better points than me.', 'time': 1670748849, 'resto': 18670576}, {'no': 18683466, 'now': '12/11/22(Sun)05:42:58', 'name': 'Anonymous', 'com': '<a href=""#p18683277"" class=""quotelink"">&gt;&gt;18683277</a><br><span class=""quote"">&gt;nta but morality is highly subjective</span><br>ok then we should let pedophiles rape children too right? and get rid of laws? it&#039;s all subjective so what&#039;s the point in following any morality?<br><span class=""quote"">&gt;if you people really did care you wouldnt jerk yourselves off about how superior you are to others for being vegan all the time</span><br>i never do that, i just like animals and thinking about eating them makes me sad, so i don&#039;t eat them. simple as.<br><span class=""quote"">&gt;and why do you turn down a meal if it includes meat, even if you&#039;re a guest and its free?</span><br>would you turn down a meal if it includes human meat, or shit, even if you&#039;re a guest and its free?<br><span class=""quote"">&gt;i&#039;ve seen them yell at gigapoorfags who are barely getting by for not going vegan, theyre incapable of realizing that forcing someone to eat grass will fuck up their mental state</span><br>i haven&#039;t done any of that and i&#039;m vegetarian, not vegan', 'time': 1670755378, 'resto': 18670576}]",1670755378,poorfag cooking,
49,18679947,12/10/22(Sat)11:10:42,Anonymous,the best kind of dog.,image8,.jpg,800,533,250,166,1670688642989864,1670688642,eTZvl6EjYFPEqgrIHuOW5w==,88558,0,0,0,i-fucking-love-chicago-dogs,125,68,120.0,67.0,"[{'no': 18683060, 'now': '12/11/22(Sun)02:30:45', 'name': 'Anonymous', 'com': '<a href=""#p18683056"" class=""quotelink"">&gt;&gt;18683056</a><br>no she doesn&#039;t, get some standards', 'time': 1670743845, 'resto': 18679947}, {'no': 18683097, 'now': '12/11/22(Sun)02:46:33', 'name': 'Anonymous', 'com': '<a href=""#p18683008"" class=""quotelink"">&gt;&gt;18683008</a><br><a href=""#p18683025"" class=""quotelink"">&gt;&gt;18683025</a><br><a href=""#p18683047"" class=""quotelink"">&gt;&gt;18683047</a><br>I can sense another range ban.', 'filename': 'E1831447-56D4-4545-97BE-528581D3BCA8', 'ext': '.jpg', 'w': 599, 'h': 434, 'tn_w': 125, 'tn_h': 90, 'tim': 1670744793389857, 'time': 1670744793, 'md5': 'G5rQTj9cCXppClY6CxjBWw==', 'fsize': 53287, 'resto': 18679947}, {'no': 18683148, 'now': '12/11/22(Sun)03:04:05', 'name': 'Anonymous', 'com': '<a href=""#p18683060"" class=""quotelink"">&gt;&gt;18683060</a><br>I was talking about the snag you retard', 'time': 1670745845, 'resto': 18679947}, {'no': 18683419, 'now': '12/11/22(Sun)05:03:49', 'name': 'Anonymous', 'com': '<a href=""#p18680663"" class=""quotelink"">&gt;&gt;18680663</a><br>So I take it you&#039;ve done both, to be able to compare the two experiences?', 'time': 1670753029, 'resto': 18679947}, {'no': 18683463, 'now': '12/11/22(Sun)05:40:52', 'name': 'Anonymous', 'com': '<a href=""#p18680013"" class=""quotelink"">&gt;&gt;18680013</a><br>Damn bro I remember this shit from Mel&#039;s in Tampa', 'time': 1670755252, 'resto': 18679947}]",1670755252,I fucking love Chicago dogs,
50,18681657,12/10/22(Sat)19:19:16,Anonymous,How do they make that gas dome on the drink?,gas dome,.webm,522,720,181,250,1670717956484992,1670717956,F8NABo8RspQ2nqbd5jIs2w==,1138477,0,0,0,how-do-they-make-that-gas-dome-on-the-drink,71,10,66.0,10.0,"[{'no': 18683398, 'now': '12/11/22(Sun)04:49:47', 'name': 'Anonymous', 'com': '<a href=""#p18683369"" class=""quotelink"">&gt;&gt;18683369</a><br>I&#039;m sorry you need a routine bodily function to imagine your empty life has meaning.', 'time': 1670752187, 'resto': 18681657}, {'no': 18683409, 'now': '12/11/22(Sun)04:58:53', 'name': 'Anonymous', 'com': '<a href=""#p18681688"" class=""quotelink"">&gt;&gt;18681688</a><br>you are watching the video', 'time': 1670752733, 'resto': 18681657}, {'no': 18683435, 'now': '12/11/22(Sun)05:18:39', 'name': 'Anonymous', 'com': '<a href=""#p18683369"" class=""quotelink"">&gt;&gt;18683369</a><br><span class=""quote"">&gt;no legacy</span><br>kek no one knows about Jim Nobody after he dies, regardless of his kid<br><span class=""quote"">&gt;dying alone</span><br>other family exists<br><span class=""quote"">&gt;no one who loves him unconditionally</span><br>other family exists<br><span class=""quote"">&gt;no meaning bigger than yourself</span><br>there is none. all &quot;meanings&quot; to life are a cope for those too weak to accept reality.<br><span class=""quote"">&gt;dead genetic line</span><br>oh no...<br><span class=""quote"">&gt;failure as a human being</span><br>the virgin anon thinks I&#039;m a failure... I got too cocky...', 'time': 1670753919, 'resto': 18681657}, {'no': 18683440, 'now': '12/11/22(Sun)05:23:53', 'name': 'Anonymous', 'com': '<a href=""#p18683369"" class=""quotelink"">&gt;&gt;18683369</a><br>Now apply that to your parents.<br>How are you?<br><span class=""quote"">&gt;keeping their legacy</span><br><span class=""quote"">&gt;still living in their home</span><br><span class=""quote"">&gt;loving them unconditionally</span><br><span class=""quote"">&gt;giving them a reason to be proud</span><br><span class=""quote"">&gt;continuing their genetics</span><br><span class=""quote"">&gt;being a successful human being</span><br><br>I highly doubt you are even successful in half of these. People forget that sons are other individuals and not pets or trophies.', 'time': 1670754233, 'resto': 18681657}, {'no': 18683459, 'now': '12/11/22(Sun)05:38:08', 'name': 'Anonymous', 'com': 'That&#039;s a co2 filled cum bubble', 'time': 1670755088, 'resto': 18681657}]",1670755088,,
51,18682993,12/11/22(Sun)02:10:38,Anonymous,What kind of sauce goes best with duck meat?,ente,.jpg,418,418,250,250,1670742638724188,1670742638,xPNTjQ/PnS+fW8nxvpTmeg==,33446,0,0,0,what-kind-of-sauce-goes-best-with-duck-meat,15,0,10.0,0.0,"[{'no': 18683306, 'now': '12/11/22(Sun)04:06:19', 'name': 'Anonymous', 'com': 'Brown sauce using rendered fat from the fuck. <br>t. Dane', 'time': 1670749579, 'resto': 18682993}, {'no': 18683352, 'now': '12/11/22(Sun)04:32:33', 'name': 'Anonymous', 'com': '<a href=""#p18683271"" class=""quotelink"">&gt;&gt;18683271</a><br>It&#039;s in the op', 'time': 1670751153, 'resto': 18682993}, {'no': 18683434, 'now': '12/11/22(Sun)05:17:53', 'name': 'Anonymous', 'com': '<a href=""#p18682993"" class=""quotelink"">&gt;&gt;18682993</a><br>l&#039;orange', 'time': 1670753873, 'resto': 18682993}, {'no': 18683441, 'now': '12/11/22(Sun)05:25:49', 'name': 'Anonymous', 'com': '<a href=""#p18682993"" class=""quotelink"">&gt;&gt;18682993</a><br>i had duck only once and it almost made me puke', 'time': 1670754349, 'resto': 18682993}, {'no': 18683451, 'now': '12/11/22(Sun)05:34:43', 'name': 'Anonymous', 'com': '<a href=""#p18682993"" class=""quotelink"">&gt;&gt;18682993</a><br>Traditional brown sauce (as with everything) or sauce bigarade.', 'time': 1670754883, 'resto': 18682993}]",1670754883,,
52,18683120,12/11/22(Sun)02:52:05,Anonymous,"Thread for discussing coffee and coffee-related topics.<br>Sumatra edition<br><br>If you&#039;re new or confused, start here: https://pastebin.com/UEzwuyLz<br>If you&#039;re old and confused, drinking anything smoky lately?<br><br>Previous Thread:<a href=""/ck/thread/18669230#p18669230"" class=""quotelink"">&gt;&gt;18669230</a>",Untitttled,.png,1344,748,250,139,1670745125903729,1670745125,UWUeo0tFvUEvKjB8FqWWlA==,1758861,0,0,0,ctg-coffee-time-general,26,1,21.0,0.0,"[{'no': 18683387, 'now': '12/11/22(Sun)04:45:16', 'name': 'Anonymous', 'com': '<a href=""#p18683287"" class=""quotelink"">&gt;&gt;18683287</a><br><span class=""quote"">&gt;he swirled 3 times while looking the mirror saying &quot;hoffmann hoffmann hoffmann&quot;</span><br>you brought this on yourself.', 'filename': 'J46ebeLubB0_lgCpir9owxx83FfrTKB5WKVEonI0ZEM', 'ext': '.jpg', 'w': 640, 'h': 660, 'tn_w': 121, 'tn_h': 125, 'tim': 1670751916738786, 'time': 1670751916, 'md5': 'zxvH3UCE/drWi+3ifpI4rg==', 'fsize': 39625, 'resto': 18683120}, {'no': 18683403, 'now': '12/11/22(Sun)04:56:14', 'name': 'Anonymous', 'com': '<a href=""#p18683146"" class=""quotelink"">&gt;&gt;18683146</a><br>try medium roast. light is acidic, dark is bitter. also take a break and drink water.', 'time': 1670752574, 'resto': 18683120}, {'no': 18683410, 'now': '12/11/22(Sun)04:58:57', 'name': 'Anonymous', 'com': '<a href=""#p18683403"" class=""quotelink"">&gt;&gt;18683403</a><br>fucking this. I have a burr grinder and do single drip. I have an espresso machine, but jesus christ just do single drip when you don&#039;t want to tamp and fuck around.', 'time': 1670752737, 'resto': 18683120}, {'no': 18683446, 'now': '12/11/22(Sun)05:30:56', 'name': 'Anonymous', 'com': 'expresso is being pretty delicious but i used it to wash down some liquid fish oil so everything would taste better in comparison to that', 'time': 1670754656, 'resto': 18683120}, {'no': 18683447, 'now': '12/11/22(Sun)05:32:12', 'name': 'Anonymous', 'com': '<a href=""#p18683130"" class=""quotelink"">&gt;&gt;18683130</a><br>?', 'time': 1670754732, 'resto': 18683120}]",1670754732,/ctg/ Coffee Time General,
53,18678375,12/09/22(Fri)22:43:54,Anonymous,How are they so much better than every other menthol cigarette on the market?,ffa5380abb600ff47bd4b28f60f1b2cb.600x,.jpg,375,500,187,250,1670643834244596,1670643834,wxCxc61UhonrBdZ/+vvKkQ==,92217,0,0,0,newports,60,17,55.0,15.0,"[{'no': 18682359, 'now': '12/10/22(Sat)22:27:48', 'name': 'Anonymous', 'com': 'I smoked these in junior high because they were tasty and the biggest pack of cigarettes you could get.', 'filename': 'Newport 25 100s', 'ext': '.png', 'w': 590, 'h': 840, 'tn_w': 87, 'tn_h': 125, 'tim': 1670729268746088, 'time': 1670729268, 'md5': 'MszLV6j93CWSNuWM0z6R3Q==', 'fsize': 511224, 'resto': 18678375}, {'no': 18682401, 'now': '12/10/22(Sat)22:42:47', 'name': 'Anonymous', 'com': 'I smoked camel crush on high school until someone told me they were for girls. I did not like reds as much but they were easy to get. My mom had a dirtbag boyfriend at the time who smoked Newports. Well one time after school me and my loser friend were going to smoke cigarettes behind the dumpsters at McDonald&#039;s. When we got back there, there was a Newport sitting in this cigarette holder/ashtray thing that was on a pole sticking out of the ground. In my infinite teenage wisdom I deduced my mom&#039;s boyfriend had spotted me in the drive thru and left the cigarette there for me. Even lit it and took a drag or three on it. What a nice guy! When a black McDonald&#039;s employee returned to the dumpster area wondering why me and my friend were smoking his Newport, it was really hard to explain what I thought was going on.', 'filename': '91356000-4BF8-40D8-9010-1368A024E6A9', 'ext': '.jpg', 'w': 2448, 'h': 3264, 'tn_w': 93, 'tn_h': 125, 'tim': 1670730167695038, 'time': 1670730167, 'md5': 'n5tHV4Tv+eRauldFB3xTbg==', 'fsize': 476374, 'resto': 18678375}, {'no': 18682420, 'now': '12/10/22(Sat)22:50:06', 'name': 'Anonymous', 'com': 'God I miss smoking', 'time': 1670730606, 'resto': 18678375}, {'no': 18683304, 'now': '12/11/22(Sun)04:05:58', 'name': 'Anonymous', 'com': '<a href=""#p18682401"" class=""quotelink"">&gt;&gt;18682401</a><br>At that age why would you let your mother have a boyfriend? You are aware that boyfriends exist to have sex, right? Did this give you any mental problems? The logic seems odd. In fact it seems deeply disturbing that you would think this man was looking out for you and you just nonchalantly think he would leave a cigarette. By this age even conflict with the father should be a manifestation of normal development but in this case, a literal interloper, inserted himself into your family and you seem to have no problem whatsoever with it.', 'time': 1670749558, 'resto': 18678375}, {'no': 18683445, 'now': '12/11/22(Sun)05:30:56', 'name': 'Anonymous', 'com': '<a href=""#p18678375"" class=""quotelink"">&gt;&gt;18678375</a><br>Faggot', 'time': 1670754656, 'resto': 18678375}]",1670754656,Newports,
