,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
30,7909969,,,06/29/22(Wed)08:45:48,Anonymous,Vintage Wallpapers,Post your wallpapers based on cool old/vintage stuff (1970&#039;s-2000&#039;s),1651296990922,.png,1920,1080,250,140,1656506748556,1656506748,akEyptS1rZiRBPWTwqyCmg==,6225609,0,vintage-wallpapers,128,81,123.0,79.0,"[{'no': 7949774, 'now': '12/03/22(Sat)14:53:56', 'name': 'Anonymous', 'com': '<a href=""#p7935060"" class=""quotelink"">&gt;&gt;7935060</a><br>good work anon', 'time': 1670097236, 'resto': 7909969}, {'no': 7950753, 'now': '12/08/22(Thu)02:31:36', 'name': 'Anonymous', 'filename': '1551681821751', 'ext': '.jpg', 'w': 1800, 'h': 1200, 'tn_w': 125, 'tn_h': 83, 'tim': 1670484696061614, 'time': 1670484696, 'md5': 'tutL9b3VmnMmsCPXXRfYdA==', 'fsize': 1243568, 'resto': 7909969}, {'no': 7951137, 'now': '12/10/22(Sat)09:49:33', 'name': 'Anonymous', 'com': '<a href=""#p7949512"" class=""quotelink"">&gt;&gt;7949512</a><br>does this look like a meta verse to you kid?', 'filename': 'Temple of Time', 'ext': '.png', 'w': 1366, 'h': 653, 'tn_w': 125, 'tn_h': 59, 'tim': 1670683773315794, 'time': 1670683773, 'md5': 'dVTdusejdjw9IdCtz/Xh/A==', 'fsize': 1723755, 'resto': 7909969}, {'no': 7951557, 'now': '12/12/22(Mon)11:29:55', 'name': 'Anonymous', 'com': '<a href=""#p7939607"" class=""quotelink"">&gt;&gt;7939607</a><br>SOVL', 'time': 1670862595, 'resto': 7909969}, {'no': 7951587, 'now': '12/12/22(Mon)15:04:41', 'name': 'Anonymous', 'com': '<a href=""#p7943720"" class=""quotelink"">&gt;&gt;7943720</a><br>Nothing like a sixty-year Eulogy Smeared through shit', 'time': 1670875481, 'resto': 7909969}]",1670875481,0.0,0.0,
31,7916460,,,07/24/22(Sun)02:35:30,Anonymous,Coomerwave,Some papes I have been doing. Feel free to contribute Arsthetic Coomer papes.,wallpapa-2,.jpg,1600,900,250,140,1658644530550686,1658644530,3C/ODFaVOzBF24NtmZDsOA==,3041572,0,coomerwave,177,59,172.0,57.0,"[{'no': 7950373, 'now': '12/06/22(Tue)01:49:51', 'name': 'Anonymous', 'com': '<a href=""#p7950276"" class=""quotelink"">&gt;&gt;7950276</a><br><span class=""quote"">&gt; hypersexualization is a part of cyberpunk</span><br>kinda<br>but all this shit is just window dressing for porn addicts to indulge &amp; pretend like they arent unwell by larping as if this trash has any merit<br>it doesnt, these &quot;designs&quot; are lame as hell &amp; look exactly like something you would think of when you imagine the sort of person i described attempting to engage in said window dressing; low effort and ugly, devoid of anything of value and clearly thrown together by a person with a hideous, ugly aura about them<br><br>OP and anyone else unironically participating in this shit should seek help or suicide, it&#039;s inevitable if they ever acquire any actual self awareness anyway', 'time': 1670309391, 'resto': 7916460}, {'no': 7950622, 'now': '12/07/22(Wed)11:00:20', 'name': 'Anonymous', 'com': '<a href=""#p7917671"" class=""quotelink"">&gt;&gt;7917671</a><br>Very cool image.', 'time': 1670428820, 'resto': 7916460}, {'no': 7950678, 'now': '12/07/22(Wed)15:09:30', 'name': 'Anonymous', 'com': '<a href=""#p7950622"" class=""quotelink"">&gt;&gt;7950622</a><br>not really coomer tier though. if she were ahegao&#039;ing or something', 'time': 1670443770, 'resto': 7916460}, {'no': 7950725, 'now': '12/07/22(Wed)19:01:10', 'name': 'Anonymous', 'filename': '1670242949442335', 'ext': '.png', 'w': 2560, 'h': 1440, 'tn_w': 125, 'tn_h': 70, 'tim': 1670457670415128, 'time': 1670457670, 'md5': '/UmlbP7CMcFp6GnkAPqNdQ==', 'fsize': 6050106, 'resto': 7916460}, {'no': 7951586, 'now': '12/12/22(Mon)14:58:10', 'name': 'Anonymous', 'filename': '8A1C585F-DD07-481B-8E6E-B43CECB00620', 'ext': '.jpg', 'w': 975, 'h': 1386, 'tn_w': 87, 'tn_h': 125, 'tim': 1670875090495762, 'time': 1670875090, 'md5': 'Z/gKFj1A3y8NZe0C4yTadg==', 'fsize': 62538, 'resto': 7916460}]",1670875090,0.0,0.0,
32,7946008,,,11/15/22(Tue)16:56:36,Anonymous,Paranoia,post papes that might show ambient paranoia,1655931606103,.jpg,2048,1524,250,186,1668549396170385,1668549396,3AhFTNbDh7/nSw0RUOhJ5g==,1680658,0,paranoia,36,26,31.0,25.0,"[{'no': 7951412, 'now': '12/11/22(Sun)18:16:15', 'name': 'Anonymous', 'com': '<a href=""#p7951126"" class=""quotelink"">&gt;&gt;7951126</a><br>https://youtu.be/4RCWwDOL5a8<br>https://youtu.be/ofk9GvBBbOM', 'time': 1670800575, 'resto': 7946008}, {'no': 7951459, 'now': '12/12/22(Mon)01:05:24', 'name': 'Failed at gay sex.', 'com': '<a href=""#p7950975"" class=""quotelink"">&gt;&gt;7950975</a><br>This one gets me. Its not beutifull like a house in the night or empty streat its just &quot;off&quot; a place I truly would not want to be in.', 'time': 1670825124, 'resto': 7946008}, {'no': 7951521, 'now': '12/12/22(Mon)09:44:43', 'name': 'Anonymous', 'com': '<a href=""#p7951412"" class=""quotelink"">&gt;&gt;7951412</a><br>Thanks!', 'time': 1670856283, 'resto': 7946008}, {'no': 7951560, 'now': '12/12/22(Mon)11:31:55', 'name': 'Anonymous', 'com': '<a href=""#p7951126"" class=""quotelink"">&gt;&gt;7951126</a><br>Just google &quot;liminal space&quot;.', 'time': 1670862715, 'resto': 7946008}, {'no': 7951564, 'now': '12/12/22(Mon)11:47:03', 'name': 'Anonymous', 'filename': 'The_Hands_Resist_Him', 'ext': '.png', 'w': 1366, 'h': 768, 'tn_w': 125, 'tn_h': 70, 'tim': 1670863623080770, 'time': 1670863623, 'md5': 'zOHLFkr9a/1M+vw9ja/k5g==', 'fsize': 541197, 'resto': 7946008}]",1670863623,0.0,0.0,
33,7939566,,,10/19/22(Wed)21:05:54,Anonymous,dark wallpapers,post dark wallpapers for cell phones (preferably minimalist).,1657967575355,.jpg,1080,2400,112,250,1666227954901393,1666227954,a9Fln+EMzA4iG2DnDAm/+w==,61640,0,dark-wallpapers,38,33,33.0,29.0,"[{'no': 7951133, 'now': '12/10/22(Sat)09:02:52', 'name': 'Anonymous', 'filename': '1618521338212', 'ext': '.jpg', 'w': 670, 'h': 1191, 'tn_w': 70, 'tn_h': 125, 'tim': 1670680972515285, 'time': 1670680972, 'md5': 'GvW+01/Yb0kITtvqxgPrxQ==', 'fsize': 29514, 'resto': 7939566}, {'no': 7951134, 'now': '12/10/22(Sat)09:04:31', 'name': 'Anonymous', 'filename': '1636309411804', 'ext': '.png', 'w': 739, 'h': 1600, 'tn_w': 57, 'tn_h': 125, 'tim': 1670681071248065, 'time': 1670681071, 'md5': 'nNpyGN4N+WpHRHVVEgaIkw==', 'fsize': 713837, 'resto': 7939566}, {'no': 7951135, 'now': '12/10/22(Sat)09:07:06', 'name': 'Anonymous', 'filename': '53231', 'ext': '.jpg', 'w': 720, 'h': 1280, 'tn_w': 70, 'tn_h': 125, 'tim': 1670681226087356, 'time': 1670681226, 'md5': 'nIZ1RTaT8dQe3Qz/IWL00A==', 'fsize': 450729, 'resto': 7939566}, {'no': 7951461, 'now': '12/12/22(Mon)02:35:50', 'name': 'Anonymous', 'com': '<a href=""#p7951133"" class=""quotelink"">&gt;&gt;7951133</a><br>Anyone got a high rez version?', 'time': 1670830550, 'resto': 7939566}, {'no': 7951563, 'now': '12/12/22(Mon)11:45:14', 'name': 'Anonymous', 'com': '<a href=""#p7946497"" class=""quotelink"">&gt;&gt;7946497</a><br>I improved it a bit by adding gradient to the top and bottom.', 'filename': 'Toyota_gradient', 'ext': '.png', 'w': 2034, 'h': 3608, 'tn_w': 70, 'tn_h': 125, 'tim': 1670863514194512, 'time': 1670863514, 'md5': '16xKyZSZTFEmEyLMzGpQYw==', 'fsize': 2306270, 'resto': 7939566}]",1670863514,0.0,0.0,
34,7949442,,,12/01/22(Thu)17:06:37,Anonymous,Femboy Wallpapers,femboy/trap themed backgrounds,venti,.png,3236,1820,250,140,1669932397468830,1669932397,zCh/1WTquuaQb4IdC5f3NA==,1451830,0,femboy-wallpapers,20,17,15.0,14.0,"[{'no': 7950729, 'now': '12/07/22(Wed)20:39:01', 'name': 'Anonymous', 'com': '<a href=""#p7950728"" class=""quotelink"">&gt;&gt;7950728</a>', 'filename': '1656625089261', 'ext': '.png', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1670463541741979, 'time': 1670463541, 'md5': 'TVnJ8MXATw2j2DLJ7bKgoQ==', 'fsize': 1943352, 'resto': 7949442}, {'no': 7950858, 'now': '12/08/22(Thu)20:28:05', 'name': 'Anonymous', 'com': '<a href=""#p7949442"" class=""quotelink"">&gt;&gt;7949442</a>', 'filename': '1659553613655869', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670549285240970, 'time': 1670549285, 'md5': 'ONGd5UqNPBGtqxEJPWfq3Q==', 'fsize': 263702, 'resto': 7949442}, {'no': 7951352, 'now': '12/11/22(Sun)09:43:12', 'name': 'Anonymous', 'filename': '420f359dede97e311d40b3feb898a484', 'ext': '.png', 'w': 2275, 'h': 1280, 'tn_w': 125, 'tn_h': 70, 'tim': 1670769792742022, 'time': 1670769792, 'md5': 'nbe9MP7mktzzlFksDHZ9IQ==', 'fsize': 945258, 'resto': 7949442}, {'no': 7951361, 'now': '12/11/22(Sun)10:42:48', 'name': 'Anonymous', 'com': '<a href=""#p7949442"" class=""quotelink"">&gt;&gt;7949442</a><br>I think femboys are GAY', 'time': 1670773368, 'resto': 7949442}, {'no': 7951558, 'now': '12/12/22(Mon)11:30:55', 'name': 'Anonymous', 'com': '<a href=""#p7951361"" class=""quotelink"">&gt;&gt;7951361</a><br>it&#039;s okay to be gay', 'time': 1670862655, 'resto': 7949442}]",1670862655,0.0,0.0,
35,7947165,,,11/21/22(Mon)21:14:37,Anonymous,Women in Videogames #21 &lt;3,"This thread is dedicated to Women and Girls in videogames and related media.<br><br>Last Thread: <a href=""/wg/thread/7932242#p7932242"" class=""quotelink"">&gt;&gt;7932242</a><br><br>Just follow the basics and post wallpapers (desktop or phone) that:<br>1) Have a female prominently pictured<br>2) Are videogame related in some way<br><br>Keep in mind:<br>3) Fanart, redesigns, gender swapping and crossovers are most welcome. Cosplayers, streamers, developers, and pro-gamers are also fair game.<br>4) Anime/Manga/Japanese style art is ok as long as it relates somehow to the topic (Women in Videogames).<br>5) Lewd, risqué, nudes, erotic, 18+ wallpapers are accepted as long as they are tasteful and comply with the general rules of the board. Please refrain from posting openly pornographic or shock content.<br><br>Have fun people! &lt;3",wivg - 21,.jpg,2560,1440,250,140,1669083277192870,1669083277,WvhNpsuTvTb60AmT1jeylg==,5475203,0,women-in-videogames-21-3,99,93,94.0,88.0,"[{'no': 7951278, 'now': '12/11/22(Sun)02:08:22', 'name': 'Anonymous', 'filename': 'yande.re 912735 azu-taro dress link no_bra pointy_ears princess_zelda skirt_lift sword the_legend_of_zelda', 'ext': '.jpg', 'w': 1140, 'h': 960, 'tn_w': 125, 'tn_h': 105, 'tim': 1670742502215983, 'time': 1670742502, 'md5': 'E76Yi1AjtBClmevViJ1f0A==', 'fsize': 1064515, 'resto': 7947165}, {'no': 7951328, 'now': '12/11/22(Sun)06:12:50', 'name': 'Anonymous', 'filename': 'l358xy', 'ext': '.jpg', 'w': 2560, 'h': 3840, 'tn_w': 83, 'tn_h': 125, 'tim': 1670757170081800, 'time': 1670757170, 'md5': '5EY+k0yVyB/YNh/d9G/otQ==', 'fsize': 5899083, 'resto': 7947165}, {'no': 7951401, 'now': '12/11/22(Sun)17:58:57', 'name': 'Anonymous', 'filename': 'dp9xr3', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670799537439362, 'time': 1670799537, 'md5': 'e04ejzEecY8mLF/YusRlTQ==', 'fsize': 590509, 'resto': 7947165}, {'no': 7951515, 'now': '12/12/22(Mon)09:05:56', 'name': 'Anonymous', 'filename': '1661910007827119', 'ext': '.png', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1670853956664557, 'time': 1670853956, 'md5': 'ihJ7PBu9H/jrUtwUUkUkcg==', 'fsize': 1547110, 'resto': 7947165}, {'no': 7951556, 'now': '12/12/22(Mon)11:28:20', 'name': 'Anonymous', 'filename': 'c452', 'ext': '.jpg', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1670862500759476, 'time': 1670862500, 'md5': 'pcYtGXwE+DF0gtUmz0DvxQ==', 'fsize': 5695407, 'resto': 7947165}]",1670862500,0.0,0.0,
36,7951445,,,12/11/22(Sun)23:09:28,Anonymous,,superman wallpapers,superman-logo-wallpaper-hd,.jpg,1920,1080,250,140,1670818168643042,1670818168,5Mvk08N3dsVB8Y2Cc5ZIJA==,62410,0,superman-wallpapers,14,14,9.0,9.0,"[{'no': 7951542, 'now': '12/12/22(Mon)11:06:26', 'name': 'Anonymous', 'com': '<a href=""#p7951540"" class=""quotelink"">&gt;&gt;7951540</a>', 'filename': 'Superman 3', 'ext': '.jpg', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1670861186152560, 'time': 1670861186, 'md5': 'MQt7klWV5fef+eOLoCNEng==', 'fsize': 1892315, 'resto': 7951445}, {'no': 7951549, 'now': '12/12/22(Mon)11:11:21', 'name': 'Anonymous', 'com': '<a href=""#p7951542"" class=""quotelink"">&gt;&gt;7951542</a>', 'filename': 'minimalist Superman', 'ext': '.jpg', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1670861481345362, 'time': 1670861481, 'md5': 'VmbMmZix4g4y1CkAXBQcqA==', 'fsize': 1020232, 'resto': 7951445}, {'no': 7951551, 'now': '12/12/22(Mon)11:13:25', 'name': 'Anonymous', 'com': '<a href=""#p7951549"" class=""quotelink"">&gt;&gt;7951549</a>', 'filename': 'Batman v Superman', 'ext': '.jpg', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1670861605405723, 'time': 1670861605, 'md5': 'mQVCMb9PI81kMuBRy5lxsg==', 'fsize': 2183538, 'resto': 7951445}, {'no': 7951552, 'now': '12/12/22(Mon)11:14:51', 'name': 'Anonymous', 'com': '<a href=""#p7951551"" class=""quotelink"">&gt;&gt;7951551</a>', 'filename': 'Superman v Black Adam', 'ext': '.jpg', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1670861691456584, 'time': 1670861691, 'md5': 'vFGMUogakomzaIeGpOFXUg==', 'fsize': 1989589, 'resto': 7951445}, {'no': 7951553, 'now': '12/12/22(Mon)11:16:03', 'name': 'Anonymous', 'com': '<a href=""#p7951552"" class=""quotelink"">&gt;&gt;7951552</a>', 'filename': 'Superman v Wonder Woman', 'ext': '.jpg', 'w': 2880, 'h': 1620, 'tn_w': 125, 'tn_h': 70, 'tim': 1670861763011295, 'time': 1670861763, 'md5': 'R7/z7kaiOdZEysDnASf4+g==', 'fsize': 1336368, 'resto': 7951445}]",1670861763,0.0,0.0,
37,7951541,,,12/12/22(Mon)11:06:16,Cowboy Tanaka,5120 x 1440 papes / dark 5120 x 1440 papes,"Hard to find papes for my ultrawide monitor but ive noticed from the few I do have that bright papes or papes with bright colours in general tend to give me the &quot;HS overhead fluorescent light effect&quot; so making a thread in the hopes other anons here have papes for this large of a res, any 5120 x 1440 papes appreciated they dont necessarily have to be dark colourwaves but they&#039;d be appreciated",wallpapersden.com_abstract-paint-dark-joins_5120x1440,.jpg,5120,1440,250,70,1670861176410515,1670861176,BmPumbzC1I2F/rIEGhWCPA==,4297485,0,5120-x-1440-papes-dark-5120-x-1440-papes,2,2,,,"[{'no': 7951545, 'now': '12/12/22(Mon)11:08:07', 'name': 'Cowboy Tanaka', 'filename': 'wallpapersden.com_composition-in-dark-mode_5120x1440', 'ext': '.jpg', 'w': 5120, 'h': 1440, 'tn_w': 125, 'tn_h': 35, 'tim': 1670861287016823, 'time': 1670861287, 'md5': '+CuqVP1UnneL1BOE7y2bQg==', 'fsize': 1630877, 'resto': 7951541}, {'no': 7951547, 'now': '12/12/22(Mon)11:09:12', 'name': 'Cowboy Tanaka', 'com': 'posting three to start off the thread as per conventions', 'filename': 'wallpapersden.com_minimalist-black-digital-blend_5120x1440', 'ext': '.jpg', 'w': 5120, 'h': 1440, 'tn_w': 125, 'tn_h': 35, 'tim': 1670861352168728, 'time': 1670861352, 'md5': 'oRy/ze9tNxdUBfzt24mD3A==', 'fsize': 4350657, 'resto': 7951541}]",1670861352,0.0,0.0,
38,7939370,,,10/19/22(Wed)05:09:43,Anonymous,COLOR THREAD,I want COLOR. Rainbows. Paint. Whatever.<br><br>no queer shit,david-clode-Haz8prUXrI4-unsplash,.jpg,4048,2623,250,161,1666170583360972,1666170583,9Swj2YoDPxSph+Zwfo9RIg==,3841062,0,color-thread,96,93,91.0,88.0,"[{'no': 7948037, 'now': '11/25/22(Fri)18:20:26', 'name': 'Anonymous', 'filename': 'vlcsnap-2020-04-14-22h15m22s908', 'ext': '.png', 'w': 1920, 'h': 1040, 'tn_w': 125, 'tn_h': 67, 'tim': 1669418426156799, 'time': 1669418426, 'md5': 'sS0HfHvbk4d0YlIOEwuigw==', 'fsize': 3729020, 'resto': 7939370}, {'no': 7949000, 'now': '11/29/22(Tue)22:46:08', 'name': 'Anonymous', 'filename': '1624241207928', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1669779968730382, 'time': 1669779968, 'md5': 'oQbww3DSfQT6HcQPwLSGug==', 'fsize': 1637141, 'resto': 7939370}, {'no': 7949001, 'now': '11/29/22(Tue)22:46:40', 'name': 'Anonymous', 'com': 'This one tiles nicely', 'filename': '1624636333257', 'ext': '.jpg', 'w': 1300, 'h': 1300, 'tn_w': 125, 'tn_h': 125, 'tim': 1669780000440002, 'time': 1669780000, 'md5': 'fN0Si8ffUm/zPUpjPkIXCQ==', 'fsize': 315096, 'resto': 7939370}, {'no': 7951532, 'now': '12/12/22(Mon)10:51:08', 'name': 'Anonymous', 'filename': '1481497252409', 'ext': '.jpg', 'w': 2339, 'h': 1656, 'tn_w': 125, 'tn_h': 88, 'tim': 1670860268148077, 'time': 1670860268, 'md5': '3n4nHvTvfJ5pQypvIjuIPw==', 'fsize': 2446644, 'resto': 7939370}, {'no': 7951534, 'now': '12/12/22(Mon)10:51:50', 'name': 'Anonymous', 'filename': '1644345515200', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670860310567009, 'time': 1670860310, 'md5': 'PzjG8dw4qIgqPG9FyJYy2g==', 'fsize': 1835160, 'resto': 7939370}]",1670860310,0.0,0.0,
39,7949495,,,12/01/22(Thu)23:51:55,Anonymous,Graffiti papes?,I hunger for these,graffiti_art_bright_120714_1680x1050,.jpg,1680,1050,250,156,1669956715849738,1669956715,hNKzVh3czFDIELcwVfaSVQ==,969115,0,graffiti-papes,4,4,,,"[{'no': 7949496, 'now': '12/01/22(Thu)23:52:30', 'name': 'Anonymous', 'com': '<a href=""#p7949495"" class=""quotelink"">&gt;&gt;7949495</a>', 'filename': 'graffiti_octopus_street_art_122657_1680x1050', 'ext': '.jpg', 'w': 1680, 'h': 1050, 'tn_w': 125, 'tn_h': 78, 'tim': 1669956750036941, 'time': 1669956750, 'md5': 'SyCewksgLoBR53Qi+T5JTg==', 'fsize': 1136771, 'resto': 7949495}, {'no': 7949497, 'now': '12/01/22(Thu)23:53:27', 'name': 'Anonymous', 'filename': 'graffiti_street_art_hand_122102_1680x1050', 'ext': '.jpg', 'w': 1680, 'h': 1050, 'tn_w': 125, 'tn_h': 78, 'tim': 1669956807381034, 'time': 1669956807, 'md5': 'qO2yC7/EFoEtILz0Clh9vA==', 'fsize': 1177086, 'resto': 7949495}, {'no': 7949498, 'now': '12/01/22(Thu)23:56:54', 'name': 'Anonymous', 'filename': 'graffiti_wall_art_street_art_colorful_118138_1680x1050', 'ext': '.jpg', 'w': 1680, 'h': 1050, 'tn_w': 125, 'tn_h': 78, 'tim': 1669957014639549, 'time': 1669957014, 'md5': 'NK/3ilrmYPqTS9UxBbxOmQ==', 'fsize': 934755, 'resto': 7949495}, {'no': 7951531, 'now': '12/12/22(Mon)10:46:55', 'name': 'Anonymous', 'filename': '1528388362904', 'ext': '.jpg', 'w': 1230, 'h': 2099, 'tn_w': 73, 'tn_h': 125, 'tim': 1670860015478686, 'time': 1670860015, 'md5': 'l9iBdBWooMDF4loA6FucqA==', 'fsize': 663664, 'resto': 7949495}]",1670860015,0.0,0.0,
40,7945319,,,11/12/22(Sat)15:43:47,Anonymous,H.R Giger,,h-1665577540508-7559,.jpg,2731,1536,249,140,1668285827201523,1668285827,/u2r5usXFQTJGbsdxt/UkA==,1486638,0,hr-giger,10,9,5.0,5.0,"[{'no': 7948638, 'now': '11/28/22(Mon)03:22:32', 'name': 'Anonymous', 'com': 'I too would like more Giger papes in a higher resolution.', 'filename': 'a0f4a7f86a0fcaa07055eb147aa8f031', 'ext': '.jpg', 'w': 2880, 'h': 1800, 'tn_w': 125, 'tn_h': 78, 'tim': 1669623752219295, 'time': 1669623752, 'md5': 'rQIk6gJ+XQ/6C/D5K/o7xg==', 'fsize': 643481, 'resto': 7945319}, {'no': 7949706, 'now': '12/03/22(Sat)03:50:38', 'name': 'Anonymous', 'filename': 'h-1665570768946-3247', 'ext': '.jpg', 'w': 3996, 'h': 2746, 'tn_w': 125, 'tn_h': 85, 'tim': 1670057438779549, 'time': 1670057438, 'md5': '5kCnNV5N8Efq6ES3gsZwhw==', 'fsize': 5345780, 'resto': 7945319}, {'no': 7949707, 'now': '12/03/22(Sat)03:51:26', 'name': 'Anonymous', 'filename': 'index', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670057486868601, 'time': 1670057486, 'md5': 'LIk62X1p4LdTgSJEklTeRA==', 'fsize': 243466, 'resto': 7945319}, {'no': 7949731, 'now': '12/03/22(Sat)10:06:45', 'name': 'Anonymous', 'com': '<a href=""#p7945319"" class=""quotelink"">&gt;&gt;7945319</a><br>ELP and H.R. Giger&#039;s art is quite an interesting match', 'filename': '929d5dc6307b0ebf68c4613aef93b6f0', 'ext': '.jpg', 'w': 1540, 'h': 1532, 'tn_w': 125, 'tn_h': 124, 'tim': 1670080005794916, 'time': 1670080005, 'md5': 'l3Z8dMo3cv3H8hsUPiL1Pw==', 'fsize': 445213, 'resto': 7945319}, {'no': 7951530, 'now': '12/12/22(Mon)10:45:54', 'name': 'Anonymous', 'com': '<a href=""#p7949731"" class=""quotelink"">&gt;&gt;7949731</a><br>I mean, he designed that cover for them, see his signature in the corner?', 'time': 1670859954, 'resto': 7945319}]",1670859954,0.0,0.0,
41,7939058,,,10/17/22(Mon)17:55:18,Anonymous,Norse/Viking/Pagan wallpapers,,1442663,.jpg,2592,1944,250,187,1666043718771996,1666043718,xhJ/EZpUw7Ull43vkqSCDw==,187324,0,norsevikingpagan-wallpapers,105,94,100.0,89.0,"[{'no': 7950623, 'now': '12/07/22(Wed)11:06:00', 'name': 'Anonymous', 'filename': 'tnpol8a2w1U1uq4wbgo1_1280', 'ext': '.jpg', 'w': 864, 'h': 1152, 'tn_w': 93, 'tn_h': 125, 'tim': 1670429160116859, 'time': 1670429160, 'md5': 'DBnwK30uucVNSxbxAtM7zg==', 'fsize': 989672, 'resto': 7939058}, {'no': 7950797, 'now': '12/08/22(Thu)12:39:43', 'name': 'Anonymous', 'filename': '1456869672523', 'ext': '.jpg', 'w': 1041, 'h': 900, 'tn_w': 125, 'tn_h': 108, 'tim': 1670521183583656, 'time': 1670521183, 'md5': 'o6rvVRF14M+zB7z7CSnHEQ==', 'fsize': 312451, 'resto': 7939058}, {'no': 7950984, 'now': '12/09/22(Fri)15:10:36', 'name': 'Anonymous', 'com': 'Might be a bit off topic but I don&#039;t suppose anyone has any Celtic pagan or mythic wallpapers I lost my collection when my my last computer died', 'filename': 'Norse Cosmology', 'ext': '.jpg', 'w': 772, 'h': 1080, 'tn_w': 89, 'tn_h': 125, 'tim': 1670616636235132, 'time': 1670616636, 'md5': 'AGlx+VCQVbwPbztWk4xXTA==', 'fsize': 179373, 'resto': 7939058}, {'no': 7951399, 'now': '12/11/22(Sun)16:42:24', 'name': 'Anonymous', 'filename': 'tumblr_ntep7bYMgn1qh1v9go2_1280', 'ext': '.jpg', 'w': 1000, 'h': 664, 'tn_w': 125, 'tn_h': 83, 'tim': 1670794944716684, 'time': 1670794944, 'md5': 'WG721d1LnCGbsrCjl0lGFw==', 'fsize': 429241, 'resto': 7939058}, {'no': 7951527, 'now': '12/12/22(Mon)10:27:46', 'name': 'Anonymous', 'filename': 'tumblr_ntep7bYMgn1qh1v9go4_1280', 'ext': '.jpg', 'w': 1000, 'h': 665, 'tn_w': 125, 'tn_h': 83, 'tim': 1670858866314681, 'time': 1670858866, 'md5': '1KOV3qvx0biGB2UsPIdG0g==', 'fsize': 474730, 'resto': 7939058}]",1670858866,0.0,0.0,
42,7947389,,,11/23/22(Wed)00:12:34,Anonymous,NatSoc wallpapers,,1669073153132667,.jpg,937,1024,228,250,1669180354781374,1669180354,HeZpGENZIflLRKY1TO+NJA==,185726,0,natsoc-wallpapers,125,61,120.0,60.0,"[{'no': 7951348, 'now': '12/11/22(Sun)07:43:10', 'name': 'Anonymous', 'com': '<a href=""#p7951346"" class=""quotelink"">&gt;&gt;7951346</a><br>fest upon my dick together with your entire family you braindead faggot', 'time': 1670762590, 'resto': 7947389}, {'no': 7951373, 'now': '12/11/22(Sun)12:32:12', 'name': 'Anonymous', 'com': '<a href=""#p7951343"" class=""quotelink"">&gt;&gt;7951343</a><br>spoken like someone on the left who would rather history be rewritten to suit the questionable narrative of their chosen political ideology instead of taking the time to expand their tiny mind by learning from actual history to prevent its mistakes being repeated.<br><br>ultimately that&#039;s your loss in the long run, meantime enjoy your eternal ignorance right up until the socialist jackboot comes and stands on your neck too.', 'time': 1670779932, 'resto': 7947389}, {'no': 7951379, 'now': '12/11/22(Sun)13:17:35', 'name': 'Anonymous', 'com': '<a href=""#p7951373"" class=""quotelink"">&gt;&gt;7951373</a><br><span class=""quote"">&gt;rewriting history</span><br>says the dude who wants us to believe marxism and fascism are identical, reducing the entire political spectrum to authoritarian vs libertarian. yeah bro nazi germany, fascist italy, and imperial japan were all basically marxist, that sounds historically accurate to me. the real world isn&#039;t a one dimensional liberty vs tyranny, good vs evil like you want it to be', 'time': 1670782655, 'resto': 7947389}, {'no': 7951434, 'now': '12/11/22(Sun)21:46:00', 'name': 'Anonymous', 'com': '<a href=""#p7951261"" class=""quotelink"">&gt;&gt;7951261</a><br><a href=""#p7951373"" class=""quotelink"">&gt;&gt;7951373</a><br>The mental gymnastics of republicucks trying to make everything they don&#039;t like an extension of the democrats never ceases to amaze me.', 'time': 1670813160, 'resto': 7947389}, {'no': 7951525, 'now': '12/12/22(Mon)09:51:43', 'name': 'Anonymous', 'com': '<a href=""#p7947389"" class=""quotelink"">&gt;&gt;7947389</a>', 'filename': '1640364553188', 'ext': '.jpg', 'w': 800, 'h': 655, 'tn_w': 125, 'tn_h': 102, 'tim': 1670856703327076, 'time': 1670856703, 'md5': 'A5wNBY6O3K7Mpp5TbIfQHg==', 'fsize': 382386, 'resto': 7947389}]",1670856703,0.0,0.0,
