,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
39,7944649,,,11/09/22(Wed)15:06:56,Anonymous,Classics,"Wallpapers that have cemented themselves as a classic. Please, no stock wallpapers such as Bliss or Windows 7 default.",file,.png,2560,1600,250,156,1668024416968846,1668024416,VgQ7H6BSzg2prDHjWThdUQ==,3451509,0,classics,51,35,46.0,34.0,"[{'no': 7950794, 'now': '12/08/22(Thu)11:43:19', 'name': 'Anonymous', 'com': '<a href=""#p7947783"" class=""quotelink"">&gt;&gt;7947783</a><br>aged like fine wine', 'time': 1670517799, 'resto': 7944649}, {'no': 7950798, 'now': '12/08/22(Thu)13:11:34', 'name': 'Anonymous', 'com': '<a href=""#p7947646"" class=""quotelink"">&gt;&gt;7947646</a><br>Based', 'time': 1670523094, 'resto': 7944649}, {'no': 7951173, 'now': '12/10/22(Sat)12:26:37', 'name': 'Anonymous', 'com': '<a href=""#p7949965"" class=""quotelink"">&gt;&gt;7949965</a><br>The emo haircut needs to make a comeback. Not the dyed ones. Just the unique fringe', 'time': 1670693197, 'resto': 7944649}, {'no': 7951190, 'now': '12/10/22(Sat)14:33:59', 'name': 'Anonymous', 'com': '<a href=""#p7947784"" class=""quotelink"">&gt;&gt;7947784</a><br><br>holy shit this is the hardest I&#039;ve ever nostalgiad, thank you annon.', 'time': 1670700839, 'resto': 7944649}, {'no': 7951199, 'now': '12/10/22(Sat)15:28:56', 'name': 'Anonymous', 'filename': '748374678', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670704136500655, 'time': 1670704136, 'md5': '03z34OqparkqhhEGX28GOA==', 'fsize': 326454, 'resto': 7944649}]",1670704136,0.0,0.0,
40,7944463,,,11/08/22(Tue)23:23:39,Anonymous,HQ WA Vintage Photography (shorpy shit),moar pls,wallhaven-4o3d5l,.jpg,1920,1080,250,140,1667967819051498,1667967819,nqTybu3bxeC/VuN+maKfUg==,500616,0,hq-wa-vintage-photography-shorpy-shit,42,38,37.0,35.0,"[{'no': 7950485, 'now': '12/06/22(Tue)15:54:59', 'name': 'Anonymous', 'filename': '1653223655966', 'ext': '.jpg', 'w': 1669, 'h': 1080, 'tn_w': 125, 'tn_h': 80, 'tim': 1670360099218537, 'time': 1670360099, 'md5': 'ecgNdw+0NUXKLlRmiXfPCg==', 'fsize': 385326, 'resto': 7944463}, {'no': 7950486, 'now': '12/06/22(Tue)15:55:31', 'name': 'Anonymous', 'filename': '1650784546036', 'ext': '.jpg', 'w': 1525, 'h': 1080, 'tn_w': 124, 'tn_h': 88, 'tim': 1670360131293090, 'time': 1670360131, 'md5': 'jSGHR4VizgY5DOMBcod4uA==', 'fsize': 358937, 'resto': 7944463}, {'no': 7950520, 'now': '12/06/22(Tue)19:04:40', 'name': 'Anonymous', 'com': '<a href=""#p7950486"" class=""quotelink"">&gt;&gt;7950486</a><br><span class=""quote"">&gt;BEER DRUGS COFFEE BEER</span>', 'time': 1670371480, 'resto': 7944463}, {'no': 7950610, 'now': '12/07/22(Wed)10:15:38', 'name': 'Anonymous', 'com': '<a href=""#p7950520"" class=""quotelink"">&gt;&gt;7950520</a><br><span class=""quote"">&gt;REPEAT</span>', 'time': 1670426138, 'resto': 7944463}, {'no': 7951191, 'now': '12/10/22(Sat)14:39:25', 'name': 'Anonymous', 'com': '<a href=""#p7946980"" class=""quotelink"">&gt;&gt;7946980</a><br>People might like to see this same intersection nowadays. 80 year old intersection is better imo.', 'filename': 'city_London_2010s', 'ext': '.jpg', 'w': 2848, 'h': 2136, 'tn_w': 125, 'tn_h': 93, 'tim': 1670701165831134, 'time': 1670701165, 'md5': '40HpwWn0dkXUKYYXLYa7LQ==', 'fsize': 1039906, 'resto': 7944463}]",1670701165,0.0,0.0,
41,7950838,,,12/08/22(Thu)17:46:13,Anonymous,Revolution,Something different,167053928986038085,.jpg,770,1080,178,250,1670539573245012,1670539573,bDmClhaFIP0T34LZxzhV7A==,68674,0,revolution,35,19,30.0,17.0,"[{'no': 7951184, 'now': '12/10/22(Sat)14:02:53', 'name': 'Anonymous', 'com': '<a href=""#p7951023"" class=""quotelink"">&gt;&gt;7951023</a><br><a href=""#p7951024"" class=""quotelink"">&gt;&gt;7951024</a><br><a href=""#p7951025"" class=""quotelink"">&gt;&gt;7951025</a><br><a href=""#p7951026"" class=""quotelink"">&gt;&gt;7951026</a><br>fashwave/laborwave is cringe as fuck', 'time': 1670698973, 'resto': 7950838}, {'no': 7951187, 'now': '12/10/22(Sat)14:07:20', 'name': 'Anonymous', 'filename': '1548804122852', 'ext': '.jpg', 'w': 2048, 'h': 1334, 'tn_w': 125, 'tn_h': 81, 'tim': 1670699240227959, 'time': 1670699240, 'md5': 'kKo+k/2Vd16AqeZ+98EpQQ==', 'fsize': 1009734, 'resto': 7950838}, {'no': 7951188, 'now': '12/10/22(Sat)14:23:15', 'name': 'Anonymous', 'filename': 'd652ec40d97050399cccf276ef285713', 'ext': '.jpg', 'w': 1920, 'h': 1200, 'tn_w': 125, 'tn_h': 78, 'tim': 1670700195314988, 'time': 1670700195, 'md5': '2SBS75N1Kg+G/vaFJ/cChQ==', 'fsize': 577405, 'resto': 7950838}, {'no': 7951189, 'now': '12/10/22(Sat)14:33:07', 'name': 'forgot my meds', 'com': '<a href=""#p7951179"" class=""quotelink"">&gt;&gt;7951179</a><br>Uprisings are changes in management, Revolutions are changes in the total systemic orders. Revolutions don&#039;t necessarily have to be violent, they just tend to be because of reaction.', 'time': 1670700787, 'resto': 7950838}, {'no': 7951330, 'now': '12/11/22(Sun)06:59:59', 'name': 'Anonymous', 'com': '<a href=""#p7950898"" class=""quotelink"">&gt;&gt;7950898</a><br><a href=""#p7950964"" class=""quotelink"">&gt;&gt;7950964</a><br>do they not teach you stupid niggers that &#039;s is a possessive?<br>its just nazis you fucking retards', 'time': 1670759999, 'resto': 7950838}]",1670759999,0.0,0.0,
42,7940944,,,10/24/22(Mon)16:54:25,Anonymous,,"trees, myst, dark atmosphere",1652361801813,.jpg,2048,1357,250,165,1666644865712700,1666644865,gsNEmyf0mL9rs5NWQqX4KQ==,1007321,0,trees-myst-dark-atmosphere,38,36,33.0,33.0,"[{'no': 7950744, 'now': '12/07/22(Wed)23:33:48', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;trees, myst, dark atmosphere</span><br>i love this.<br>any movies/tv shows with that feel?', 'filename': '374708-4k-wallpaper', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670474028891593, 'time': 1670474028, 'md5': 'dlDkxBjX36SVn/rVVHiTTw==', 'fsize': 423153, 'resto': 7940944}, {'no': 7950846, 'now': '12/08/22(Thu)18:37:49', 'name': 'Anonymous', 'com': '<a href=""#p7950744"" class=""quotelink"">&gt;&gt;7950744</a><br>Twin Peaks', 'filename': 'mpv-shot0001', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670542669501937, 'time': 1670542669, 'md5': '7DF/gWekc9u/VaxmT462fA==', 'fsize': 220588, 'resto': 7940944}, {'no': 7950848, 'now': '12/08/22(Thu)18:47:30', 'name': 'Anonymous', 'com': '<a href=""#p7947978"" class=""quotelink"">&gt;&gt;7947978</a><br>I knew someone would do this!', 'time': 1670543250, 'resto': 7940944}, {'no': 7950849, 'now': '12/08/22(Thu)19:09:49', 'name': 'Anonymous', 'com': '<a href=""#p7950744"" class=""quotelink"">&gt;&gt;7950744</a><br>Prisoners<br>great movie on hulu', 'time': 1670544589, 'resto': 7940944}, {'no': 7951185, 'now': '12/10/22(Sat)14:05:27', 'name': 'Anonymous', 'filename': '1443043147064', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670699127512287, 'time': 1670699127, 'md5': 'ODpZR0HXV5925mO8ybU3wQ==', 'fsize': 1098611, 'resto': 7940944}]",1670699127,0.0,0.0,
43,7949556,,,12/02/22(Fri)11:31:44,Anonymous,&quot;Black Metal&quot;ish landscapes,,1416134462591,.png,1920,1080,250,140,1669998704560494,1669998704,v4HH5BpwRb4s6Tq6k73Aug==,4159716,0,black-metalish-landscapes,19,17,14.0,14.0,"[{'no': 7950074, 'now': '12/04/22(Sun)19:02:26', 'name': 'Anonymous', 'filename': '1629340442709', 'ext': '.jpg', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1670198546970310, 'time': 1670198546, 'md5': '1NExSFgtiP6ek0OaGBvYfA==', 'fsize': 2130782, 'resto': 7949556}, {'no': 7950075, 'now': '12/04/22(Sun)19:03:03', 'name': 'Anonymous', 'com': '<a href=""#p7949613"" class=""quotelink"">&gt;&gt;7949613</a><br>Literally Black metal', 'filename': '1629340644615', 'ext': '.png', 'w': 1366, 'h': 768, 'tn_w': 125, 'tn_h': 70, 'tim': 1670198583436810, 'time': 1670198583, 'md5': 'vDKXR23cCpb8NB/eVM5Cjw==', 'fsize': 2941203, 'resto': 7949556}, {'no': 7950979, 'now': '12/09/22(Fri)14:52:28', 'name': 'Anonymous', 'com': '<a href=""#p7949556"" class=""quotelink"">&gt;&gt;7949556</a><br>I wish that &#039;black metal&#039; or metal in general would vibe better with tropical arboreal places, or more tropical places in general. I get it, it&#039;s sunny so why be sad, right?', 'time': 1670615548, 'resto': 7949556}, {'no': 7951061, 'now': '12/09/22(Fri)21:19:34', 'name': 'Anonymous', 'com': '<a href=""#p7950979"" class=""quotelink"">&gt;&gt;7950979</a><br><br>Well anon you&#039;re in luck check out Lantlôs – Melting Sun', 'filename': 'cover', 'ext': '.jpg', 'w': 1200, 'h': 1200, 'tn_w': 125, 'tn_h': 125, 'tim': 1670638774849927, 'time': 1670638774, 'md5': 'X2WRWrj/zxZqwVY5G/YxJw==', 'fsize': 262373, 'resto': 7949556}, {'no': 7951178, 'now': '12/10/22(Sat)13:16:10', 'name': 'Anonymous', 'com': '<a href=""#p7951061"" class=""quotelink"">&gt;&gt;7951061</a><br>Thank you for reminding me of this. I haven&#039;t listened to this album since I was married kek', 'time': 1670696170, 'resto': 7949556}]",1670696170,0.0,0.0,
44,7940790,,,10/23/22(Sun)23:33:57,Anonymous,Winter approaching,"I&#039;m definitely looking forward to Winter. There is a Winter thread here:<br><span class=""deadlink"">&gt;&gt;7936896</span><br>but it&#039;s dedicated to black and white images. Let&#039;s have a general Winter wallpaper here, in the hopes that winter will be good to us all this year.",12260313,.jpg,5472,3080,250,140,1666582437992727,1666582437,aXDxD04ZqS4cAeXxEV8h3w==,5098776,0,winter-approaching,76,70,71.0,65.0,"[{'no': 7951168, 'now': '12/10/22(Sat)11:59:02', 'name': 'Anonymous', 'com': '<a href=""#p7951167"" class=""quotelink"">&gt;&gt;7951167</a><br>dumping', 'filename': '1645896480221', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670691542251335, 'time': 1670691542, 'md5': 'SihdY5G4H9tS8+tV44tzPg==', 'fsize': 548883, 'resto': 7940790}, {'no': 7951169, 'now': '12/10/22(Sat)11:59:43', 'name': 'Anonymous', 'com': '<a href=""#p7951168"" class=""quotelink"">&gt;&gt;7951168</a>', 'filename': '1645896729999', 'ext': '.jpg', 'w': 1600, 'h': 900, 'tn_w': 125, 'tn_h': 70, 'tim': 1670691583706120, 'time': 1670691583, 'md5': 'o5lweIdPqa7SluHkcvwIPg==', 'fsize': 282216, 'resto': 7940790}, {'no': 7951170, 'now': '12/10/22(Sat)12:00:51', 'name': 'Anonymous', 'com': '<a href=""#p7951169"" class=""quotelink"">&gt;&gt;7951169</a>', 'filename': '1658414539073812', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670691651559961, 'time': 1670691651, 'md5': 'T84O621oFZ5kg++l2zz1bA==', 'fsize': 370641, 'resto': 7940790}, {'no': 7951171, 'now': '12/10/22(Sat)12:01:36', 'name': 'Anonymous', 'com': '<a href=""#p7951170"" class=""quotelink"">&gt;&gt;7951170</a>', 'filename': '1658414781564205', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670691696825164, 'time': 1670691696, 'md5': 'olxg7RKkUtbXPC4CpjZUOw==', 'fsize': 515081, 'resto': 7940790}, {'no': 7951172, 'now': '12/10/22(Sat)12:02:55', 'name': 'Anonymous', 'com': '<a href=""#p7951171"" class=""quotelink"">&gt;&gt;7951171</a>', 'filename': 'northern_lights_above_the_glacier_lagoon_by_linsenschuss', 'ext': '.jpg', 'w': 1600, 'h': 900, 'tn_w': 125, 'tn_h': 70, 'tim': 1670691775151197, 'time': 1670691775, 'md5': 'rWHP4iD12MEEa5p93VNvUw==', 'fsize': 229836, 'resto': 7940790}]",1670691775,0.0,0.0,
45,7927309,,,08/29/22(Mon)09:39:58,Anonymous,Telephone thread,"Post a wallpaper that&#039;s somehow connected to the last wallpaper posted, either by characters, art style, a detail, a feeling, the ambiance, anything that&#039;s related. Be creative.<br><br>Continuing from the last thread <span class=""deadlink"">&gt;&gt;7906172</span><br><br>Starting with &#039;Old West theme&#039;",1661729709477004,.jpg,3870,2518,249,162,1661780398737023,1661780398,pEK1bBfto8VJ/OwJlusWlA==,900310,0,telephone-thread,220,204,215.0,199.0,"[{'no': 7950821, 'now': '12/08/22(Thu)16:08:07', 'name': 'Anonymous', 'com': '<a href=""#p7949710"" class=""quotelink"">&gt;&gt;7949710</a><br>brown people', 'filename': '1646196711763', 'ext': '.jpg', 'w': 2000, 'h': 1291, 'tn_w': 125, 'tn_h': 80, 'tim': 1670533687265222, 'time': 1670533687, 'md5': 'BpszjUwJA0/z9nVbjfXfbQ==', 'fsize': 485885, 'resto': 7927309}, {'no': 7950981, 'now': '12/09/22(Fri)15:01:54', 'name': 'Anonymous', 'com': '<a href=""#p7950821"" class=""quotelink"">&gt;&gt;7950821</a><br>transportation, black people', 'filename': '1665762617642344', 'ext': '.jpg', 'w': 2301, 'h': 1455, 'tn_w': 125, 'tn_h': 79, 'tim': 1670616114525997, 'time': 1670616114, 'md5': 'YUxfASAm76whlmTSIVtCvg==', 'fsize': 526173, 'resto': 7927309}, {'no': 7951086, 'now': '12/10/22(Sat)01:04:41', 'name': 'Anonymous', 'com': '<a href=""#p7950981"" class=""quotelink"">&gt;&gt;7950981</a><br>manga art', 'filename': '135838438418', 'ext': '.png', 'w': 1920, 'h': 1295, 'tn_w': 125, 'tn_h': 84, 'tim': 1670652281616405, 'time': 1670652281, 'md5': 'f/LY9Ff8LpTew05uRTJ37g==', 'fsize': 156553, 'resto': 7927309}, {'no': 7951115, 'now': '12/10/22(Sat)06:12:40', 'name': 'Anonymous', 'com': '<a href=""#p7951086"" class=""quotelink"">&gt;&gt;7951086</a><br>smug ass smiles', 'filename': '4820842309570', 'ext': '.jpg', 'w': 2454, 'h': 1408, 'tn_w': 125, 'tn_h': 71, 'tim': 1670670760988028, 'time': 1670670760, 'md5': '8NsfBTaOMr7Yc2Q6lmUDYg==', 'fsize': 238540, 'resto': 7927309}, {'no': 7951146, 'now': '12/10/22(Sat)10:08:09', 'name': 'Anonymous', 'com': '<a href=""#p7951115"" class=""quotelink"">&gt;&gt;7951115</a><br>Cube shape', 'filename': '20210319_230554', 'ext': '.jpg', 'w': 2500, 'h': 1406, 'tn_w': 125, 'tn_h': 70, 'tim': 1670684889272550, 'time': 1670684889, 'md5': 'fVaoGHpV2ktplhaVLdmuUA==', 'fsize': 1584601, 'resto': 7927309}]",1670684889,0.0,0.0,
46,7946008,,,11/15/22(Tue)16:56:36,Anonymous,Paranoia,post papes that might show ambient paranoia,1655931606103,.jpg,2048,1524,250,186,1668549396170385,1668549396,3AhFTNbDh7/nSw0RUOhJ5g==,1680658,0,paranoia,31,25,26.0,22.0,"[{'no': 7950974, 'now': '12/09/22(Fri)14:32:37', 'name': 'Anonymous', 'filename': '1660877571703579', 'ext': '.jpg', 'w': 4679, 'h': 3119, 'tn_w': 125, 'tn_h': 83, 'tim': 1670614357364307, 'time': 1670614357, 'md5': '6Zx4YoVD3jDy9gb9QrWgDQ==', 'fsize': 2129460, 'resto': 7946008}, {'no': 7950975, 'now': '12/09/22(Fri)14:33:28', 'name': 'Anonymous', 'filename': 'wp9358635', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670614408142115, 'time': 1670614408, 'md5': 'YYelQtLJ+vU4zQua5+gt5A==', 'fsize': 4631347, 'resto': 7946008}, {'no': 7951087, 'now': '12/10/22(Sat)01:11:56', 'name': 'Anonymous', 'filename': '1495694617787-1', 'ext': '.jpg', 'w': 1280, 'h': 885, 'tn_w': 125, 'tn_h': 86, 'tim': 1670652716153474, 'time': 1670652716, 'md5': 'LxOZqqyI3mgZzbVLnIXmJg==', 'fsize': 506343, 'resto': 7946008}, {'no': 7951126, 'now': '12/10/22(Sat)07:59:00', 'name': 'Anonymous', 'com': '<a href=""#p7950975"" class=""quotelink"">&gt;&gt;7950975</a><br>How do I find more images like this?', 'time': 1670677140, 'resto': 7946008}, {'no': 7951143, 'now': '12/10/22(Sat)10:01:14', 'name': 'Anonymous', 'com': '<a href=""#p7946036"" class=""quotelink"">&gt;&gt;7946036</a><br>im paranoid that I accidentally clicked on a &quot;worst wallpapers of all time&quot; thread, oh wait nvm you&#039;re just retarded', 'time': 1670684474, 'resto': 7946008}]",1670684474,0.0,0.0,
47,7909969,,,06/29/22(Wed)08:45:48,Anonymous,Vintage Wallpapers,Post your wallpapers based on cool old/vintage stuff (1970&#039;s-2000&#039;s),1651296990922,.png,1920,1080,250,140,1656506748556,1656506748,akEyptS1rZiRBPWTwqyCmg==,6225609,0,vintage-wallpapers,126,81,121.0,78.0,"[{'no': 7949549, 'now': '12/02/22(Fri)09:03:43', 'name': 'Anonymous', 'com': '<a href=""#p7949512"" class=""quotelink"">&gt;&gt;7949512</a><br>zoomer detected', 'time': 1669989823, 'resto': 7909969}, {'no': 7949693, 'now': '12/03/22(Sat)01:28:15', 'name': 'Anonymous', 'filename': 'ezgif-2-7c81e295a9 (1)', 'ext': '.jpg', 'w': 4096, 'h': 2304, 'tn_w': 125, 'tn_h': 70, 'tim': 1670048895790358, 'time': 1670048895, 'md5': 'qh2NZT2Y3icGkKbD6C7WIQ==', 'fsize': 1146349, 'resto': 7909969}, {'no': 7949774, 'now': '12/03/22(Sat)14:53:56', 'name': 'Anonymous', 'com': '<a href=""#p7935060"" class=""quotelink"">&gt;&gt;7935060</a><br>good work anon', 'time': 1670097236, 'resto': 7909969}, {'no': 7950753, 'now': '12/08/22(Thu)02:31:36', 'name': 'Anonymous', 'filename': '1551681821751', 'ext': '.jpg', 'w': 1800, 'h': 1200, 'tn_w': 125, 'tn_h': 83, 'tim': 1670484696061614, 'time': 1670484696, 'md5': 'tutL9b3VmnMmsCPXXRfYdA==', 'fsize': 1243568, 'resto': 7909969}, {'no': 7951137, 'now': '12/10/22(Sat)09:49:33', 'name': 'Anonymous', 'com': '<a href=""#p7949512"" class=""quotelink"">&gt;&gt;7949512</a><br>does this look like a meta verse to you kid?', 'filename': 'Temple of Time', 'ext': '.png', 'w': 1366, 'h': 653, 'tn_w': 125, 'tn_h': 59, 'tim': 1670683773315794, 'time': 1670683773, 'md5': 'dVTdusejdjw9IdCtz/Xh/A==', 'fsize': 1723755, 'resto': 7909969}]",1670683773,0.0,0.0,
48,7899690,,,05/21/22(Sat)13:22:44,Anonymous,Gondola,Its weird to not see a gondola thread here. Let&#039;s post some papes from our good old guy.,Gondola6,.png,2400,1350,250,140,1653153764397,1653153764,Or9WeEKcBJeAUz/pIxROXQ==,4646745,0,gondola,195,106,190.0,103.0,"[{'no': 7950609, 'now': '12/07/22(Wed)10:13:05', 'name': 'Anonymous', 'com': '<a href=""#p7950608"" class=""quotelink"">&gt;&gt;7950608</a>', 'filename': 'holidays_christmas (59)', 'ext': '.jpg', 'w': 1920, 'h': 1200, 'tn_w': 125, 'tn_h': 78, 'tim': 1670425985062718, 'time': 1670425985, 'md5': 'ie2VKGqqG5NpxO+Hwxn3hA==', 'fsize': 623860, 'resto': 7899690}, {'no': 7950611, 'now': '12/07/22(Wed)10:16:01', 'name': 'Anonymous', 'com': '<a href=""#p7950609"" class=""quotelink"">&gt;&gt;7950609</a>', 'filename': 'JFLPgu1', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670426161087903, 'time': 1670426161, 'md5': 'DWTCqfdyWPkD1CkzJf892w==', 'fsize': 359645, 'resto': 7899690}, {'no': 7950769, 'now': '12/08/22(Thu)05:00:05', 'name': 'Anonymous', 'com': 'Please post spooky /out/ related gondola, also comfy /out/ gondola with campfire.', 'time': 1670493605, 'resto': 7899690}, {'no': 7950986, 'now': '12/09/22(Fri)15:43:37', 'name': 'Anonymous', 'com': '<a href=""#p7949929"" class=""quotelink"">&gt;&gt;7949929</a><br><a href=""#p7949930"" class=""quotelink"">&gt;&gt;7949930</a><br><a href=""#p7950607"" class=""quotelink"">&gt;&gt;7950607</a><br>These are great.', 'time': 1670618617, 'resto': 7899690}, {'no': 7951136, 'now': '12/10/22(Sat)09:21:45', 'name': 'Anonymous', 'filename': 'PXL_20221205_081114204.PORTRAIT', 'ext': '.jpg', 'w': 4080, 'h': 3072, 'tn_w': 125, 'tn_h': 94, 'tim': 1670682105043028, 'time': 1670682105, 'md5': 'nOHEX379ACFzSkwiGccjRQ==', 'fsize': 2249441, 'resto': 7899690}]",1670682105,0.0,0.0,
49,7939566,,,10/19/22(Wed)21:05:54,Anonymous,dark wallpapers,post dark wallpapers for cell phones (preferably minimalist).,1657967575355,.jpg,1080,2400,112,250,1666227954901393,1666227954,a9Fln+EMzA4iG2DnDAm/+w==,61640,0,dark-wallpapers,36,32,31.0,28.0,"[{'no': 7949687, 'now': '12/03/22(Sat)00:42:50', 'name': 'Anonymous', 'com': '<a href=""#p7945248"" class=""quotelink"">&gt;&gt;7945248</a><br>i&#039;m considering using it as my wallpaper so thank you for the time spent anon :)', 'time': 1670046170, 'resto': 7939566}, {'no': 7951132, 'now': '12/10/22(Sat)09:01:33', 'name': 'Anonymous', 'filename': 'itl.cat_red-eyes-black-dragon_851112', 'ext': '.jpg', 'w': 640, 'h': 960, 'tn_w': 83, 'tn_h': 125, 'tim': 1670680893282939, 'time': 1670680893, 'md5': 'NSNAYUgWxtS23ucLumXACw==', 'fsize': 44990, 'resto': 7939566}, {'no': 7951133, 'now': '12/10/22(Sat)09:02:52', 'name': 'Anonymous', 'filename': '1618521338212', 'ext': '.jpg', 'w': 670, 'h': 1191, 'tn_w': 70, 'tn_h': 125, 'tim': 1670680972515285, 'time': 1670680972, 'md5': 'GvW+01/Yb0kITtvqxgPrxQ==', 'fsize': 29514, 'resto': 7939566}, {'no': 7951134, 'now': '12/10/22(Sat)09:04:31', 'name': 'Anonymous', 'filename': '1636309411804', 'ext': '.png', 'w': 739, 'h': 1600, 'tn_w': 57, 'tn_h': 125, 'tim': 1670681071248065, 'time': 1670681071, 'md5': 'nNpyGN4N+WpHRHVVEgaIkw==', 'fsize': 713837, 'resto': 7939566}, {'no': 7951135, 'now': '12/10/22(Sat)09:07:06', 'name': 'Anonymous', 'filename': '53231', 'ext': '.jpg', 'w': 720, 'h': 1280, 'tn_w': 70, 'tn_h': 125, 'tim': 1670681226087356, 'time': 1670681226, 'md5': 'nIZ1RTaT8dQe3Qz/IWL00A==', 'fsize': 450729, 'resto': 7939566}]",1670681226,0.0,0.0,
50,7949081,,,11/30/22(Wed)09:54:38,Anonymous,Post a wallpaper and say what&#039;s on your mind,"All are welcome here.<br><br>Previous: <a href=""/wg/thread/7929629#p7929629"" class=""quotelink"">&gt;&gt;7929629</a>",Untitled-1,.jpg,2560,1440,250,140,1669820078156379,1669820078,p9YO5aUzNfixbcfB9GfV1Q==,3750200,0,post-a-wallpaper-and-say-whats-on-your-mind,24,13,19.0,12.0,"[{'no': 7951010, 'now': '12/09/22(Fri)16:27:28', 'name': 'Anonymous', 'com': '<a href=""#p7950963"" class=""quotelink"">&gt;&gt;7950963</a><br>It&#039;s nice to have little spontaneous moments like that. Some of the best parts of life.', 'time': 1670621248, 'resto': 7949081}, {'no': 7951034, 'now': '12/09/22(Fri)18:40:33', 'name': 'Anonymous', 'com': '<a href=""#p7950836"" class=""quotelink"">&gt;&gt;7950836</a><br>Tomorrow can be better than today.', 'time': 1670629233, 'resto': 7949081}, {'no': 7951035, 'now': '12/09/22(Fri)18:47:50', 'name': 'Anonymous', 'com': '<a href=""#p7950836"" class=""quotelink"">&gt;&gt;7950836</a><br>But there&#039;s truth and consolation<br>And what I&#039;m trying to say<br>Is that nobody ever had a rainbow, baby<br>Until he had the rain', 'time': 1670629670, 'resto': 7949081}, {'no': 7951100, 'now': '12/10/22(Sat)03:10:03', 'name': 'Anonymous', 'com': '<a href=""#p7949081"" class=""quotelink"">&gt;&gt;7949081</a><br>im a disordered retard and i fucking hate the way my brain works sometimes i just want to stab my head w a knife bc of how frustrating things can get and recently i started experiencing paranoia bc of ppl, they are so oversensitive to the point its disgusting and pathetic and bc of that i have to double check every word, every idea, every slang, every fucking shit before saying something so i dont &quot;offend anyone&quot; it gets so bad to the point i start smashing my head against a wall.<br>this wallpaper makes me feel calm desu', 'filename': '27bbconb9av61', 'ext': '.jpg', 'w': 5160, 'h': 2160, 'tn_w': 125, 'tn_h': 52, 'tim': 1670659803477882, 'time': 1670659803, 'md5': 'ZCXcXkHWUi8gQDx69mJ1Zg==', 'fsize': 2237089, 'resto': 7949081}, {'no': 7951121, 'now': '12/10/22(Sat)06:46:15', 'name': 'Anonymous', 'com': '<a href=""#p7949115"" class=""quotelink"">&gt;&gt;7949115</a><br>Think about the things you say to bring yourself down. If you analyze them logically, you&#039;ll find they&#039;re all bullshit.', 'time': 1670672775, 'resto': 7949081}]",1670672775,0.0,0.0,
