,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images
0,1,1.0,1.0,12/20/15(Sun)07:21:09,Anonymous,Welcome to /wsr/ - Worksafe Requests,"This board is for:
<ul>
<li>Asking for help in finding an image or the source of an image, or more of a certain kind of image.</li>
<li>Asking for photoshop requests.</li>
<li>Asking for recommendations for a new anime or TV series to watch, or a new manga or comic series to read.</li>
<li>Asking for tech support or help with your homework.</li>
<li>Any other kind of work-safe request.</li>
</ul>
Once you have posted your request, please <a href=""https://boards.4chan.org/wsr/catalog"">check the catalog</a> for requests that you can help others with. <br>
43,1292547,,,12/09/22(Fri)22:29:51,Anonymous,Every 4chan extension,"I&#039;m looking for every 4chan extension.<br>So far I know of:<br>UI<br><span class=""quote"">&gt;4chanX</span><br><span class=""quote"">&gt;OneeChan</span><br>Media<br><span class=""quote"">&gt;4chan external sounds</span><br><span class=""quote"">&gt;a third eye-type extension that used to allow embedding images and messages and was (is?) bannable to talk about</span><br>Flags<br><span class=""quote"">&gt;Extra Flags for int</span><br><span class=""quote"">&gt;Flaggot</span><br><span class=""quote"">&gt;Flag Lister for 4chan</span><br>Other<br><span class=""quote"">&gt;4chan umineko colored truths</span><br><br>But I expect that there must be more. Even if some don&#039;t work or exist anymore I&#039;m interested to hear about them.",SL370516,.jpg,752,564,250,187,1670642991769943,1670642991,KRaIBnFYKL6WTEbOFt0xzg==,125065,0,,every-4chan-extension,5,1,"[{'no': 1292558, 'now': '12/09/22(Fri)23:04:23', 'name': 'Anonymous', 'com': '<a href=""#p1292547"" class=""quotelink"">&gt;&gt;1292547</a><br>oh, and I forgot to mention 4chan Flag Fixer.<br>I am also interested in software and websites (other than simple post archives), such as<br><span class=""quote"">&gt;4stats.io</span><br><span class=""quote"">&gt;FlagHunter https://whatisthisimnotgoodwithcomp<wbr>uters.com/#!/flaghunter</span><br><span class=""quote"">&gt;Tripcode Explorer <span class=""deadlink"">&gt;&gt;1269342</span></span>', 'time': 1670645063, 'resto': 1292547}, {'no': 1292653, 'now': '12/10/22(Sat)07:46:17', 'name': 'Anonymous', 'com': '<a href=""#p1292547"" class=""quotelink"">&gt;&gt;1292547</a><br>There&#039;s also Meriken&#039;s Tripcode Engine, which is basically Tripcode Explorer on crack.<br>https://github.com/meriken/merikens<wbr>-tripcode-engine-v3', 'time': 1670676377, 'resto': 1292547}, {'no': 1292661, 'now': '12/10/22(Sat)08:23:33', 'name': 'Anonymous', 'com': 'Does it have to be 4chan exclusively? https://github.com/SthephanShinkufa<wbr>g/Dollchan-Extension-Tools works for other imageboards too. A very choice ruskie 4chanx alternative, can&#039;t unuse it after all the years.', 'time': 1670678613, 'resto': 1292547}, {'no': 1292690, 'now': '12/10/22(Sat)10:34:56', 'name': 'Anonymous', 'com': '<a href=""#p1292547"" class=""quotelink"">&gt;&gt;1292547</a><br><span class=""quote"">&gt;&gt;a third eye-type extension that used to allow embedding images and messages and was (is?) bannable to talk about</span><br>it&#039;s still around and in use. You can find it being used in /v/. If you see a furry related image you can bet it&#039;s being used by them. I didn&#039;t bother with that one really.<br>Picrel is the most useful to me. I can&#039;t link it since it will ban me. It&#039;s on the firefox/chrome addon site.', 'filename': '12-10-2022_092747', 'ext': '.png', 'w': 700, 'h': 103, 'tn_w': 125, 'tn_h': 18, 'tim': 1670686496065296, 'time': 1670686496, 'md5': 'fCA7hYtbSkI93Qq2wKV6qQ==', 'fsize': 67504, 'resto': 1292547}, {'no': 1292947, 'now': '12/11/22(Sun)00:16:48', 'name': 'Anonymous', 'com': '<a href=""#p1292558"" class=""quotelink"">&gt;&gt;1292558</a><br>4bans.tk:1776 - archive for the bans page', 'time': 1670735808, 'resto': 1292547}]",1670735808,0.0,0.0,,
44,1292938,,,12/10/22(Sat)23:50:21,Anonymous,,Source?,1670630725699675,.jpg,840,1200,175,250,1670734221947237,1670734221,G2I6ZJTesCJ+v/1TG+NEjQ==,184628,0,,source,1,0,"[{'no': 1292944, 'now': '12/11/22(Sun)00:06:48', 'name': 'Anonymous', 'com': 'ascii2d says the sauce is 性食鬼 8巻<br>but i can&#039;t find the exact panel', 'time': 1670735208, 'resto': 1292938}]",1670735208,0.0,0.0,,
45,1292295,,,12/09/22(Fri)10:14:52,Anon,Java/ mango store,"Can someone help code this?<br><br>Create a program that will simulate a mango store.<br>2. First create the class Fruit see the representation of the class.<br>3. Second create the class FruitTester see the representation of the class.<br>4. You will not ask the user to enter the name, price and color of the fruit. Give them a static value<br>using mutator methods.<br>5. Aside from the accessor and mutator, create a user defined method name calculatePrice( ) that will<br>calculate the total price the user needs to pay. Formula (quantity * price).<br>6. Also create a user defined method name calculateChange( ) that will calculate the change of the<br>user. Formula (cash - totalPrice).<br>Note: You can create a validation that if the cash entered by the user is lower than the totalPrice.<br>7. When printing the values invoke the accessor methods and the user-defined methods.",sampleoutput,.jpg,360,336,250,233,1670598892074033,1670598892,ujuzxZ9C3S5kTHN3nY7wAw==,49247,0,,java-mango-store,10,0,"[{'no': 1292712, 'now': '12/10/22(Sat)11:59:48', 'name': 'Anonymous', 'com': '<a href=""#p1292708"" class=""quotelink"">&gt;&gt;1292708</a><br><span class=""quote"">&gt;worksafe request literally means worksafe reuqest</span><br>Sure, but it doesn&#039;t mean &quot;I will do your worksafe request&quot;.<br>Your thread shouldn&#039;t be deleted, but <a href=""#p1292671"" class=""quotelink"">&gt;&gt;1292671</a> explains why no-one&#039;s done your homework for you, and probably no-one will.', 'time': 1670691588, 'resto': 1292295}, {'no': 1292716, 'now': '12/10/22(Sat)12:32:59', 'name': 'Anon', 'com': '<a href=""#p1292712"" class=""quotelink"">&gt;&gt;1292712</a><br><span class=""quote"">&gt;If you don&#039;t wanna help, just fuck off</span>', 'time': 1670693579, 'resto': 1292295}, {'no': 1292782, 'now': '12/10/22(Sat)16:29:19', 'name': 'Anonymous', 'com': '<a href=""#p1292628"" class=""quotelink"">&gt;&gt;1292628</a><br><span class=""quote"">&gt;RIP /wsr/</span><br>are you even old enough to post here?<br>do you homework, babby', 'time': 1670707759, 'resto': 1292295}, {'no': 1292940, 'now': '12/10/22(Sat)23:56:04', 'name': 'Anon', 'com': '<a href=""#p1292712"" class=""quotelink"">&gt;&gt;1292712</a><br>It literally means worksafe request, like whatever you request as long as it is safe for work you fucking moron. Just admit that you guys have a higher understanding in program compare to me, and you&#039;re feeling like a programming supremacist and having fun belittling me', 'time': 1670734564, 'resto': 1292295}, {'no': 1293009, 'now': '12/11/22(Sun)05:45:16', 'name': 'Anonymous', 'com': '<a href=""#p1292940"" class=""quotelink"">&gt;&gt;1292940</a><br>Didn&#039;t say your thread should be deleted. In fact, said the exact opposite.<br><br>But no-one will do your entire homework for you, so if you&#039;re counting on that happening, you should make a contingency plan. There&#039;s probably someone on fiverr you can pay to do your homework for you.', 'time': 1670755516, 'resto': 1292295}]",1670755516,0.0,0.0,5.0,0.0
46,1292157,,,12/08/22(Thu)21:58:05,Anonymous,looking for song,"In the movie &quot;The lost boys&quot;, there&#039;s this &quot;cry little sister&quot; song, but it is just the &quot;kids chorus&quot; part.<br>Does anyone know if if it&#039;s a special version used only for the movie?, or did they just cut out the chorus?<br><br>I have been looking for that version, but I&#039;m not really good at searching",music_icon,.png,600,600,250,250,1670554685963006,1670554685,UCm0ei2l+fSun2nr/VACvg==,9581,0,,looking-for-song,5,0,"[{'no': 1292575, 'now': '12/10/22(Sat)00:21:14', 'name': 'Anonymous', 'com': 'bump', 'time': 1670649674, 'resto': 1292157}, {'no': 1292776, 'now': '12/10/22(Sat)16:19:09', 'name': 'Anonymous', 'com': 'bump', 'time': 1670707149, 'resto': 1292157}, {'no': 1292785, 'now': '12/10/22(Sat)16:39:27', 'name': 'Anonymous', 'com': '<a href=""#p1292157"" class=""quotelink"">&gt;&gt;1292157</a><br>tell me what time in the movie you&#039;re talking about', 'time': 1670708367, 'resto': 1292157}, {'no': 1292786, 'now': '12/10/22(Sat)16:41:47', 'name': 'Anonymous', 'com': '<a href=""#p1292157"" class=""quotelink"">&gt;&gt;1292157</a><br><a href=""#p1292575"" class=""quotelink"">&gt;&gt;1292575</a><br><a href=""#p1292776"" class=""quotelink"">&gt;&gt;1292776</a><br>i literally seached song title + karaoke<br>https://youtu.be/NSVJtZTpXRs', 'time': 1670708507, 'resto': 1292157}, {'no': 1292937, 'now': '12/10/22(Sat)23:48:09', 'name': 'Anonymous', 'com': '<a href=""#p1292786"" class=""quotelink"">&gt;&gt;1292786</a><br>thank you, this sounds nice, but I was just wondering if the movie used some special version (like this one) or what happened..<br><br>like in this scene<br><br>https://youtu.be/F5g7u8WRwqQ?t=73<br><br>the &quot;tempo&quot; (I&#039;m not sure if it&#039;s tempo, I don&#039;t have good musical knowledge, but I mean the speed of the chorus) seems slower, also sounds kinda different than the released song.<br>I was wondering if that &quot;special version&quot; actually exists somewhere', 'time': 1670734089, 'resto': 1292157}]",1670734089,0.0,0.0,,
47,1292798,,,12/10/22(Sat)17:10:16,Anonymous,Sauce,Where is this from? SauceNao wasn&#039;t returning anything,urCeWTs,.png,166,166,166,166,1670710216584858,1670710216,wrrZJ3pPeN6qBVmwd0DdVw==,13031,0,,sauce,5,0,"[{'no': 1292824, 'now': '12/10/22(Sat)18:14:18', 'name': 'Anonymous', 'com': 'Search the archives. This has been asked before.', 'time': 1670714058, 'resto': 1292798}, {'no': 1292827, 'now': '12/10/22(Sat)18:16:48', 'name': 'Anonymous', 'com': '<a href=""#p1292824"" class=""quotelink"">&gt;&gt;1292824</a><br>I&#039;m new to this, how do I do that?', 'time': 1670714208, 'resto': 1292798}, {'no': 1292832, 'now': '12/10/22(Sat)18:38:41', 'name': 'Anonymous', 'com': '<a href=""#p1292824"" class=""quotelink"">&gt;&gt;1292824</a><br>yeah but not under the same image hash so that isn&#039;t very helpful to him<br><a href=""#p1292827"" class=""quotelink"">&gt;&gt;1292827</a><br>reverse image search it. google, yandex, saucenao, tineye, bing, whatever. in this case I didn&#039;t find anything clearly labeled with what it was because it&#039;s a pretty common user avatar, but there were some results from 4chan archives of different versions of the same image, which is useful. I end up finding https://warosu.org/ic/thread/420005<wbr>8#p4203337 and search the archive on archived.moe (because it has /wsr/; archive.alice.al has it too) for that image hash and find https://archived.moe/wsr/thread/258<wbr>463/#258463<br>and so, the answer is<br><span class=""quote"">&gt;Momoiro Meloik, Chapter 2</span>', 'time': 1670715521, 'resto': 1292798}, {'no': 1292835, 'now': '12/10/22(Sat)18:49:17', 'name': 'Anonymous', 'com': '<a href=""#p1292827"" class=""quotelink"">&gt;&gt;1292827</a><br>Wait, it&#039;s a diferent crop it won&#039;t show up.<br>In any case, for future reference.<br><span class=""quote"">&gt;https://archive.alice.al/wsr/threa<wbr>d/1292798#p1292824</span><br>This is our thread. (Saved in the archive. Rozen, in this particular case)<br><span class=""quote"">&gt;https://archive.alice.al/wsr/searc<wbr>h/image/wrrZJ3pPeN6qBVmwd0DdVw/</span><br>You can view if this particular image has been posted before in this board with the &quot;View same&quot; option.', 'time': 1670716157, 'resto': 1292798}, {'no': 1292936, 'now': '12/10/22(Sat)23:45:56', 'name': 'Anonymous', 'com': 'this was really helpful, thanks guys!', 'time': 1670733956, 'resto': 1292798}]",1670733956,0.0,0.0,,
48,1292935,,,12/10/22(Sat)23:45:16,Anonymous,Kanye West Webms with Sound,Can anyone post any webms that they have of Kanye West for luls or research purposes?,yeyey,.jpg,1763,929,249,131,1670733916109635,1670733916,g9mKEVVx6/w6tYuXw5SVnw==,230511,0,,kanye-west-webms-with-sound,0,0,,1670733916,0.0,0.0,,
49,1292372,,,12/09/22(Fri)13:08:44,Anonymous,Looking for the song ten seconds in the video.,Trying this again but I&#039;m looking for the song that Vinny uses in the first ten seconds of the video. It&#039;s not from Crack Life itself as I&#039;ve checked other playthoughs of the mod and it&#039;s files myself and found nothing.,8a6d0726e4ad2ca02f22824b167dcd26,.jpg,2074,2969,174,250,1670609324594548,1670609324,UaFAcOim3jAfkRV5Fo5/SA==,877433,0,,looking-for-the-song-ten-seconds-in-the-video,7,0,"[{'no': 1292561, 'now': '12/09/22(Fri)23:15:32', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670645732, 'resto': 1292372}, {'no': 1292621, 'now': '12/10/22(Sat)05:55:35', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670669735, 'resto': 1292372}, {'no': 1292675, 'now': '12/10/22(Sat)09:28:24', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670682504, 'resto': 1292372}, {'no': 1292856, 'now': '12/10/22(Sat)19:37:10', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670719030, 'resto': 1292372}, {'no': 1292934, 'now': '12/10/22(Sat)23:43:59', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670733839, 'resto': 1292372}]",1670733839,0.0,0.0,2.0,0.0
50,1292820,,,12/10/22(Sat)18:08:25,Anonymous,,What is this anime?,IMG_20221208_153749,.jpg,1266,500,250,98,1670713705212884,1670713705,FIvgUT+/x75ziZg+FwrUkw==,53655,0,,what-is-this-anime,5,2,"[{'no': 1292823, 'now': '12/10/22(Sat)18:13:34', 'name': 'Anonymous', 'com': '<a href=""#p1292820"" class=""quotelink"">&gt;&gt;1292820</a>', 'filename': '', 'ext': '.png', 'w': 790, 'h': 142, 'tn_w': 125, 'tn_h': 22, 'tim': 1670714014793142, 'time': 1670714014, 'md5': 'j9KwX/oKo+O+7Q8l/LO19g==', 'fsize': 62090, 'resto': 1292820}, {'no': 1292826, 'now': '12/10/22(Sat)18:15:15', 'name': 'Anonymous', 'com': '<a href=""#p1292823"" class=""quotelink"">&gt;&gt;1292823</a><br>Oh thank you anon.', 'time': 1670714115, 'resto': 1292820}, {'no': 1292873, 'now': '12/10/22(Sat)21:04:47', 'name': 'Anonymous', 'com': '<a href=""#p1292823"" class=""quotelink"">&gt;&gt;1292823</a><br>If you do this and then select yandex and click around until you find an anime name, it says it&#039;s Noir<br><br>https://myanimelist.net/anime/272/n<wbr>oir', 'time': 1670724287, 'resto': 1292820}, {'no': 1292875, 'now': '12/10/22(Sat)21:08:20', 'name': 'Anonymous', 'com': '<a href=""#p1292873"" class=""quotelink"">&gt;&gt;1292873</a><br>uh, anon?', 'filename': '', 'ext': '.png', 'w': 1360, 'h': 607, 'tn_w': 125, 'tn_h': 55, 'tim': 1670724500973201, 'time': 1670724500, 'md5': '1iuoAvyS3EfuJymlTkq2vg==', 'fsize': 607699, 'resto': 1292820}, {'no': 1292932, 'now': '12/10/22(Sat)23:39:30', 'name': 'Anonymous', 'com': '<a href=""#p1292875"" class=""quotelink"">&gt;&gt;1292875</a><br>wow, I usually skip google, it always gives me less accurate results than saucenao', 'time': 1670733570, 'resto': 1292820}]",1670733570,0.0,0.0,,
51,1292908,,,12/10/22(Sat)22:43:59,Anonymous,help finding a clothing simulator,"what is a good videogame/program where i can play dress up with male/female characters? The more customization possible, the better<br><span class=""quote"">&gt;inb4 porn games</span><br><span class=""quote"">&gt;inb4 games where you have to play to unlock the apparel options</span>",ceo of hell14,.png,800,800,250,250,1670730239842154,1670730239,jBD0KLKReVCDMkKBIPZxGA==,382223,0,,help-finding-a-clothing-simulator,3,0,"[{'no': 1292909, 'now': '12/10/22(Sat)22:45:12', 'name': 'Anonymous', 'com': '<a href=""#p1292908"" class=""quotelink"">&gt;&gt;1292908</a><br>Dark Souls, specifically 3', 'time': 1670730312, 'resto': 1292908}, {'no': 1292911, 'now': '12/10/22(Sat)22:46:55', 'name': 'Anonymous', 'com': '<a href=""#p1292909"" class=""quotelink"">&gt;&gt;1292909</a><br>i&#039;m pretty sure you have to play to unlock the cool options', 'time': 1670730415, 'resto': 1292908}, {'no': 1292931, 'now': '12/10/22(Sat)23:38:08', 'name': 'Anonymous', 'com': '<a href=""#p1292908"" class=""quotelink"">&gt;&gt;1292908</a><br>Code Vein has a decent clothing/character creator<br>The demo is free on Steam', 'time': 1670733488, 'resto': 1292908}]",1670733488,0.0,0.0,,
52,1288847,,,11/30/22(Wed)10:38:23,Anonymous,Text and speech bubble removals,"title, I&#039;ve had a fair amount rotting in my folders for a few years now, so if anyone is up to it requesting text or speech bubbles being removed in a handful of pics I&#039;ll upload in this thread.<br><br>Not sure on some people&#039;s stance on pics that say don&#039;t repost or redistribute plastered on a character but posting them anyways, they&#039;re just gonna look better without watermarks and I&#039;ll enjoy the pic for a few minutes then forget they exist in my folders again hours later",1593174486270,.png,955,1400,170,250,1669822703012553,1669822703,EJZoJqZr/nuiRx3zUmMe0A==,1083830,0,,text-and-speech-bubble-removals,38,34,"[{'no': 1292181, 'now': '12/08/22(Thu)23:49:26', 'name': 'Anonymous', 'filename': '76755991', 'ext': '.png', 'w': 1063, 'h': 1505, 'tn_w': 88, 'tn_h': 125, 'tim': 1670561366727414, 'time': 1670561366, 'md5': 'gDKI1vV1KVmWS09b1bYqOA==', 'fsize': 1643042, 'resto': 1288847}, {'no': 1292567, 'now': '12/09/22(Fri)23:51:15', 'name': 'Anonymous', 'filename': '98Pqq5', 'ext': '.png', 'w': 1277, 'h': 1600, 'tn_w': 99, 'tn_h': 125, 'tim': 1670647875224938, 'time': 1670647875, 'md5': 'c3xan5gpnFWe+8mnGXt+zw==', 'fsize': 1096513, 'resto': 1288847}, {'no': 1292583, 'now': '12/10/22(Sat)01:10:42', 'name': 'Anonymous', 'com': '<a href=""#p1290445"" class=""quotelink"">&gt;&gt;1290445</a><br>did my best stamping and cloning anon, hope its good enough', 'filename': 'touga on this di', 'ext': '.png', 'w': 886, 'h': 1788, 'tn_w': 61, 'tn_h': 125, 'tim': 1670652642870960, 'time': 1670652642, 'md5': 'PK04cfmG93rXWHgKQk5alw==', 'fsize': 3697678, 'resto': 1288847}, {'no': 1292676, 'now': '12/10/22(Sat)09:31:20', 'name': 'Anonymous', 'com': '<a href=""#p1292583"" class=""quotelink"">&gt;&gt;1292583</a><br>pretty damn good edit, ty', 'time': 1670682680, 'resto': 1288847}, {'no': 1292929, 'now': '12/10/22(Sat)23:32:39', 'name': 'Anonymous', 'com': 'afaik slowly running out of sfw text or speech bubble pics I&#039;d want edited so guess thread dies soonish. Good run though, might try again another week or months', 'filename': 'nQnYGvw', 'ext': '.png', 'w': 1448, 'h': 2048, 'tn_w': 88, 'tn_h': 125, 'tim': 1670733159227635, 'time': 1670733159, 'md5': '75VHvmDlAbiiLeIctH0y+A==', 'fsize': 2636037, 'resto': 1288847}]",1670733159,0.0,0.0,33.0,30.0
53,1292928,,,12/10/22(Sat)23:28:04,Anonymous,,how do i change youtube text and background colour,flower!,.png,387,738,131,250,1670732884379526,1670732884,WplNyFRo9SXhkGbCD++edg==,594200,0,,how-do-i-change-youtube-text-and-background,0,0,,1670732884,0.0,0.0,,
54,1292907,,,12/10/22(Sat)22:40:20,Anonymous,Game,"Many many years ago I saw a trailer about an upcoming game. I don&#039;t remember the platform, but if I had to guess, it was most likely for the PS2 or PS3.<br><br>It had a post-apocalyptic theme, with the main character undergoing some sort of transformation that allowed him to mutate parts of his body, like turning his hands into claws to slash his enemies. I think he had white hair, but I don&#039;t remember.<br><br>It a had a SMT feel to it (like pic related, Digital Devil Saga) in a way. I tried looking for it, but couldn&#039;t find. Any help is appreciated and thanks in advance.",83497,.jpg,571,960,148,250,1670730020979276,1670730020,z1W5YuwygCS9P9uBAboN9w==,61149,0,,game,2,0,"[{'no': 1292914, 'now': '12/10/22(Sat)22:49:42', 'name': 'Anonymous', 'com': '<a href=""#p1292907"" class=""quotelink"">&gt;&gt;1292907</a><br>prototype?', 'time': 1670730582, 'resto': 1292907}, {'no': 1292927, 'now': '12/10/22(Sat)23:26:35', 'name': 'Anonymous', 'com': '<a href=""#p1292914"" class=""quotelink"">&gt;&gt;1292914</a><br>Thanks, but I don&#039;t think so. The protagonist looked like a teenager. The game was from Japan, probably. I don&#039;t even know if it got an international release.', 'time': 1670732795, 'resto': 1292907}]",1670732795,0.0,0.0,,
55,1291604,,,12/07/22(Wed)13:24:55,Anonymous,Brave Frontier Artbook,"I&#039;m looking for the official artbook for Brave Frontier (it was one of the most popular gacha games, but it got shut down lately), which was released in Japan in 2015. I never managed to find it, I&#039;m not sure if anybody ever bothered to scan it. It would be very nice if this was preserved.<br><br>If someone has it, can you please post it? Here are some links:<br><br>Amazon.co.jp:<br>https://www.amazon.co.jp/ブレイブ-フロンティ<wbr>ア-アートブック/dp/4047330450<br><br>Photos from the artbook:<br>https://imgur.com/a/cLQ3H<br><br>Ushi Gaming Channel flipping through the book:<br>https://www.youtube.com/watch?v=qvw<wbr>lD3v3rTc<br><br>Or if you have other BF books, those would also be appreciated.",1639810652956,.png,709,1000,177,250,1670437495534516,1670437495,LxpG6Bo6jS3+iGbDovRbTQ==,1048832,0,,brave-frontier-artbook,7,0,"[{'no': 1292128, 'now': '12/08/22(Thu)19:54:39', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670547279, 'resto': 1291604}, {'no': 1292328, 'now': '12/09/22(Fri)11:41:26', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670604086, 'resto': 1291604}, {'no': 1292539, 'now': '12/09/22(Fri)21:58:04', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670641084, 'resto': 1291604}, {'no': 1292668, 'now': '12/10/22(Sat)09:09:08', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670681348, 'resto': 1291604}, {'no': 1292926, 'now': '12/10/22(Sat)23:15:11', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670732111, 'resto': 1291604}]",1670732111,0.0,0.0,2.0,0.0
56,1292874,,,12/10/22(Sat)21:04:51,Anonymous,decode the video filename,"Decode this: ENT1yWWhLL-Qz9mK<br><br>A Twitter snowflake ID is a 64-bit binary number, with 41 bits representing a timestamp, 10 bits representing a machine ID, and 12 bits representing a per-machine sequence number. The snowflake ID is generally serialized in decimal format and is used in the post URL.<br><br>For example,<br>https://twitter.com/i/status/158167<wbr>4019991916545<br>Decoding 1581674019991916545:<br>{&#039;creation_time_milliseconds&#039;: 1665935447105,<br> &#039;datacenter_id&#039;: 10,<br> &#039;machine_id&#039;: 337,<br> &#039;sequence_id&#039;: 1,<br> &#039;server_id&#039;: 17}<br><br>The filename of a Twitter photo also contains a base64-encoded snowflake ID. This can be decoded into a regular snowflake ID, although it contains three &quot;extra&quot; unknown bytes.<br>For example,<br>https://pbs.twimg.com/media/FdMR2WD<wbr>aMAMPt2q?format=jpg<br>FdMR2WDaMAMPt2q -&gt; 1572620320212922371<br><br>It is unknown if the filename of a Twitter video also contains a snowflake ID. You can see the URL contains it, but any off-platform video would would only contain the file name.<br>For example,<br>https://video.twimg.com/ext_tw_vide<wbr>o/1564378065198882816/pu/vid/960x72<wbr>0/ENT1yWWhLL-Qz9mK.mp4<br><br>How would &quot;ENT1yWWhLL-Qz9mK&quot; be decoded into a snowflake, if it&#039;s possible?<br><br>Resources:<br>https://en.wikipedia.org/wiki/Snowf<wbr>lake_ID<br>https://discord.com/developers/docs<wbr>/reference#snowflakes (good visualizations, twitter uses another epoch)<br>https://docs.google.com/document/d/<wbr>1xVrPoNutyqTdQ04DXBEZW4ZW4A5RAQW2he<wbr>7qIpTmG-M/edit<br><a href=""/wsr/thread/1263648#p1263648"" class=""quotelink"">&gt;&gt;1263648</a>",1651516166499,.png,1266,851,250,168,1670724291362607,1670724291,Kg1oLE82is0jaBa4BSLu0g==,142394,0,,decode-the-video-filename,6,0,"[{'no': 1292893, 'now': '12/10/22(Sat)21:57:17', 'name': 'Anonymous', 'com': '<a href=""#p1292883"" class=""quotelink"">&gt;&gt;1292883</a><br>There is clearly significance to everything here, even if you can&#039;t see it.', 'time': 1670727437, 'resto': 1292874}, {'no': 1292918, 'now': '12/10/22(Sat)23:02:52', 'name': 'Anonymous', 'com': '<a href=""#p1292874"" class=""quotelink"">&gt;&gt;1292874</a><br>This is not the first thread you&#039;ve posted on this subject.<br><br>What is it you&#039;re really trying to do?', 'time': 1670731372, 'resto': 1292874}, {'no': 1292920, 'now': '12/10/22(Sat)23:05:27', 'name': 'Anonymous', 'com': '<a href=""#p1292918"" class=""quotelink"">&gt;&gt;1292918</a><br>Having either the timestamp (which is contained in the snowflake) or the snowflake enable you to do a specific search on twitter and find the sauce a majority of the time.', 'time': 1670731527, 'resto': 1292874}, {'no': 1292924, 'now': '12/10/22(Sat)23:10:01', 'name': 'Anonymous', 'com': '<a href=""#p1292874"" class=""quotelink"">&gt;&gt;1292874</a><br><span class=""quote"">&gt;How would &quot;ENT1yWWhLL-Qz9mK&quot; be decoded into a snowflake, if it&#039;s possible?</span><br>It&#039;s not base64 because - is not a valid character in base64. So I&#039;m going to go ahead and say it&#039;s not possible to decode this into a snowflake.', 'time': 1670731801, 'resto': 1292874}, {'no': 1292925, 'now': '12/10/22(Sat)23:14:22', 'name': 'Anonymous', 'com': '<a href=""#p1292924"" class=""quotelink"">&gt;&gt;1292924</a><br>It&#039;s URL safe base64.<br>https://en.wikipedia.org/wiki/Base6<wbr>4#Variants_summary_table<br>Both the image and video filenames have those characters.', 'time': 1670732062, 'resto': 1292874}]",1670732062,0.0,0.0,1.0,0.0
57,1292612,,,12/10/22(Sat)04:55:35,Anonymous,Starting in CyberSec,I will be starting college in CyberSec in a relatively big college in a year. Any recommendations on a skill I should learn/resource to read/learn?,arch,.jpg,166,304,136,249,1670666135367455,1670666135,f/DyM+7ZmNkd7r0KY8zlyw==,9249,0,,starting-in-cybersec,4,0,"[{'no': 1292764, 'now': '12/10/22(Sat)15:24:42', 'name': 'Anonymous', 'com': 'Practice your copy+paste skills', 'time': 1670703882, 'resto': 1292612}, {'no': 1292891, 'now': '12/10/22(Sat)21:51:41', 'name': 'Anonymous', 'com': 'Practice masturbating too because you are never going to get laid you fucking nerd.', 'time': 1670727101, 'resto': 1292612}, {'no': 1292897, 'now': '12/10/22(Sat)21:59:53', 'name': 'Anonymous', 'com': '<a href=""#p1292612"" class=""quotelink"">&gt;&gt;1292612</a><br>https://crackmes.one/<br>https://pwn.college/<br>https://inst.eecs.berkeley.edu/~cs1<wbr>61/fa08/papers/stack_smashing.pdf<br>This is all assuming you have a reasonable idea of how to code.', 'time': 1670727593, 'resto': 1292612}, {'no': 1292916, 'now': '12/10/22(Sat)22:51:25', 'name': 'Anonymous', 'com': '<a href=""#p1292612"" class=""quotelink"">&gt;&gt;1292612</a><br>Look for blog posts explaining CTF answers and try to follow along.<br>If you aren&#039;t already, get comfortable using Linux from the command line, SSH, etc.', 'time': 1670730685, 'resto': 1292612}]",1670730685,0.0,0.0,,
