,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,trip,filedeleted
0,1,1.0,1.0,12/20/15(Sun)07:21:09,Anonymous,Welcome to /wsr/ - Worksafe Requests,"This board is for:
<ul>
<li>Asking for help in finding an image or the source of an image, or more of a certain kind of image.</li>
<li>Asking for photoshop requests.</li>
<li>Asking for recommendations for a new anime or TV series to watch, or a new manga or comic series to read.</li>
<li>Asking for tech support or help with your homework.</li>
<li>Any other kind of work-safe request.</li>
</ul>
Once you have posted your request, please <a href=""https://boards.4chan.org/wsr/catalog"">check the catalog</a> for requests that you can help others with. <br>
All threads and images should pertain to &quot;work-safe&quot; material. For adult content please use <a href=""https://boards.4chan.org/r/"">/r/ - Requests</a> and for help with personal matters please use <a href=""https://boards.4chan.org/adv/"">/adv/ - Advice</a>.",wsr,.jpg,850.0,638.0,250.0,187.0,1450614069094.0,1450614069,uILud6oFylnlz6QfZpNBQA==,78567.0,0,mod,welcome-to-wsr-worksafe-requests,1,0,"[{'no': 279837, 'now': '03/13/17(Mon)10:41:19', 'name': 'Anonymous', 'com': '<p style=""color:#FF0000;font-size:150%;"">Do not post or request personal information (&quot;dox&quot;) or calls to invasion (&quot;raids&quot;).</p>\n<p><b>Personal army requests of any form are strictly forbidden.</b></p>\n<p style=""font-size:125%;"">WebM files with sound can now be uploaded!</p>', 'time': 1489416079, 'resto': 1, 'capcode': 'mod'}]",1489416085,,,,,,
73,1292056,,,12/08/22(Thu)16:23:58,Anonymous,,"Do (cis) women like this exist IRL? Can someone find me an example of a women like this? Tall, muscular and busty.",sample_b57275a8bf4e61b0af0502f1f44de8b70d380a74,.jpg,850.0,1105.0,192.0,250.0,1670534638268226.0,1670534638,M2YKUlU4JQG7HAdUse4IeQ==,357278.0,0,,do-cis-women-like-this-exist-irl-can-someone-find,17,6,"[{'no': 1292307, 'now': '12/09/22(Fri)10:45:57', 'name': 'Anonymous', 'com': '<a href=""#p1292298"" class=""quotelink"">&gt;&gt;1292298</a><br>So how can bazza have skinny arms and a gut the size of a keg then?', 'filename': '07EA4B68-9EC6-4B8E-90D5-DC5EB45862B3', 'ext': '.jpg', 'w': 390, 'h': 280, 'tn_w': 125, 'tn_h': 89, 'tim': 1670600757932036, 'time': 1670600757, 'md5': '4Wr19Lb8bqoCWXIHQVo5+g==', 'fsize': 35582, 'resto': 1292056}, {'no': 1292332, 'now': '12/09/22(Fri)11:50:01', 'name': 'Anonymous', 'com': '<a href=""#p1292307"" class=""quotelink"">&gt;&gt;1292307</a><br>men store fat differently than women. men mainly store fat around their abdomen.', 'time': 1670604601, 'resto': 1292056}, {'no': 1292333, 'now': '12/09/22(Fri)12:01:21', 'name': 'Anonymous', 'com': '<a href=""#p1292332"" class=""quotelink"">&gt;&gt;1292332</a><br>So can women store fat differently than other women?', 'time': 1670605281, 'resto': 1292056}, {'no': 1292337, 'now': '12/09/22(Fri)12:04:30', 'name': 'Anonymous', 'com': '<a href=""#p1292307"" class=""quotelink"">&gt;&gt;1292307</a><br>that&#039;s air buildup', 'time': 1670605470, 'resto': 1292056}, {'no': 1292341, 'now': '12/09/22(Fri)12:13:11', 'name': 'Anonymous', 'com': '<a href=""#p1292333"" class=""quotelink"">&gt;&gt;1292333</a><br>Yes, if on HRT.', 'time': 1670605991, 'resto': 1292056}]",1670605991,0.0,0.0,12.0,5.0,,
74,1292278,,,12/09/22(Fri)09:32:34,Anonymous,,Requesting you to convince me out of pursuing a career as a (history) professor.,1654367306282,.jpg,657.0,527.0,250.0,200.0,1670596354489997.0,1670596354,Ye4GkHKIs0L8aL3nBCGZKw==,34032.0,0,,requesting-you-to-convince-me-out-of-pursuing-a,4,0,"[{'no': 1292282, 'now': '12/09/22(Fri)09:47:59', 'name': 'Anonymous', 'com': '<a href=""#p1292278"" class=""quotelink"">&gt;&gt;1292278</a><br>university professor or administrator is the one the easiest and highest paying jobs in the world, even before you get tenure.<br>Even more so in a non-stem field.<br>You get paid to do literally nothing if you want and you can&#039;t get fired no matter what.', 'time': 1670597279, 'resto': 1292278}, {'no': 1292296, 'now': '12/09/22(Fri)10:16:05', 'name': 'Anonymous', 'com': '<a href=""#p1292278"" class=""quotelink"">&gt;&gt;1292278</a><br>You wont do it', 'time': 1670598965, 'resto': 1292278}, {'no': 1292311, 'now': '12/09/22(Fri)10:54:46', 'name': 'Anonymous', 'com': '<a href=""#p1292278"" class=""quotelink"">&gt;&gt;1292278</a><br>you will be aware that some students are only there for the credit, and that they don&#039;t care about what you are passionate about', 'time': 1670601286, 'resto': 1292278}, {'no': 1292330, 'now': '12/09/22(Fri)11:48:20', 'name': 'Anonymous', 'com': 'competition is so high that if you aren&#039;t really good at sucking dick, you will end up with a completely worthless degree and have wasted half your life.', 'time': 1670604500, 'resto': 1292278}]",1670604500,0.0,0.0,,,,
75,1292323,,,12/09/22(Fri)11:28:20,Anonymous,My own certificate,How do I make a certificate on my Apache server so that only software that I&#039;ve made can access it?<br><br>I made a program (like Kiwix) that fetches data from my server but I dont want people accessing that data using Firefox or anything.,White-Orb-Transparent,.png,256.0,256.0,250.0,250.0,1670603300588269.0,1670603300,tTIHTvwXh1NBWQi2eQIUHA==,40918.0,0,,my-own-certificate,1,0,"[{'no': 1292329, 'now': '12/09/22(Fri)11:45:43', 'name': 'Anonymous', 'com': '<a href=""#p1292323"" class=""quotelink"">&gt;&gt;1292323</a><br>- generate CA certificate <br>- generate x509 client certificate(s)<br>- sign x509 certificates with CA<br>- install CA public key on Apache machine<br>- install client certificates in your user-agent (check the documentation for whatever library makes your HTTP requests)<br>- configure Apache with mod_ssl and Require ssl-verify-client<br>- check SSL_CLIENT_WHATEVER in $SERVER[] if you need to tell specific certificates apart<br>- take whatever precautions are required to keep private keys safe (CA key should be stored offline and used with offline hardware, i.e. a raspberry pi with a monitor and keyboard and no internet connection, certificates should be transported by sneakernet), client certificates should be protected from other computers by the OS (Bitlocker, NTFS encryption, correct ACLs and so on).', 'time': 1670604343, 'resto': 1292323}]",1670604343,0.0,0.0,,,,
76,1291604,,,12/07/22(Wed)13:24:55,Anonymous,Brave Frontier Artbook,"I&#039;m looking for the official artbook for Brave Frontier (it was one of the most popular gacha games, but it got shut down lately), which was released in Japan in 2015. I never managed to find it, I&#039;m not sure if anybody ever bothered to scan it. It would be very nice if this was preserved.<br><br>If someone has it, can you please post it? Here are some links:<br><br>Amazon.co.jp:<br>https://www.amazon.co.jp/ブレイブ-フロンティ<wbr>ア-アートブック/dp/4047330450<br><br>Photos from the artbook:<br>https://imgur.com/a/cLQ3H<br><br>Ushi Gaming Channel flipping through the book:<br>https://www.youtube.com/watch?v=qvw<wbr>lD3v3rTc<br><br>Or if you have other BF books, those would also be appreciated.",1639810652956,.png,709.0,1000.0,177.0,250.0,1670437495534516.0,1670437495,LxpG6Bo6jS3+iGbDovRbTQ==,1048832.0,0,,brave-frontier-artbook,4,0,"[{'no': 1291709, 'now': '12/07/22(Wed)19:35:07', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670459707, 'resto': 1291604}, {'no': 1291886, 'now': '12/08/22(Thu)08:04:07', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670504647, 'resto': 1291604}, {'no': 1292128, 'now': '12/08/22(Thu)19:54:39', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670547279, 'resto': 1291604}, {'no': 1292328, 'now': '12/09/22(Fri)11:41:26', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670604086, 'resto': 1291604}]",1670604086,0.0,0.0,,,,
77,1292287,,,12/09/22(Fri)09:57:13,Anonymous,help with japanese,could someone give me the phrase beginner artist? I want to make a twitter to interact with a few accounts i like while sharing my own and i&#039;d like a preface that so i can post my shitty art,FjYUdZDWAAQEHgc,.jpg,1258.0,1286.0,244.0,250.0,1670597833660437.0,1670597833,YBlDYLj7PyAQ2iOfryptRQ==,651582.0,0,,help-with-japanese,1,0,"[{'no': 1292322, 'now': '12/09/22(Fri)11:28:12', 'name': 'Anonymous', 'com': '<a href=""#p1292287"" class=""quotelink"">&gt;&gt;1292287</a><br>Just use English, being polite is more important for interaction', 'time': 1670603292, 'resto': 1292287}]",1670603292,0.0,0.0,,,,
78,1292316,,,12/09/22(Fri)11:06:59,Anonymous,Help with two verses,"There&#039;re two lines in a song I don&#039;t get (1:09-1:17):<br>https://youtu.be/UH3CO4iuEsQ?t=69<br>The lyrics on the Internet skip that part.<br><br><span class=""quote"">&gt;¿¿¿ I did take advantage of our passions ???</span><br><span class=""quote"">&gt;I lie? you ???</span><br><br>The song is about Cicero and the singer has Italian accent.",893674926,.jpg,1920.0,1080.0,250.0,140.0,1670602019487402.0,1670602019,kxw2/Vk93dKlkODN5FZ3/A==,151419.0,0,,help-with-two-verses,0,0,,1670602019,0.0,0.0,,,,
79,1290719,,,12/05/22(Mon)09:01:18,Anonymous,Sin City (and comics like it),"Sin City has become famous, and infamous, for its signature high contrast black and white art style which was done by simplifying negative space and composition.<br><br>To /co/, are you aware of any other comic utilize this kind of style. The only one I&#039;m aware of is Channel Zero by Brian Wood and MAYBE Johnny the Homicidal Maniac, but that&#039;s REALLY stretching it.<br><br>One stipulation: It has to be in black and white though, NEVER colorized, so as much as I&#039;d like to put 100 Bullets after seeing the original artwork by Eduardo Russo, it&#039;s in color, so no.<br><br>Also, no greyscale, so The Walking Dead and Brat Pack DO NOT count.",IB2SxT3m_1712210729041sbpi,.jpg,544.0,800.0,170.0,250.0,1670248878915371.0,1670248878,SVIwIZqTUexOGWapQAtCxQ==,396804.0,0,,sin-city-and-comics-like-it,8,0,"[{'no': 1290923, 'now': '12/05/22(Mon)19:04:48', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;bumpx4</span>', 'time': 1670285088, 'resto': 1290719}, {'no': 1291154, 'now': '12/06/22(Tue)09:42:44', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;bumpx5</span>', 'time': 1670337764, 'resto': 1290719}, {'no': 1291549, 'now': '12/07/22(Wed)09:03:59', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;bumpx6</span>', 'time': 1670421839, 'resto': 1290719}, {'no': 1291961, 'now': '12/08/22(Thu)12:57:56', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;bumpx7</span>', 'time': 1670522276, 'resto': 1290719}, {'no': 1292314, 'now': '12/09/22(Fri)11:04:44', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;bumpx8</span>', 'time': 1670601884, 'resto': 1290719}]",1670601884,0.0,0.0,3.0,0.0,,
80,1292258,,,12/09/22(Fri)07:41:54,Anonymous,,how do i get this guy&#039;s hairstyle?<br>is there any hair treatment guide? i tried everything but my hair wont stay,1651318340261,.gif,247.0,183.0,247.0,183.0,1670589714618239.0,1670589714,huOjoDQsDWhop1ABFTTcvw==,2317840.0,0,,how-do-i-get-this-guys-hairstyle,4,0,"[{'no': 1292265, 'now': '12/09/22(Fri)08:34:55', 'name': 'Anonymous', 'com': 'Just grow your hair, just don&#039;t get haircuts. Not that hard', 'time': 1670592895, 'resto': 1292258}, {'no': 1292281, 'now': '12/09/22(Fri)09:46:41', 'name': 'Anonymous', 'com': '<a href=""#p1292258"" class=""quotelink"">&gt;&gt;1292258</a><br>Is your hair very curly or something? Comb it back, and the weight of the hair at that length should keep it down', 'time': 1670597201, 'resto': 1292258}, {'no': 1292300, 'now': '12/09/22(Fri)10:31:27', 'name': 'Anonymous', 'com': '<a href=""#p1292281"" class=""quotelink"">&gt;&gt;1292281</a><br>yeah its really curly<br><a href=""#p1292265"" class=""quotelink"">&gt;&gt;1292265</a><br>mine is longer than the dude&#039;s by this point', 'time': 1670599887, 'resto': 1292258}, {'no': 1292308, 'now': '12/09/22(Fri)10:46:39', 'name': 'Anonymous', 'com': '<a href=""#p1292258"" class=""quotelink"">&gt;&gt;1292258</a><br><span class=""quote"">&gt;how do i get this guy&#039;s hairstyle?</span><br><a href=""#p1292300"" class=""quotelink"">&gt;&gt;1292300</a><br><span class=""quote"">&gt;yeah its really curly</span><br>gee idk if only there was some kind of iron that flattened curly hair', 'time': 1670600799, 'resto': 1292258}]",1670600799,0.0,0.0,,,,
81,1292301,,,12/09/22(Fri)10:37:08,Anonymous,Classical music identification,What&#039;s the title of the piano piece playing at https://youtu.be/PVPO0o3AWwM?t=1964<wbr>,1607386544491,.jpg,800.0,861.0,232.0,250.0,1670600228569765.0,1670600228,1VPT++f5yOoMC6FOYStCTQ==,111752.0,0,,classical-music-identification,1,0,"[{'no': 1292304, 'now': '12/09/22(Fri)10:42:04', 'name': 'Anonymous', 'com': '<a href=""#p1292301"" class=""quotelink"">&gt;&gt;1292301</a><br>Mary had a Little Lamb', 'time': 1670600524, 'resto': 1292301}]",1670600524,0.0,0.0,,,,
82,1291834,,,12/08/22(Thu)02:36:56,Anonymous,Wholesomeness,"I would like some wholesome stuff entering my eyes and ears when I&#039;m on the internet. Not necessarily cat videos but videos or readings or anything more positive and uplifting than the fear-based content of the news, the sexuality and dominance hierarchy-based content on a lot of social media, and the mental illness-based content on discord. I don&#039;t want to be surrounded by dark shit anymore.",7WhNRka,.gif,235.0,240.0,235.0,240.0,1670485016082863.0,1670485016,nojW8OPRp0x7vQNRoI+tBA==,2021488.0,0,,wholesomeness,6,0,"[{'no': 1291855, 'now': '12/08/22(Thu)04:35:16', 'name': 'Anonymous', 'com': '<a href=""#p1291834"" class=""quotelink"">&gt;&gt;1291834</a><br>And what do you want us to do, exactly?', 'time': 1670492116, 'resto': 1291834}, {'no': 1292044, 'now': '12/08/22(Thu)15:32:09', 'name': 'Anonymous', 'com': '<a href=""#p1291855"" class=""quotelink"">&gt;&gt;1291855</a><br>Link wholesome content or websites. Mindbleach if you will.', 'time': 1670531529, 'resto': 1291834}, {'no': 1292046, 'now': '12/08/22(Thu)15:36:57', 'name': 'Anonymous', 'com': '<a href=""#p1291834"" class=""quotelink"">&gt;&gt;1291834</a><br>Just don&#039;t use<br><span class=""quote"">&gt;news</span><br><span class=""quote"">&gt;social media</span><br><span class=""quote"">&gt;discord</span><br>That&#039;s what I do.', 'time': 1670531817, 'resto': 1291834}, {'no': 1292063, 'now': '12/08/22(Thu)16:40:20', 'name': 'Anonymous', 'com': 'https://www.youtube.com/@BobRossInc<wbr>Videos/videos', 'time': 1670535620, 'resto': 1291834}, {'no': 1292292, 'now': '12/09/22(Fri)10:04:47', 'name': 'Anonymous', 'com': 'You&#039;re asking for something that is too vague.<br><a href=""#p1291842"" class=""quotelink"">&gt;&gt;1291842</a><br>Pretty much.', 'time': 1670598287, 'resto': 1291834}]",1670598287,0.0,0.0,1.0,0.0,,
83,1292284,,,12/09/22(Fri)09:55:31,Anonymous,,Can someone find the sauce to the music used in these 2 webms please,1661843720981118-1,.webm,1280.0,720.0,250.0,140.0,1670597731294972.0,1670597731,hU/5mN4yc9MgqypSnE+Bwg==,1715490.0,0,,can-someone-find-the-sauce-to-the-music-used-in,2,1,"[{'no': 1292286, 'now': '12/09/22(Fri)09:56:34', 'name': 'Anonymous', 'com': '2nd webm', 'filename': 'dcd2e17fcb70866cb475d593b3b50f4446930ad12f54abd33a650cfe3e9fa1a2-1', 'ext': '.webm', 'w': 704, 'h': 424, 'tn_w': 125, 'tn_h': 75, 'tim': 1670597794298512, 'time': 1670597794, 'md5': 'v+Ishid+jkXJ4cfglUoP8g==', 'fsize': 890990, 'resto': 1292284}, {'no': 1292290, 'now': '12/09/22(Fri)10:00:35', 'name': 'Anonymous', 'com': '<a href=""#p1292286"" class=""quotelink"">&gt;&gt;1292286</a><br>https://www.youtube.com/watch?v=La-<wbr>4AX5pz8w', 'time': 1670598035, 'resto': 1292284}]",1670598035,0.0,0.0,,,,
84,1291913,,,12/08/22(Thu)11:01:42,Anonymous,,Can you post your best coffee consumption wojaks? I&#039;m looking for one in particular where he pours coffee into his goldfish bowl and the gold fish as a crying basedjack face.,coffeesoyjack,.jpg,948.0,926.0,250.0,244.0,1670515302087075.0,1670515302,yl3Y5GDpNQTjNTNzE+s1LA==,119571.0,0,,can-you-post-your-best-coffee-consumption-wojaks,7,5,"[{'no': 1291927, 'now': '12/08/22(Thu)11:30:44', 'name': 'Anonymous', 'com': '<a href=""#p1291913"" class=""quotelink"">&gt;&gt;1291913</a>', 'filename': 'e74', 'ext': '.jpg', 'w': 1011, 'h': 1238, 'tn_w': 102, 'tn_h': 124, 'tim': 1670517044735542, 'time': 1670517044, 'md5': '/4JxT5xmBL46sPuMm09Vdw==', 'fsize': 140114, 'resto': 1291913}, {'no': 1291930, 'now': '12/08/22(Thu)11:38:51', 'name': 'Anonymous', 'filename': 'a80', 'ext': '.png', 'w': 892, 'h': 1000, 'tn_w': 111, 'tn_h': 125, 'tim': 1670517531766714, 'time': 1670517531, 'md5': 'ypDrCgO38UGr519LZAUUqg==', 'fsize': 1672525, 'resto': 1291913}, {'no': 1291940, 'now': '12/08/22(Thu)12:18:53', 'name': 'Anonymous', 'filename': '68745', 'ext': '.jpg', 'w': 816, 'h': 900, 'tn_w': 113, 'tn_h': 125, 'tim': 1670519933150744, 'time': 1670519933, 'md5': '8gPmchIzZrcMw6PHK6uQqA==', 'fsize': 87965, 'resto': 1291913}, {'no': 1292273, 'now': '12/09/22(Fri)09:09:51', 'name': 'Anonymous', 'com': 'bump, need more coffeejacks BASEDCHAMP', 'time': 1670594991, 'resto': 1291913}, {'no': 1292285, 'now': '12/09/22(Fri)09:56:00', 'name': 'Anonymous', 'com': '<a href=""#p1291926"" class=""quotelink"">&gt;&gt;1291926</a><br>I&#039;d love a high res version of this', 'time': 1670597760, 'resto': 1291913}]",1670597760,0.0,0.0,2.0,2.0,,
85,1291839,,,12/08/22(Thu)02:47:28,Anonymous,,I just wanted someones opinion on my youtube channel. I&#039;m not good at making videos so I&#039;m mostly shit posting. <br><br>https://www.youtube.com/@adrientech<wbr>videos,animegirls,.jpg,837.0,1050.0,199.0,250.0,1670485648529556.0,1670485648,BkO7vucYpeIaI1f1KYC8PQ==,594856.0,0,,i-just-wanted-someones-opinion-on-my-youtube,9,2,"[{'no': 1292023, 'now': '12/08/22(Thu)14:46:36', 'name': 'Anonymous', 'com': '<a href=""#p1291839"" class=""quotelink"">&gt;&gt;1291839</a><br>sim city ost misc<br>internet', 'time': 1670528796, 'resto': 1291839}, {'no': 1292050, 'now': '12/08/22(Thu)15:52:13', 'name': 'Anonymous', 'com': '<a href=""#p1291839"" class=""quotelink"">&gt;&gt;1291839</a><br>kinda funny but i&#039;m easily amused<br>also nobody likes text to speech', 'time': 1670532733, 'resto': 1291839}, {'no': 1292054, 'now': '12/08/22(Thu)16:16:01', 'name': 'Anonymous', 'com': '<a href=""#p1292050"" class=""quotelink"">&gt;&gt;1292050</a><br>I actually laughed out loud at the third video because of the Windows XP theme, but I don&#039;t really have a reason to watch videos like these', 'time': 1670534161, 'resto': 1291839}, {'no': 1292247, 'now': '12/09/22(Fri)06:42:06', 'name': 'Anonymous', 'com': '<a href=""#p1291839"" class=""quotelink"">&gt;&gt;1291839</a><br><span class=""quote"">&gt;basic linux commands</span><br><span class=""quote"">&gt;neofetch</span><br>And it&#039;s not Linux it&#039;s GNU/Linux.', 'time': 1670586126, 'resto': 1291839}, {'no': 1292280, 'now': '12/09/22(Fri)09:43:19', 'name': 'Anonymous', 'com': 'The set of video you have seems like a good beginning. Please keep making them.<br>I think you should avoid text to speech and cut more. I died of boredom watching your basic commands video because you sound terminally old and bored. Please talk faster and with more energy.', 'filename': 'means_beans', 'ext': '.jpg', 'w': 750, 'h': 498, 'tn_w': 125, 'tn_h': 83, 'tim': 1670596999268158, 'time': 1670596999, 'md5': 'uuKXK0vMWe/dXmyrWxMUDw==', 'fsize': 68272, 'resto': 1291839}]",1670596999,0.0,0.0,4.0,1.0,,
86,1292100,,,12/08/22(Thu)18:17:46,Anonymous,Anime/manga recommendations,Are there any anime or manga about the injustices in the Japanese prison and/or legal system?<br>I&#039;d like to know that Japanese people are aware of it and that word is being spread in popular culture.<br>https://www.youtube.com/watch?v=yFI<wbr>NmgSzK6E<br>https://www.youtube.com/watch?v=2ky<wbr>4jDgmZHE,Japanese prison,.png,1280.0,1440.0,222.0,250.0,1670541466411719.0,1670541466,vMbEjBn/ZaQQduXK4xi8Fg==,2522242.0,0,,animemanga-recommendations,5,2,"[{'no': 1292104, 'now': '12/08/22(Thu)18:23:09', 'name': 'Anonymous', 'com': '<a href=""#p1292100"" class=""quotelink"">&gt;&gt;1292100</a><br>I&#039;d be surprised if there was one, even an obscure one. Best you could probably find for something like that is an indie NicoNicoDouga or Youtube-exclusive animation. Asking for a popular media about a current, controversial issue is like asking for Hollywood movies about the death toll of black-on-black crime in Chicago', 'time': 1670541789, 'resto': 1292100}, {'no': 1292114, 'now': '12/08/22(Thu)18:51:37', 'name': 'Anonymous', 'com': '<a href=""#p1292104"" class=""quotelink"">&gt;&gt;1292104</a><br>I mean, I&#039;m perfectly fine with indie stuff.<br>The second video also has this panel from what looks like an (unnamed) manga.', 'filename': 'Manga', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670543497191484, 'time': 1670543497, 'md5': '83NVo9Gfal/X+Qg0HBnjVA==', 'fsize': 2665944, 'resto': 1292100}, {'no': 1292116, 'now': '12/08/22(Thu)18:56:51', 'name': 'Anonymous', 'com': '<a href=""#p1292100"" class=""quotelink"">&gt;&gt;1292100</a><br>You&#039;re not going to find any serious depiction of it in cartoons and comic books.', 'time': 1670543811, 'resto': 1292100}, {'no': 1292118, 'now': '12/08/22(Thu)19:07:58', 'name': 'Anonymous', 'com': '<a href=""#p1292116"" class=""quotelink"">&gt;&gt;1292116</a><br>I dunno, man. I&#039;ve seen at least two serious manga about the Sanrizuka Struggle for example.<br>Manga often touches on contemporary political controversies; the mangaka for Akumetsu got in trouble because his vigilante protagonist was assassinating not-so-well-disguised real world corrupt Japanese politicians.', 'filename': 'ぼくの村の話', 'ext': '.png', 'w': 600, 'h': 864, 'tn_w': 86, 'tn_h': 125, 'tim': 1670544478267535, 'time': 1670544478, 'md5': '+FyFc/VYrGy6kbvLr+iYzQ==', 'fsize': 1166516, 'resto': 1292100}, {'no': 1292279, 'now': '12/09/22(Fri)09:41:28', 'name': 'Anonymous', 'com': 'bump', 'time': 1670596888, 'resto': 1292100}]",1670596888,0.0,0.0,,,,
87,1291970,,,12/08/22(Thu)13:19:00,Anonymous,the rarest fucking SACD on earth?,https://www.discogs.com/release/192<wbr>44692-Elissa-%D8%A7%D8%AD%D9%84%D9%<wbr>89-%D8%AF%D9%86%D9%8A%D8%A7<br><br>I can find no record of it existing anywhere outside of the Discogs entry<br><br>nothing on https://www.sa-cd.net/ or https://www.hraudio.net/ and trying to find press releases for camel jockey music of this vintage is practically impossible...,90d855bf397b443e99bf4347e654c1b7,.jpg,399.0,547.0,182.0,250.0,1670523540650676.0,1670523540,FhhTJ1MLFGPk0EmJ5LNXTA==,30815.0,0,,the-rarest-fucking-sacd-on-earth,2,0,"[{'no': 1292233, 'now': '12/09/22(Fri)04:51:07', 'name': 'Anonymous', 'com': '<a href=""#p1291970"" class=""quotelink"">&gt;&gt;1291970</a><br>This album is on RED', 'time': 1670579467, 'resto': 1291970}, {'no': 1292272, 'now': '12/09/22(Fri)09:09:39', 'name': 'Anonymous', 'com': '<a href=""#p1292233"" class=""quotelink"">&gt;&gt;1292233</a><br>As an SACD? I own the physical CD already, both the &quot;proper&quot; pressing and the weird one with alternate mixes of a few tracks.', 'time': 1670594979, 'resto': 1291970}]",1670594979,0.0,0.0,,,,
88,1292238,,,12/09/22(Fri)05:51:25,Anonymous,anyone have a higher res version of this?,,channels4_profile,.jpg,176.0,176.0,176.0,176.0,1670583085806513.0,1670583085,ky7rvPJqrgw9ziVcUoZQjg==,9401.0,0,,anyone-have-a-higher-res-version-of-this,3,2,"[{'no': 1292263, 'now': '12/09/22(Fri)08:23:05', 'name': 'Anonymous', 'com': '<a href=""#p1292238"" class=""quotelink"">&gt;&gt;1292238</a>', 'filename': 'hj', 'ext': '.png', 'w': 1056, 'h': 1056, 'tn_w': 125, 'tn_h': 125, 'tim': 1670592185206790, 'time': 1670592185, 'md5': 'gtotpofWDOpkQCfLjsQ/WA==', 'fsize': 1136424, 'resto': 1292238}, {'no': 1292270, 'now': '12/09/22(Fri)09:02:44', 'name': 'Anonymous', 'com': '<a href=""#p1292263"" class=""quotelink"">&gt;&gt;1292263</a><br>thanks a lot', 'time': 1670594564, 'resto': 1292238}, {'no': 1292271, 'now': '12/09/22(Fri)09:05:15', 'name': 'Anonymous', 'com': '<a href=""#p1292238"" class=""quotelink"">&gt;&gt;1292238</a>', 'filename': 'unnamed', 'ext': '.jpg', 'w': 512, 'h': 512, 'tn_w': 125, 'tn_h': 125, 'tim': 1670594715495191, 'time': 1670594715, 'md5': 'bBFc0ZAVe3AKeBcV1jqvlw==', 'fsize': 40933, 'resto': 1292238}]",1670594715,0.0,0.0,,,,
89,1292268,,,12/09/22(Fri)08:41:10,Anonymous,macron hypoerborea edit,Looking for this webm which is an edit of Macron right after his call with putin back in march with a spinning black sun behind him. Not so sure about the music it had but i would bet on little dark edge or some shit like this.<br>Thanks in advance.,1646827203863,.gif,480.0,270.0,250.0,140.0,1670593270910960.0,1670593270,0Zim7YTxDlBtCuj430PBNw==,2360635.0,0,,macron-hypoerborea-edit,0,0,,1670593270,0.0,0.0,,,,
90,1292267,,,12/09/22(Fri)08:40:41,Anonymous,Novel Reading App,"Can anyone recommend a good app for reading online novels? Preferably one that lets you download them so you can read them offline.<br><br>I&#039;ve been using &#039;Novel World&#039;, but the amount of ads in that app is absurd (can go through 10+ intrusive ads in a single chapter), and a lot of the time it doesn&#039;t even work offline because it can&#039;t load the ads so it blocks you out of reading.",Screenshot_1,.png,256.0,203.0,250.0,198.0,1670593241249357.0,1670593241,lyZ/mKQnyks3M9RaCWpDxQ==,8559.0,0,,novel-reading-app,0,0,,1670593241,0.0,0.0,,,,
