,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
35,601225,,,12/26/21(Sun)23:12:01,Anonymous,,I&#039;m making an effigy of a McDonald&#039;s nightmare golem,DE3376E7-75F8-4A69-90A4-31572682F7E6,.jpg,1390,1800,193,250,1640578321420,1640578321,CS1iTia2YEPaxJz2Lda2pA==,126668,0,,im-making-an-effigy-of-a-mcdonalds-nightmare,79,25,74.0,24.0,"[{'no': 608804, 'now': '11/12/22(Sat)04:55:54', 'name': 'Anonymous', 'com': '<a href=""#p601225"" class=""quotelink"">&gt;&gt;601225</a><br>Bumping for Moon Man', 'time': 1668246954, 'resto': 601225}, {'no': 609000, 'now': '11/21/22(Mon)20:22:40', 'name': 'Anonymous', 'com': '<a href=""#p601225"" class=""quotelink"">&gt;&gt;601225</a><br>What&#039;s the progress?<br><br><span class=""quote"">&gt;CAPTCHA : DD4ASS</span>', 'time': 1669080160, 'resto': 601225}, {'no': 609036, 'now': '11/25/22(Fri)16:05:38', 'name': 'Anonymous', 'com': 'I am more of a clay kind of guy but I still which you the best and it is truly a particularly pretty paper project.', 'filename': 'ZZ', 'ext': '.jpg', 'w': 104, 'h': 125, 'tn_w': 104, 'tn_h': 125, 'tim': 1669410338634089, 'time': 1669410338, 'md5': 'ZDHQV4Q6Y/rQJkjf5ea7Hw==', 'fsize': 2607, 'resto': 601225}, {'no': 609221, 'now': '12/03/22(Sat)14:45:39', 'name': 'Anonymous', 'com': 'Hy чё, пидp, видимo ты oбocpaлcя co cвoим мyнмaнoм. Гдe peзyльтaт?', 'time': 1670096739, 'resto': 601225}, {'no': 609234, 'now': '12/03/22(Sat)21:50:56', 'name': 'Anonymous', 'com': '<a href=""#p602052"" class=""quotelink"">&gt;&gt;602052</a><br>Honestly looks pretty good so far. Not even that nightmare inducing', 'time': 1670122256, 'resto': 601225}]",1670122256,0.0,0.0,
36,608324,,,10/08/22(Sat)21:50:29,Your friendly neighborhood beggar,,"When I download a file in zezhidaxue, the file won&#039;t open. How to fix",logo,.png,38,38,38,38,1665280229486814,1665280229,3fxYJLQlxv+/bhGRJqIDbQ==,1558,0,,when-i-download-a-file-in-zezhidaxue-the-file,3,0,,,"[{'no': 608429, 'now': '10/18/22(Tue)03:14:40', 'name': 'Anonymous', 'com': '<a href=""#p608324"" class=""quotelink"">&gt;&gt;608324</a><br>Post the file...What do you think we are? Fucking wizards? Reaching through 4chan and seeing what&#039;s wrong with your files?', 'time': 1666077280, 'resto': 608324}, {'no': 609096, 'now': '11/28/22(Mon)13:50:20', 'name': 'Anonymous', 'com': '<a href=""#p608324"" class=""quotelink"">&gt;&gt;608324</a>, TIENES QUE DESCARGARLOS TODOS PORQUE EL LIBRO ESTA DIVIDIDO', 'time': 1669661420, 'resto': 608324}, {'no': 609232, 'now': '12/03/22(Sat)19:50:54', 'name': 'Anonymous', 'com': '<a href=""#p609096"" class=""quotelink"">&gt;&gt;609096</a><br><a href=""#p609096"" class=""quotelink"">&gt;&gt;609096</a><br><a href=""#p608324"" class=""quotelink"">&gt;&gt;608324</a><br><a href=""#p608324"" class=""quotelink"">&gt;&gt;608324</a><br>Theres two problems with zhezhidaxue files .<br>1.<br>one make sure you don&#039;t rename any of the files if you do keep them the same apart from the numbers .<br>2. It&#039;s possible that the WinZip or Rar app you use to extract files isn&#039;t compatible .<br>I always have four regular apps from Google play store i use if the other won&#039;t read it .', 'time': 1670115054, 'resto': 608324}]",1670115054,0.0,0.0,
37,608410,,,10/17/22(Mon)02:02:24,Anonymous,Origami Deer Tessellation Mask,"I am kindly asking an Anon to share the full and clear CP of this Deer tessellation mask. The CP was featured in a YouTube video, but it was blurred. Thanks in advance.",44444,.png,1080,1247,216,250,1665986544593412,1665986544,yJw4px/wJFsqSXWhxhmh8Q==,3378750,0,,origami-deer-tessellation-mask,1,0,,,"[{'no': 609231, 'now': '12/03/22(Sat)19:47:05', 'name': 'Anonymous', 'com': '<a href=""#p608410"" class=""quotelink"">&gt;&gt;608410</a><br> What a thoroughly unreasonable chap .I&#039;m not paying £50 for a c.p that&#039;s the price of a fat 500 page hardback book', 'time': 1670114825, 'resto': 608410}]",1670114825,0.0,0.0,
38,609211,,,12/03/22(Sat)11:35:42,Anonymous,files for a diorama,anyone have the files to make this diorama?<br><br>it&#039;s from the youtube channel GUMY ART and I can&#039;t afford the patreon subscription and I want to do it but I can&#039;t find the files I hope you can help me thank you very much!<br><br>I leave you the link here,Screenshot_3,.png,343,261,249,190,1670085342736499,1670085342,11V4fIPXDw7F/8MTnI0fXg==,183147,0,,files-for-a-diorama,1,0,,,"[{'no': 609212, 'now': '12/03/22(Sat)11:37:08', 'name': 'Anonymous', 'com': '<a href=""#p609211"" class=""quotelink"">&gt;&gt;609211</a><br>If you can&#039;t afford the 5 bucks for the subscription, you don&#039;t have the 5 bucks to print it out and buy the paper or cardboard as well...', 'time': 1670085428, 'resto': 609211}]",1670085428,0.0,0.0,
39,561868,,,02/19/18(Mon)00:53:54,Paper First-Officer,PAPER PLANES REFUELED,"In remembrance of the last paper planes thread, which just so happened to be one of the oldest boards on 4chan that passed away quite recently, this thread will serve as its successor. Hopefully this thread won&#039;t be prematurely bumped into oblivion like the last one did.<br><br>Anyways, this thread could serve as a sort of &quot;Paper Planes General&quot;. Feel free to post your designs, .pdf files, and folding instructions. Anything goes as long as it flies or at least looks like its supposed to.",In Remembrance,.png,1332,832,249,156,1519019634276,1519019634,ZEGAWydzhF6HHh8OevDRhw==,28199,0,,paper-planes-refueled,125,36,120.0,36.0,"[{'no': 608243, 'now': '10/02/22(Sun)11:55:04', 'name': 'Anonymous', 'com': '<a href=""#p566856"" class=""quotelink"">&gt;&gt;566856</a><br>he&#039;s a cute little plane. yess he is.', 'time': 1664726104, 'resto': 561868}, {'no': 608282, 'now': '10/06/22(Thu)06:36:47', 'name': 'Anonymous', 'com': 'Anyone remember Trotskiy Studios paper models? They were beautifully detailed flying models. The artist was a little eccentric and would only allow one particular model to be downloaded for a few days. You had to keep visiting to be able download others. It took a really long time to get the collection I have. He ultimately took down his site around 2011, briefly popped up on another site, then disappeared forever, afaik. I&#039;d upload a model but I am getting an error. I guess I have to figure out what is going on (I&#039;m a newfag).', 'time': 1665052607, 'resto': 561868}, {'no': 608285, 'now': '10/06/22(Thu)14:07:46', 'name': 'Anonymous', 'com': '<a href=""#p608282"" class=""quotelink"">&gt;&gt;608282</a><br>Sounds very interesting anon. You can also use sites like mega as an alternative to share files if you want', 'time': 1665079666, 'resto': 561868}, {'no': 608296, 'now': '10/07/22(Fri)04:49:12', 'name': 'Anonymous', 'com': '<a href=""#p608285"" class=""quotelink"">&gt;&gt;608285</a><br>Thanks for the tip, Anon. Hopefully this works.<br><br>This is my whole collection of models from this Japanese artist. There is a password on each file that the artist set. I could have written a script to remove it but I guess I never got around to it.<br><br>The password is trotskiy.<br><br>I hope other Anons enjoy these models as much as I do. I would hate for them to just disappear from history which is why I am sharing them. If anyone has Trotskiy models not in this collection, please post them.<br><br>https://megafile.cc/36bK/trotskiy-s<wbr>tudiostar.gz', 'time': 1665132552, 'resto': 561868}, {'no': 609193, 'now': '12/02/22(Fri)20:28:45', 'name': 'Anonymous', 'com': '<a href=""#p608296"" class=""quotelink"">&gt;&gt;608296</a>, NO FUNCIONA', 'time': 1670030925, 'resto': 561868}]",1670030925,0.0,0.0,
40,587263,,,12/25/20(Fri)03:57:00,Sonobro,MODULAR ORIGAMI THREAD - /MOT/,"A thread for discussion and posting of anything related to sonobe, kusudama, bascetta, Chinese paperfolding and similar stuff.",sonobe,.gif,1500,1500,250,250,1608886620617,1608886620,7AiP+8r2krfzR/eweCUCKg==,357082,0,,modular-origami-thread-mot,91,35,86.0,33.0,"[{'no': 609040, 'now': '11/25/22(Fri)20:28:44', 'name': 'Anonymous', 'com': '/po/ is such a slow moving board.<br>This thread has been going for years!<br>But what a cool thing to do with paper.', 'time': 1669426124, 'resto': 587263}, {'no': 609045, 'now': '11/26/22(Sat)11:13:37', 'name': 'Anonymous', 'com': 'my first completed modular of any decent size! underestimated how difficult the last few units would be.', 'filename': 'rhombicuboctahedron', 'ext': '.jpg', 'w': 3024, 'h': 4032, 'tn_w': 93, 'tn_h': 125, 'tim': 1669479217135677, 'time': 1669479217, 'md5': '9c7gOW8S6BN+2DX7OAurCw==', 'fsize': 522321, 'resto': 587263}, {'no': 609046, 'now': '11/26/22(Sat)12:15:37', 'name': 'Anonymous', 'com': 'Made a flexiball a while back and had to glue the units together in the end, otherwise it would just fall apart. Also had to reassemble it a couple of times because I&#039;m a dumbass and don&#039;t know how to follow instructions. One thing I learned from this is I probably shouldn&#039;t deviate from the instruction in terms of color/pattern because it makes the process so much harder for me.', 'time': 1669482937, 'resto': 587263}, {'no': 609150, 'now': '12/01/22(Thu)22:39:52', 'name': 'Anonymous', 'com': 'really pleased with this one!', 'filename': 'skella', 'ext': '.jpg', 'w': 3024, 'h': 4032, 'tn_w': 93, 'tn_h': 125, 'tim': 1669952392996095, 'time': 1669952392, 'md5': 'fGcP/jO+Asx1A/9+469Jag==', 'fsize': 433048, 'resto': 587263}, {'no': 609159, 'now': '12/02/22(Fri)12:27:21', 'name': 'Anonymous', 'com': 'What paper is good for modular origami? Is there something I should pay attention to while deciding?', 'time': 1670002041, 'resto': 587263}]",1670002041,0.0,0.0,
41,603581,,,04/02/22(Sat)10:29:45,Christophe W. Roth,Smart flying boxes,"Hello paper mates!<br><br>I just published my first indie wargame (Air Scarmush) which is a hybrid of a board game (Print n&#039; Play) and a mobile App.<br>I&#039;m posting here the pdf to print and shape which is also available for free on airscarmush.com<br><br>One of my goals was to create a game that would be as carbon neutral as possible, and for sure there is still room for improvement... Anyway, the counterpart is that the player has to make the game himself, and considering the sales curve it seems to be a brake for many people (of course the player should know beforehand that the game exists...).<br>The work amount is the element I&#039;m questioning because of course I have all confidence in the pleasure the game can bring ;) (to the fans of the genre of course, because we are also on a tiny niche).<br><br>If you are interested in building the game and posting some pictures of it on this thread, I will be happy to offer each of the first five posters two download codes (Apple and/or Google stores). The offer will expire on June 30, 2022.<br><br>I would obviously be delighted to hear your comments on the implementation and possible satisfaction with the product.<br>I&#039;d also be happy to elaborate on the game if you want to talk about it!<br><br>Greetings&#039;<br><br>Chris",Air_Scarmush_TFC_Board_And_Pawns_v1-0,.pdf,1,1,185,250,1648909785749,1648909785,voxK9bSuNZBA46CVdaPhSw==,2188355,0,,smart-flying-boxes,9,4,4.0,1.0,"[{'no': 604851, 'now': '05/19/22(Thu)18:03:27', 'name': 'Anonymous', 'com': '<a href=""#p603581"" class=""quotelink"">&gt;&gt;603581</a><br>I&#039;m going to allow myself a little up since the deadline is approaching.<br><br>I realise that it would be a bit strange (if not uninteresting) if everyone posted the same game board... So I will also consider any paper work related to the aviation world! That&#039;s better, isn&#039;t it?', 'filename': 'AirScarmush_gif02', 'ext': '.gif', 'w': 1200, 'h': 898, 'tn_w': 125, 'tn_h': 93, 'tim': 1652997807296, 'time': 1652997807, 'md5': 'rIsrRLku15hRcWjw0UM3Ow==', 'fsize': 4854774, 'resto': 603581}, {'no': 606567, 'now': '08/06/22(Sat)05:38:48', 'name': 'Anonymous', 'com': '<a href=""#p603581"" class=""quotelink"">&gt;&gt;603581</a><br><span class=""quote"">&gt;that would be as carbon neutral as possible</span>', 'filename': '16203256425720', 'ext': '.jpg', 'w': 604, 'h': 604, 'tn_w': 125, 'tn_h': 125, 'tim': 1659778728916594, 'time': 1659778728, 'md5': '9v/R4t3L6/j5HmQNF0VxRg==', 'fsize': 69614, 'resto': 603581}, {'no': 607013, 'now': '08/29/22(Mon)07:22:15', 'name': 'Anonymous', 'com': '<a href=""#p606567"" class=""quotelink"">&gt;&gt;606567</a><br>Yes, that&#039;s not the right expression, especially since I don&#039;t plant trees...<br>The idea was to have a minimalist game material and to use what we already have (a smartphone, a printer, a pencil, an eraser, a die,...), while offering an interesting game whose companion app is not just a gadget but a smart tool. What I&#039;m least proud of is the use of glue.', 'time': 1661772135, 'resto': 603581}, {'no': 609078, 'now': '11/27/22(Sun)14:21:01', 'name': 'Anonymous', 'com': 'https://www.instagram.com/reel/Ck1l<wbr>EGejJeM/?igshid=YmMyMTA2M2Y=', 'time': 1669576861, 'resto': 603581}, {'no': 609152, 'now': '12/02/22(Fri)07:42:27', 'name': 'Anonymous', 'com': '<a href=""#p603770"" class=""quotelink"">&gt;&gt;603770</a><br>Here are some free download codes for Android!<br>J2NPEG278XWRLWSTN056RTT<br>7AT1P34DJHR63GYQK617DVF<br>ABVMVVR578DGBLHUAPX6HYM<br>9YB98RK7CU772JSZBE81CP6<br>8VBQ6AGULFMKG73HY1V97KN<br>UBFA1C88ZQLR7Y4FPBJ8T75<br>G9LW6W5MNXCH1PHYT6S66FW<br>9UXASNWXDB5GVDQ8RGTW3S1<br>NGVS4C8PA23ZJ17FTN8QRA2<br>RSQABP6T4BM9NN2GALRKZ3M', 'filename': 'set', 'ext': '.jpg', 'w': 1600, 'h': 1200, 'tn_w': 125, 'tn_h': 93, 'tim': 1669984947218096, 'time': 1669984947, 'md5': 'PnhrPH6fnkcrAwhnNRKHfQ==', 'fsize': 263297, 'resto': 603581}]",1669984947,0.0,0.0,
42,572890,,,04/16/19(Tue)13:51:57,Anonymous,40k files galor,Used to post a lot here until it was taken over by the Cult Moronicus trolls...see if things are better:<br><br>whole bunch of files:<br><br>Space Marine/Chaos:<br><br>https://drive.google.com/drive/fold<wbr>ers/1Ed2G4RHnZp00oimr1hYba1hxLtDx-L<wbr>tJ?fbclid=IwAR27IVAFQzsRMTH7aDUvEnj<wbr>B9oJWb4vkrohkJW1-XLOYLQ_mU71PwNGbG6<wbr>E<br><br>Ork:<br><br>https://drive.google.com/drive/fold<wbr>ers/1iKI4RJzpv6uyyP_W_8lFXawZG-UEZB<wbr>B0?fbclid=IwAR1QwfVgafQl1DKoz15utBZ<wbr>2exgwegzfA4lOu0XRtWZzhFpAEm5GRIgPWs<wbr>Y<br><br>Imperial Guard:<br><br>https://drive.google.com/drive/fold<wbr>ers/1qqYGgvTIlwwLFOXu3k-99nvj04-wic<wbr>Cm?fbclid=IwAR2oWtZnJGVT6mb273pxgW5<wbr>GvpfaUwInPvgEiOirzcjjoR7nve0PSXBdMe<wbr>0<br><br>More Marine:<br><br>https://drive.google.com/drive/fold<wbr>ers/16suAsCH3vkbHGs35WZSSZdvyMCYnOu<wbr>5u?fbclid=IwAR2bG4yeWYwHDqHl1OIcLlv<wbr>4eqR8e2mdBF4evCDC-LJI7H1KAndXcjb56d<wbr>c<br><br>Mars/Sicarian:<br><br>https://drive.google.com/drive/fold<wbr>ers/1MNdlw0VcOdUoz4fm4PCNd_KgXSdY2s<wbr>vY?fbclid=IwAR0_Yu7tP7s15Yp9OMGxmq2<wbr>gBviBHwzEquScDPZ18VknH5-Ohs9LXu4rTL<wbr>E<br><br>Dark Eldar:<br><br>https://drive.google.com/drive/fold<wbr>ers/1wGf4Q7z3SJqKcexrWK6c1gZXgETvJ-<wbr>8P?fbclid=IwAR2xyEJaDvQJTaDBP3GUV11<wbr>gjhbj7ngJ1nMqbWlpfNc38i18Eq2wURtiif<wbr>Q<br><br>Still More Marine:<br><br>https://drive.google.com/drive/fold<wbr>ers/1_Lok5UgwO2E7tv8PcDB8sZr3_DguvW<wbr>1g?fbclid=IwAR1eOrAZ0q72LXUpZWu1iyn<wbr>FjFKWptjJjlswDuXq-PAjAqHmDbE_K2foi1<wbr>U<br><br>Folders:<br><br>https://drive.google.com/drive/fold<wbr>ers/1K4JlJiFgy0q9S5utUgNIKV-d8Zd_NP<wbr>GY?fbclid=IwAR2gZh7ORngJaZLAOocjcRC<wbr>oBCX3s_Cehv5JoC8QqxmjTy7DcmbNU7OSCK<wbr>c,Machariys Omega,.jpg,426,604,176,250,1555437117758,1555437117,UYp1vsir9Xsmx1mdcxB7pA==,35263,0,,40k-files-galor,227,108,222.0,104.0,"[{'no': 608966, 'now': '11/20/22(Sun)19:03:22', 'name': 'Anonymous', 'com': '<a href=""#p608716"" class=""quotelink"">&gt;&gt;608716</a>', 'filename': 'chibisisters', 'ext': '.pdf', 'w': 1, 'h': 1, 'tn_w': 100, 'tn_h': 125, 'tim': 1668989002381544, 'time': 1668989002, 'md5': '5PKzxQ1s3BZKTUvjss9i1g==', 'fsize': 1190302, 'resto': 572890}, {'no': 609001, 'now': '11/21/22(Mon)21:05:46', 'name': 'Anonymous', 'com': '<a href=""#p608966"" class=""quotelink"">&gt;&gt;608966</a><br>It will take me years to put them together without instructions or a reference image, but it will surely be worth it in the end.<br><br><br>Thank you very much!!!!', 'time': 1669082746, 'resto': 572890}, {'no': 609016, 'now': '11/23/22(Wed)23:04:42', 'name': 'Anonymous', 'com': '<a href=""#p608966"" class=""quotelink"">&gt;&gt;608966</a><br>I found images to know where the pieces of the tanks are placed', 'filename': 'tumblr_inline_o0mbjmG7gQ1r2byuv_1280', 'ext': '.jpg', 'w': 1280, 'h': 718, 'tn_w': 125, 'tn_h': 70, 'tim': 1669262682506921, 'time': 1669262682, 'md5': 'UtynC3TPwDQvmW0r2tB/Gw==', 'fsize': 178818, 'resto': 572890}, {'no': 609017, 'now': '11/23/22(Wed)23:05:58', 'name': 'Anonymous', 'com': '<a href=""#p609016"" class=""quotelink"">&gt;&gt;609016</a>', 'filename': 'tumblr_inline_o0mbjwZ8TE1r2byuv_1280', 'ext': '.jpg', 'w': 1280, 'h': 718, 'tn_w': 125, 'tn_h': 70, 'tim': 1669262758973984, 'time': 1669262758, 'md5': 'PsLVp9KguUarqnEJgoSVPw==', 'fsize': 200405, 'resto': 572890}, {'no': 609143, 'now': '12/01/22(Thu)13:41:49', 'name': 'Anonymous', 'com': 'https://drive.google.com/file/d/1cX<wbr>BUiWkY8VGTfaeYU_F8sRMc9b4CkGqJ/view<wbr>', 'filename': 'space marines', 'ext': '.pdf', 'w': 1, 'h': 1, 'tn_w': 88, 'tn_h': 125, 'tim': 1669920109897041, 'time': 1669920109, 'md5': '91w/8za7KPlRjqL2YVneMQ==', 'fsize': 1531192, 'resto': 572890}]",1669920109,0.0,0.0,
43,599079,,,10/14/21(Thu)13:21:29,Anonymous,Hololive papercraft,Hololive papercraft thread.<br>There are lots of holo related papecrafts scattered across the web. Post them here.,firefox_3LOaNL0O0b,.png,742,1017,182,250,1634232089073,1634232089,kktY9du5j+9eRTqZzXI35g==,530141,0,,hololive-papercraft,104,37,99.0,37.0,"[{'no': 607800, 'now': '09/17/22(Sat)02:08:03', 'name': 'houshou marine', 'com': '<a href=""#p599334"" class=""quotelink"">&gt;&gt;599334</a>', 'time': 1663394883, 'resto': 599079}, {'no': 607810, 'now': '09/18/22(Sun)01:51:29', 'name': 'Anonymous', 'com': '<a href=""#p602503"" class=""quotelink"">&gt;&gt;602503</a><br><a href=""#p602651"" class=""quotelink"">&gt;&gt;602651</a><br>Are there more Holostars papercrafts out there?', 'time': 1663480289, 'resto': 599079}, {'no': 607811, 'now': '09/18/22(Sun)05:59:01', 'name': 'Anonymous', 'com': '<a href=""#p607810"" class=""quotelink"">&gt;&gt;607810</a><br>probably, if you like these ugly boxes. just search in japanese and you&#039;ll find them on twitter', 'time': 1663495141, 'resto': 599079}, {'no': 607813, 'now': '09/18/22(Sun)19:39:35', 'name': 'ednargalip', 'com': '<a href=""#p607810"" class=""quotelink"">&gt;&gt;607810</a><br>here<br><br>https://twitter.com/hima1chan_', 'time': 1663544375, 'resto': 599079}, {'no': 609142, 'now': '12/01/22(Thu)09:15:53', 'name': 'Anonymous', 'com': 'b', 'time': 1669904153, 'resto': 599079}]",1669904153,0.0,0.0,
44,607016,,,08/29/22(Mon)10:23:29,Friend,Fold Up Friends,"I&#039;ve been working on a paper craft ecosystem with a focus on characters with interchangeable accessories like hats, backpacks and tools. <br><br>If you have any feedback on the designs or characters you&#039;d like to see me make, let me know. You can also customise the blank template to make characters of your own. <br><br>When I release a new character for download I&#039;ll post a picture here (unless I forget). Happy folding.",PTI - Fold Up Friends - Blank Template - Front,.jpg,1382,1381,250,249,1661783009715314,1661783009,kgENBBrjuQ86PfCmDhavjQ==,129741,0,,fold-up-friends,33,15,28.0,12.0,"[{'no': 608415, 'now': '10/17/22(Mon)13:00:13', 'name': 'Anonymous', 'com': '<a href=""#p608402"" class=""quotelink"">&gt;&gt;608402</a><br>1-step tone difference in color of line instead of dashed lines.<br>Put some kind of indicators in the corners instead of fold lines.<br>Remove all foldlines and describe what to do in step-by-step 3D VR-immersion Imax video.', 'time': 1666026013, 'resto': 607016}, {'no': 608939, 'now': '11/18/22(Fri)07:11:13', 'name': 'Anonymous', 'com': 'Are you still making them? I&#039;d love to craft more of these little dudes', 'time': 1668773473, 'resto': 607016}, {'no': 609012, 'now': '11/23/22(Wed)11:04:40', 'name': 'Friend', 'com': '<a href=""#p608939"" class=""quotelink"">&gt;&gt;608939</a><br>Yeah I&#039;m still making them, I just got really busy with work and I&#039;m too exhausted from designing papercrafts all day to want to make more in my free time. It always gets super busy towards Christmas and then calms down in the new year, so I&#039;m hoping to have some new Fold Up Friends out soon including the &#039;big fella&#039; template for characters like Hulk etc.', 'filename': 'PTI-Fold-Up-Friends-Blank-Template-Mock-Up', 'ext': '.jpg', 'w': 1382, 'h': 1381, 'tn_w': 125, 'tn_h': 124, 'tim': 1669219480708025, 'time': 1669219480, 'md5': 'Ap0w4p53Xf1m+6gBp2Bfzw==', 'fsize': 233047, 'resto': 607016, 'trip': '!!g23NZ3htf3L'}, {'no': 609140, 'now': '12/01/22(Thu)03:29:00', 'name': 'Anonymous', 'com': '<a href=""#p607016"" class=""quotelink"">&gt;&gt;607016</a><br><a href=""#p609012"" class=""quotelink"">&gt;&gt;609012</a><br>These are awesome! Thanks for sharing! I know you already got a lot of requests and you probably have other characters in mind too but personally I&#039;d really like a Wreck-It Ralph friend. He could be another character for the &quot;big fella&quot; template, too!', 'filename': 'Ralph', 'ext': '.png', 'w': 1000, 'h': 834, 'tn_w': 125, 'tn_h': 104, 'tim': 1669883340112193, 'time': 1669883340, 'md5': 'Ncm6ywAXE9dbLRNPhj4mvA==', 'fsize': 746068, 'resto': 607016}, {'no': 609141, 'now': '12/01/22(Thu)05:47:39', 'name': 'Anonymous', 'com': '<a href=""#p609140"" class=""quotelink"">&gt;&gt;609140</a>', 'filename': 'wreck-it-ralph-3D-papercraft-0912', 'ext': '.pdf', 'w': 1, 'h': 1, 'tn_w': 124, 'tn_h': 96, 'tim': 1669891659580648, 'time': 1669891659, 'md5': 'HxmJSlobthFmIep8JgNxew==', 'fsize': 753679, 'resto': 607016}]",1669891659,0.0,0.0,!!g23NZ3htf3L
45,566458,,,07/28/18(Sat)08:09:41,Anonymous,,Does Origami help getting a gf?,iu[1],.jpg,640,628,250,245,1532779781964,1532779781,zueKAcY293FtdGE0Y9xbxQ==,219646,0,,does-origami-help-getting-a-gf,253,23,248.0,23.0,"[{'no': 609067, 'now': '11/27/22(Sun)08:06:12', 'name': 'Anonymous', 'com': '<a href=""#p566458"" class=""quotelink"">&gt;&gt;566458</a><br>It may help you find a gf that you want to keep.', 'time': 1669554372, 'resto': 566458}, {'no': 609068, 'now': '11/27/22(Sun)08:33:46', 'name': 'Anonymous', 'com': '<a href=""#p566458"" class=""quotelink"">&gt;&gt;566458</a><br>Yes, of course. If you do what you like, it will make you happy. If you are happy you are irresistible for women.<br><br>But maybe I got it wrong:<br>Is your question how Origami can hemo to get a girlfriend? Well of course there is the social component and you can go to regular Origami meeting in your town. Maybe one of those people has a sister that is looking for a friend and the two if you meet.. who knows? <br><br>Or if this it too vague for you I will give you a step-by-step tutorial how to get a gf with Origami:<br><br>1) Train hard until you can fold a couple of nice things really really fast in a halfway decent quality. You don&#039;t want extremely difficult stuff from a technical point of view, but simple forms, flashy, impressive and beautiful.<br><br>2) Go outside, join parties or discos or other social events. Make a conversation with a nice woman. Tell her you need to go home now, but would like to see her again. Write down your number a give it to her. Give her a brief nod and walk away without further ado.<br><br>3) Wait for her call. If no call comes within the next 4 or five days, repeat step 2. When the call comes invite her to a coffee at a nice bar.<br><br>4) At the bar get into a conversation, ask and listen, don&#039;t talk about yourself too much. Look her deep in the eyes and smile. While doing so, casually play around with some paper or ask the waitress for a block and do something beautiful. Shrug off any compliments, pay up and take her on a walk in the park. <br><br>5) While walking, make something really cool and tell her it came to your mind just now and you have never done this before. Of course she will see through it, but she will like your joke. Make another one and ask her if she likes it. If she says &quot;wow, it&#039;s beautiful&quot; look her in the eye and say some cheesy line like &quot;yeah, I like beautiful things.&quot; And then slowly let your eyes wander between her eyes and her mouth. Move closer at her, slowly. Kiss her. <br><br><br>Yeah, it is really that simple.', 'time': 1669556026, 'resto': 566458}, {'no': 609113, 'now': '11/29/22(Tue)05:55:20', 'name': 'Anonymous', 'com': '<a href=""#p609068"" class=""quotelink"">&gt;&gt;609068</a><br>Or, alternatively...<br><span class=""quote"">&gt;Have a piece of origami paper on hand</span><br><span class=""quote"">&gt;Write your number on it</span><br><span class=""quote"">&gt;Fold it right in front of her</span><br>She&#039;ll never forget that, and will at the very least recommend you to someone else if she isn&#039;t that into you.', 'time': 1669719320, 'resto': 566458}, {'no': 609138, 'now': '11/30/22(Wed)19:41:22', 'name': 'Anonymous', 'com': '<a href=""#p609113"" class=""quotelink"">&gt;&gt;609113</a><br>You beated me in terms of simplicity and elegance..', 'time': 1669855282, 'resto': 566458}, {'no': 609139, 'now': '12/01/22(Thu)00:32:07', 'name': 'Anonymous', 'com': '<a href=""#p566458"" class=""quotelink"">&gt;&gt;566458</a><br>nah but its relaxing as hell', 'time': 1669872727, 'resto': 566458}]",1669872727,0.0,0.0,
46,608834,,,11/13/22(Sun)08:11:43,Anonymous,Christmas nativity scene,I would like to start preparing my Christmas nativity scene.<br>Could someone share this book?,A-complete-Origami-Nativity,.jpg,601,849,176,249,1668345103775121,1668345103,GP0oM6KAmEtpQVBF9N0/aQ==,113393,0,,christmas-nativity-scene,32,5,27.0,5.0,"[{'no': 609007, 'now': '11/22/22(Tue)13:54:18', 'name': 'Anonymous', 'com': '<a href=""#p608985"" class=""quotelink"">&gt;&gt;608985</a><br><span class=""quote"">&gt;even if they do good hearts for the human race.</span><br>Don&#039;t make me laugh, it hurts.', 'time': 1669143258, 'resto': 608834}, {'no': 609064, 'now': '11/27/22(Sun)07:08:17', 'name': 'Anonymous', 'com': 'kok', 'time': 1669550897, 'resto': 608834}, {'no': 609065, 'now': '11/27/22(Sun)07:11:09', 'name': 'Anonymous', 'com': '<a href=""#p609064"" class=""quotelink"">&gt;&gt;609064</a><br>kok', 'time': 1669551069, 'resto': 608834}, {'no': 609108, 'now': '11/28/22(Mon)20:38:47', 'name': 'Anonymous', 'com': '<a href=""#p608957"" class=""quotelink"">&gt;&gt;608957</a><br><a href=""#p608960"" class=""quotelink"">&gt;&gt;608960</a><br>thankyou so much for this!<br>I would suck your dicks if I could!', 'time': 1669685927, 'resto': 608834}, {'no': 609118, 'now': '11/29/22(Tue)07:17:04', 'name': 'Anonymous', 'com': '<a href=""#p608960"" class=""quotelink"">&gt;&gt;608960</a><br>Many thanks!', 'time': 1669724224, 'resto': 608834}]",1669724224,0.0,0.0,
