,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip,filedeleted
24,2508465,,,12/11/22(Sun)18:06:53,Anonymous,,"How do you guys finance your lives and /out/ activities? Some of you talk of spending a huge amount of time /out/, but presumably have some kind of income going as well. Do you all do short term remote work?",afdsdsf,.png,479.0,430.0,250.0,224.0,1670800013454334.0,1670800013,5xaN00t/lMraf5vSOKJTeA==,558518.0,0,,how-do-you-guys-finance-your-lives-and-out,38,0,33.0,0.0,"[{'no': 2509073, 'now': '12/12/22(Mon)20:54:02', 'name': 'Anonymous', 'com': '<a href=""#p2509070"" class=""quotelink"">&gt;&gt;2509070</a><br><span class=""quote"">&gt;t. boomer</span>', 'time': 1670896442, 'resto': 2508465}, {'no': 2509076, 'now': '12/12/22(Mon)21:00:14', 'name': 'Anonymous', 'com': '<a href=""#p2509073"" class=""quotelink"">&gt;&gt;2509073</a><br>Yes, and?', 'time': 1670896814, 'resto': 2508465}, {'no': 2509086, 'now': '12/12/22(Mon)21:37:58', 'name': 'Anonymous', 'com': '<a href=""#p2508465"" class=""quotelink"">&gt;&gt;2508465</a><br>High income software developer with no retirement account', 'time': 1670899078, 'resto': 2508465}, {'no': 2509139, 'now': '12/13/22(Tue)00:26:58', 'name': 'Anonymous', 'com': '<a href=""#p2509076"" class=""quotelink"">&gt;&gt;2509076</a><br>There is no and--you are the punchline. This isn&#039;t amature hour at the improv showcase, stop expecting me to carry your weak ass shit. I have zoomer padawans and they wouldn&#039;t even throw you a dad joke with your weak shit. Do better.<br><span class=""quote"">&gt;t. retired at 37.</span>', 'time': 1670909218, 'resto': 2508465}, {'no': 2509158, 'now': '12/13/22(Tue)01:35:10', 'name': 'Anonymous', 'com': '<a href=""#p2508465"" class=""quotelink"">&gt;&gt;2508465</a><br>I work for a company that averages one long &quot;holiday&quot; weekend per month. I combine that with my PTO so I can go be an /out/ist.', 'time': 1670913310, 'resto': 2508465}]",1670913310,0.0,0.0,,
25,2508903,,,12/12/22(Mon)14:38:27,Anonymous,,"<span class=""quote"">&gt;Imagine the /out/ possibilities</span>",181DD6DA-DF20-4F83-9E7F-E80681C9648A,.png,800.0,952.0,210.0,250.0,1670873907044233.0,1670873907,edF30zK18pCG5GDlyTyWhw==,108433.0,0,,imagine-the-out-possibilities,17,3,12.0,1.0,"[{'no': 2508936, 'now': '12/12/22(Mon)15:28:05', 'name': 'Anonymous', 'com': '<a href=""#p2508935"" class=""quotelink"">&gt;&gt;2508935</a><br>Doesn&#039;t that word warrant a banning already?', 'time': 1670876885, 'resto': 2508903}, {'no': 2508939, 'now': '12/12/22(Mon)15:36:54', 'name': 'Anonymous', 'com': '<a href=""#p2508936"" class=""quotelink"">&gt;&gt;2508936</a><br>I don&#039;t think so<br>https://archive.alice.al/out/search<wbr>/text/nu%2Fout/', 'time': 1670877414, 'resto': 2508903}, {'no': 2509084, 'now': '12/12/22(Mon)21:27:26', 'name': 'Anonymous', 'com': '<a href=""#p2508905"" class=""quotelink"">&gt;&gt;2508905</a><br><a href=""#p2508909"" class=""quotelink"">&gt;&gt;2508909</a><br><span class=""quote"">&gt;These retards live on the west coast</span><br>no, they very obviously don&#039;t<br><a href=""#p2508916"" class=""quotelink"">&gt;&gt;2508916</a><br><span class=""quote"">&gt;I don&#039;t understand time zones </span><br>I see the problem: you&#039;re retarded q<br><a href=""#p2508931"" class=""quotelink"">&gt;&gt;2508931</a><br>Bitching about the board and making midwit reddlt rambling nonsense posts is what ressitards do.', 'time': 1670898446, 'resto': 2508903}, {'no': 2509149, 'now': '12/13/22(Tue)00:42:21', 'name': 'Anonymous', 'com': 'Would only happen if west coast seceded under a third Trump term then you might get a west virginia moment.<br>Eastern Oregon may get it if they protest enough cause western Oregonians dont really want them anyways according to polling.<br>Would make a rural superstate though that would hold family, god, and freedom culture highly for a millenia. Nice larp to dream innit?', 'filename': 'Big_Fish_Hat_Model_Update_1_300x300', 'ext': '.jpg', 'w': 300, 'h': 300, 'tn_w': 125, 'tn_h': 125, 'tim': 1670910141621059, 'time': 1670910141, 'md5': '55P06HpiFqVQ5hH7oA3Bcg==', 'fsize': 26673, 'resto': 2508903}, {'no': 2509155, 'now': '12/13/22(Tue)01:10:07', 'name': 'Anonymous', 'com': '<a href=""#p2509149"" class=""quotelink"">&gt;&gt;2509149</a><br><span class=""quote"">&gt;Bla bla bla nuke Portland than nuke it again to be sure</span>', 'filename': '1670298111602520', 'ext': '.jpg', 'w': 500, 'h': 713, 'tn_w': 87, 'tn_h': 125, 'tim': 1670911807519660, 'time': 1670911807, 'md5': 'U+Ii6vxD3xtEKC+U46+mxg==', 'fsize': 77000, 'resto': 2508903}]",1670911807,0.0,0.0,,
26,2507989,,,12/10/22(Sat)16:16:05,Anonymous,Seasonal affective disorder,"Winter blues, winter sadness, darkness depression, whatever you want to call it. How do you avoid getting depressed when it&#039;s dark, wet, cold outside? <br><br>I live in northern Ontario and November to ~March I just want to get drunk and wallow in self pity. <br><br>How do I not hate life in the winter?",sad winter,.png,760.0,595.0,250.0,195.0,1670706965280870.0,1670706965,3ClotbZKPowONpJpPGrY4w==,512123.0,0,,seasonal-affective-disorder,12,2,7.0,2.0,"[{'no': 2508103, 'now': '12/10/22(Sat)20:20:34', 'name': 'Anonymous', 'com': '<a href=""#p2508074"" class=""quotelink"">&gt;&gt;2508074</a><br>This<br>Especially whatever morning sun you may have', 'time': 1670721634, 'resto': 2507989}, {'no': 2508210, 'now': '12/11/22(Sun)00:34:46', 'name': 'Anonymous', 'com': '<a href=""#p2508083"" class=""quotelink"">&gt;&gt;2508083</a><br>100% this. Many studies have shown a link between seasonal depression and vitamin D deficiency. It is also an effective treatment for SAD. I am sure to take mine daily.', 'time': 1670736886, 'resto': 2507989}, {'no': 2509147, 'now': '12/13/22(Tue)00:40:00', 'name': 'Anonymous', 'com': '<a href=""#p2507989"" class=""quotelink"">&gt;&gt;2507989</a><br>You aren&#039;t fit to live in the great north<br>leave, do everyone a fav', 'time': 1670910000, 'resto': 2507989}, {'no': 2509153, 'now': '12/13/22(Tue)01:04:51', 'name': 'Anonymous', 'com': '<a href=""#p2507989"" class=""quotelink"">&gt;&gt;2507989</a><br><span class=""quote"">&gt;How do you avoid getting depressed when it&#039;s dark, wet, cold outside?</span><br>Vitamine D', 'time': 1670911491, 'resto': 2507989}, {'no': 2509156, 'now': '12/13/22(Tue)01:10:13', 'name': 'Anonymous', 'com': '<a href=""#p2507989"" class=""quotelink"">&gt;&gt;2507989</a><br>Turns out Vitamin D is critical. If only there were modern remedies which included maximum nonavailability of this. Guess we just have to nude sunbath in the cold then.', 'time': 1670911813, 'resto': 2507989}]",1670911813,0.0,0.0,,
27,2505759,,,12/05/22(Mon)18:12:46,Anonymous,,"I am planning on setting up a hunting camp this year. It’s a temperate climate. Coldest it normally gets here in the winter is 20F, but it’s generally some where around freezing at night here in the winter. I have about 300 acres of private land to work with. There isn’t much elevation. It’s pretty flat. I was going to use the Ozark 11 person tent in pic related to sleep in. I was going to get a large tarp from Harbor freight to string up over the top of this in some trees for extra cover. It’s really just so I can have a porch like area to cook on a camp stove, but I think it would come in handy if there’s any heavy rain. Taking recommendations for a camp stove around $100. It does have to be light as I won’t be backpacking with it. Just sleeping there on weekends I go hunt. I’m tired of driving the 30 minutes to go hunt in the mornings. And I’ll only be leaving this up for a few months. For sleep, I was going to get a Coleman camp cot. Other stuff I’ll bring, old pots and pans, a storage truck, a cooler and a small gas generator (it’s a 1400 watt predator from harbor freight). I’m just looking to get some insight on whether this is a good idea. If I had more money I’d get a nicer 4 season tent, but I’ve camped out here in winter in my two person wenzel 3 season tent and was actually a little warm in a winter sleeping bag. Any input is welcome, especially on the tent holding up.",33AC4875-4A9C-4654-9866-6ED9F4F915E8,.jpg,1170.0,1763.0,165.0,249.0,1670281966321100.0,1670281966,reYJei35TfQmSIABfdNQig==,572286.0,0,,i-am-planning-on-setting-up-a-hunting-camp-this,32,4,27.0,2.0,"[{'no': 2506475, 'now': '12/07/22(Wed)17:58:13', 'name': 'Anonymous', 'com': '<a href=""#p2506440"" class=""quotelink"">&gt;&gt;2506440</a><br>I’m not the one larping. Why are you shitting up this thread?', 'filename': '38F8D7F3-1B43-4590-976F-B7C3C5BF4272', 'ext': '.jpg', 'w': 960, 'h': 784, 'tn_w': 125, 'tn_h': 102, 'tim': 1670453893083754, 'time': 1670453893, 'md5': 'LMPtGokBbr0ZZXDOMWQgAA==', 'fsize': 70077, 'resto': 2505759}, {'no': 2506487, 'now': '12/07/22(Wed)19:18:02', 'name': 'Anonymous', 'com': '<a href=""#p2506395"" class=""quotelink"">&gt;&gt;2506395</a><br><a href=""#p2506417"" class=""quotelink"">&gt;&gt;2506417</a><br><a href=""#p2506427"" class=""quotelink"">&gt;&gt;2506427</a><br><a href=""#p2506440"" class=""quotelink"">&gt;&gt;2506440</a><br><a href=""#p2506475"" class=""quotelink"">&gt;&gt;2506475</a><br>wrong', 'time': 1670458682, 'resto': 2505759}, {'no': 2506495, 'now': '12/07/22(Wed)19:41:35', 'name': 'Anonymous', 'com': '<a href=""#p2506475"" class=""quotelink"">&gt;&gt;2506475</a><br><span class=""quote"">&gt;How dare you mock a retard in a thread about camp stoves</span><br>lol<br><a href=""#p2506487"" class=""quotelink"">&gt;&gt;2506487</a><br>lol lamo<br>you 90iqs are priceless', 'time': 1670460095, 'resto': 2505759}, {'no': 2507932, 'now': '12/10/22(Sat)13:50:22', 'name': 'Anonymous', 'com': '<a href=""#p2505759"" class=""quotelink"">&gt;&gt;2505759</a><br><br>I would fix 6 5ft staves in a circle into the ground and cover them in packing wrap. Then i would fix 2 long staves connected as a cross on top of the staves into the ground as an outer layer(a dome) and cover the top with packaging wrap, while leaving room for air circulation between the two layers, but horisontally covering the inside from wind. Then i would cover everything with pine branches. The inside floor would be dug up half a foot and covered in smaller pine branches. On top of that i&#039;d set my small one man tent. I&#039;d use sheepskins to lie on and to cover me.', 'time': 1670698222, 'resto': 2505759}, {'no': 2509151, 'now': '12/13/22(Tue)00:57:52', 'name': 'Anonymous', 'com': '<a href=""#p2507932"" class=""quotelink"">&gt;&gt;2507932</a><br>How the fuck are you this God damn based', 'filename': '1670041993590875', 'ext': '.png', 'w': 1496, 'h': 1056, 'tn_w': 125, 'tn_h': 88, 'tim': 1670911072201263, 'time': 1670911072, 'md5': '/x0TdnawO4/Hj/Dmz5+L/w==', 'fsize': 880162, 'resto': 2505759}]",1670911072,0.0,0.0,,
28,2509097,,,12/12/22(Mon)22:18:01,Anonymous,,"I want to go on walks daily but i live in the ghetto and really don&#039;t want to get mugged or murdered, what do i do?",harold,.png,436.0,517.0,210.0,250.0,1670901481933633.0,1670901481,YECXDuxclFq1ntV8rGr3JQ==,369701.0,0,,i-want-to-go-on-walks-daily-but-i-live-in-the,9,0,4.0,0.0,"[{'no': 2509112, 'now': '12/12/22(Mon)22:59:47', 'name': 'Anonymous', 'com': '<a href=""#p2509103"" class=""quotelink"">&gt;&gt;2509103</a><br><span class=""quote"">&gt;12/12/22 22:54 Chicago Tribune</span><br><span class=""quote"">&gt;Easton Anderson</span><br><span class=""quote"">&gt;A Chicago man was found dead on East Main Street heading towards the city park from an apparent gunshot. Residents heard several men laughing before shots were fired. Police are looking for the suspects, one of which is believed to be Tyrell Davis, 24. If you have any information, please contact the Chicago Police Department at ---</span><br>You killed OP, anon', 'time': 1670903987, 'resto': 2509097}, {'no': 2509115, 'now': '12/12/22(Mon)23:03:19', 'name': 'Anonymous', 'com': '<a href=""#p2509111"" class=""quotelink"">&gt;&gt;2509111</a><br>but my point is e-bikes have instant torque to get away easily<br>in some cities they have electric bike rentals now <br>but like, an electric bike is a good investment if you can afford it (I can&#039;t) but I can rent em!', 'time': 1670904199, 'resto': 2509097}, {'no': 2509122, 'now': '12/12/22(Mon)23:19:09', 'name': 'Anonymous', 'com': '<a href=""#p2509103"" class=""quotelink"">&gt;&gt;2509103</a><br>In Oakland this is definitely not the case. You don&#039;t go out for walks, because the local nignogs are hunting for literally anything. People don&#039;t understand it until they move there and experience it first hand.', 'time': 1670905149, 'resto': 2509097}, {'no': 2509138, 'now': '12/13/22(Tue)00:20:12', 'name': 'Anonymous', 'com': '<a href=""#p2509110"" class=""quotelink"">&gt;&gt;2509110</a><br>That might work, but there people with diy motor bikes in my neighborhood that speed around, one time a guy was carrying a chainsaw while speeding past my apartment block.', 'time': 1670908812, 'resto': 2509097}, {'no': 2509146, 'now': '12/13/22(Tue)00:38:47', 'name': 'Anonymous', 'com': '<a href=""#p2509097"" class=""quotelink"">&gt;&gt;2509097</a><br>set up a blind and start hunting thugs and drug dealers.', 'time': 1670909927, 'resto': 2509097}]",1670909927,0.0,0.0,,
29,2506729,,,12/08/22(Thu)11:54:04,Anonymous,External frame chads?,Talk me out of buying a stupid second hand external frame rucksack from the distant past (1970s),karrimor,.jpg,620.0,820.0,189.0,250.0,1670518444126124.0,1670518444,biInQafsF25bYjgBjsW6Gw==,118528.0,0,,external-frame-chads,50,8,45.0,8.0,"[{'no': 2508851, 'now': '12/12/22(Mon)12:42:22', 'name': 'Anonymous', 'com': '<a href=""#p2508847"" class=""quotelink"">&gt;&gt;2508847</a><br><span class=""quote"">&gt;he doesn&#039;t hunt, fish, and gather his own food</span><br>Get a load of this casual, guys', 'time': 1670866942, 'resto': 2506729}, {'no': 2508921, 'now': '12/12/22(Mon)14:54:16', 'name': 'Anonymous', 'com': '<a href=""#p2508847"" class=""quotelink"">&gt;&gt;2508847</a><br><span class=""quote"">&gt;every trip I go on is a two week excursion</span><br>Sure it is, Friend. <br>Sure it is. <br><br>And if you were ever to go on a shorter trip, do you think your pack would be easier to carry?', 'time': 1670874856, 'resto': 2506729}, {'no': 2508924, 'now': '12/12/22(Mon)15:03:20', 'name': 'Anonymous', 'com': '<a href=""#p2508847"" class=""quotelink"">&gt;&gt;2508847</a><br><span class=""quote"">&gt;claims a 10lb baseweight with a Mystery Ranch pack</span><br>Nigger you need to post your gear list. The Bridget is easily 5lbs.', 'time': 1670875400, 'resto': 2506729}, {'no': 2508979, 'now': '12/12/22(Mon)16:41:38', 'name': 'Anonymous', 'com': '<a href=""#p2508924"" class=""quotelink"">&gt;&gt;2508924</a><br><span class=""quote"">&gt;Nigger you need to post your gear list. The Bridget is easily 5lbs.</span><br>Two different guys. First guy shitting on Dyneema garbage bags was (Me), second guy is someone else. I know jack shit about Fjell, although I&#039;ve seen it being discussed on this board just recently.<br><br>Carrying 40 lbs. won&#039;t destroy your knees when you&#039;re old, because I carried much more than that in an external frame frequently and extensively throughout the 1990s, I&#039;m in my 40s, and not only are my knees intact, I swim and inline skate for some of my exercise, and I wade rivers while fly fishing (which can be quite the workout, and hard on the knees).<br><br>Absolutely every single person claiming that carrying more than 20 lbs. (which is almost nothing) on a hike will destroy your knees is a an urban softbody in his or her teens or early 20s, making shit up to cope with being eternally out of shape. &quot;Being in shape&quot; doesn&#039;t just mean not being fat, and it doesn&#039;t mean being ripped, either.', 'time': 1670881298, 'resto': 2506729}, {'no': 2509143, 'now': '12/13/22(Tue)00:33:42', 'name': 'Anonymous', 'com': '<a href=""#p2506771"" class=""quotelink"">&gt;&gt;2506771</a><br>Bought an Alice pack today with the full metal frame. That shit is magic. <br>What ever pinny pincer decided to move the military to plastic frames should be shot.', 'time': 1670909622, 'resto': 2506729}]",1670909622,0.0,0.0,,
30,2509113,,,12/12/22(Mon)23:01:13,Anonymous,,Do you like fishing?,8224476701530,.jpg,1284.0,2072.0,154.0,250.0,1670904073643562.0,1670904073,s9GEhMeZnLuaN5HZ4EAfHw==,1383710.0,0,,do-you-like-fishing,1,0,,,"[{'no': 2509142, 'now': '12/13/22(Tue)00:32:42', 'name': 'Anonymous', 'com': 'Yes I do , when I can’t make it out to a nice lake , I fish local canals for catfish and striped bass', 'time': 1670909562, 'resto': 2509113}]",1670909562,0.0,0.0,,
31,2509064,,,12/12/22(Mon)20:35:23,Anonymous,Can I legally set up a campfire at a public beach?,"For the summer, I&#039;m planning on setting up a tent with a campfire near a beach. Sounds like an excellent way to appreciate the night time sounds and scenary, but I do want to know if there are any checks and balances I must be aware of before undertaking this (I live in eastern EU).<br><br>If it&#039;s not permissable at a public place, I can settle for setting camp in a forested area near a lake or river.",360_F_123924017_FLgyobScN0P1vMSny133k60fX2KYdV4i,.jpg,535.0,360.0,250.0,168.0,1670895323941458.0,1670895323,3lb9vWsZlozGkJ5G7f6Hxg==,45884.0,0,,can-i-legally-set-up-a-campfire-at-a-public-beach,5,0,,,"[{'no': 2509085, 'now': '12/12/22(Mon)21:33:41', 'name': 'Anonymous', 'com': 'unless there&#039;s a fire ban in place or you are making an obscenely big bonfire no its perfectly legal.', 'time': 1670898821, 'resto': 2509064}, {'no': 2509101, 'now': '12/12/22(Mon)22:23:48', 'name': 'Anonymous', 'com': '<a href=""#p2509085"" class=""quotelink"">&gt;&gt;2509085</a><br>false<br>mexico maybe but not anywhere nice', 'time': 1670901828, 'resto': 2509064}, {'no': 2509105, 'now': '12/12/22(Mon)22:40:03', 'name': 'Anonymous', 'com': '<a href=""#p2509085"" class=""quotelink"">&gt;&gt;2509085</a><br>We had a stupid huge bonfire a few years back. We were getting logs that took four, some times five people to carry, shit was HUGE. We had it going for maybe close to an hour before police showed up because bitches called it in. The cops were totally cool because high tide was stupid close and we were far enough away from any bushes to catch fire, they still wanted to just check us out.', 'time': 1670902803, 'resto': 2509064}, {'no': 2509109, 'now': '12/12/22(Mon)22:51:11', 'name': 'Anonymous', 'com': '<a href=""#p2509105"" class=""quotelink"">&gt;&gt;2509105</a><br>Why were you guys so brazen?', 'time': 1670903471, 'resto': 2509064}, {'no': 2509141, 'now': '12/13/22(Tue)00:29:43', 'name': 'Anonymous', 'com': '<a href=""#p2509064"" class=""quotelink"">&gt;&gt;2509064</a><br>where fuckface <br>also, driftwood usually burns like shit', 'time': 1670909383, 'resto': 2509064}]",1670909383,0.0,0.0,,
32,2503873,,,12/01/22(Thu)08:58:25,Anonymous,What are these tracks? (2),"I made a post yesterday, or the day before, about some tracks in the woods of southwestern Alabama. The other day, it rained quite hard here and made the dirt softer, providing various more tracks.<br>The last thread got replies like bobcat, racoon, dog, coyote, etc.<br>Any idea on these new ones? Some I think are deer, bird, and there was a large hunk of odd hairy, what I&#039;m guessing to be, feces.",Screenshot_20221130_164852_Gallery,.jpg,1079.0,1401.0,192.0,250.0,1669903105777432.0,1669903105,puxXgeBkZsuWjl8pkCi/lg==,1593229.0,0,,what-are-these-tracks-2,20,6,15.0,5.0,"[{'no': 2504171, 'now': '12/01/22(Thu)23:38:57', 'name': 'Anonymous', 'com': '<a href=""#p2503877"" class=""quotelink"">&gt;&gt;2503877</a><br><a href=""#p2503878"" class=""quotelink"">&gt;&gt;2503878</a><br>100% armadillo', 'time': 1669955937, 'resto': 2503873}, {'no': 2506315, 'now': '12/07/22(Wed)09:50:09', 'name': 'Anonymous', 'com': '<a href=""#p2503873"" class=""quotelink"">&gt;&gt;2503873</a><br>pig', 'time': 1670424609, 'resto': 2503873}, {'no': 2508686, 'now': '12/12/22(Mon)04:05:37', 'name': 'Anonymous', 'com': '<a href=""#p2503873"" class=""quotelink"">&gt;&gt;2503873</a><br>I wouldn&#039;t worry about it.', 'time': 1670835937, 'resto': 2503873}, {'no': 2508822, 'now': '12/12/22(Mon)11:56:29', 'name': 'Anonymous', 'com': '<a href=""#p2503873"" class=""quotelink"">&gt;&gt;2503873</a><br>Landing from a deer jump.', 'time': 1670864189, 'resto': 2503873}, {'no': 2509137, 'now': '12/13/22(Tue)00:19:36', 'name': 'Anonymous', 'com': '<a href=""#p2503873"" class=""quotelink"">&gt;&gt;2503873</a><br><a href=""#p2508822"" class=""quotelink"">&gt;&gt;2508822</a><br>Also may have just been putting on breaks hard. <br>See the due claw on the back?', 'filename': 'R', 'ext': '.jpg', 'w': 1024, 'h': 768, 'tn_w': 125, 'tn_h': 93, 'tim': 1670908776201261, 'time': 1670908776, 'md5': 'VWoTSJ4gr0lzTjisnLqBCw==', 'fsize': 462149, 'resto': 2503873}]",1670908776,0.0,0.0,,
33,2506990,,,12/08/22(Thu)22:18:38,"YouTuber demands rescue helicopter, has a complete meltdown",,"<span class=""quote"">&gt;On Nov 15, 2022, around 5:20 p.m., Idaho County Dispatch received a call from the International Emergency Response Coordination Center. They had received an SOS from a Garmin Inreach device belonging to Jonathan Conti, videographer/YouTuber, of Boise. The location given was just north of the Walton Lakes, which is south of the Powell Ranger Station, between the Elk Summit Rd (Forest Service Road 360) and Tom Beal Park Road (Forest Service Road 362).</span><br><br><span class=""quote"">&gt;Idaho County Dispatch used the link provided by IERCC to message with Conti. Conti stated he needed rescued as he had snowshoed in, but had dropped down into a canyon that he couldn’t climb out of due to the snow being too thick. He had food, water and shelter and was safe for the night. He had parked his vehicle on Elk Summit Road about five miles from his location and was not familiar with the area, but told dispatch that he could make it to Walton Lake if that was a better rescue spot.</span><br><br><span class=""quote"">&gt;On Nov. 16, 2022, Idaho County Sergeant Keith Olsen and Idaho County Deputy Stan Denham responded at first light. Idaho County Dispatch advised Conti to head to the Walton Lakes Trailhead, which was about half a mile from his location, and gave him coordinates to where he could be picked up by the deputies. Idaho County Deputies left the Powell Ranger Station by snowmobile on the Tom Beal Road. They cut numerous fallen trees out of the road to get to the Walton Lakes Trailhead.</span>",1639684007645,.jpg,1247.0,1663.0,187.0,250.0,1670555918811745.0,1670555918,aYbHf1URt0gdk1EgaG2UUQ==,307767.0,0,,on-nov-15-2022-around-520-pm-idaho-county,192,30,187.0,29.0,"[{'no': 2509028, 'now': '12/12/22(Mon)18:41:27', 'name': 'Anonymous', 'com': '<a href=""#p2506990"" class=""quotelink"">&gt;&gt;2506990</a><br><span class=""quote"">&gt;some local deputies hiked down, gave him a kick, called him a faggot and then walked away (with him in tow)</span><br>Is the subtext.', 'time': 1670888487, 'resto': 2506990}, {'no': 2509046, 'now': '12/12/22(Mon)19:47:17', 'name': 'Anonymous', 'com': '<a href=""#p2506990"" class=""quotelink"">&gt;&gt;2506990</a><br>italian american moment', 'filename': 'greasy pizza nigger wop cut his hair with a pizza cutter, mama mia', 'ext': '.jpg', 'w': 605, 'h': 546, 'tn_w': 125, 'tn_h': 112, 'tim': 1670892437363015, 'time': 1670892437, 'md5': '++iccx0Hp7yf8HV8Qu3IbQ==', 'fsize': 31240, 'resto': 2506990}, {'no': 2509048, 'now': '12/12/22(Mon)19:55:13', 'name': 'Anonymous', 'com': '<a href=""#p2509046"" class=""quotelink"">&gt;&gt;2509046</a><br>Mama Mia, warn a nigga before you post something that flamboyant. I had to use the SOS button on my gaymin inAss, should be a chopper here any minute now', 'time': 1670892913, 'resto': 2506990}, {'no': 2509133, 'now': '12/13/22(Tue)00:07:50', 'name': 'Anonymous', 'com': '<a href=""#p2508978"" class=""quotelink"">&gt;&gt;2508978</a><br>He wasn&#039;t lost though, he had a functioning GPS that the dispatcher was apparently forwarding coordinates to, at least according to the text messages. He just refused.', 'time': 1670908070, 'resto': 2506990}, {'no': 2509136, 'now': '12/13/22(Tue)00:19:10', 'name': 'Anonymous', 'com': '<a href=""#p2509133"" class=""quotelink"">&gt;&gt;2509133</a><br>You’re forgetting one key point here. The guy is turbo retarded', 'time': 1670908750, 'resto': 2506990}]",1670908750,0.0,0.0,,
34,2503367,,,11/29/22(Tue)21:56:18,Anonymous,ifak / individual first aid kit,"i bought a generic ifak online for abt 70 bucks, felt pretty scammed cause the onlything that was good was the israeli bandage and the quickclot<br><br>do you have any suggestions on what i should add to my ifak? superglue and a nice torniquet is on my list of what to buy.<br>websites that sell generic medical supplies (ointment, suitures, scalpal blades, etc etc) are very welcome!",first-aid-military-ifak,.jpg,270.0,301.0,224.0,250.0,1669776978998403.0,1669776978,iWXNbLSlUUbX+KnBaFIsRg==,19269.0,0,,ifak-individual-first-aid-kit,80,10,75.0,10.0,"[{'no': 2508622, 'now': '12/11/22(Sun)22:37:55', 'name': 'Anonymous', 'com': '<a href=""#p2505250"" class=""quotelink"">&gt;&gt;2505250</a><br><span class=""quote"">&gt;anticoagulant</span><br>You are going to get someone killed.', 'time': 1670816275, 'resto': 2503367}, {'no': 2508817, 'now': '12/12/22(Mon)11:49:02', 'name': 'Anonymous', 'com': '<a href=""#p2508609"" class=""quotelink"">&gt;&gt;2508609</a><br>I have a pile of the junk ones spread across a bunch of kits, cars, basement, garage etc. I am set up like a factory floor as far as fist aid kits. <br>You really just need a few good ones, but in so far as what they do the cheap ones do the same thing. The cheap ones can break but I am not sure that is a real risk. <br><br>What are other reasons to not have the affordable ones?', 'time': 1670863742, 'resto': 2503367}, {'no': 2509021, 'now': '12/12/22(Mon)18:07:39', 'name': 'Anonymous', 'com': '<a href=""#p2508817"" class=""quotelink"">&gt;&gt;2508817</a><br><span class=""quote"">&gt;What are other reasons to not have the affordable ones?</span><br>higher rates of failure, less effective at completely stopping major arterial blood flow (can&#039;t get them tight enough), not as reliably secure (they stretch, loosen, or come undone), some cause tissue damage (strap isn&#039;t wide/flat enough) etc etc', 'time': 1670886459, 'resto': 2503367}, {'no': 2509114, 'now': '12/12/22(Mon)23:02:57', 'name': 'Anonymous', 'com': '<a href=""#p2505215"" class=""quotelink"">&gt;&gt;2505215</a><br>I don’t see how getting taller like Mario is gonna help anything.', 'time': 1670904177, 'resto': 2503367}, {'no': 2509134, 'now': '12/13/22(Tue)00:08:16', 'name': 'Anonymous', 'com': '<a href=""#p2509021"" class=""quotelink"">&gt;&gt;2509021</a><br>To be fair when I sentched my cheap one down tight enough to fell like &quot;oh fuck that hurt and then added another half turn to make &quot;fuck fuck fuck&quot; about half the pain was from the strap cutting in and not the pressure it&#039;s self, I assumed that was just how it was. <br><br>I really don&#039;t want to pay that much more for them though when putting a chest ceal and quick clots in each of the kits is already driving up the price.', 'time': 1670908096, 'resto': 2503367}]",1670908096,0.0,0.0,,
