,no,sticky,closed,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,id,capcode,semantic_url,replies,images,last_modified,sub,bumplimit,imagelimit,omitted_posts,omitted_images,last_replies,trip
31,31739306,,,12/04/22(Sun)03:37:20,Anonymous,"<span class=""quote"">&gt; Age, Biological Sex, Location - you want to meetup and fuck</span><br><span class=""quote"">&gt; Sexual Orientation</span><br><span class=""quote"">&gt; About You - what do you look like</span><br><span class=""quote"">&gt; Virgin - Yes or No, Pussy, Anal, Oral</span><br><span class=""quote"">&gt; Partner Count - if not a virgin how much of a slut are you?</span><br><span class=""quote"">&gt; Hobbies interests</span><br><span class=""quote"">&gt; Fetishes and Kinks</span><br><span class=""quote"">&gt; Deepest desire or fantasy</span><br><span class=""quote"">&gt; Favourite Position</span><br><span class=""quote"">&gt; Looking For</span><br><span class=""quote"">&gt; Not Looking For</span><br><span class=""quote"">&gt; Discord Tag..</span>",1669236260074943,.jpg,300,300,250,250,1670143040997966,1670143040,N+YIIGgIwrmRe3+4vxgGTg==,7833,0,aaWW7N4a,,discord-lewd-thread,503,166,1670846937,Discord Lewd Thread,1.0,0.0,498.0,165.0,"[{'no': 31757597, 'now': '12/12/22(Mon)05:43:04', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt; Age, Biological Sex, Location - you want to meetup and fuck</span><br>18, male, belgium antwerp, maybe<br><span class=""quote"">&gt; Sexual Orientation</span><br>straight<br><span class=""quote"">&gt; About You - what do you look like</span><br>i like music, making music, talking about music, drawing and walks in the forest.<br><span class=""quote"">&gt; Virgin - Yes or No, Pussy, Anal, Oral</span><br>virgin,<br><span class=""quote"">&gt; Partner Count - if not a virgin how much of a slut are you?</span><br>3, im not slutty <br><span class=""quote"">&gt; Hobbies interests</span><br>playing splatoon, drawing and making music<br><span class=""quote"">&gt; Fetishes and Kinks</span><br>chubby bitches, i want to fuck a girl analy<br><span class=""quote"">&gt; Deepest desire or fantasy</span><br>fucking a woman anally<br><span class=""quote"">&gt; Favourite Position</span><br>idk<br><span class=""quote"">&gt; Looking For</span><br>any woman whos not too fat or ugly, im okay with long distance<br><span class=""quote"">&gt; Not Looking For</span><br>dont be too ugly or too fat<br><span class=""quote"">&gt; Discord Tag..</span><br><br><br>circle of moth#5515', 'filename': '279388919_5087631194654374_4276064513934187030_n', 'ext': '.jpg', 'w': 320, 'h': 240, 'tn_w': 125, 'tn_h': 93, 'tim': 1670841784036821, 'time': 1670841784, 'md5': 'bhAjtq8cX2+oduif0cKrIQ==', 'fsize': 14201, 'resto': 31739306, 'id': 'pdZ7a+eC'}, {'no': 31757628, 'now': '12/12/22(Mon)06:10:01', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt; ASL</span><br>23/m/philippines<br><br><span class=""quote"">&gt; Sexual Orientation</span><br>straight<br><br><span class=""quote"">&gt; About You</span><br>5&#039;4 110lbs, chink, im pretty cute tho i think i attract closeted pedos lol<br><br><span class=""quote"">&gt; Virgin -</span><br>no<br><br><span class=""quote"">&gt; Partner Count -</span><br>a good amount<br><br><span class=""quote"">&gt; Hobbies interests</span><br>anime,league, politics/history idk<br><br><span class=""quote"">&gt; Fetishes and Kinks</span><br>somno, noncon<br><br><span class=""quote"">&gt; Deepest desire or fantasy</span><br>raped while sleeping<br><br><span class=""quote"">&gt; Looking For</span><br>women with an asian fetish<br><br><span class=""quote"">&gt; Not Looking For</span><br>gay/trans<br><br><span class=""quote"">&gt; Discord Tag..</span><br>cureale#9387', 'time': 1670843401, 'resto': 31739306, 'id': 'upX/yAR1'}, {'no': 31757649, 'now': '12/12/22(Mon)06:29:48', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;Age, Biological Sex, Location</span><br>21 f Texas, open to meeting<br><span class=""quote"">&gt;Sexual Orientation</span><br>I&#039;m looking for biological males<br><span class=""quote"">&gt;About You - what do you look like</span><br>Slim and fit physique, Scandinavian origin. I&#039;ve been told I&#039;m out of place on here<br><span class=""quote"">&gt;Virgin</span><br>No<br><span class=""quote"">&gt;Partner Count</span><br>A few<br><span class=""quote"">&gt;Hobbies interests</span><br>Gymnastics, swimming, acting, dancing, photography, medieval fantasy<br><span class=""quote"">&gt;Fetishes and Kinks</span><br>Firm hands and scathing words<br><span class=""quote"">&gt;Deepest desire or fantasy</span><br>Being in a long-term relationship<br><span class=""quote"">&gt;Favourite Position</span><br>Equestrian<br><span class=""quote"">&gt;Looking For</span><br>Conversation, meeting up to have non-alcoholic beverages after a clean video chat<br><span class=""quote"">&gt;Not Looking For</span><br>Last time I posted on /soc/ was in september and I got quite a few amusingly strange people adding me, and then I deleted that account, but I&#039;m willing to try this again since I still had some fun overall<br><span class=""quote"">&gt;Discord Tag</span><br>bountifulsunlight#8159', 'time': 1670844588, 'resto': 31739306, 'id': 'vmZSVeyr'}, {'no': 31757677, 'now': '12/12/22(Mon)06:56:02', 'name': 'Anonymous', 'com': '<a href=""#p31741328"" class=""quotelink"">&gt;&gt;31741328</a><br>This guy is fucking incredible. I&#039;d recommend his cock with my whole heart &lt;3', 'time': 1670846162, 'resto': 31739306, 'id': 'hApSMv+R'}, {'no': 31757687, 'now': '12/12/22(Mon)07:08:57', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt; Age, Biological Sex, Location - you want to meetup and fuck</span><br>22 m, US<br><span class=""quote"">&gt; Sexual Orientation</span><br>Bi<br><span class=""quote"">&gt; About You - what do you look like</span><br>Average height and build, alt, 7&quot; and thick<br><span class=""quote"">&gt; Virgin - Yes or No, Pussy, Anal, Oral</span><br>No<br><span class=""quote"">&gt; Partner Count - if not a virgin how much of a slut are you?</span><br>6<br><span class=""quote"">&gt; Hobbies interests</span><br>Love gaming and music <br><span class=""quote"">&gt; Fetishes and Kinks</span><br>Public/feet/and a lot more<br><span class=""quote"">&gt; Favourite Position</span><br>Doggystyle, giving and receiving<br><span class=""quote"">&gt; Looking For</span><br>Someone to lewd talk to at work/out in public and send pics and vids to each other, plus live stroking sessions together. Bonus if we can call and you watch me stroke while somewhere not at home<br><span class=""quote"">&gt; Not Looking For</span><br>Anyone can add me, just be horny &lt;3<br><span class=""quote"">&gt; Discord Tag..</span><br>Lustful_spectre#1350', 'time': 1670846937, 'resto': 31739306, 'id': 'XBQUmVr7'}]",
32,31717311,,,11/24/22(Thu)22:05:42,Anonymous,Old one died,F9F95CA3-DCAB-4A6B-9021-E7430BAC5E08,.png,640,640,250,250,1669345542068576,1669345542,KLGXlOEoe3rC+jEmYEvW5Q==,24669,0,2Srp0aF5,,dirty-telegram,391,46,1670841725,Dirty Telegram,0.0,0.0,386.0,46.0,"[{'no': 31757375, 'now': '12/12/22(Mon)02:43:55', 'name': 'Anonymous', 'com': 'Lets talk and trade futa hentai<br>Telegram @BillRaySan', 'time': 1670831035, 'resto': 31717311, 'id': 'KKoknXNu'}, {'no': 31757541, 'now': '12/12/22(Mon)04:51:57', 'name': 'Anonymous', 'com': '<a href=""#p31756395"" class=""quotelink"">&gt;&gt;31756395</a><br>bumpity bump', 'time': 1670838717, 'resto': 31717311, 'id': '7N7YBfb+'}, {'no': 31757557, 'now': '12/12/22(Mon)05:10:56', 'name': 'Anonymous', 'com': '26 m gay<br>@EmojiEnthusiast<br>looking to jerk off or whatever really', 'time': 1670839856, 'resto': 31717311, 'id': 'PkTQY56O'}, {'no': 31757594, 'now': '12/12/22(Mon)05:38:11', 'name': 'Anonymous', 'com': 'Fakenudes bot<br>https://fknbot.com/invite/167775332<wbr>8', 'time': 1670841491, 'resto': 31717311, 'id': 'sjZNiGmD'}, {'no': 31757596, 'now': '12/12/22(Mon)05:42:05', 'name': 'Anonymous', 'com': 'Kik aussie9809<br>Telegram funtime2178<br><br>Send me or chat about anything you want as long as it&#039;s straight and not scat/gore/beast or gay', 'time': 1670841725, 'resto': 31717311, 'id': 'B0/AQUHc'}]",
33,31754090,,,12/10/22(Sat)19:29:36,Anonymous,lets rate eachothers hands,D6D54D79-E39B-493B-9724-A5F96236EE3A,.jpg,4032,3024,250,187,1670718576626637,1670718576,kWmxULIIsrSYEAwsy4I+cA==,4129402,0,cmMkCN7A,,hand-rating-thread,6,3,1670841369,hand rating thread,0.0,0.0,1.0,0.0,"[{'no': 31754096, 'now': '12/10/22(Sat)19:32:42', 'name': 'Anonymous', 'com': '<a href=""#p31754090"" class=""quotelink"">&gt;&gt;31754090</a><br>2/10 very weak and effeminate looking.', 'filename': 'IMG_20221210_173112_742', 'ext': '.jpg', 'w': 4032, 'h': 3024, 'tn_w': 125, 'tn_h': 93, 'tim': 1670718762769652, 'time': 1670718762, 'md5': '1354s0YquzAQfXRExsjH5g==', 'fsize': 1592081, 'resto': 31754090, 'id': 'BbRx06rT'}, {'no': 31754098, 'now': '12/10/22(Sat)19:33:27', 'name': 'Anonymous', 'com': '<a href=""#p31754090"" class=""quotelink"">&gt;&gt;31754090</a><br><span class=""quote"">&gt;tfw last girl i showed my hand to on here went full schizo and said i wasnt real</span>', 'filename': '756C0397-BE3C-4319-A40F-FC3861A3776E', 'ext': '.jpg', 'w': 828, 'h': 1100, 'tn_w': 94, 'tn_h': 125, 'tim': 1670718807569742, 'time': 1670718807, 'md5': 'tY7rf1m3dxQIKsCr/fxkBA==', 'fsize': 199551, 'resto': 31754090, 'id': 'JHN3R9Jp'}, {'no': 31754101, 'now': '12/10/22(Sat)19:36:28', 'name': 'Anonymous', 'com': '<a href=""#p31754093"" class=""quotelink"">&gt;&gt;31754093</a><br>no, i havent had any chewing gum', 'time': 1670718988, 'resto': 31754090, 'id': 'cmMkCN7A'}, {'no': 31754122, 'now': '12/10/22(Sat)19:51:35', 'name': 'Anonymous', 'com': '<a href=""#p31754098"" class=""quotelink"">&gt;&gt;31754098</a><br><span class=""quote"">&gt;tfw last girl i showed my hand to</span><br>kek. i know the feeling, when after a night of making out in a bar you pull your hands from your pocket and she just storms off<br><a href=""#p31754090"" class=""quotelink"">&gt;&gt;31754090</a><br>female/10', 'time': 1670719895, 'resto': 31754090, 'id': 'KkvNDOwf'}, {'no': 31757590, 'now': '12/12/22(Mon)05:36:09', 'name': 'Anonymous', 'com': '<a href=""#p31754096"" class=""quotelink"">&gt;&gt;31754096</a><br>orange', 'filename': 'Hands', 'ext': '.png', 'w': 1674, 'h': 1109, 'tn_w': 125, 'tn_h': 82, 'tim': 1670841369893411, 'time': 1670841369, 'md5': 'iG8qXCLs2U3NpcJHXDXZig==', 'fsize': 2960387, 'resto': 31754090, 'id': '8vMSSA8u'}]",
34,31756293,,,12/11/22(Sun)16:33:37,Anonymous,"Welcome to the Shut-in Contact thread.<br><br><span class=""quote"">&gt;Old thread</span><br><span class=""quote"">&gt;&gt;Forever ago</span><br><br>SHUT IN THREAD FAQ<br>===================================<wbr>====<br><span class=""quote"">&gt;What do I do in the threads?</span><br>Talk to people, make conversation. Don&#039;t try to get into anyone&#039;s pants. It is a social thread on /soc/, for actually being social, without nudity!<br><span class=""quote"">&gt;Wait, is this some super-secret cool kids&#039; club where you can only be some sort of shut-in freak to participate in?</span><br>No, we are moderately tolerant of normalfags here. Feel free to participate, just don&#039;t be a dick.<br><span class=""quote"">&gt;I DON&#039;T LIKE ___________</span><br>Discuss it with us, but civilly. If you are spouting out cusswords and insults because you don&#039;t like something, chances are, it is not going to change and you will be blown off as some anally pained droll. Now, if you are civil, people will work with you.<br><br><br><span class=""quote"">&gt;Can I put in contact info?</span><br>Sure, you may use this template or any of your own. <br><br><span class=""quote"">&gt;name?</span><br><span class=""quote"">&gt;Contact info</span><br><span class=""quote"">&gt;Age</span><br><span class=""quote"">&gt;Sex</span><br><span class=""quote"">&gt;Location</span><br><span class=""quote"">&gt;Favorite Book</span><br><span class=""quote"">&gt;Favorite Movie</span><br><span class=""quote"">&gt;Favorite Music</span><br><span class=""quote"">&gt;NEET/Introvert/Shut-In?</span><br><span class=""quote"">&gt;What are you looking for?</span><br><span class=""quote"">&gt;Who do you want to add you?</span><br><span class=""quote"">&gt;Who don&#039;t you want to add you?</span><br><br>Please note that this is a thread for ALL forms of shut-ins. NEETs, introverts, agoraphobics, people with social anxiety, et cetera!",welcome to the nhk 16,.png,704,400,250,142,1670794417488225,1670794417,QAVc0MEMtTKwgT8EkACxRg==,250308,0,ZK+zTr91,,welcome-to-the-shutin-contact-thread,9,3,1670841158,,0.0,0.0,4.0,1.0,"[{'no': 31756462, 'now': '12/11/22(Sun)18:04:01', 'name': 'Anonymous', 'com': '<a href=""#p31756457"" class=""quotelink"">&gt;&gt;31756457</a><br><a href=""#p31756355"" class=""quotelink"">&gt;&gt;31756355</a><br>NGMI', 'time': 1670799841, 'resto': 31756293, 'id': '5p67xOiU'}, {'no': 31756552, 'now': '12/11/22(Sun)18:54:48', 'name': 'Blessed', 'com': '<span class=""quote"">&gt;name?</span><br>Christopher<br><span class=""quote"">&gt;Contact info</span><br>BlessedViva#6650<br>BasedViva on Snapchat <br><span class=""quote"">&gt;Age</span><br>29. 30 in April. Christ<br><span class=""quote"">&gt;Sex</span><br>Male<br><span class=""quote"">&gt;Location</span><br>Brooklyn, NY <br><span class=""quote"">&gt;Favorite Book</span><br>Bone. The graphic novel because I haven&#039;t read a proper book from beginning to end since Middle School when I enjoyed Flowers For Algernon<br><span class=""quote"">&gt;Favorite Movie</span><br>WALL•E, Rocky, and The Lord Of The Rings: The Return Of The King are my top 3<br><span class=""quote"">&gt;Favorite Music</span><br>Album &amp; Artist: Late Registration by Kanye West<br>Genre: Eurodance<br>Decade: 70s. Love me some soft rock and Disco<br><span class=""quote"">&gt;NEET/Introvert/Shut-In?</span><br>Double part timer working full time hours. Shut-in when I&#039;m not at work<br><span class=""quote"">&gt;What are you looking for?</span><br>A short, chubby wife would be the dream. A true homie would be excellent since I don&#039;t have any proper real friends<br><span class=""quote"">&gt;Who do you want to add you?</span><br>People to have proper conversations with. Preferably if we&#039;ve got stuff in common<br><span class=""quote"">&gt;Who don&#039;t you want to add you?</span><br>Friend collectors, people who&#039;ll invite me to their servers, people who&#039;ll disappear after a day of communication', 'filename': '1670007521450489', 'ext': '.jpg', 'w': 1244, 'h': 706, 'tn_w': 125, 'tn_h': 70, 'tim': 1670802888574537, 'time': 1670802888, 'md5': 'aBjU6s3eDsL0gG0U4/2/Ww==', 'fsize': 188054, 'resto': 31756293, 'id': '5fSzQATY', 'trip': '!ViVASFa0..'}, {'no': 31756741, 'now': '12/11/22(Sun)20:36:34', 'name': 'Anonymous', 'com': '<a href=""#p31756293"" class=""quotelink"">&gt;&gt;31756293</a><br>femcel pool party<br>femcels join up<br>https://discord.gg/28JhZYhk', 'filename': '102744587_p10_master1200', 'ext': '.jpg', 'w': 900, 'h': 1200, 'tn_w': 93, 'tn_h': 125, 'tim': 1670808994012665, 'time': 1670808994, 'md5': 'raXZGWez/hA2kLsxtGrFYg==', 'fsize': 917833, 'resto': 31756293, 'id': 'QVFT4Oic'}, {'no': 31756753, 'now': '12/11/22(Sun)20:42:09', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;asl</span><br>18 f usa<br><span class=""quote"">&gt;looking for</span><br>someone to talk to maybe encourage me on my hobbies and study because i&#039;m trying to get out of this mindless neet lifestyle i&#039;ve been living<br><span class=""quote"">&gt;not looking for</span><br>22+, poc, drug users, sexual stuff<br><span class=""quote"">&gt;interesting thing about you</span><br>if i like you i will make you a bad doodle or paper craft<br><span class=""quote"">&gt;contact</span><br>owl#9823', 'time': 1670809329, 'resto': 31756293, 'id': 'zdw/ZB/l'}, {'no': 31757582, 'now': '12/12/22(Mon)05:32:38', 'name': 'Anonymous', 'com': '28 year old dude looking for a female shut-in to encourage eachother to go out for walks or simply keep eachother company, im very dependable and can carry conversation for hours without any problem<br><br>Angel#6032', 'time': 1670841158, 'resto': 31756293, 'id': 'bXJJeENM'}]",
35,31747640,,,12/07/22(Wed)21:37:12,Anonymous,"For those who want to interact with or date chubby women.<br><br>This thread is NOT for those interested in losing weight or telling others to lose weight. <br><br><span class=""quote"">&gt;ASL</span><br><span class=""quote"">&gt;About you</span><br><span class=""quote"">&gt;Looking for</span><br><span class=""quote"">&gt;Not looking for</span><br><span class=""quote"">&gt;Contact</span>",59D7F684-3868-4278-B1FC-DCA1A8FFC45C,.jpg,481,500,240,250,1670467032318581,1670467032,sYmGaYRYJGns3LIxUVi7Iw==,74275,0,hkABzUgK,,chubby-contact-thread,53,11,1670840561,Chubby Contact Thread,0.0,0.0,48.0,10.0,"[{'no': 31757505, 'now': '12/12/22(Mon)04:25:27', 'name': 'Anonymous', 'com': 'Lets bump this !', 'time': 1670837127, 'resto': 31747640, 'id': '4cVQsVsg'}, {'no': 31757523, 'now': '12/12/22(Mon)04:39:07', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;ASL</span><br>23/M/NYC<br><span class=""quote"">&gt;About you</span><br>Tall, dark and, handsome. Going back to school for a degree rn, working as a bouncer at a bar in the meantime. Enjoy sports, cooking, exercise, anime, etc hmu and let’s chat more about it<br><br><span class=""quote"">&gt;Looking for</span><br>People with similar interests, comfy vc, someone preferably close to the east coast of america or the means to meet eventually and Cuties 3.14s lmao<br><br><span class=""quote"">&gt;Not looking for</span><br>Gay Dudes, even the dudes that think they’re women. <br><br><span class=""quote"">&gt;Contact</span><br>rosebush#3190', 'filename': '0BD12D2C-8867-4BA6-AC24-2823C18443DB', 'ext': '.jpg', 'w': 4032, 'h': 3024, 'tn_w': 125, 'tn_h': 93, 'tim': 1670837947026646, 'time': 1670837947, 'md5': 'yUE3Aj9K0iHIKm9JcOMBWw==', 'fsize': 3666929, 'resto': 31747640, 'id': '9iCuJsfa'}, {'no': 31757525, 'now': '12/12/22(Mon)04:39:31', 'name': 'Anonymous', 'com': 'looking for F to chat about interesting topics, music, film. I don&#039;t mind spicy chats but best to know each other first <br><br>I&#039;m 29M from Germany, open to anything, fit, not looking for weird stuff <br><br>kik jlex636<br>tele snowinparis', 'time': 1670837971, 'resto': 31747640, 'id': 'YSMfxNzF'}, {'no': 31757566, 'now': '12/12/22(Mon)05:18:15', 'name': 'jaydom83', 'com': 'ASL: 39 M USA<br><br>About you: Dominant, 5&#039;10&quot; blonde hair blue, eyed nerd. Into taboos and pressing others limits.<br><br>Looking for BBW, ssbbw, mom, mature women<br><br>Not looking for Male, underage, rp<br><br>Contact: kik: jb838315 Disc: jaydom83#9965', 'time': 1670840295, 'resto': 31747640, 'id': 'lcDUdl/i'}, {'no': 31757572, 'now': '12/12/22(Mon)05:22:41', 'name': 'Anonymous', 'com': '<a href=""#p31749594"" class=""quotelink"">&gt;&gt;31749594</a><br>Imagine dragon these nuts across your face', 'time': 1670840561, 'resto': 31747640, 'id': 'anQ4SzjS'}]",
36,31757571,,,12/12/22(Mon)05:22:10,Anonymous,,RDT_20221212_1047007222932911958373091,.jpg,3456,4608,187,250,1670840530511701,1670840530,/v/K5DHQLZX+cj36erhxkw==,1629175,0,l28zPxx2,,sissy-ass,0,0,1670840530,Sissy ass,0.0,0.0,,,,
37,31756996,,,12/11/22(Sun)22:59:43,Anonymous,"I&#039;m conducting a definitive, 100% authentic, super scientific study on which political side has the bigger dicks on average.<br><br>I&#039;ll need your political leaning (left/centre/right) and your HONEST cock size. Proof is encouraged, especially for those absurd size claims.<br><br>I&#039;ll try to figure out the average from all participants and let the curious know.<br><br>If you&#039;re keen to partake, message me on KIK - dangarfield<br><br>P.S. I lied earlier. This is very unscientific and mostly bullshit.",1801734-Average-Penis-Size,.png,1296,936,250,180,1670817583327154,1670817583,xwqE+G1TLH2pJWx8L2QoEw==,17240,0,Toi0B0qo,,kik-survey-cock-size-and-political-leaning,11,0,1670840164,KIK SURVEY: Cock size and political leaning,0.0,0.0,6.0,0.0,"[{'no': 31757243, 'now': '12/12/22(Mon)01:01:51', 'name': 'Anonymous', 'com': 'Far right, 7 inches', 'time': 1670824911, 'resto': 31756996, 'id': 'ZzyvMgiC'}, {'no': 31757258, 'now': '12/12/22(Mon)01:12:34', 'name': 'Anonymous', 'com': '<a href=""#p31756996"" class=""quotelink"">&gt;&gt;31756996</a><br>everyone is going to lie and say they are above average', 'time': 1670825554, 'resto': 31756996, 'id': 'E8Xx13y6'}, {'no': 31757267, 'now': '12/12/22(Mon)01:19:18', 'name': 'Anonymous', 'com': '<a href=""#p31757258"" class=""quotelink"">&gt;&gt;31757258</a><br>Right! Haha if you take these averages it would shift it it 8inch average <br>The world should know the goons on 4chan all day are packing hogs LOL', 'time': 1670825958, 'resto': 31756996, 'id': 'kgwpw11f'}, {'no': 31757422, 'now': '12/12/22(Mon)03:21:05', 'name': 'Anonymous', 'com': 'Dirty centrist, 6.5 inches', 'time': 1670833265, 'resto': 31756996, 'id': 'ISDXh9t8'}, {'no': 31757562, 'now': '12/12/22(Mon)05:16:04', 'name': 'Anonymous', 'com': 'Anonymous, over9000 in.', 'time': 1670840164, 'resto': 31756996, 'id': '5QcoIWb9'}]",
38,31701800,,,11/18/22(Fri)03:06:08,Anonymous,"<span class=""quote"">&gt;No Cali thread</span><br>Where else am I going to get my constant flood of faggotry?<br><br><span class=""quote"">&gt;ASL</span><br><span class=""quote"">&gt;About me</span><br><span class=""quote"">&gt;Looking for</span><br><span class=""quote"">&gt;Not looking for</span><br><span class=""quote"">&gt;Contact</span>",fuck niggers,.jpg,2560,1600,250,156,1668758768158601,1668758768,adr6Bm/qHnrwJB0urTRazQ==,729564,0,xjIgcyb1,,california-thread,283,64,1670839662,California thread,0.0,0.0,278.0,63.0,"[{'no': 31756604, 'now': '12/11/22(Sun)19:23:39', 'name': 'Anonymous', 'com': '<a href=""#p31708531"" class=""quotelink"">&gt;&gt;31708531</a><br>wtf is wrong with being vaxxed? lmao<br><br>If anything being an anti-vaxxer is retarded as fuck', 'time': 1670804619, 'resto': 31701800, 'id': 'BLy7+nMS'}, {'no': 31756860, 'now': '12/11/22(Sun)21:42:47', 'name': 'Anonymous', 'com': 'Anyone have more or know bug titty Angie?', 'filename': '1472189952332 (1)', 'ext': '.jpg', 'w': 561, 'h': 579, 'tn_w': 121, 'tn_h': 125, 'tim': 1670812967686734, 'time': 1670812967, 'md5': 'C8r83fUPCbntNcpIsN1oBA==', 'fsize': 163613, 'resto': 31701800, 'id': 'rOHkhpAr'}, {'no': 31757324, 'now': '12/12/22(Mon)02:00:22', 'name': 'Anonymous', 'com': '<a href=""#p31740880"" class=""quotelink"">&gt;&gt;31740880</a><br>lmfaooo', 'time': 1670828422, 'resto': 31701800, 'id': 'BLy7+nMS'}, {'no': 31757526, 'now': '12/12/22(Mon)04:41:57', 'name': 'Anonymous', 'com': '<a href=""#p31756181"" class=""quotelink"">&gt;&gt;31756181</a><br>You are in a hookup thread on a Korean farming simulator forum theorizing about conspiracies. Yes you might have some mental illness', 'time': 1670838117, 'resto': 31701800, 'id': 'nF95ogHo'}, {'no': 31757553, 'now': '12/12/22(Mon)05:07:42', 'name': 'Anonymous', 'com': 'obv not gonna meet a girl here but does anyone have tips for meeting girls, specifically the 619 area?', 'time': 1670839662, 'resto': 31701800, 'id': 'aJJ70YBv'}]",
39,31749711,,,12/08/22(Thu)20:07:59,Anonymous,/kdp/ - Kik Dick Pic Thread<br><br>Last thread was great. Post if you want to send or receive cock.<br><br>Send your cock to loopsonloops,1543084875008s,.jpg,250,244,250,244,1670548079852624,1670548079,yH9yP1C1+zgE2sw9ICh5Wg==,4869,0,utSzceN8,,kdp-kik-dick-pic-thread,192,19,1670838582,,0.0,0.0,187.0,19.0,"[{'no': 31757500, 'now': '12/12/22(Mon)04:17:58', 'name': 'Anonymous', 'com': '29 m Spaniard<br>Looking to see big cocks and worship them. Please, please. Show me what a real man means.<br><br>satyard', 'time': 1670836678, 'resto': 31749711, 'id': '+liHE9yb'}, {'no': 31757508, 'now': '12/12/22(Mon)04:27:17', 'name': 'Anonymous', 'com': 'Strongbeer87<br>I got a pretty nice cock i like to show around. Not minding if you have anything to offer for it, but I&#039;m not picky. So if you just want to have a look, that&#039;s fine too.', 'time': 1670837237, 'resto': 31749711, 'id': 'M03PEYQF'}, {'no': 31757513, 'now': '12/12/22(Mon)04:31:39', 'name': 'Anonymous', 'com': 'Jamesnoel01<br><br>Send away', 'time': 1670837499, 'resto': 31749711, 'id': 'hp10+64p'}, {'no': 31757530, 'now': '12/12/22(Mon)04:43:50', 'name': 'Anonymous', 'com': '<a href=""#p31750088"" class=""quotelink"">&gt;&gt;31750088</a><br>bump<br>lets see some cocks, I don&#039;t mind showing off either', 'time': 1670838230, 'resto': 31749711, 'id': 'W3yJlKaU'}, {'no': 31757537, 'now': '12/12/22(Mon)04:49:42', 'name': 'Anonymous', 'com': 'noShades752<br>26, M, Bi<br>Love rating and receiving, and will show mine off too, if you like!', 'time': 1670838582, 'resto': 31749711, 'id': 'KVOuO4NM'}]",
40,31757535,,,12/12/22(Mon)04:49:00,Anonymous,,RDT_20221212_1047381718321813042601090,.jpg,3264,2448,250,187,1670838540223839,1670838540,FuDLfIAtNNw5ncoWQUxoJg==,326713,0,Cib8Rs2V,,sissy-feet,0,0,1670838540,Sissy feet,0.0,0.0,,,,
41,31707115,,,11/20/22(Sun)10:11:27,Anonymous,"Skinny, twinks, twunks, femboys, gay, straight, bi, whatever as long as you’re 18-25 and cute",EEC65B4B-9099-4803-895B-51D8555FF338,.jpg,2316,3088,187,250,1668957087090407,1668957087,MWiaU2TpOJLA07zbFNK12Q==,812774,0,Jghd9ZeQ,,cute-boys,258,130,1670837960,Cute boys,0.0,0.0,253.0,127.0,"[{'no': 31751492, 'now': '12/09/22(Fri)17:58:13', 'name': 'Anonymous', 'com': '<a href=""#p31726485"" class=""quotelink"">&gt;&gt;31726485</a><br>Bump :3', 'filename': '68750b9d-0c61-4c60-936e-7f07efa46948', 'ext': '.jpg', 'w': 960, 'h': 720, 'tn_w': 125, 'tn_h': 93, 'tim': 1670626693277173, 'time': 1670626693, 'md5': 'Htn6C0hZe8N6qYoOCFF8KQ==', 'fsize': 68494, 'resto': 31707115, 'id': 'PUHrqd39'}, {'no': 31751669, 'now': '12/09/22(Fri)19:33:59', 'name': 'Anonymous', 'com': 'Hi! Submissive twink here. I just had a page on xvideos made for me. I&#039;m looking for lots of guys to check it out<br><br>https://www.xvideos.com/profiles/ja<wbr>kie261<br><br>Tell me what you think and spread me around!', 'filename': '38550eed-e336-45e8-bb8b-ac06613e1d18', 'ext': '.png', 'w': 1200, 'h': 1600, 'tn_w': 93, 'tn_h': 125, 'tim': 1670632439570355, 'time': 1670632439, 'md5': 'AryOmC3UTH3r0vFrZDqJXw==', 'fsize': 1502364, 'resto': 31707115, 'id': 'Qcje6H2/'}, {'no': 31754809, 'now': '12/11/22(Sun)01:47:43', 'name': 'Anonymous', 'com': '<a href=""#p31751456"" class=""quotelink"">&gt;&gt;31751456</a><br>I really like your body type. You got more? Please', 'time': 1670741263, 'resto': 31707115, 'id': 'mXmblbVe'}, {'no': 31755014, 'now': '12/11/22(Sun)03:52:26', 'name': 'Anonymous', 'com': '26 year old male here from the netherlands, looking for girls or femboys to chat with, maybe we can meet up<br><br>Hit me up<br>Kik: mereask345<br>Discord: mereask#4700<br>Snap: mereask', 'filename': 'ffd5a372-1f78-4ba1-91e9-fd6024c5bd26', 'ext': '.jpg', 'w': 600, 'h': 800, 'tn_w': 93, 'tn_h': 125, 'tim': 1670748746817014, 'time': 1670748746, 'md5': 'I24ZSGAUPYidMSR9o3uM0g==', 'fsize': 52503, 'resto': 31707115, 'id': 'cOvlrWHe'}, {'no': 31757524, 'now': '12/12/22(Mon)04:39:20', 'name': 'Anonymous', 'com': 'bump', 'time': 1670837960, 'resto': 31707115, 'id': 'mXmblbVe'}]",
