,no,sticky,closed,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,id,capcode,semantic_url,replies,images,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,last_replies,sub,trip
40,31755204,,,12/11/22(Sun)05:48:34,Anonymous,Nice friends JOIN<br><br>https://discord.gg/F7rknPHs,Complete,.gif,160,160,160,160,1670755714756202,1670755714,MKLUs/hSS8hYUNWP06qGlQ==,36545,0,w934gRpi,,nice-friends-join,0,0,1670755714,0.0,0.0,,,,,
41,31741470,,,12/05/22(Mon)01:50:37,Anonymous,"Can&#039;t find one of these live so starting a new one.<br>Hungry for real girls, gfs, wives, friends, relatives etc. Feed me them to enjoy. 33 m UK.<br>Kik RonGDewingsNS<br>Wickr rondewings",1668328982532123,.jpg,1062,707,249,166,1670223037496895,1670223037,1lx2V80uUby8C3agrx/X8Q==,139629,0,1zZxPLnV,,cuck-and-bull-thread,383,73,1670755113,0.0,0.0,378.0,72.0,"[{'no': 31754980, 'now': '12/11/22(Sun)03:35:54', 'name': 'Anonymous', 'com': 'Dad home alone stroking with my top heavy daughters bras/panties HUNG bulls kik jjjamesdean if your interested in testing/bm her and I’ll give you her socials don’t bother messaging me if your not hung', 'filename': 'EC8ACAC7-6834-43B9-8277-F3E60CFA81AD', 'ext': '.jpg', 'w': 750, 'h': 896, 'tn_w': 104, 'tn_h': 125, 'tim': 1670747754323170, 'time': 1670747754, 'md5': 'AjIPb7NrSOXq4lrXWwPkPw==', 'fsize': 539399, 'resto': 31741470, 'id': 'AL3CT3Xl'}, {'no': 31755004, 'now': '12/11/22(Sun)03:47:23', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;31754989</span><br>what is her discord?', 'time': 1670748443, 'resto': 31741470, 'id': 'MK68gT2k'}, {'no': 31755034, 'now': '12/11/22(Sun)04:06:42', 'name': 'Anonymous', 'com': 'Long term bull required.<br><br>James1998james', 'time': 1670749602, 'resto': 31741470, 'id': '1o875YJm'}, {'no': 31755045, 'now': '12/11/22(Sun)04:13:41', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;31755038</span><br>Teach him some manners', 'time': 1670750021, 'resto': 31741470, 'id': 'ay4cWC9h'}, {'no': 31755192, 'now': '12/11/22(Sun)05:38:33', 'name': 'Anonymous', 'com': '<a href=""#p31754119"" class=""quotelink"">&gt;&gt;31754119</a><br>Bump', 'time': 1670755113, 'resto': 31741470, 'id': 'KTj7pmGu'}]",Cuck and bull thread,
42,31713690,,,11/23/22(Wed)05:37:21,Anonymous,"Post YOURSELF<br>Dont have the template?<br>Let me help you out there.<br>Save this pic and crop out the gender that ISNT you.<br>Write some things about you that people may want to know.<br>Spruce up the pic and give it some pizzazz<br><span class=""quote"">&gt;Welcome to the party.</span>",Template,.jpg,250,240,250,240,1669199841794521,1669199841,DOVayIiBBX92BCh+uXphqQ==,5597,0,nPQYUTt9,,post-yourself,279,83,1670755453,0.0,0.0,274.0,82.0,"[{'no': 31750599, 'now': '12/09/22(Fri)06:47:08', 'name': 'Anonymous', 'com': 'Tried to fit in as much as I could.<br><br>What i&#039;m looking for is probably a tall order, but hey, this is seemingly the place for me to at least give it a shot.<br><br>Spotter#1782', 'filename': 'GivingItAShot', 'ext': '.png', 'w': 2000, 'h': 1361, 'tn_w': 125, 'tn_h': 85, 'tim': 1670586428309802, 'time': 1670586428, 'md5': 'rdxFGqQTJBbrVSUg6qFt2A==', 'fsize': 564204, 'resto': 31713690, 'id': 'vWvZuYYT'}, {'no': 31751286, 'now': '12/09/22(Fri)16:03:44', 'name': 'Anonymous', 'com': '<a href=""#p31749936"" class=""quotelink"">&gt;&gt;31749936</a><br>Added!', 'time': 1670619824, 'resto': 31713690, 'id': '/Jc/btxl'}, {'no': 31751378, 'now': '12/09/22(Fri)16:55:21', 'name': 'Anonymous', 'com': '<a href=""#p31714610"" class=""quotelink"">&gt;&gt;31714610</a><br>Bro how weak is your Saturn?<br>You 10000% have Saturn in detriment.<br>Shut you Asmodeus-looking ass up.<br><span class=""quote"">&gt;Bbbb bbut muh will man! Muh Will to Power man!</span><br>Shut up and read Agrippa.', 'time': 1670622921, 'resto': 31713690, 'id': 'Wc4ECqoV'}, {'no': 31753164, 'now': '12/10/22(Sat)10:42:09', 'name': 'Anonymous', 'com': '<a href=""#p31751378"" class=""quotelink"">&gt;&gt;31751378</a><br>Fuck this is so funny', 'time': 1670686929, 'resto': 31713690, 'id': 'pylU7taq'}, {'no': 31754231, 'now': '12/10/22(Sat)20:40:57', 'name': 'Findingsomeone', 'com': '<a href=""#p31714847"" class=""quotelink"">&gt;&gt;31714847</a><br>Can I add you?:3', 'time': 1670722857, 'resto': 31713690, 'id': 'CUzm+3aX'}]",,
43,31753493,,,12/10/22(Sat)13:45:31,Anonymous,"Ope, drop your contact.",midwest,.jpg,242,250,242,250,1670697931618247,1670697931,65vz8ww8q0Xgq2k3Y1itTA==,6855,0,gd96oS9h,,midwest-contact-thread,20,7,1670757072,0.0,0.0,15.0,6.0,"[{'no': 31754539, 'now': '12/10/22(Sat)23:04:38', 'name': 'Anonymous', 'com': '26 m Ohio <br><br>SC: siftedone', 'time': 1670731478, 'resto': 31753493, 'id': 'VsEjqwAX'}, {'no': 31754784, 'now': '12/11/22(Sun)01:30:49', 'name': 'Anonymous', 'com': '26/m/il<br>bicurious switch looking for another switch or dom<br>johnnjohnson1', 'time': 1670740249, 'resto': 31753493, 'id': 'VwHUHqEM'}, {'no': 31754797, 'now': '12/11/22(Sun)01:42:15', 'name': 'Anonymous', 'com': 'IN meetups aren’t real and I haven’t been proven wrong<br><br>Male 28<br>812 area absolutely able to travel<br><br>Sir_casmic kik<br>Sir_casmic SC too', 'time': 1670740935, 'resto': 31753493, 'id': '6b5zqmEK'}, {'no': 31755180, 'now': '12/11/22(Sun)05:32:54', 'name': 'Anonymous', 'com': '<a href=""#p31753499"" class=""quotelink"">&gt;&gt;31753499</a><br><a href=""#p31753499"" class=""quotelink"">&gt;&gt;31753499</a><br>Male, MI<br><br>Discord: <br><br>Matt_Schraft#7249', 'filename': 'Capture4', 'ext': '.png', 'w': 594, 'h': 590, 'tn_w': 125, 'tn_h': 124, 'tim': 1670754774096651, 'time': 1670754774, 'md5': 'qIYeZKd46P8CdB6HGiOVvA==', 'fsize': 836078, 'resto': 31753493, 'id': 'ATujOBoa'}, {'no': 31755243, 'now': '12/11/22(Sun)06:11:12', 'name': 'Anonymous', 'com': '<a href=""#p31753493"" class=""quotelink"">&gt;&gt;31753493</a><br>You missed out quite a lot of the Midwest', 'time': 1670757072, 'resto': 31753493, 'id': 'XdEExLSA'}]",Midwest Contact Thread,
44,31747425,,,12/07/22(Wed)19:50:25,Anonymous,"Special for all of those who live in Europe or are about to visit and are looking for friendship or relationship<br><br><span class=""quote"">&gt;asl</span><br>20 M England<br><span class=""quote"">&gt;interests</span><br>fashion, anime, alternative music, gaming, military, paranormal, history, biz, politics, gym, combat sports, crafting, cooking, music making, game deving, sk8<br><span class=""quote"">&gt;looking for</span><br>Relationship, mainly looking for a clingy short gf, around 18-22 yo that lives in England and is white or east Asian <br><span class=""quote"">&gt;not looking for</span><br>Guys and beta orbiter collectors <br><span class=""quote"">&gt;contacts</span><br>Siv#6040",images,.jpg,663,463,250,174,1670460625398591,1670460625,3k5fpz0WlPPLF3NcmzOnrw==,58211,0,NobJuurJ,,europe-sfw-thread,26,5,1670754541,0.0,0.0,21.0,5.0,"[{'no': 31753768, 'now': '12/10/22(Sat)16:30:40', 'name': 'Anonymous', 'com': '<a href=""#p31753749"" class=""quotelink"">&gt;&gt;31753749</a><br>29M Germany telegram @snowinparis', 'time': 1670707840, 'resto': 31747425, 'id': '7uRGE7B9'}, {'no': 31753806, 'now': '12/10/22(Sat)17:00:52', 'name': 'Anonymous', 'com': '<a href=""#p31751616"" class=""quotelink"">&gt;&gt;31751616</a><br><a href=""#p31753749"" class=""quotelink"">&gt;&gt;31753749</a><br>Ok<br>speik<br>#2876', 'time': 1670709652, 'resto': 31747425, 'id': 'qIrEDx2M'}, {'no': 31753811, 'now': '12/10/22(Sat)17:05:14', 'name': 'Anonymous', 'com': 'Anyone from Portugal round here?', 'time': 1670709914, 'resto': 31747425, 'id': 'zzwAzp6V'}, {'no': 31755098, 'now': '12/11/22(Sun)04:44:49', 'name': 'Anonymous', 'com': '<a href=""#p31750450"" class=""quotelink"">&gt;&gt;31750450</a><br>I&#039;ve seen you here, on /g/, maybe /an/, I talked with you at least once about Cambrian fauna.<br>I wonder why you didn&#039;t find someone? By the way, I hope your health is ok.', 'time': 1670751889, 'resto': 31747425, 'id': 'ufFOsz2M'}, {'no': 31755174, 'now': '12/11/22(Sun)05:29:01', 'name': 'Anonymous', 'com': '<a href=""#p31753811"" class=""quotelink"">&gt;&gt;31753811</a><br>Me, whats your discord tag?', 'time': 1670754541, 'resto': 31747425, 'id': 'qH6hIo8v'}]",Europe SFW Thread,
45,31684016,,,11/10/22(Thu)18:08:08,Anonymous,"This is a thread that is dedicated purely to long-term, monogamous romance and the beautiful companionship that blossoms from it. There are plenty of friend/casual/fetish threads, so keep things to clean romance or discussion here.<br><br>Recommended Format is below. Otherwise I ask to please keep it clean:<br><span class=""quote"">&gt;ASL (Mention if you&#039;re okay with long distance or not. Keep in mind your chances are practically zilch if you aren&#039;t open to ldr&#039;s on soc.)</span><br><span class=""quote"">&gt;A good bit about your personality, dreams, beliefs, situation, anything really.</span><br><span class=""quote"">&gt;Your hobbies and interests</span><br><span class=""quote"">&gt;Tell us a bit of what you&#039;d like out of your partner in terms of personality, hobbies, interests, situation, ASL.</span><br><span class=""quote"">&gt;What would you like to do with and for your partner? Romantically and for clean fun? Tell us of your hopes for daily life and special days together. In-person and long-distance.</span><br><span class=""quote"">&gt;Contact info</span><br><br>Do remember that you miss every shot you don&#039;t take! Give it your best shot each time. Be patient, respectful, considerate, and understanding with each other. Be reasonable with your standards. Love is acceptance, after all. Anything else is fantasy and self-serving infatuation. Everybody appreciates being rejected politely over being ghosted. Remember that your special one is out there and is waiting on you to post and add.<br>I wish you all the best!",1646446174553,.jpg,193,250,193,250,1668121688827453,1668121688,janiEov059iRijtwdNUnVw==,8400,0,q0LRG9pJ,,hopeful-romantic-dating-thread,361,131,1670756362,0.0,0.0,356.0,129.0,"[{'no': 31754919, 'now': '12/11/22(Sun)02:53:39', 'name': 'Anonymous', 'com': '<a href=""#p31754859"" class=""quotelink"">&gt;&gt;31754859</a><br><span class=""quote"">&gt;NEEDs someone mentally stable</span><br><span class=""quote"">&gt;comes to mongolian basket weaving forum</span>', 'time': 1670745219, 'resto': 31684016, 'id': '2HWsTD+y'}, {'no': 31754921, 'now': '12/11/22(Sun)02:54:38', 'name': 'Anonymous', 'com': '<a href=""#p31684159"" class=""quotelink"">&gt;&gt;31684159</a><br>Unironically sounds attractive. Im 26 tho and I want yo try for someone 26 - 32', 'time': 1670745278, 'resto': 31684016, 'id': 'AbB8JSIA'}, {'no': 31755092, 'now': '12/11/22(Sun)04:36:58', 'name': 'Kiaser', 'com': 'A/S/L<br><span class=""quote"">&gt; 19 / M / Northern Virginia</span><br><br><span class=""quote"">&gt; I&#039;m joining the army soon, 35M, Human Intelligence. I moved in with an internet friend recently and it&#039;s not going well, was going to college and dropped out thats why im joining army. I like to drink a lot, play vidya, make memes in adobe premiere</span><br><br><span class=""quote"">&gt; NOT LOOKING FOR ESEX. I basically just want an egirl I can say good morning and goodnight too, and drunk call, and get to know so that when I join the army I have someone to send letters back and forth to when in Basic</span><br><br><span class=""quote"">&gt; I just wanna basically occasionally drunk call, also frequently text gm or gn or Ily, and send physical letters back and forth when I&#039;m in basic training. I mainly wanna talk about whats going on in each others lives, also lemme type an essay about some new song or movie I&#039;m listening to.</span><br>also send memes back and forth<br><br><span class=""quote"">&gt; I mainly use discord: Kiaser#2787</span>', 'filename': 'Untitled-2', 'ext': '.png', 'w': 300, 'h': 300, 'tn_w': 125, 'tn_h': 125, 'tim': 1670751418264332, 'time': 1670751418, 'md5': 'ahwz7HkdQXIRUbfjPFJ2Zg==', 'fsize': 120437, 'resto': 31684016, 'id': 'Wg+Jn4yx'}, {'no': 31755173, 'now': '12/11/22(Sun)05:28:58', 'name': 'Anonymous', 'com': '<a href=""#p31722838"" class=""quotelink"">&gt;&gt;31722838</a><br>Bump', 'filename': '8f17a4eef800ab3a38c600e1255ca93e', 'ext': '.jpg', 'w': 401, 'h': 501, 'tn_w': 100, 'tn_h': 125, 'tim': 1670754538069574, 'time': 1670754538, 'md5': 'dDp3K2A4rxuz+ZGosX5D1g==', 'fsize': 44129, 'resto': 31684016, 'id': 'BRFIFrMK'}, {'no': 31755224, 'now': '12/11/22(Sun)05:59:22', 'name': 'Anonymous', 'com': '<a href=""#p31684159"" class=""quotelink"">&gt;&gt;31684159</a><br>You forgot:<br><span class=""quote"">&gt;resorts to /soc/ for a relationship</span>', 'time': 1670756362, 'resto': 31684016, 'id': 'aSy+KBWG'}]",Hopeful Romantic Dating Thread,
46,31695056,,,11/15/22(Tue)03:13:14,Anonymous,"Other thread is dead<br><span class=""deadlink"">&gt;&gt;31666374</span><br>and the second is about to die in about 25 posts<br><span class=""deadlink"">&gt;&gt;31680110</span><br>and there is no discord dating thread<br>so fuck off to all the Kik and Wickr Scammers and catfishes and sellers<br><br><span class=""quote"">&gt; Age and Biological Sex - No Trannies, make your own thread</span><br><span class=""quote"">&gt; Location - Country and City, so you can meet up</span><br><span class=""quote"">&gt; Sexual Orientation</span><br><span class=""quote"">&gt; Physical description</span><br><span class=""quote"">&gt; Short bio about yourself - Hobbies and Interests</span><br><span class=""quote"">&gt; Fetishes and Kinks - we know you&#039;re a pervert, admit it</span><br><span class=""quote"">&gt; Looking for</span><br><span class=""quote"">&gt; Not looking for</span><br><span class=""quote"">&gt; Discord Tag</span>",1661842340714481,.jpg,1600,900,250,140,1668499994459698,1668499994,KhSl+V/mkizgblgdRitxnw==,44602,0,odnJk907,,discord-profile-thread-dating-and-meetups,302,131,1670754460,0.0,0.0,297.0,129.0,"[{'no': 31753151, 'now': '12/10/22(Sat)10:37:59', 'name': 'Anonymous', 'com': 'Snap leaks, Onlyfans leaks, and wins by state<br>https://discord.gg/m38BCbhG', 'time': 1670686679, 'resto': 31695056, 'id': 'pbO/gQ+P'}, {'no': 31753214, 'now': '12/10/22(Sat)11:04:56', 'name': 'Anonymous', 'com': '<a href=""#p31695056"" class=""quotelink"">&gt;&gt;31695056</a><br><span class=""quote"">&gt;Age and Biological Sex</span><br>18M<br><span class=""quote"">&gt;Location</span><br>Netherlands, I&#039;ll tell city eventually.<br><span class=""quote"">&gt;Sexual orientation</span><br>Open to anything, bisexual.<br><span class=""quote"">&gt;Physical description</span><br>6&#039;1 and thin. Septum piercing and shaved head.<br><span class=""quote"">&gt;Short bio about yourself</span><br>Not too active or social of a person but can be very accomodating. Very into linguistics and music, also some gaming here and there. I adore animals to bits, you&#039;ll easily win me over with cute animals. Also looking to get into travelling though that shit&#039;s expensive. I&#039;m also open to doing drugs or whatever else, although I don&#039;t do them myself currently.<br><span class=""quote"">&gt;Looking for</span><br>Companionship, chilling/hanging out with someone is my first goal. Romantically/sexually preference to males.<br><span class=""quote"">&gt;Not looking for</span><br>Idc<br><span class=""quote"">&gt;Discord tag</span><br>kia#2190', 'time': 1670688296, 'resto': 31695056, 'id': '/qtE6yUK'}, {'no': 31753397, 'now': '12/10/22(Sat)12:55:58', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;&gt;ASL</span><br>femdom couple (late twenties F/early twenties m)<br><span class=""quote"">&gt;&gt;About you </span><br>my girlfriend has instructed me to look for a voyeur or submissive wanting to play with us via discord voice chat. She wants me to put on a show for you and her, have me do tasks. If you are submissive, you might be ordered around for her amusement too. She is a petite, fit tomboy and I am a tall boy with a large cock. <br><span class=""quote"">&gt;&gt;Kinks</span><br>feminization, chastity, choking, manipulation, facesitting, mindfucking, degeneracy, bondage, torment/teasing, slapping, biting, hair pulling, leashes, collars, subservience, training, bimbofication, sadism in general, edging, milking, orgasm control and denial, toys, fisting, anal, petplay, abduction, sensory deprivation...you get the deal. and at the end? some headpats and snacks. <br><span class=""quote"">&gt;&gt;What you&#039;re looking for</span><br>submissive guys (femboys to the front)<br>submissive girls (trans or cis doesn&#039;t matter to us :D) <br>off chance dominant or switchy bi guys who&#039;d like to join her in ordering me around.<br><span class=""quote"">&gt;&gt;What you&#039;re NOT looking for</span><br>long term relationships, clinging, whining, brats. <br><span class=""quote"">&gt;contact</span><br>managed_property#4726', 'time': 1670694958, 'resto': 31695056, 'id': 'EYI12jXO'}, {'no': 31754048, 'now': '12/10/22(Sat)19:10:36', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt; 29/male/Boston</span><br><span class=""quote"">&gt; Straight</span><br><span class=""quote"">&gt; About You - Italian Puerto Rican with a dad bod, an ok face, creepy dark eyes, and a large cock..</span><br><span class=""quote"">&gt; Partner Count - 4 long relationships with a couple side things for fun</span><br><span class=""quote"">&gt; Hobbies interests - I really like viewing/making art, TV/Movies, and fast texting about whatever comes to mind. I don&#039;t like filtering myself so an open mind is always welcome.</span><br><span class=""quote"">&gt; Fetishes and Kinks - I really enjoy promiscuous sex, my cock being worshipped, butts, and nudes. Though, in the past I have dabbled in utter domination, pissing, and rough play for those who have asked for it.</span><br><span class=""quote"">&gt; Deepest desire or fantasy - A harem of beautiful muses to fuck, chat, and make art for all day.</span><br><span class=""quote"">&gt; Favourite Position - Doggy, mating press, and getting sit on.</span><br><span class=""quote"">&gt; Looking For - A kind and receptive muse with a vulgar side and a potty mouth to fawn over, fuck, and/or make art for.</span><br><span class=""quote"">&gt; Not Looking For - Drama, judgement, or getting ghosted.</span><br><span class=""quote"">&gt; Discord Tag. SWANG0#1033</span>', 'filename': 'jpeg (18)', 'ext': '.jpg', 'w': 2776, 'h': 3610, 'tn_w': 96, 'tn_h': 125, 'tim': 1670717436715538, 'time': 1670717436, 'md5': 'ux3XR5eJLNrRVU7cGCIs0g==', 'fsize': 3830174, 'resto': 31695056, 'id': 'xBlESKh+'}, {'no': 31755167, 'now': '12/11/22(Sun)05:27:40', 'name': 'Kiaser', 'com': '<span class=""quote"">&gt; A/S/L</span><br>19 / M / Northern Virginia<br><br><span class=""quote"">&gt;about you</span><br>I&#039;m joining the army soon, 35M, Human Intelligence. I moved in with an internet friend recently and it&#039;s not going well, was going to college and dropped out thats why im joining army. I like to drink a lot, play vidya, make memes in adobe premiere<br><br><span class=""quote"">&gt;looking for</span><br>I basically just want an egirl I can say good morning and goodnight too, and drunk call, and get to know so that when I join the army I have someone to send letters back and forth to when in Basic<br><br>NOT LOOKING FOR ESEX. I just wanna basically occasionally drunk call, also frequently text gm or gn or Ily, and send physical letters back and forth when I&#039;m in basic training. I mainly wanna talk about whats going on in each others lives, also lemme type an essay about some new song or movie I&#039;m listening to.<br>also send memes back and forth<br><br><span class=""quote"">&gt; Contact</span><br>I mainly use discord: Kiaser#2787', 'filename': 'Untitled-2', 'ext': '.png', 'w': 300, 'h': 300, 'tn_w': 125, 'tn_h': 125, 'tim': 1670754460817402, 'time': 1670754460, 'md5': 'ahwz7HkdQXIRUbfjPFJ2Zg==', 'fsize': 120437, 'resto': 31695056, 'id': 'O6Qv4oSl'}]",Discord Profile Thread - Dating and Meetups,
47,31749816,,,12/08/22(Thu)21:23:12,Anonymous,A thread for the seniors among us. Don&#039;t be shy!,1670468472811751,.png,832,832,250,250,1670552592115509,1670552592,LbqjYyjhV2A66A2ud1HMjw==,971920,0,iNPG6Zjx,,rate-thread-50,31,11,1670754212,0.0,0.0,26.0,9.0,"[{'no': 31751946, 'now': '12/09/22(Fri)22:15:46', 'name': 'Anonymous', 'com': '<a href=""#p31749845"" class=""quotelink"">&gt;&gt;31749845</a><br>You look both 20 and 80 at the same time', 'time': 1670642146, 'resto': 31749816, 'id': 'Syx+Avrs'}, {'no': 31751975, 'now': '12/09/22(Fri)22:37:53', 'name': 'Anonymous', 'com': 'Everyone whining about this is a fucking faggot, shits funny. Keep being silly and goofy.', 'filename': 'd0d3f925b7bf6a1804447418ec871bb6', 'ext': '.jpg', 'w': 736, 'h': 736, 'tn_w': 125, 'tn_h': 125, 'tim': 1670643473698353, 'time': 1670643473, 'md5': '2hkR0VVIleyvr7yEzJ0gNw==', 'fsize': 108504, 'resto': 31749816, 'id': 'fqj7kjie'}, {'no': 31751981, 'now': '12/09/22(Fri)22:45:40', 'name': 'Anonymous', 'com': '<a href=""#p31751975"" class=""quotelink"">&gt;&gt;31751975</a><br>we don&#039;t allow fun here', 'time': 1670643940, 'resto': 31749816, 'id': 'rH3Eglmj'}, {'no': 31755120, 'now': '12/11/22(Sun)04:57:02', 'name': 'Anonymous', 'com': 'holy shit this is best thread I think I&#039;ve ever seen<br>genuinely laughed so much at this', 'time': 1670752622, 'resto': 31749816, 'id': 'MYqZv0sQ'}, {'no': 31755162, 'now': '12/11/22(Sun)05:22:56', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;Sex</span><br>Male /m/<br><br><span class=""quote"">&gt;Description</span><br><br>Looking for a lesbian, bisexual or straight girl (biological female) who is into 2D loli, and wants a relationship with a man. Contact me at rel587@protonmail.com<br><br>Please be 24yo or older.<br><br>I am wealthy, come from a good family and some attractive women have found me good looking. Not larping, I just want to find someone who is like me, but that has been almost impossible.<br><br>If you want to contact me anonymously, just make a protonmail. It won&#039;t ask you to use a phone number nor alternate email account', 'filename': 'Warm Coat', 'ext': '.png', 'w': 697, 'h': 467, 'tn_w': 125, 'tn_h': 83, 'tim': 1670754176496410, 'time': 1670754176, 'md5': 'gsCWfcn6Ua8GyhZLYSCBRw==', 'fsize': 417485, 'resto': 31749816, 'id': 'NgSv3GET'}]",Rate Thread (50+),
48,31712741,,,11/22/22(Tue)19:35:11,Anonymous,"<span class=""quote"">&gt;Females only.</span><br><span class=""quote"">&gt;Timestamp if new.</span><br><span class=""quote"">&gt;Nudity encouraged but not required.</span><br><span class=""quote"">&gt;No contactfagging, discordfagging, soliciting, or advertising.</span><br><span class=""quote"">&gt;No bullying, stalking, spamming, or harassing.</span><br><span class=""quote"">&gt;Report posts that break the thread and site/board rules.</span><br><br><span class=""quote"">&gt;Beginner&#039;s tips:</span><br> https://imgur.com/a/Mt9dI<br><span class=""quote"">&gt;Poses:</span><br>https://imgur.com/a/NgoUi<br><span class=""quote"">&gt;Macros: </span><br>https://imgur.com/a/0OPFMTR<br><br>Old Thread: <span class=""deadlink"">&gt;&gt;31636123</span>",a20a9c2b,.png,1800,2367,190,250,1669163711015700,1669163711,oKsRbdtnvGnyZgUBvaRxnQ==,2489456,0,xpOZa+Py,,feet-female-feet-thread,122,31,1670754125,0.0,0.0,117.0,30.0,"[{'no': 31754479, 'now': '12/10/22(Sat)22:28:34', 'name': 'Anonymous', 'com': '<a href=""#p31753199"" class=""quotelink"">&gt;&gt;31753199</a><br>You&#039;ve got nice fingernail beds. Mind posting your hands too. Tops with fingers slightly curved<br><br>This pic is triggering me to coom', 'time': 1670729314, 'resto': 31712741, 'id': 'mn4voOzI'}, {'no': 31755129, 'now': '12/11/22(Sun)05:04:38', 'name': 'Anonymous', 'com': '<a href=""#p31753349"" class=""quotelink"">&gt;&gt;31753349</a><br>If your still open to requests I enjoyed you teasing us with the &quot;nudes&quot; where you would cover it up with your hands or other things. Maybe you could use your car gear shifter or something like that while in those amazing stockings? Just spitballing but could make a fun pic.', 'time': 1670753078, 'resto': 31712741, 'id': 'seD1WK8B'}, {'no': 31755137, 'now': '12/11/22(Sun)05:09:08', 'name': 'Anonymous', 'com': '23 / F / Domme / Uk <br><br>KIK thread? okay im gonna give it a go ! <br>Im a Domme looking for serious determined submissive kinky guy who&#039;s willing to commit into long term ownership basis. <br><br>KIK : Princesstiffany20', 'time': 1670753348, 'resto': 31712741, 'id': '1sG4+SdO'}, {'no': 31755156, 'now': '12/11/22(Sun)05:20:35', 'name': 'Anonymous', 'com': '<a href=""#p31753514"" class=""quotelink"">&gt;&gt;31753514</a><br><a href=""#p31753518"" class=""quotelink"">&gt;&gt;31753518</a><br>They probably taste like nothing. I haven&#039;t tried it before, so I&#039;m willing to try at least once. I&#039;m always barefoot in the house. Outside, I&#039;m usually in vibrams or crocs lol.<br><a href=""#p31755129"" class=""quotelink"">&gt;&gt;31755129</a><br>I&#039;ll see if any photos come out well sometime.', 'time': 1670754035, 'resto': 31712741, 'id': 'EesbohuP'}, {'no': 31755160, 'now': '12/11/22(Sun)05:22:05', 'name': 'Anonymous', 'com': '<a href=""#p31754479"" class=""quotelink"">&gt;&gt;31754479</a><br>Thank you xD', 'filename': '20221211_051352', 'ext': '.jpg', 'w': 4000, 'h': 3000, 'tn_w': 125, 'tn_h': 93, 'tim': 1670754125317636, 'time': 1670754125, 'md5': 'edsbnNjBqIHCZA5E3Z0h+A==', 'fsize': 2923163, 'resto': 31712741, 'id': 'EesbohuP'}]",/feet/ - Female Feet Thread,
49,31634832,,,10/22/22(Sat)03:46:53,Anonymous,Discord: boober#0189<br><br>looking for fem guys or girls or just cute bottoms to talk to. Im a top usually but do femboy stuff sometimes if you&#039;re into that. Bip bip frio if you see this add me this is a new acc.,Snapchat-525956429,.jpg,446,889,125,250,1666424813389743,1666424813,MNPBPTttwZH9cA3R+fte8w==,53286,0,etSGBt7g,,fat-thread,492,168,1670754060,0.0,0.0,487.0,165.0,"[{'no': 31754295, 'now': '12/10/22(Sat)21:16:54', 'name': 'Anonymous', 'com': '<a href=""#p31754193"" class=""quotelink"">&gt;&gt;31754193</a><br>Gunna need a Kik damn', 'time': 1670725014, 'resto': 31634832, 'id': 'OdBPiXjG'}, {'no': 31754304, 'now': '12/10/22(Sat)21:23:42', 'name': 'Anonymous', 'com': 'kik:Okbum<br>Pls pm me I’m always horny and I want to show you fucking my ass', 'filename': 'C1D2EF7B-BD87-4909-A319-585FA6AF7444', 'ext': '.jpg', 'w': 1241, 'h': 2028, 'tn_w': 76, 'tn_h': 125, 'tim': 1670725422646304, 'time': 1670725422, 'md5': 'zGQHNjXw0FNG/SC7/IqqNg==', 'fsize': 466279, 'resto': 31634832, 'id': 'wECETgfq'}, {'no': 31754377, 'now': '12/10/22(Sat)21:51:04', 'name': 'Anonymous', 'com': '<a href=""#p31752702"" class=""quotelink"">&gt;&gt;31752702</a><br><a href=""#p31752763"" class=""quotelink"">&gt;&gt;31752763</a><br><a href=""#p31754193"" class=""quotelink"">&gt;&gt;31754193</a><br>More like these.', 'time': 1670727064, 'resto': 31634832, 'id': '9Ys2w94w'}, {'no': 31754402, 'now': '12/10/22(Sat)22:00:29', 'name': 'Anonymous', 'com': '<a href=""#p31752763"" class=""quotelink"">&gt;&gt;31752763</a><br><a href=""#p31754377"" class=""quotelink"">&gt;&gt;31754377</a>', 'filename': '202546-1', 'ext': '.jpg', 'w': 1946, 'h': 2944, 'tn_w': 82, 'tn_h': 125, 'tim': 1670727629359062, 'time': 1670727629, 'md5': 'L4X6uC+AoovVwFvEpaUIAg==', 'fsize': 1323574, 'resto': 31634832, 'id': '9/GR1VMG'}, {'no': 31755158, 'now': '12/11/22(Sun)05:21:00', 'name': 'Anonymous', 'com': '23 m gay bottom, small d<br>Kik anon669977', 'filename': 'IMG_20221114_202304', 'ext': '.jpg', 'w': 4624, 'h': 3472, 'tn_w': 125, 'tn_h': 93, 'tim': 1670754060343762, 'time': 1670754060, 'md5': 'jy/h+ZgqP781VmIToB9B2g==', 'fsize': 3725826, 'resto': 31634832, 'id': 'fqW1KfjJ'}]",Fat Thread,
