,no,sticky,closed,now,name,sub,com,time,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,filename,ext,w,h,tn_w,tn_h,tim,md5,fsize,bumplimit,imagelimit
28,4866482,,,12/09/22(Fri)15:04:14,Anonymous,Cool nationalist edits.,Any nation is welcomed.,1670616254,0,,cool-nationalist-edits,9,7,4.0,4.0,"[{'no': 4866526, 'now': '12/09/22(Fri)15:31:21', 'name': 'Anonymous', 'filename': '1661264263894955 (1)', 'ext': '.webm', 'w': 360, 'h': 360, 'tn_w': 125, 'tn_h': 125, 'tim': 1670617881442666, 'time': 1670617881, 'md5': 'cKN5PgqQeLnx0CG/pPE+fQ==', 'fsize': 6218326, 'resto': 4866482}, {'no': 4866568, 'now': '12/09/22(Fri)16:07:39', 'name': 'Anonymous', 'com': '<a href=""#p4866482"" class=""quotelink"">&gt;&gt;4866482</a>', 'filename': 'Guess who&#039;s back', 'ext': '.webm', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670620059695655, 'time': 1670620059, 'md5': 'Mh+vNasp6hMWIVxPSwH1Jw==', 'fsize': 1684237, 'resto': 4866482}, {'no': 4866736, 'now': '12/09/22(Fri)18:29:07', 'name': 'Anonymous', 'com': '<a href=""#p4866482"" class=""quotelink"">&gt;&gt;4866482</a><br>why is it west coast gangsta rap and compressed to shit', 'time': 1670628547, 'resto': 4866482}, {'no': 4866841, 'now': '12/09/22(Fri)19:45:50', 'name': 'Anonymous', 'com': '<a href=""#p4866482"" class=""quotelink"">&gt;&gt;4866482</a><br>This is such a banger', 'time': 1670633150, 'resto': 4866482}, {'no': 4866852, 'now': '12/09/22(Fri)19:57:05', 'name': 'Anonymous', 'filename': 'Hitler saying I was right', 'ext': '.webm', 'w': 800, 'h': 450, 'tn_w': 125, 'tn_h': 70, 'tim': 1670633825619116, 'time': 1670633825, 'md5': 'sGK2E23OgV/Gc5smH4Sc3A==', 'fsize': 3975181, 'resto': 4866482}]",1670633825,1665499156413018,.webm,640.0,512.0,250.0,200.0,1670616254887173.0,lZyHFt/19iMUNQmDVe9vSA==,3053135.0,0.0,0.0
29,4842790,,,11/22/22(Tue)20:25:10,Anonymous,MONKEY THREAD,"Return to MONKE <br>(Chimps, apes, orangutans welcome to only if their primates)",1669166710,0,,monkey-thread,75,35,70.0,33.0,"[{'no': 4866021, 'now': '12/09/22(Fri)05:33:00', 'name': 'Anonymous', 'com': 'gibbons are the best', 'filename': '1651195464552', 'ext': '.webm', 'w': 404, 'h': 720, 'tn_w': 70, 'tn_h': 125, 'tim': 1670581980335113, 'time': 1670581980, 'md5': 'dndcqoKpid32CNlY51frTA==', 'fsize': 2997728, 'resto': 4842790}, {'no': 4866359, 'now': '12/09/22(Fri)12:35:25', 'name': 'Anonymous', 'filename': '1654107184492', 'ext': '.webm', 'w': 370, 'h': 318, 'tn_w': 125, 'tn_h': 107, 'tim': 1670607325919428, 'time': 1670607325, 'md5': 'm35s9+y4LEfDECuQCk6LCg==', 'fsize': 3177283, 'resto': 4842790}, {'no': 4866373, 'now': '12/09/22(Fri)12:47:00', 'name': 'Anonymous', 'com': '<a href=""#p4861979"" class=""quotelink"">&gt;&gt;4861979</a><br>I think it&#039;s ingrained in some people through evolution. I have heard theories that similar species of primates just hated each other and fought each other any chance they could. Someone theorized that that&#039;s the reason we have the uncanny valley effect. We see something that&#039;s like us but not quite us and we get revolted and wish to kill it.', 'time': 1670608020, 'resto': 4842790}, {'no': 4866775, 'now': '12/09/22(Fri)19:03:13', 'name': 'Anonymous', 'com': '<a href=""#p4866021"" class=""quotelink"">&gt;&gt;4866021</a><br>Gibbons are peak monke', 'time': 1670630593, 'resto': 4842790}, {'no': 4866851, 'now': '12/09/22(Fri)19:55:54', 'name': 'Anonymous', 'com': '<a href=""#p4857663"" class=""quotelink"">&gt;&gt;4857663</a><br><span class=""quote"">&gt;jewish missing link</span>', 'time': 1670633754, 'resto': 4842790}]",1670633754,1668977317572931,.webm,1280.0,720.0,250.0,140.0,1669166710462097.0,hqF46JhHhRai3P4Q+z0JDQ==,6172600.0,0.0,0.0
30,4856414,,,12/02/22(Fri)08:06:44,Anonymous,Webms with audio to post on another boards,very important webms only,1669986404,0,,webms-with-audio-to-post-on-another-boards,151,94,146.0,93.0,"[{'no': 4865941, 'now': '12/09/22(Fri)03:38:12', 'name': 'Anonymous', 'com': '<a href=""#p4859454"" class=""quotelink"">&gt;&gt;4859454</a><br>All gays and lesbians at least have pedo impulses and many act on it because they were all molested themselves. Its a horrible cycle that will never change and the fact that its been normalized for decades means we will never get off this ride', 'time': 1670575092, 'resto': 4856414}, {'no': 4866066, 'now': '12/09/22(Fri)06:36:09', 'name': 'Anonymous', 'com': '<a href=""#p4862724"" class=""quotelink"">&gt;&gt;4862724</a><br>JANNNNYYYYY! Get your fat arse over here and hurry pls', 'time': 1670585769, 'resto': 4856414}, {'no': 4866804, 'now': '12/09/22(Fri)19:20:07', 'name': 'Anonymous', 'com': '<a href=""#p4856567"" class=""quotelink"">&gt;&gt;4856567</a><br>Rats aren&#039;t nothing to fuck with. They can bite right through your finger and if you try to pick up a wild rat it will just spin inside it&#039;s skin and snag you on your finger tip', 'time': 1670631607, 'resto': 4856414}, {'no': 4866840, 'now': '12/09/22(Fri)19:45:36', 'name': 'Anonymous', 'com': '<a href=""#p4865449"" class=""quotelink"">&gt;&gt;4865449</a><br>He was literally seething uncontrollably and the poster kike of &quot;being found out&quot;.', 'time': 1670633136, 'resto': 4856414}, {'no': 4866850, 'now': '12/09/22(Fri)19:55:00', 'name': 'Anonymous', 'filename': 'Fuck it', 'ext': '.webm', 'w': 480, 'h': 270, 'tn_w': 125, 'tn_h': 70, 'tim': 1670633700144976, 'time': 1670633700, 'md5': 'KQNS2/SPRYCPAmk89qaZlg==', 'fsize': 4080948, 'resto': 4856414}]",1670633700,Lb9,.webm,584.0,1040.0,140.0,250.0,1669986404766156.0,Nm9fnSYOCk0yBamRqaq4Ww==,2333466.0,0.0,0.0
31,4864042,,,12/07/22(Wed)18:15:53,Anonymous,Webms with sound for other boards,First one&#039;s full.,1670454953,0,,webms-with-sound-for-other-boards,68,54,63.0,51.0,"[{'no': 4866541, 'now': '12/09/22(Fri)15:44:47', 'name': 'Anonymous', 'com': '<a href=""#p4866239"" class=""quotelink"">&gt;&gt;4866239</a><br>shieeet', 'time': 1670618687, 'resto': 4864042}, {'no': 4866632, 'now': '12/09/22(Fri)17:20:43', 'name': 'Anonymous', 'filename': 'NEET', 'ext': '.webm', 'w': 1000, 'h': 562, 'tn_w': 125, 'tn_h': 70, 'tim': 1670624443713319, 'time': 1670624443, 'md5': '2p/17jrs5UAx3NrI51hITg==', 'fsize': 6125127, 'resto': 4864042}, {'no': 4866692, 'now': '12/09/22(Fri)18:01:20', 'name': 'Anonymous', 'filename': 'secret esoteric knowledge', 'ext': '.webm', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670626880403838, 'time': 1670626880, 'md5': 'Fli7JTFwN/9minjJZLNTGQ==', 'fsize': 511955, 'resto': 4864042}, {'no': 4866751, 'now': '12/09/22(Fri)18:38:51', 'name': 'Anonymous', 'filename': 'Dalai Lama', 'ext': '.webm', 'w': 888, 'h': 488, 'tn_w': 125, 'tn_h': 68, 'tim': 1670629131348827, 'time': 1670629131, 'md5': '/kL7G45ehh/K0RVxcJNAHw==', 'fsize': 5643048, 'resto': 4864042}, {'no': 4866849, 'now': '12/09/22(Fri)19:54:12', 'name': 'Anonymous', 'com': '<a href=""#p4866008"" class=""quotelink"">&gt;&gt;4866008</a><br>Something fell from the ceiling?', 'time': 1670633652, 'resto': 4864042}]",1670633652,Pagan Idolatry,.webm,640.0,360.0,250.0,140.0,1670454953646999.0,BbeQtjyszPGBxZHPOaRWHQ==,5748401.0,0.0,0.0
32,4861537,,,12/05/22(Mon)21:30:54,Anonymous,,based webms thread,1670293854,0,,based-webms-thread,60,24,55.0,22.0,"[{'no': 4866757, 'now': '12/09/22(Fri)18:41:55', 'name': 'Anonymous', 'com': '<a href=""#p4866553"" class=""quotelink"">&gt;&gt;4866553</a><br>lol why was the fag flag covering up cuba', 'time': 1670629315, 'resto': 4861537}, {'no': 4866801, 'now': '12/09/22(Fri)19:15:46', 'name': 'Anonymous', 'filename': 'shower room', 'ext': '.webm', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670631346954178, 'time': 1670631346, 'md5': 'ijfCh3zAnU3o8/vBjX3PjA==', 'fsize': 3084120, 'resto': 4861537}, {'no': 4866807, 'now': '12/09/22(Fri)19:24:23', 'name': 'Anonymous', 'com': '<a href=""#p4865165"" class=""quotelink"">&gt;&gt;4865165</a><br>Sounds better than a bunch of bogdwelling cousinfuckers who nonce kids for fun Shaemus.', 'time': 1670631863, 'resto': 4861537}, {'no': 4866809, 'now': '12/09/22(Fri)19:25:36', 'name': 'Anonymous', 'com': '<a href=""#p4861537"" class=""quotelink"">&gt;&gt;4861537</a><br>higher quality', 'filename': 'Guardians of the Hallway', 'ext': '.webm', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670631936611707, 'time': 1670631936, 'md5': 'uQQX6f8TDvwMfkLIn05F8A==', 'fsize': 4885232, 'resto': 4861537}, {'no': 4866848, 'now': '12/09/22(Fri)19:54:04', 'name': 'Anonymous', 'com': '<a href=""#p4866556"" class=""quotelink"">&gt;&gt;4866556</a><br>yea, passes the women&#039;s bathroom and goes into the men&#039;s', 'time': 1670633644, 'resto': 4861537}]",1670633644,1669621299383909,.webm,640.0,352.0,250.0,137.0,1670293854070797.0,pZopH1AIiZsdWgMhSiBSVQ==,1394854.0,0.0,0.0
33,4843082,,,11/23/22(Wed)00:15:06,Anonymous,/hgg/ Hyperborean Gigachad General,"&#039;Literally me&#039; edition<br><br>old: <span class=""deadlink"">&gt;&gt;4822707</span>",1669180506,0,,hgg-hyperborean-gigachad-general,278,105,273.0,105.0,"[{'no': 4866245, 'now': '12/09/22(Fri)10:21:09', 'name': 'Anonymous', 'com': '<a href=""#p4848159"" class=""quotelink"">&gt;&gt;4848159</a><br>hate communism and leftism so much yet helped instigating war with the one state pushing back against it all and then larping as if they&#039;re gonna save or accomplish anything<br>fuck I hate poles so god damn fucking much', 'time': 1670599269, 'resto': 4843082}, {'no': 4866644, 'now': '12/09/22(Fri)17:29:04', 'name': 'Anonymous', 'com': '<a href=""#p4863434"" class=""quotelink"">&gt;&gt;4863434</a><br>Song?', 'time': 1670624944, 'resto': 4843082}, {'no': 4866779, 'now': '12/09/22(Fri)19:05:23', 'name': 'Otadžbina', 'com': '<a href=""#p4843082"" class=""quotelink"">&gt;&gt;4843082</a><br>https://drek.neocities.org/swaspin.<wbr>html my humble coding (sound on n click)', 'time': 1670630723, 'resto': 4843082}, {'no': 4866784, 'now': '12/09/22(Fri)19:07:39', 'name': 'Anonymous', 'com': '<a href=""#p4866779"" class=""quotelink"">&gt;&gt;4866779</a><br>ip logger', 'time': 1670630859, 'resto': 4843082}, {'no': 4866846, 'now': '12/09/22(Fri)19:51:56', 'name': 'Anonymous', 'com': '<a href=""#p4866779"" class=""quotelink"">&gt;&gt;4866779</a><br>You glow brighter than a welding spark', 'time': 1670633516, 'resto': 4843082}]",1670633516,literally me,.webm,640.0,480.0,250.0,140.0,1669180506927109.0,DpshA3vnCtOF3NbOZpm2lA==,6137789.0,0.0,0.0
34,4828268,,,11/13/22(Sun)17:10:17,Anonymous,retarded webms,"low quality, lowbrow, low standards<br>get low get low get low get low",1668377417,0,,retarded-webms,156,73,151.0,70.0,"[{'no': 4866826, 'now': '12/09/22(Fri)19:35:45', 'name': 'Anonymous', 'filename': '1628426315973', 'ext': '.webm', 'w': 406, 'h': 720, 'tn_w': 70, 'tn_h': 125, 'tim': 1670632545625521, 'time': 1670632545, 'md5': 'GWrl7zOD7EhoaZNfwFD9XA==', 'fsize': 257916, 'resto': 4828268}, {'no': 4866827, 'now': '12/09/22(Fri)19:37:29', 'name': 'Anonymous', 'filename': '1626181885151', 'ext': '.webm', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670632649639537, 'time': 1670632649, 'md5': 'MWPpBiiZ/FFf4XooNETyZw==', 'fsize': 5785870, 'resto': 4828268}, {'no': 4866834, 'now': '12/09/22(Fri)19:41:27', 'name': 'Anonymous', 'filename': '1489104121640', 'ext': '.webm', 'w': 384, 'h': 288, 'tn_w': 125, 'tn_h': 93, 'tim': 1670632887576194, 'time': 1670632887, 'md5': 'CCBFXx4lPCYykqjF3BtPcg==', 'fsize': 3773482, 'resto': 4828268}, {'no': 4866838, 'now': '12/09/22(Fri)19:43:44', 'name': 'Anonymous', 'com': '<a href=""#p4863117"" class=""quotelink"">&gt;&gt;4863117</a><br>well that&#039;s the point of the thread, isn&#039;t it?', 'time': 1670633024, 'resto': 4828268}, {'no': 4866845, 'now': '12/09/22(Fri)19:50:15', 'name': 'Anonymous', 'com': '<a href=""#p4866838"" class=""quotelink"">&gt;&gt;4866838</a><br>A friend showed me this thread, I made an effort to come here to tell you to KYS after seeing the Xbox Live Tornado Siren.', 'time': 1670633415, 'resto': 4828268}]",1670633415,kid,.webm,424.0,356.0,250.0,209.0,1668377417535038.0,DsHAglERoGtU+TKB/aIcZA==,1766472.0,0.0,0.0
35,4837297,,,11/19/22(Sat)13:53:16,Anonymous,,British people thread,1668883996,0,,british-people-thread,241,43,236.0,42.0,"[{'no': 4866805, 'now': '12/09/22(Fri)19:21:01', 'name': 'Anonymous', 'com': '<a href=""#p4848439"" class=""quotelink"">&gt;&gt;4848439</a><br>Just ‘appy seein Deano married and all', 'time': 1670631661, 'resto': 4837297}, {'no': 4866814, 'now': '12/09/22(Fri)19:30:08', 'name': 'Anonymous', 'com': '<a href=""#p4846829"" class=""quotelink"">&gt;&gt;4846829</a><br>How is the man mentally ill? Those old people do this on purpose - have seen many times an old lady completely ignoring the lights or just passing the road in the middle of traffic, looks unironically suicidal. Or another one who shat herself on purpose so the caretakers had to clean her. Old people are just like you and me - there are a lot of fuckups assholes and retards amongst them', 'time': 1670632208, 'resto': 4837297}, {'no': 4866819, 'now': '12/09/22(Fri)19:31:38', 'name': 'Anonymous', 'filename': '1670339056606899', 'ext': '.webm', 'w': 952, 'h': 536, 'tn_w': 125, 'tn_h': 70, 'tim': 1670632298148299, 'time': 1670632298, 'md5': 'AY2Pp027eAFBoKiymjya8g==', 'fsize': 3089873, 'resto': 4837297}, {'no': 4866835, 'now': '12/09/22(Fri)19:42:07', 'name': 'Anonymous', 'com': '<a href=""#p4846715"" class=""quotelink"">&gt;&gt;4846715</a><br><a href=""#p4845223"" class=""quotelink"">&gt;&gt;4845223</a><br><span class=""quote"">&gt;Irish themed pub</span><br><br>This is the part that I don&#039;t get, most of the Pubs I go to are fucking ancient and themed on being fucking local drinking establishments<br><br>Who the fuck goes to an &quot;irish&quot; pub?', 'time': 1670632927, 'resto': 4837297}, {'no': 4866844, 'now': '12/09/22(Fri)19:50:11', 'name': 'Anonymous', 'com': '<a href=""#p4859293"" class=""quotelink"">&gt;&gt;4859293</a><br>Fred bentos would be considered top end processed food in the US.', 'time': 1670633411, 'resto': 4837297}]",1670633411,1653967677298,.webm,576.0,1024.0,140.0,250.0,1668883996381644.0,+89prYmAXzqN7t/oilNBmg==,3048401.0,0.0,0.0
36,4819614,,,11/07/22(Mon)20:48:56,Anonymous,Star Trek: Lower Decks,The U.S.S. Cerritos ensigns are challenged in (hilarious) ways they could never imagine.,1667872136,0,,star-trek-lower-decks,179,121,174.0,118.0,"[{'no': 4865440, 'now': '12/08/22(Thu)17:57:28', 'name': 'Anonymous', 'com': '<a href=""#p4864658"" class=""quotelink"">&gt;&gt;4864658</a><br>RIGHT!', 'time': 1670540248, 'resto': 4819614}, {'no': 4865468, 'now': '12/08/22(Thu)18:09:56', 'name': 'Anonymous', 'com': 'the only thing keeping this show alive is that we will see t&#039;anas musky cat pussy', 'time': 1670540996, 'resto': 4819614}, {'no': 4866111, 'now': '12/09/22(Fri)07:18:23', 'name': 'Anonymous', 'filename': 'Star.Trek.Lower.Decks.S01E08.720p.AMZN.WEBRip.x264-GalaxyTV_5', 'ext': '.webm', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670588303656847, 'time': 1670588303, 'md5': 'syDumSqug6+FfTSpZrcf7Q==', 'fsize': 5652637, 'resto': 4819614}, {'no': 4866171, 'now': '12/09/22(Fri)08:35:29', 'name': 'Anonymous', 'filename': 'Star.Trek.Lower.Decks.S01E08.720p.AMZN.WEBRip.x264-GalaxyTV_1(1)', 'ext': '.webm', 'w': 852, 'h': 480, 'tn_w': 125, 'tn_h': 70, 'tim': 1670592929588338, 'time': 1670592929, 'md5': 'drIhT9/ZE4H6oryJAw/Cjw==', 'fsize': 4773262, 'resto': 4819614}, {'no': 4866634, 'now': '12/09/22(Fri)17:23:50', 'name': 'Anonymous', 'filename': 'Star.Trek.Lower.Decks.S01E08.720p.AMZN.WEBRip.x264-GalaxyTV_2(1)', 'ext': '.webm', 'w': 852, 'h': 480, 'tn_w': 125, 'tn_h': 70, 'tim': 1670624630342691, 'time': 1670624630, 'md5': 'g7FtNeTERl9ZEsXLEuhwog==', 'fsize': 4754532, 'resto': 4819614}]",1670633479,star.trek.lower.decks.s02e10.watching my butt,.webm,640.0,480.0,250.0,140.0,1667872136494046.0,aXUw/8z3Y8+9ad/QKcu1Gw==,4841537.0,0.0,0.0
37,4854602,,,11/30/22(Wed)21:42:42,Anonymous,STD,,1669862562,0,,std,57,49,52.0,45.0,"[{'no': 4866119, 'now': '12/09/22(Fri)07:24:05', 'name': 'Anonymous', 'com': 'Mein gott....look at what they did to my boy....', 'time': 1670588645, 'resto': 4854602}, {'no': 4866170, 'now': '12/09/22(Fri)08:34:16', 'name': 'Anonymous', 'filename': 'star.trek.discovery.s01e07', 'ext': '.webm', 'w': 1920, 'h': 960, 'tn_w': 125, 'tn_h': 62, 'tim': 1670592856566984, 'time': 1670592856, 'md5': 'Ri/oRGBqW+x75KRLC7+1pA==', 'fsize': 5929598, 'resto': 4854602}, {'no': 4866633, 'now': '12/09/22(Fri)17:22:29', 'name': 'Anonymous', 'filename': 'Tilly will Become the Borg Queen in Star Trek Discovery . Michael Alice &amp; Tilly Red Queen', 'ext': '.webm', 'w': 640, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670624549551011, 'time': 1670624549, 'md5': '8jTbg5nwIHgs595vwH3LSw==', 'fsize': 6201810, 'resto': 4854602}, {'no': 4866836, 'now': '12/09/22(Fri)19:42:13', 'name': 'Anonymous', 'filename': 'Leonard Nimoy Explains What is Wrong with Star Trek Discovery', 'ext': '.webm', 'w': 600, 'h': 300, 'tn_w': 125, 'tn_h': 70, 'tim': 1670632933891260, 'time': 1670632933, 'md5': '8aquGa0WBAJUsyDVOLfi4w==', 'fsize': 4192509, 'resto': 4854602}, {'no': 4866839, 'now': '12/09/22(Fri)19:45:19', 'name': 'Anonymous', 'filename': 'Capitalism Bad in Star Trek Discovery', 'ext': '.webm', 'w': 640, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670633119532806, 'time': 1670633119, 'md5': 'MRGM22R724Zi0lIjyi1Chw==', 'fsize': 6278485, 'resto': 4854602}]",1670633119,star.trek.discovery.s01e02.live long and prosper my daughter,.webm,1920.0,960.0,250.0,125.0,1669862562472814.0,THMG4DKiNFulQ1FpYgddxQ==,6229617.0,0.0,0.0
38,4846961,,,11/25/22(Fri)18:21:40,Anonymous,Star Trek: TOS,"Only post the original Star Trek. You know, the one with Kirk and Spock....question are these two twins? What is the deal?",1669418500,0,,star-trek-tos,87,65,82.0,61.0,"[{'no': 4866168, 'now': '12/09/22(Fri)08:31:30', 'name': 'Anonymous', 'filename': 'Star Trek - S02E26 - Assignment Earth Billy Blackburn what is Lt Hadley doing at he Kennedy Space Center at Cape Canaveral, Florida aka McKinley Rocket Base', 'ext': '.webm', 'w': 512, 'h': 384, 'tn_w': 125, 'tn_h': 93, 'tim': 1670592690569199, 'time': 1670592690, 'md5': 'xJI66Jt5/aMUOQaxKgvPCQ==', 'fsize': 4191900, 'resto': 4846961}, {'no': 4866607, 'now': '12/09/22(Fri)16:46:34', 'name': 'Anonymous', 'com': '<a href=""#p4866154"" class=""quotelink"">&gt;&gt;4866154</a><br>There was originally some dialog in that scene about media constructing a false reality, used to control us en masse, but it&#039;s been scrubbed and I can&#039;t find it anymore.<br>You can guess who the big heads were supposed to represent. The original actor died of a stroke in his lower 40s', 'time': 1670622394, 'resto': 4846961}, {'no': 4866630, 'now': '12/09/22(Fri)17:19:49', 'name': 'Anonymous', 'filename': 'Star Trek - S02E26 - Assignment Earth Footage of the rocket launching is of Apollo 4.', 'ext': '.webm', 'w': 512, 'h': 384, 'tn_w': 125, 'tn_h': 93, 'tim': 1670624389761315, 'time': 1670624389, 'md5': 'WxV0CJIyydPhG4Jjgh24sg==', 'fsize': 4191365, 'resto': 4846961}, {'no': 4866640, 'now': '12/09/22(Fri)17:26:40', 'name': 'Anonymous', 'filename': 'Star Trek - S02E26 - Why is the transport different on the receiving end', 'ext': '.webm', 'w': 512, 'h': 384, 'tn_w': 125, 'tn_h': 93, 'tim': 1670624800153730, 'time': 1670624800, 'md5': '5GQK4BMKTVyrsU9inbE2Iw==', 'fsize': 4191117, 'resto': 4846961}, {'no': 4866833, 'now': '12/09/22(Fri)19:40:33', 'name': 'Anonymous', 'filename': 'Star Trek - S02E26 - Assignment Earth Actress Victoria Vetri (a.k.a. Angela Dorian, Playboy&#039;s Playmate of the Year for 1968)', 'ext': '.webm', 'w': 512, 'h': 384, 'tn_w': 125, 'tn_h': 93, 'tim': 1670632833086566, 'time': 1670632833, 'md5': 'ywSEOqs+hDQ/GDDQUwmTAw==', 'fsize': 4189504, 'resto': 4846961}]",1670632833,Star Trek - S02E08 - The Changeling brothers,.webm,1920.0,1080.0,250.0,187.0,1669418500839384.0,xF42IafEanZx4R+wDMlvsg==,1292018.0,0.0,0.0
39,4859995,,,12/04/22(Sun)20:23:28,Anonymous,Star Trek: The Next Generation,,1670203408,0,,star-trek-the-next-generation,72,70,67.0,66.0,"[{'no': 4866151, 'now': '12/09/22(Fri)08:10:04', 'name': 'Anonymous', 'com': 'Picard rejects feminism.', 'filename': 'TNG 1x05 The Last Outpost - Picard&#039;s comment on feminism', 'ext': '.webm', 'w': 1440, 'h': 1080, 'tn_w': 125, 'tn_h': 93, 'tim': 1670591404640967, 'time': 1670591404, 'md5': 'NYHlG6rKw01HEqaa0EnPVw==', 'fsize': 6286286, 'resto': 4859995}, {'no': 4866169, 'now': '12/09/22(Fri)08:32:48', 'name': 'Anonymous', 'filename': 'Star Trek The Next Generation All good things must end I will get the Klingon attention', 'ext': '.webm', 'w': 656, 'h': 496, 'tn_w': 125, 'tn_h': 94, 'tim': 1670592768504467, 'time': 1670592768, 'md5': 'uGMByiHAgBCXLZ2IBIcOAQ==', 'fsize': 4171595, 'resto': 4859995}, {'no': 4866637, 'now': '12/09/22(Fri)17:25:40', 'name': 'Anonymous', 'filename': 'S7 E08 - Attached Confidence I do not know', 'ext': '.webm', 'w': 720, 'h': 544, 'tn_w': 125, 'tn_h': 94, 'tim': 1670624740415767, 'time': 1670624740, 'md5': '7X9ARmb7XEoDeMtnZGZBnQ==', 'fsize': 4181744, 'resto': 4859995}, {'no': 4866808, 'now': '12/09/22(Fri)19:25:34', 'name': 'Anonymous', 'com': 'hello sirs', 'time': 1670631934, 'resto': 4859995}, {'no': 4866830, 'now': '12/09/22(Fri)19:39:17', 'name': 'Anonymous', 'filename': 'STNGAll good things must end Bozeman', 'ext': '.webm', 'w': 656, 'h': 496, 'tn_w': 125, 'tn_h': 94, 'tim': 1670632757646956, 'time': 1670632757, 'md5': 'xX+WEZLZ0gojEApTSLjr6Q==', 'fsize': 4117312, 'resto': 4859995}]",1670632757,1 (2),.gif,384.0,272.0,250.0,177.0,1670203408076920.0,O2vHbHLQumtkJm7jihH/kw==,2581615.0,0.0,0.0
40,4839773,,,11/20/22(Sun)22:04:59,Anonymous,,"Mado 5<br><br>Previous: <span class=""deadlink"">&gt;&gt;4826074</span>",1668999899,0,,mado-5,154,114,149.0,110.0,"[{'no': 4866235, 'now': '12/09/22(Fri)10:09:44', 'name': 'Anonymous', 'filename': 'Oops', 'ext': '.webm', 'w': 640, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670598584190648, 'time': 1670598584, 'md5': '8dBPeOecOmWNmEjUAs6T5A==', 'fsize': 4254086, 'resto': 4839773}, {'no': 4866240, 'now': '12/09/22(Fri)10:13:48', 'name': 'Anonymous', 'filename': 'Rumble Time', 'ext': '.webm', 'w': 244, 'h': 266, 'tn_w': 114, 'tn_h': 125, 'tim': 1670598828817032, 'time': 1670598828, 'md5': 'XxlpR966wt/7OYQT7SO+FA==', 'fsize': 2294097, 'resto': 4839773}, {'no': 4866392, 'now': '12/09/22(Fri)13:03:20', 'name': 'Anonymous', 'com': '<a href=""#p4839773"" class=""quotelink"">&gt;&gt;4839773</a><br>I&#039;m honestly amazed and impressed that these Mado threads are still chuggin&#039;. It was fun posting the originals and other pieces by Gobou and watching the newfriends gape and go &quot;WOW there&#039;s more?!&quot;<br><br>I would post my own but my apartment was burgled this Tuesday and my laptop was stolen. Unimaginable volumes of memories currently missing, praying that they&#039;ll turn up. So I&#039;ll be vibing in here, letting Madotsuki&#039;s grooving cheer me up. :3', 'time': 1670609000, 'resto': 4839773}, {'no': 4866464, 'now': '12/09/22(Fri)14:40:42', 'name': 'Anonymous', 'filename': 'Aviator - Can&#039;t Stop', 'ext': '.webm', 'w': 244, 'h': 266, 'tn_w': 114, 'tn_h': 125, 'tim': 1670614842860472, 'time': 1670614842, 'md5': 'XgR/QRUurkyhQkFGxOGt+w==', 'fsize': 2404764, 'resto': 4839773}, {'no': 4866818, 'now': '12/09/22(Fri)19:31:36', 'name': 'Anonymous', 'filename': 'Forest of Illusion', 'ext': '.webm', 'w': 488, 'h': 336, 'tn_w': 124, 'tn_h': 86, 'tim': 1670632296991508, 'time': 1670632296, 'md5': 'ondAkW/K/KM0OLrT29ST/w==', 'fsize': 1731749, 'resto': 4839773}]",1670632296,Sword Search by DJ Cutman,.webm,488.0,336.0,249.0,172.0,1668999899023687.0,yUDt66PXFx2wE6jCVo+Vhw==,6095439.0,0.0,0.0
